Malayalam,Assamese
ഗ്രാഫ്,গ্ৰাফ
ഗ്രാഫ് പ്ലോട്ടിംഗ്,গ্ৰাফ প্লটিং
ഗ്രാഫിക് സ്വഭാവം,গ্ৰাফিক চৰিত্ৰ
ഗ്രാഫിക് കൺട്രോളർ,গ্রাফিক নিয়ন্ত্রক
ഗ്രാഫിക് ഡാറ്റ ഘടന,গ্ৰাফিক ডাটা গঠন
ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
ഗ്രാഫിക് ഡിസ്പ്ലേ റെസലൂഷൻ,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
ഗ്രാഫിക് ഭാഷ,গ্ৰাফিক ভাষা
ഗ്രാഫിക് ഭാഷ,গ্ৰাফিক ভাষা
ഗ്രാഫിക് പാനൽ,গ্ৰাফিক পেনেল
ഗ്രാഫിക്കൽ ആനിമേഷൻ,গ্ৰাফিকেল এনিমেচন
ഗ്രാഫിക്കൽ ഇന്റർഫേസ് ഫോർമാറ്റ് (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
ഗ്രാഫിക്കൽ യൂസർ ഇന്റർഫേസ് (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
ഗ്രാഫിക്സ്,গ্রাফিক্স
ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ,গ্ৰাফিক্স এপ্লিকেচন
ഗ്രാഫിക്സ് കഴ്സർ,গ্ৰাফিক্স কাৰ্চাৰ
ഗ്രാഫിക്സ് മോഡ്,গ্ৰাফিক্স মোড
ഗ്രാഫിക്സ് പാക്കേജ്,গ্ৰাফিক্স পেকেজ
ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ,গ্ৰাফিক্স চফ্টৱেৰ
ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ,গ্ৰাফিক্স চফ্টৱেৰ
ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ പാക്കേജ്,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
ഗ്രേ സ്കെയിൽ,ধূসৰ স্কেল
അത്യാഗ്രഹ രീതി,লোভী পদ্ধতি
grep,grep
ഗ്രിഡ്,গ্ৰিড
ഗ്രിഡ് ചാർട്ട്,গ্ৰীড চাৰ্ট
ഗ്രിഡ് കമ്പ്യൂട്ടിംഗ്,গ্ৰীড কম্পিউটিং
ഗ്രിഡ് മോഡുലേഷൻ,গ্ৰীড মডুলেচন
ഗ്രൗണ്ട് വേവ്,মাটিৰ তৰংগ
ഗ്രൂപ്പ്,গোট
ഗ്രൂപ്പ് വിലാസം,গোটৰ ঠিকনা
ഗ്രൂപ്പ് കോഡ്,গ্ৰুপ ক&#39;ড
ഗ്രൂപ്പ് ആശയവിനിമയം,গোটৰ যোগাযোগ
ഗ്രൂപ്പ് ആശയവിനിമയം,গোটৰ যোগাযোগ
ഗ്രൂപ്പ് തിരിച്ചറിയൽ,গোট চিনাক্তকৰণ
ഗ്രൂപ്പ് പേര്,গোটৰ নাম
ഗ്രൂപ്പ്വെയർ,গ্ৰুপৱেৰ
വളർച്ച,বৃদ্ধি
കാവൽ,ৰক্ষা কৰা
മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ,নিৰ্দেশিত মাধ্যম
വെടിയുണ്ട,গুনজিপ
ഹാക്ക്,হেক কৰক
ഹാക്കർ,হেকাৰ
ഹാക്കറുടെ നിഘണ്ടു,hacker&#39;s অভিধান
പകുതി ആഡർ,হাফ এডাৰ
പകുതി പാലം,আধা দলং
പകുതി ഡ്യൂപ്ലക്സ്,হাফ ডুপ্লেক্স
പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ,হাফ ডুপ্লেক্স লাইন
പകുതി ഡ്യുപ്ലെക്സ് മോഡ്,হাফ ডুপ্লেক্স মোড
പകുതി തീവ്രത,আধা তীব্ৰতা
പകുതി റൂട്ടർ,হাফ ৰাউটাৰ
പകുതി കുറയ്ക്കുന്നയാൾ,আধা বিয়োগকাৰী
പകുതി ടോണിംഗ്,হাফ টোনিং
പകുതി വാക്ക്,আধা শব্দ
ഹാമിൽട്ടോണിയസ് സൈക്കിൾ,hamiltonious চক্ৰ
ഹാമിംഗ് കോഡ്,হামিং কোড
കൈ,হাত
കൈ പകർപ്പ്,হাতৰ কপি
കൈകാര്യം ചെയ്യുക,চম্ভালা
കൈകാര്യം ചെയ്യുന്നു,হেণ্ডলিং
തൂക്കിയിടുക,ওলমা
സന്തോഷകരമായ വല,সুখী নেট
ഹാർഡ് കോപ്പി ഉപകരണം,হাৰ্ড কপি ডিভাইচ
ഹാർഡ് ഡിസ്ക്,হাৰ্ড ডিস্ক
ഹാർഡ് ഡിസ്ക് ക്രാഷ്,হাৰ্ড ডিষ্ক ক্ৰেচ
കഠിനമായ പിശക്,কঠিন ভুল
ഹാർഡ്‌വെയർ ഫ്ലോ നിയന്ത്രണം,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
ഹാർമോണിക്,হাৰমনিক
ഹാർമോണിക് അർത്ഥം,হাৰমনিক গড়
ഹാഷ്,hash
ഹാഷ് ഡയഗ്രം,হেচ ডায়াগ্ৰাম
ഹാഷ് ടേബിൾ,হেচ টেবুল
ഹാഷിംഗ് ടെക്നിക്,হেচিং কৌশল
തലക്കെട്ട്,হেডাৰ
കൂമ്പാരം,ঢেৰ
കൂമ്പാരം അടുക്കുക,heap sort
സഹായം,সহায়
സഹായ സ്ക്രീൻ,সহায় পৰ্দা
ഹെൽപ്പ്നെറ്റ്,হেল্পনেট
ഹെർട്സ്,হাৰ্টজ
ഹ്യൂറിസ്റ്റിക്,heuristic
ഹ്യൂറിസ്റ്റിക് രീതി,হিউৰিষ্টিক পদ্ধতি
ഹെക്സാഡെസിമൽ സംഖ്യകൾ,ষড়দশমিক সংখ্যা
മറഞ്ഞിരിക്കുന്ന വരി,লুকাই থকা ৰেখা
ശ്രേണിപരമായ ഡാറ്റാ ബേസ്,স্তৰভিত্তিক তথ্য ভিত্তি
ഹൈറാർക്കിക്കൽ ഫയൽ സിസ്റ്റം,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
ശ്രേണിപരമായ ഭൂപ്രകൃതി,স্তৰভিত্তিক ভূ-প্ৰকৃতি
ഉയർന്ന തലത്തിലുള്ള ഭാഷ,উচ্চ পৰ্যায়ৰ ভাষা
ഉയർന്ന മെമ്മറി ഏരിയ,উচ্চ স্মৃতিশক্তি এলেকা
ഉയർന്ന പ്രകടനം,উচ্চ পৰিৱেশন
അടിച്ചു,মৰা
ഹിറ്റ് നിരക്ക്,হিট হাৰ
ഹിറ്റ് അനുപാതം,হিট ৰেচিঅ&#39;
ദ്വാരം,ফুটা
ഹോം ഡയറക്ടറി,হোম ডাইৰেকটৰী
ഹോം പേജ്,হোম পেজ
ഏകതാനമായ കോർഡിനേറ്റ്,সমজাতীয় স্থানাংক
ചാടുക,জঁপিওৱা
ഹോപ്പ് എണ്ണം,হপ গণনা
കൊമ്പ്,শিঙ
ഹോസ്റ്റ് കമ്പ്യൂട്ടർ,গৃহস্থ কম্পিউটাৰ
ഹോസ്റ്റ് കമ്പ്യൂട്ടർ,গৃহস্থ কম্পিউটাৰ
ഹോസ്റ്റ് ഭാഷ,গৃহস্থ ভাষা
ചൂടുള്ള കീ,হট কী
ഹൈപ്പർ ടെക്സ്റ്റ് മാർക്ക്അപ്പ് ഭാഷ (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
അനുമാനം,অনুমান
ഞാൻ പോഡ്,মই পড
I/O ബഫർ,I/O বাফাৰ
I/O പോർട്ട്,I/O পৰ্টে
I/O യൂണിറ്റ്,I/O একক
ഐഡന്റിഫയർ,চিনাক্তকৰ্তা
ഐഡന്റിറ്റി,পৰিচয়
ചിത്രം,ছৱি
ഇമേജ് സെൻസർ,ইমেজ চেন্সৰ
ആഘാതം പ്രിന്റർ,ইমপেক্ট প্ৰিন্টাৰ
തടസ്സം,ইম্পিডেন্স
അനിവാര്യമായ പ്രോഗ്രാം ഭാഷ,আৱশ্যকীয় প্ৰগ্ৰেম ভাষা
അനിവാര്യമായ പ്രസ്താവന,আৱশ্যকীয় বক্তব্য
പരോക്ഷമായ വിലാസം,অন্তৰ্নিহিত ঠিকনা
അസാധ്യമായ സംഭവം,অসম্ভৱ পৰিঘটনা
നിഷ്ക്രിയ നോഡ്,নিষ্ক্ৰিয় ন&#39;ড
പൊരുത്തക്കേട്,অসামঞ্জস্যতা
ഇൻക്രിമെന്റും,বৃদ্ধি কৰক
സൂചിക,সূচী
സൂചിക ഡാറ്റ ഇനം,সূচী তথ্য বস্তু
സൂചിക ഫയൽ,সূচী নথিপত্ৰ
സൂചിക രജിസ്റ്റർ,সূচী পঞ্জীয়ন
സൂചിക ക്രമം,সূচী ক্ৰমিক
സൂചികയിലുള്ള വിലാസം,সূচীভুক্ত ঠিকনাকৰণ
സൂചികയിലുള്ള ഭാഷ,সূচীভুক্ত ভাষা
ഇൻഡക്‌സ് ചെയ്‌ത സീക്വൻസ് ഫയൽ,সূচীভুক্ত ক্ৰম নথিপত্ৰ
ഇൻഡക്‌സ് ചെയ്‌ത സീക്വൻഷ്യൽ സ്‌ക്‌സസ് രീതി (ISAM),সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM)
പരോക്ഷ അഭിസംബോധന,পৰোক্ষ সম্বোধন
ഇൻഫോർമാറ്റിക്സ്,তথ্যবিজ্ঞান
വിവരങ്ങൾ,তথ্য
വിവര ബിറ്റ്,তথ্য বিট
വിവര മാനേജ്മെന്റ്,তথ্য ব্যৱস্থাপনা
ഇൻഫർമേഷൻ മാനേജ്മെന്റ് സിസ്റ്റം (IMS),তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS)
വിവരങ്ങൾ വീണ്ടെടുക്കൽ,তথ্য উদ্ধাৰ কৰা
വിവര സംവിധാനം,তথ্য ব্যৱস্থা
വിവര സാങ്കേതിക വിദ്യ (ഐടി),তথ্য প্ৰযুক্তি (IT)
ഇൻഫ്രാസ്ട്രക്ചർ മാനേജ്മെന്റ്,আন্তঃগাঁথনি ব্যৱস্থাপনা
അനന്തരാവകാശം,উত্তৰাধিকাৰ
പാരമ്പര്യ പിശക്,উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল
പ്രാരംഭം,প্ৰাৰম্ভিক
പ്രാരംഭ വിലാസം,প্ৰাৰম্ভিক ঠিকনা
പ്രാരംഭ അവസ്ഥ,প্ৰাৰম্ভিক অৱস্থা
ആരംഭിക്കൽ,আৰম্ভণি
മഷി ജെറ്റ് പ്രിന്റർ,ইংক জেট প্ৰিন্টাৰ
അസംഖ്യം,অসংখ্য
ഐ-നോഡ് പട്ടിക,i-node টেবুল
പ്രവർത്തനരഹിതമായ സമയം,অকাৰ্য্যকৰী সময়
ഇൻപുട്ട് ബഫർ രജിസ്റ്റർ,ইনপুট বাফাৰ ৰেজিষ্টাৰ
ഇൻപുട്ട് ഔട്ട്പുട്ട് പ്രോസസർ (I/O പ്രോസസർ),ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ)
ഇൻപുട്ട് ഔട്ട്പുട്ട് രജിസ്റ്റർ (I/O രജിസ്റ്റർ),ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ)
ഇൻപുട്ട് ഔട്ട്‌പുട്ട് സ്റ്റേറ്റ്‌മെന്റ് (I/O സ്റ്റേറ്റ്‌മെന്റ്),ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি)
ഇൻപുട്ട്/ഔട്ട്പുട്ട് (I/O),ইনপুট/আউটপুট (I/O)
ഇൻപുട്ട്/ഔട്ട്പുട്ട് ബഫർ (I/O ബഫർ),ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ)
ഇൻപുട്ട്/ഔട്ട്പുട്ട് ഉപകരണം (I/O ഉപകരണം),ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ)
തിരുകുക,প্ৰবিষ্ট কৰা
ഉൾപ്പെടുത്തൽ അടുക്കുക,সন্নিৱিষ্ট কৰা সজাই পৰাই তোলা
ഇൻസ്റ്റലേഷൻ സമയം,সংস্থাপনৰ সময়
ഉദാഹരണം,উদাহৰণ
നിർദ്ദേശം,নিৰ্দেশনা
നിർദ്ദേശ കൗണ്ടർ,নিৰ্দেশনা কাউণ্টাৰ
നിർദ്ദേശ ചക്രം,নিৰ্দেশনা চক্ৰ
നിർദ്ദേശ സെറ്റ്,নিৰ্দেশনা ছেট
പൂർണ്ണസംഖ്യ പ്രോഗ്രാമിംഗ്,পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং
പൂർണ്ണസംഖ്യ വേരിയബിൾ,পূৰ্ণসংখ্যা চলক
