Bengali,Hindi
ভগ্নাংশ প্রোগ্রামিং,भिन्नात्मक क्रमादेशन
মুক্ত পথ,मुक्त पथ
বিনামূল্যে ভেক্টর,"मुक्त सदिश, मुक्त वेक्टर"
ফ্রিকোয়েন্সি," आवत्तिृ , बारंबारता"
ফ্রিকোয়েন্সি কলাম,बारंबारता स्तंभ
ফ্রিকোয়েন্সি বক্ররেখা,"बारंबारता वक्र, आवत्तिृ वक्र"
কম্পাংক বন্টন,बारंबारता-बंटन
ফ্রিকোয়েন্সি হিস্টোগ্রাম,बारंबारता आयतचित्र
সংঘটনের ফ্রিকোয়েন্সি,घटना-बारंबारता
ফ্রিকোয়েন্সি বহুভুজ,बारंबारता-बहुभुज
ফ্রিকোয়েন্সি টেবিল,बारंबारता-सारणी
frustum,छिन्नक
একটি পিরামিড এর frustum,पिरामिड का छिन्नक
একটি গোলকের frustum,गोले का छिन्नक
সম্পূর্ণ সম্প্রসারণ,पूर्ण प्रसार
ফাংশন," प्रकार्य , फलन, फंक्शन , अभिलक्षक (समूह)"
কার্যকরী বিশ্লেষণ,फलन विश्लेषण
মৌলিক,"मूल, मौलिक"
মৌলিক উপপাদ্য,मूल प्रमेय
বীজগণিতের মৌলিক উপপাদ্য,बीजगणित का मूल प्रमेय
ছায়াপথ,"गैलेक्सी, आकाश-गंगा"
গ্যালোইস ক্ষেত্র,गाल्वा क्षेत्र
গ্যালোস গ্রুপ,गाल्वा समूह
জুয়াড়ির ধ্বংস,जुआरी का वित्तनाश
খেলা এবং সরানো,खेल और चाल
সুযোগের খেলা,संयोग का खेल
পাশা খেলা,"पाशक क्रीड़ा, पासे का खेल"
গেম তত্ত্ব,खेल सिद्‌धांत
নিখুঁত প্রত্যাহার সঙ্গে গেম,पूर्ण स्मरण वाले खेल
খেলার মান,खेल मान
গামা ফাংশন,गामा-फलन
গাউস-আর্গ্যান্ড প্লেন,गाउस-आरगाँ समतल
গাউসিয়ান বক্ররেখা,गाउस-वक्र
গাউসিয়ান নির্মূল,गाउसीय निराकरण
গাউসিয়ান প্লেন,गाउस-समतल
গাউস-জর্ডান হ্রাস,गाउस-जोरदाँ समानयन
সাধারণ ক্ষেত্রে,व्यापक स्थिति
সাধারণ অভিসারী উপপাদ্য,व्यापक अभिसरण प्रमेय
সাধারণ সমীকরণ,व्यापक समीकरण
সাধারণ ফ্যাক্টর,व्यापक उपादान
সাধারণ ফর্ম,"सामान्य रूप, व्यापक रूप"
সাধারণ সূত্র,सामान्य सूत्र
সাধারণ খেলা,व्यापक खेल
সাধারণ অনুমান,सामान्य अनुमान
সাধারণ অবিচ্ছেদ্য,व्यापक समाकल
সাধারণীকরণ,व्यापकीकरण
সাধারণীকৃত সহযোগী আইন,व्यापकीकृत साहचर्य नियम
সাধারণীকৃত ধারাবাহিক অনুমান,व्यापकीकृत सांतत्यक परिकल्पना
