Hindi,Assamese
मुक्त सॉफ्टवेयर न्यास,মুক্ত চফ্টৱেৰ ভেটি
मुक्त भंडारण,বিনামূলীয়া সংৰক্ষণ
फ्रीवेयर,ফ্ৰীৱেৰ
अग्रांत,আগশাৰীৰ
"1.अग्र पट्टिका, 2.अग्र पैनल",ফ্ৰন্ট পেনেল
"1.प्रकार्य,2. फलन",অনুষ্ঠান
प्रकार्य कुंजी,ফাংচন কি&#39;
प्रकार्य संदर्भ,ফাংচন ৰেফাৰেন্স
प्रकार्यात्मक निर्भरता,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
प्रकार्य परीक्षण,কাৰ্য্যকৰী পৰীক্ষণ
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक",অস্পষ্ট যুক্তি
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट",অস্পষ্ট ছেট
लब्धि,লাভ কৰা
खेल तरू,খেলা গছ
अंतराल संप्रतीक,ফাঁক চৰিত্ৰ
कचरा,আৱৰ্জনা
कचरा संग्रहण,জাবৰ সংগ্ৰহ
कचरा संग्रहण,জাবৰ সংগ্ৰহ
कचरा अंदर कचरा बाहर (गीगो),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
द्वार,গেট
दवार पथ (नेटवर्क के संदर्भ में),গেটৱে
व्यापक क्रमादेश,সাধাৰণ কাৰ্যসূচী
व्यापक क्रमादेश,সাধাৰণ কাৰ্যসূচী
व्यापक उद्देश्य कंप्यूटर,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
व्यापकीकृत उद्देश्य कंप्यूटर,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
सामान्य पंजी,সাধাৰণ পঞ্জীয়ন
व्यापकीकरण,সাধাৰণীকৰণ
व्यापकीकरण,সাধাৰণীকৰণ
व्यापक उद्देशीय भाषा,সাধাৰণ উদ্দেশ্যৰ ভাষা
व्यापक उद्देश्य संक्रिया प्रणाली,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
व्यापक उद्देश्य पंजी,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
जनित त्रुटि,সৃষ্টি কৰা ভুল
जनन प्रकार्य,জেনেৰেটিং ফাংচন
वर्ग सामान्य,জেনেৰিক ক্লাছ
वर्ग प्रकार्य,জেনেৰিক ফাংচন
सामान्य वर्गनाम,জেনেৰিক নাম
गीगो,gigo
"1.सार्वत्रिक, 2.वैश्विक",সাৰ্বজনীন
सार्वत्रिक कूट,গ্লোবেল ক&#39;ড
सार्वत्रिक ताला,গ্লোবেল লক
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क",গ্লোবেল নেটৱৰ্ক
सार्वत्रिक जालक्रम,গ্লোবেল নেটৱৰ্ক
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता",গ্লোবেল ব্যৱহাৰকাৰী
सार्वत्रिक चर,গ্লোবেল ভেৰিয়েবল
"1.वैश्वीकरण, 2.भूमण्डलीकरण",বিশ্বায়ন
गोफर (नेटवर्क में एक प्रोटोकॉल),gopher
गोफर ग्राही,gopher ক্লায়েন্ট
"1.गोफर परिसेवक, 2.गोफर सर्वर",gopher চাৰ্ভাৰ
गोफर स्थल,gopher চাইট
गोफर स्पेस,gopher স্থান
आकर्षक निम्नीकरण,graceful অৱক্ষয়
व्याकरण संशोधक,ব্যাকৰণ পৰীক্ষক
व्याकरण आकर्षक बहिगर्मन,ব্যাকৰণ graceful প্ৰস্থান
"1.कुल जोड़, 2.महायोग, 3.कुल योग",সৰ্বমুঠ
"1.ग्राफ, 2.आलेख",গ্ৰাফ
"1.ग्राफ अंकन, 2.आलेख अंकन",গ্ৰাফ প্লটিং
"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक",গ্ৰাফিক চৰিত্ৰ
"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक",গ্রাফিক নিয়ন্ত্রক
"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना",গ্ৰাফিক ডাটা গঠন
"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश",গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श",গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
"1.ग्राफीय भाषा, 2.आलेखीय भाषा",গ্ৰাফিক ভাষা
"1.ग्राफीय भाषा, 2.आलेखीय भाषा",গ্ৰাফিক ভাষা
"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका",গ্ৰাফিক পেনেল
"1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन",গ্ৰাফিকেল এনিমেচন
ग्राफी अन्तरण फारमेट (जीाईेफ),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
"1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ",চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
"1.आलेखी, 2.ग्राफिक्स",গ্রাফিক্স
"1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग",গ্ৰাফিক্স এপ্লিকেচন
"1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर",গ্ৰাফিক্স কাৰ্চাৰ
"1.ग्राफिक्स मोड, 2.आलेखी विधा",গ্ৰাফিক্স মোড
"1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज",গ্ৰাফিক্স পেকেজ
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",গ্ৰাফিক্স চফ্টৱেৰ
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर",গ্ৰাফিক্স চফ্টৱেৰ
"1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज",গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
ग्रे स्केल,ধূসৰ স্কেল
"1.लालची विधि, 2.ग्रीडी विधि",লোভী পদ্ধতি
ग्रेप,grep
ग्रिड,গ্ৰিড
ग्रिड संचित्र,গ্ৰীড চাৰ্ট
ग्रिड अभिकलन,গ্ৰীড কম্পিউটিং
ग्रिड मॉडुलन,গ্ৰীড মডুলেচন
भू-तरंग,মাটিৰ তৰংগ
समूह,গোট
समूह पता,গোটৰ ঠিকনা
समूह कूट,গ্ৰুপ ক&#39;ড
समूह संचार,গোটৰ যোগাযোগ
समूह संचार,গোটৰ যোগাযোগ
"1.समूह पहचान, 2.समूह अभिज्ञान",গোট চিনাক্তকৰণ
समूह नाम,গোটৰ নাম
समूहवेयर,গ্ৰুপৱেৰ
वृद्धि,বৃদ্ধি
"1.रक्षक, 2.गार्ड",ৰক্ষা কৰা
निर्देशित माध्यम,নিৰ্দেশিত মাধ্যম
गनजिप,গুনজিপ
कूट विच्छेदन,হেক কৰক
कूट विच्छेदक,হেকাৰ
कूट विच्छेदक शब्द कोश,hacker&#39;s অভিধান
