Marathi,Odiya
परीक्षा,ପରୀକ୍ଷା
परीक्षार्थी,ପରୀକ୍ଷା କର
परीक्षक,ପରୀକ୍ଷକ
उदाहरण,ଉଦାହରଣ |
उत्खनन,ଖନନ
उत्कृष्ट,ଉତ୍କୃଷ୍ଟ
अपवाद,ବ୍ୟତିକ୍ରମ |
अपवादात्मक,ବ୍ୟତିକ୍ରମ |
जादा,ଅତ୍ୟଧିକ
एक्सचेंज,ବିନିମୟ
Execequer,ବଂଶଧର
उत्पादन शुल्क (= उत्पादन शुल्क),ଏକ୍ସାଇଜ୍ (= ଏକ୍ସାଇଜ୍ ଡ୍ୟୁଟି)
वगळा,ବାଦ ଦିଅନ୍ତୁ
अनन्य,ସ୍ୱତନ୍ତ୍ର
माफ करा,ବାହାନା
अंमलबजावणी,ଏକଜେକ୍ୟୁଟ୍ କର
कार्यकारी,କାର୍ଯ୍ୟନିର୍ବାହୀ
कार्यकारी समिती,କାର୍ଯ୍ୟନିର୍ବାହୀ କମିଟି |
कार्यकारी शक्ती,କାର୍ଯ୍ୟନିର୍ବାହୀ ଶକ୍ତି |
कार्यकारी,ନିର୍ବାହର
कार्यकारी कर्मचारी,କାର୍ଯ୍ୟନିର୍ବାହୀ କର୍ମଚାରୀ |
सूट,ମୁକ୍ତ
सूट,ଛାଡ
व्यायाम,ବ୍ୟାୟାମ
माजी ग्रॅटिया,ପୂର୍ବ-ଗ୍ରାଟିସିଆ |
माजी ग्रॅटिया पेमेंट,ପୂର୍ବ-ଗ୍ରାଟିଆ ଦେୟ |
दमट,ନିଷ୍କାସନ
परिपूर्ण,ସମ୍ପ୍ରସାରିତ |
प्रदर्शन,ପ୍ରଦର୍ଶନ
एक्झीजेंसी,ଅବସିଜୀ
एक्झिम पॉलिसी,ନିର୍ବୋଧ ନୀତି
बाहेर पडा,ପ୍ରସ୍ଥାନ
एक्झिट मुलाखत,ସାକ୍ଷାତକାର ଛାଡନ୍ତୁ
एक्झिट पॉलिसी,ପୁରଣ କରନ୍ତୁ ନୀତି
एक्झिट पोल,ପୋଲରୁ ବାହାରକୁ ଯାଆନ୍ତୁ |
एक्स-ऑफिसिओ,ପୂର୍ବ-ଅଧିକାରୀ |
निर्दोष,ଉତ୍ତେଜିତ
विस्तार,ବିସ୍ତାର
माजी भाग,ପୂର୍ବ ଭାଗ
प्रवासी,ବାହୁବଳୀ
फायदेशीर,ଉତ୍ତମ
वेगवान,ତ୍ୱରାନ୍ୱିତ କର |
बाहेर काढा,ବହିଷ୍କାର
खर्च,ଖର୍ଚ୍ଚ
अनुभव,ଅଭିଜ୍ଞତା
प्रयोग,ପରୀକ୍ଷଣ |
तज्ञ,ବିଶେଷଜ୍ଞ
समाप्ती,ସମାପ୍ତି
कालबाह्यता तारीख,ସମାପ୍ତି ତାରିଖ
स्पष्टीकरण,ବ୍ୟାଖ୍ୟା
स्पष्ट,ସ୍ପଷ୍ଟ ଭାବରେ
शोषण,ଶୋଷଣ
अन्वेषण,ଅନୁସନ୍ଧାନ କର |
स्फोट,ବିସ୍ଫୋରଣ
निर्यात,ରପ୍ତାନି
माजी पोस्ट फॅक्टो,ପୂର୍ବ-ପୋଷ୍ଟ ଫ୍ୟାକ୍ଟୋ |
व्यक्त,ଏକ୍ସପ୍ରେସ
अभिव्यक्ती,ଅଭିବ୍ୟକ୍ତି
हद्दपार,ବହିଷ୍କାର
निर्वासित,ବହିଷ୍କାର
वाढवणे,ବିସ୍ତାର କର |
व्याप्ती,ସୀମା
बाह्य,ବାହ୍ୟ
खंडणी,ଚୋରୀ
अतिरिक्त,ଅତିରିକ୍ତ
काढा,ବାହାର
विलक्षण,ଅସାଧାରଣ
विलक्षण,ଅତ୍ୟଧିକ
अतिरेकी,ଉଗ୍ରବାଦୀ
बहिर्मुख,ଅତିରିକ୍ତ
डोळा साक्षीदार,ଆଖି ସାକ୍ଷୀ
बनावट,କପଡା |
दर्शनी मूल्य,ମୁହଁ ମୂଲ୍ୟ
सुलभ करा,ସୁବିଧା
सुविधा,ସୁବିଧା
फॅसिमिले,କାରସିମ୍
खरं,ସତ୍ୟ
गटवाद,କ୍ଷେତ୍ରଗୁଡିକ
घटक,କାରକ
कारखाना,କାରଖାନା
वास्तविक,ବାସ୍ତବରେ ବାସ୍ତବ
प्राध्यापक,ଅଧ୍ୟାପିକା
अपयशी,ବିଫଳ
योग्य,ମେଳା
विश्वास,ବିଶ୍ୱାସ
बनावट,ନକଲି
कुटुंब,ପରିବାର
दुष्काळ,ଦୁର୍ଭିକ୍ଷ
भाडे,ଭଡା
निरोप,ବିଦାୟ
शेती,ଚାଷ
थकवा,ଥକା
दोष,ଦୋଷ
अनुकूलता,ଅନୁଗ୍ରହ
व्यवहार्यता,ପ୍ରଭାବସନ୍ତତା |
फेडरेशन,ଫେଡେରେସନ୍
फी,ଦେୟ
परत खायला द्या,ଫେରିବା
भावना,ଅନୁଭବ
सत्यापित करा,ଫଲିକାଇଟ୍
फेलो,ସାଥୀ
फेलोशिप,ସହଭାଗୀତା |
मादी,ମହିଳା
सुपीक,ଉର୍ବର
काल्पनिक,କାଳ୍ପନିକ |
निष्ठा,ବିଶ୍ୱସ୍ତତା
फील्ड,କ୍ଷେତ୍ର
आकृती,ଚିତ୍ର
फाईल,ଫାଇଲ୍ |
दाखल,ଚିକିତ୍ସା
चित्रपट,ଚଳଚ୍ଚିତ୍ର
अंतिम,ଚୂଡ଼ାନ୍ତ
वित्त,ଅର୍ଥ
आर्थिक,ଆର୍ଥିକ
फायनान्सर,ଆର୍ଥିକ
निष्कर्ष,ଅନୁସନ୍ଧାନ
छान,ଭଲ ଅଛି
ललित कला,ସୂକ୍ଷ୍ମ କଳା
बोटाचे मुद्रण,ଆଙ୍ଗୁଠି ମୁଦ୍ରଣ
समाप्त वस्तू,ସମାପ୍ତ ସାମଗ୍ରୀ |
आग,ଅଗ୍ନି
गोळीबार,ଗୁଣ୍ଡ
टणक,ଦୃ firm
प्रथमोपचार,ପ୍ରଥାମିକ୍ ଚିକିତ୍ସା
प्रथम श्रेणी,ପ୍ରଥମ ଶ୍ରେଣୀ
प्रथम विभाग,ପ୍ରଥମ ବିଭାଗ
पहिला माहिती अहवाल,ପ୍ରଥମ ସୂଚନା ରିପୋର୍ଟ
वित्तीय,ଆର୍ଥିକ |
मत्स्यपालन,ମତ୍ସ୍ୟଚାଷ
फिट,ଫିଟ୍
तंदुरुस्ती,ଫିଟନେସ୍
निराकरण,ଠିକ୍ କର |
निर्धारण,ଫିକ୍ସସନ୍
निश्चित,ସ୍ଥିର
झेंडा,ପତାକା
फडफड,ଫ୍ଲାପ୍
फ्लॅट,ଫ୍ଲାଟ
फ्लीट,ଜାହାଜ
लवचिकता,ନମନୀୟତା |
उड्डाण,ଉଡ଼ାଣ
पूर आराम,ବନ୍ୟା ପରିସ୍ଥିତି
मजला,ଚଟାଣ
प्रवाह,ପ୍ରବାହ
चढ - उतार,ଉତ୍ତୋଳନ
भ्रूणक,ଫେଟିକାଇଡ୍ |
फोल्डर,ଫୋଲ୍ଡର
फोलिओ,ଫୋଲିଓ
अनुसरण करा,ଅନୁସରଣ କର
खालील,ନିମ୍ନଲିଖିତ
अनुयायी,ନିମ୍ନଲିଖିତ
Foment,ଫଣ୍ଟ
पाऊल टीप,ପାଦ ଟିପ୍ପଣୀ
सक्तीने कामगार,ବାଧ୍ୟ କରାଯାଇଥିବା ଶ୍ରମ
अंदाज,ପୂର୍ବାନୁମାନ
अग्रगण्य निष्कर्ष,ଅଗ୍ରଗାମୀ ସିଦ୍ଧାନ୍ତ |
परदेशी,ବିଦେଶୀ
फोरमॅन,ଫ୍ରୋସମାନ
फोरनून,ପୂର୍ବାନୁମାନ |
दूरदृष्टी,ଦୂରଦୃଷ୍ଟି |
अग्रलेख,ଅଗ୍ରଗାମୀ
जप्त,ବିବାଦ
बनावट,ଜାଲ୍
बनावट,ଜାଲିଆତି
फॉर्म,ଫର୍ମ
औपचारिक,ଔପଚାରିକ
स्वरूप,ଫର୍ମାଟ୍
माजी,ପୂର୍ବ
सुत्र,ସୂତ୍ର
त्वरित,ନବାହଖ ତାର
पुढे,ଆଗକୁ
अग्रेषित पत्र,ଅଗ୍ରଗାମୀ ଚିଠି
पाया,ଭିତ୍ତିପ୍ରସ୍ତର
अपूर्णांक,ଭଗ୍ନାଂଶ
फ्रेंचायझी,ଫ୍ରାଞ୍ଚାଇଜ୍
फसवणूक,ଠକେଇ |
फुकट,ମାଗଣା |
गोठवा,ଫ୍ରିଜ୍
मालवाहतूक,ମାଲ ପରିବହନ
वारंवारता,ଆବୃତ୍ତି
इंधन,ଇନ୍ଧନ
पूर्ण-प्रमाणात,ପୁରା ସ୍କେଲ
कार्य,କାର୍ଯ୍ୟ
निधी,ପାଣ୍ଠି
कट्टरतावाद,ମ fuundmental ଳିକତା |
सुसज्ज,ସାଜସଜ୍ଜା |
पुढील कारवाई,ଅଧିକ କାର୍ଯ୍ୟ
फायदेशीर रोजगार,ଲାଭଦାୟକ ନିଯୁକ୍ତି
फायदेशीर व्यवसाय,ଲାଭଜନକ ବୃତ୍ତି |
गेट पास,ଦ୍ୱାର ପାସ୍
राजपत्रित,ଗେଜେଟେଡ୍
राजपत्रित सुट्टी,ଗେଜେଟେଡ୍ ଛୁଟି |
सामान्य,ସାଧାରଣ
सामान्य प्रशासन,ସାଧାରଣ ପ୍ରଶାସନ
सामान्य शरीर,ସାଧାରଣ ଶରୀର
सार्वत्रिक निवडणूक,ସାଧାରଣ ନିର୍ବାଚନ |
सर्वसाधारण सभा,ସାଧାରଣ ବ meeting ଠକ |
सामान्य सराव,ସାଧାରଣ ଅଭ୍ୟାସ |
सामान्य प्रक्रिया,ସାଧାରଣ ପଦ୍ଧତି
सामान्य नियम,ସାଧାରଣ ନିୟମ
सामान्य वॉर्ड,ସାଧାରଣ ୱାର୍ଡ |
पिढी,ପି generation ଼ି
अलौकिक बुद्धिमत्ता,ପ୍ରତିଭା
खरा,ଅସଲି
भेट,ଉପହାର
सार,ଗିଷ୍ଟ
जागतिक निविदा,ବିଶ୍ global ସ୍ତର ଟେଣ୍ଡର |
शब्दकोष,ଶବ୍ଦକୋଷ
ध्येय,ଲକ୍ଷ୍ୟ
खाली जा,ତଳକୁ ଯାଅ
गोल्डन हँडशेक (= गोल्डन पॅराशूट),ସୁବର୍ଣ୍ଣ ହ୍ୟାଣ୍ଡସେକ (= ସୁବର୍ଣ୍ଣ ପାରାଚ୍ୟୁଟ୍)
चांगले,ଭଲ
चांगले आचरण,ଭଲ ଆଚରଣ
चांगला विश्वास,ଭଲ ବିଶ୍ୱାସ
चांगली कार्यालये,ଭଲ କାର୍ଯ୍ୟାଳୟ
सद्भावना,ଶୁଭେଚ୍ଛା
शासन,ଶାସନ କର |
कारभार,ଶାସନ
शासन,ସରକାର
भारत सरकार,ଭାରତ ସରକାର
भारत सरकार चिंता,ଭାରତ ସରକାର ଚିନ୍ତାର ବିଚାର
भारत सरकार उपक्रम,ଭାରତ ସରକାରଙ୍କ ସରକାର
सरकारी प्रेस,ସରକାରୀ ଅଣାଗଲା
सरकारी नोकर नियम आयोजित करतात,ସରକାରୀ ସେବକମାନେ ନିୟମ ପରିଚାଳନା କରନ୍ତି |
सरकारी सेवा,ସରକାରୀ ସେବା
श्रेणीकरण,ଗ୍ରେଡେସନ୍
ग्रेड,ଗ୍ରେଡ୍
ग्रेडिंग,ଗ୍ରେଡିଂ
पदवीधर,ସ୍ନାତକ
पदवीधर वेतन,ସ୍ନାତକ ମଜୁରୀ
पदवीधर प्रशिक्षणार्थी,ସ୍ନାତକ ତାଲିମ ଦିଅ |
कलम,ଗ୍ରାଫ୍ଟ
ग्रँड टोटल,ସର୍ବ ମୋଟ
अनुदान,ଅନୁଦାନ
अनुदान-सहाय्य,ଅନୁଦାନ-ଇନ୍-ଏଡ୍ |
द्राक्षे,ଦ୍ରାକ୍ଷାକ୍ଷେତ୍ର
आलेख,ଗ୍ରାଫ୍
ग्राफोलॉजी,ଦବା
कृतज्ञ,କୃତଜ୍ଞ
कृतज्ञता,କାଦୁଅ
हिरवा हात,ସବୁଜ ହାତ
शुभेच्छा,ନମସ୍କାର
तक्रार,ଅଭିଯୋଗ
गंभीर,ଘାସ
स्थूल,ମୋଟ
एकूण रक्कम,ସମୁଦାୟ ରାଶି
एकूण गैरवर्तन,ମୋଟ ଦୁଷ୍କର୍ମ |
एकूण दुर्लक्ष,ମୋଟ ଅବହେଳା |
निव्वळ नफा,ସମୁଦାୟ ଲାଭ
एकूण महसूल,ସମୁଦାୟ ରାଜସ୍ୱ
एकूण एकूण,ମୋଟ ସମୁଦାୟ
निराधार,ମୂଳଦୁଆ |
ग्राउंड भाडे,ଭୂମି ଭଡା
मैदान,ରାସ୍ତା
गट,ଗୋଷ୍ଠୀ
गटबद्ध आणि ग्रेडिंग,ଗୋଷ୍ଠୀ ଏବଂ ଗ୍ରେଡିଂ |
हमी,ଗ୍ୟାରେଣ୍ଟି
हमी,ଗ୍ୟାରେଣ୍ଟର୍
रक्षक,ରାକ୍ଷୀ
गार्ड फाईल,ସର୍ବସାଧାରଣ ଫାଇଲ
पालक,ଅଭିଭାବକ
गेस्ट हाऊस,ଅତିଥି ଗୃହ
मार्गदर्शन,ଗାଇଡ୍
मार्गदर्शक तत्त्वे,ନିର୍ଦ୍ଦେଶାବଳୀ
दोषी,ଦୋଷ
सवय,ଅଭ୍ୟାସ
सवय,ଅଭ୍ୟାସ
अर्ध्या सुट्टीचा,ଅଧା ଛୁଟି |
अर्धा वेतन,ଅଧା ଦରମା
हॉल,ହଲ୍
थांबवा,ଯୋଡ
हात,ହାତ
हँडबिल,ହ୍ୟାଣ୍ଡବିଲ୍
हँडबुक,ହ୍ୟାଣ୍ଡବୁକ୍
अपंग,ହ୍ୟାଣ୍ଡିକ୍ୟାପ୍ |
हँडल,ନିୟନ୍ତ୍ରଣ
हातमाग,ହାତରେ
सुलभ,ସହଜ
हस्तांतरण,କାମ ଭାର ଦେବା
हस्ताक्षर,ହସ୍ତଲିଖନ
छळ,ନିର୍ଯ୍ୟାତନା
हार्बर,ବନ୍ଦର
कठोर कामगार,କଠିନ ପରିଶ୍ରମ
हार्डवेअर,ହାର୍ଡୱେର୍
कठोर परिश्रम करणारा,କଠିନ ପରିଶ୍ରମୀ
हाउलाज,କୁଲାଜ୍
फेरीवाला,ହର୍କର
धोका,ସଙ୍କଟ
डोके,ମୁଣ୍ଡ
मुख्य कार्यालय,ହେଡ୍ ଅଫିସ୍
मुख्यालय,ମୁଖ୍ୟାଳୟ
आरोग्य प्रमाणपत्र,ସ୍ଵାସ୍ଥ୍ୟ ସାର୍ଟିଫିକେଟ୍
सुनावणी,ଶୁଣାଣି
सुनावणी,ଶୁଣନ୍ତି
जड वाहन,ଭାରୀ ଯାନ
वारस,ଉତ୍ତରାଧିକାରୀ
आयोजित,ଧରିଗଲା
यासह,ଏହା ଏଠାରେ |
हेरिटेज,ହେରିଟେଜ୍
पदानुक्रम,ହାଇରାର୍କି |
उच्च अधिकार,ଉଚ୍ଚ ଅଧିକାର
उच्च दर्जाचा,ଉଚ୍ଚ ଗ୍ରେଡ୍
उच्चस्तरीय,ଉଚ୍ଚ ସ୍ତର
उच्च स्तरीय निर्णय,ଉଚ୍ଚ ସ୍ତରୀୟ ନିଷ୍ପତ୍ତି |
हायलाइट्स,ହାଇଲାଇଟ୍
उच्च अधिकारी,ଉଚ୍ଚ ଅଧିକାରୀ |
उच्च प्रॉर्टी,ଉଚ୍ଚ priorty
हायस्कूल,ଉଚ୍ଚ ବିଦ୍ୟାଳୟ
