Gujarati,Malayalam
સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ,പൊതു-ഉദ്ദേശ്യ പ്രവർത്തന സംവിധാനം
સામાન્ય હેતુ રજીસ્ટર,പൊതു-ഉദ്ദേശ്യ രജിസ്റ്റർ
જનરેટ કરેલ ભૂલ,സൃഷ്ടിച്ച പിശക്
જનરેટીંગ ફંક્શન,ഫംഗ്ഷൻ സൃഷ്ടിക്കുന്നു
સામાન્ય વર્ગ,ജനറിക് ക്ലാസ്
સામાન્ય કાર્ય,പൊതു പ്രവർത്തനം
સામાન્ય નામ,പൊതുവായ പേര്
ગીગો,ജിഗോ
વૈશ્વિક,ആഗോള
વૈશ્વિક કોડ,ആഗോള കോഡ്
વૈશ્વિક લોક,ആഗോള ലോക്ക്
વૈશ્વિક નેટવર્ક,ആഗോള ശൃംഖല
વૈશ્વિક નેટવર્ક,ആഗോള ശൃംഖല
વૈશ્વિક વપરાશકર્તા,ആഗോള ഉപയോക്താവ്
વૈશ્વિક ચલ,ആഗോള വേരിയബിൾ
વૈશ્વિકરણ,ആഗോളവൽക്കരണം
ગોફર,ഗോഫർ
ગોફર ક્લાયંટ,ഗോഫർ ക്ലയന്റ്
ગોફર સર્વર,ഗോഫർ സെർവർ
ગોફર સાઇટ,ഗോഫർ സൈറ്റ്
ગોફર જગ્યા,ഗോഫർ സ്പേസ്
આકર્ષક અધોગતિ,ഭംഗിയുള്ള തരംതാഴ്ത്തൽ
વ્યાકરણ તપાસનાર,വ്യാകരണ പരിശോധകൻ
વ્યાકરણ આકર્ષક બહાર નીકળો,വ്യാകരണം ഗംഭീരമായ എക്സിറ്റ്
કુલ,ആകെ തുക
ગ્રાફ,ഗ്രാഫ്
ગ્રાફ પ્લોટિંગ,ഗ്രാഫ് പ്ലോട്ടിംഗ്
ગ્રાફિક પાત્ર,ഗ്രാഫിക് സ്വഭാവം
ગ્રાફિક નિયંત્રક,ഗ്രാഫിക് കൺട്രോളർ
ગ્રાફિક ડેટા માળખું,ഗ്രാഫിക് ഡാറ്റ ഘടന
ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ,ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം
ગ્રાફિક ડિસ્પ્લે રીઝોલ્યુશન,ഗ്രാഫിക് ഡിസ്പ്ലേ റെസലൂഷൻ
ગ્રાફિક ભાષા,ഗ്രാഫിക് ഭാഷ
ગ્રાફિક ભાષા,ഗ്രാഫിക് ഭാഷ
ગ્રાફિક પેનલ,ഗ്രാഫിക് പാനൽ
ગ્રાફિકલ એનિમેશન,ഗ്രാഫിക്കൽ ആനിമേഷൻ
ગ્રાફિકલ ઇન્ટરફેસ ફોર્મેટ (GIF),ഗ്രാഫിക്കൽ ഇന്റർഫേസ് ഫോർമാറ്റ് (GIF)
ગ્રાફિકલ યુઝર ઈન્ટરફેસ (GUI),ഗ്രാഫിക്കൽ യൂസർ ഇന്റർഫേസ് (GUI)
ગ્રાફિક્સ,ഗ്രാഫിക്സ്
ગ્રાફિક્સ એપ્લિકેશન,ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ
ગ્રાફિક્સ કર્સર,ഗ്രാഫിക്സ് കഴ്സർ
ગ્રાફિક્સ મોડ,ഗ്രാഫിക്സ് മോഡ്
ગ્રાફિક્સ પેકેજ,ഗ്രാഫിക്സ് പാക്കേജ്
ગ્રાફિક્સ સોફ્ટવેર,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ
ગ્રાફિક્સ સોફ્ટવેર,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ
ગ્રાફિક્સ સોફ્ટવેર પેકેજ,ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ പാക്കേജ്
ગ્રે સ્કેલ,ഗ്രേ സ്കെയിൽ
લોભી પદ્ધતિ,അത്യാഗ്രഹ രീതി
grep,grep
ગ્રીડ,ഗ്രിഡ്
ગ્રીડ ચાર્ટ,ഗ്രിഡ് ചാർട്ട്
ગ્રીડ કમ્પ્યુટિંગ,ഗ്രിഡ് കമ്പ്യൂട്ടിംഗ്
ગ્રીડ મોડ્યુલેશન,ഗ്രിഡ് മോഡുലേഷൻ
જમીન તરંગ,ഗ്രൗണ്ട് വേവ്
જૂથ,ഗ്രൂപ്പ്
જૂથ સરનામું,ഗ്രൂപ്പ് വിലാസം
જૂથ કોડ,ഗ്രൂപ്പ് കോഡ്
જૂથ સંચાર,ഗ്രൂപ്പ് ആശയവിനിമയം
જૂથ સંચાર,ഗ്രൂപ്പ് ആശയവിനിമയം
જૂથ ઓળખ,ഗ്രൂപ്പ് തിരിച്ചറിയൽ
જૂથનું નામ,ഗ്രൂപ്പ് പേര്
ગ્રુપવેર,ഗ്രൂപ്പ്വെയർ
વૃદ્ધિ,വളർച്ച
રક્ષક,കാവൽ
માર્ગદર્શિત મીડિયા,മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ
ગનઝિપ,വെടിയുണ്ട
હેક,ഹാക്ക്
હેકર,ഹാക്കർ
હેકરનો શબ્દકોશ,ഹാക്കറുടെ നിഘണ്ടു
અડધા ઉમેરનાર,പകുതി ആഡർ
અડધો પુલ,പകുതി പാലം
અડધા ડુપ્લેક્સ,പകുതി ഡ്യൂപ്ലക്സ്
હાફ ડુપ્લેક્સ લાઇન,പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ
હાફ ડુપ્લેક્સ મોડ,പകുതി ഡ്യുപ്ലെക്സ് മോഡ്
અડધી તીવ્રતા,പകുതി തീവ്രത
અડધા રાઉટર,പകുതി റൂട്ടർ
અડધા બાદબાકી કરનાર,പകുതി കുറയ്ക്കുന്നയാൾ
અડધા ટોનિંગ,പകുതി ടോണിംഗ്
અડધો શબ્દ,പകുതി വാക്ക്
હેમિલટોનિયસ ચક્ર,ഹാമിൽട്ടോണിയസ് സൈക്കിൾ
હેમિંગ કોડ,ഹാമിംഗ് കോഡ്
હાથ,കൈ
હાથ નકલ,കൈ പകർപ്പ്
હેન્ડલ,കൈകാര്യം ചെയ്യുക
હેન્ડલિંગ,കൈകാര്യം ചെയ്യുന്നു
અટકવું,തൂക്കിയിടുക
ખુશ ચોખ્ખી,സന്തോഷകരമായ വല
હાર્ડ કોપી ઉપકરણ,ഹാർഡ് കോപ്പി ഉപകരണം
હાર્ડ ડિસ્ક,ഹാർഡ് ഡിസ്ക്
હાર્ડ ડિસ્ક ક્રેશ,ഹാർഡ് ഡിസ്ക് ക്രാഷ്
સખત ભૂલ,കഠിനമായ പിശക്
હાર્ડવેર પ્રવાહ નિયંત્રણ,ഹാർഡ്‌വെയർ ഫ്ലോ നിയന്ത്രണം
હાર્મોનિક,ഹാർമോണിക്
હાર્મોનિક સરેરાશ,ഹാർമോണിക് അർത്ഥം
હેશ,ഹാഷ്
હેશ ડાયાગ્રામ,ഹാഷ് ഡയഗ്രം
હેશ ટેબલ,ഹാഷ് ടേബിൾ
હેશિંગ તકનીક,ഹാഷിംഗ് ടെക്നിക്
હેડર,തലക്കെട്ട്
ઢગલો,കൂമ്പാരം
ઢગલો સૉર્ટ,കൂമ്പാരം അടുക്കുക
મદદ,സഹായം
મદદ સ્ક્રીન,സഹായ സ്ക്രീൻ
હેલ્પનેટ,ഹെൽപ്പ്നെറ്റ്
હર્ટ્ઝ,ഹെർട്സ്
સંશોધનાત્મક,ഹ്യൂറിസ്റ്റിക്
હ્યુરિસ્ટિક પદ્ધતિ,ഹ്യൂറിസ്റ്റിക് രീതി
હેક્સાડેસિમલ સંખ્યાઓ,ഹെക്സാഡെസിമൽ സംഖ്യകൾ
છુપાયેલ રેખા,മറഞ്ഞിരിക്കുന്ന വരി
અધિક્રમિક ડેટા બેઝ,ശ്രേണിപരമായ ഡാറ്റാ ബേസ്
અધિક્રમિક ફાઇલ સિસ્ટમ,ഹൈറാർക്കിക്കൽ ഫയൽ സിസ്റ്റം
વંશવેલો ટોપોગ્રાફી,ശ്രേണിപരമായ ഭൂപ്രകൃതി
ઉચ્ચ સ્તરની ભાષા,ഉയർന്ന തലത്തിലുള്ള ഭാഷ
ઉચ્ચ મેમરી વિસ્તાર,ഉയർന്ന മെമ്മറി ഏരിയ
સારો પ્રદ્સન,ഉയർന്ന പ്രകടനം
ફટકો,അടിച്ചു
હિટ રેટ,ഹിറ്റ് നിരക്ക്
હિટ રેશિયો,ഹിറ്റ് അനുപാതം
છિદ્ર,ദ്വാരം
હોમ ડિરેક્ટરી,ഹോം ഡയറക്ടറി
હોમ પેજ,ഹോം പേജ്
સજાતીય સંકલન,ഏകതാനമായ കോർഡിനേറ്റ്
હોપ,ചാടുക
હોપ ગણતરી,ഹോപ്പ് എണ്ണം
હોર્ન,കൊമ്പ്
હોસ્ટ કમ્પ્યુટર,ഹോസ്റ്റ് കമ്പ്യൂട്ടർ
હોસ્ટ કમ્પ્યુટર,ഹോസ്റ്റ് കമ്പ്യൂട്ടർ
યજમાન ભાષા,ഹോസ്റ്റ് ഭാഷ
ગરમ કી,ചൂടുള്ള കീ
હાઇપર ટેક્સ્ટ માર્કઅપ લેંગ્વેજ (HTML),ഹൈപ്പർ ടെക്സ്റ്റ് മാർക്ക്അപ്പ് ഭാഷ (HTML)
પૂર્વધારણા,അനുമാനം
હું પોડ,ഞാൻ പോഡ്
I/O બફર,I/O ബഫർ
I/O પોર્ટ,I/O പോർട്ട്
I/O એકમ,I/O യൂണിറ്റ്
ઓળખકર્તા,ഐഡന്റിഫയർ
ઓળખ,ഐഡന്റിറ്റി
છબી,ചിത്രം
ઇમેજ સેન્સર,ഇമേജ് സെൻസർ
અસર પ્રિન્ટર,ആഘാതം പ്രിന്റർ
અવરોધ,തടസ്സം
અનિવાર્ય પ્રોગ્રામ ભાષા,അനിവാര്യമായ പ്രോഗ്രാം ഭാഷ
અનિવાર્ય નિવેદન,അനിവാര്യമായ പ്രസ്താവന
ગર્ભિત સરનામું,പരോക്ഷമായ വിലാസം
અશક્ય ઘટના,അസാധ്യമായ സംഭവം
નિષ્ક્રિય નોડ,നിഷ്ക്രിയ നോഡ്
અસંગતતા,പൊരുത്തക്കേട്
વધારો,ഇൻക്രിമെന്റും
અનુક્રમણિકા,സൂചിക
ઇન્ડેક્સ ડેટા આઇટમ,സൂചിക ഡാറ്റ ഇനം
ઇન્ડેક્સ ફાઇલ,സൂചിക ഫയൽ
ઇન્ડેક્સ રજિસ્ટર,സൂചിക രജിസ്റ്റർ
અનુક્રમણિકા,സൂചിക ക്രമം
અનુક્રમિત સંબોધન,സൂചികയിലുള്ള വിലാസം
અનુક્રમિત ભાષા,സൂചികയിലുള്ള ഭാഷ
અનુક્રમિત ક્રમ ફાઇલ,ഇൻഡക്‌സ് ചെയ്‌ത സീക്വൻസ് ഫയൽ
અનુક્રમિત અનુક્રમિક સ્કેસ પદ્ધતિ (ISAM),ഇൻഡക്‌സ് ചെയ്‌ത സീക്വൻഷ്യൽ സ്‌ക്‌സസ് രീതി (ISAM)
પરોક્ષ સંબોધન,പരോക്ഷ അഭിസംബോധന
ઇન્ફોર્મેટિક્સ,ഇൻഫോർമാറ്റിക്സ്
માહિતી,വിവരങ്ങൾ
માહિતી બીટ,വിവര ബിറ്റ്
માહિતી વ્યવસ્થાપન,വിവര മാനേജ്മെന്റ്
માહિતી વ્યવસ્થાપન સિસ્ટમ (IMS),ഇൻഫർമേഷൻ മാനേജ്മെന്റ് സിസ്റ്റം (IMS)
માહિતી પુનઃપ્રાપ્તિ,വിവരങ്ങൾ വീണ്ടെടുക്കൽ
ઇન્ફર્મેશન સિસ્ટમ,വിവര സംവിധാനം
માહિતી ટેકનોલોજી (IT),വിവര സാങ്കേതിക വിദ്യ (ഐടി)
ઈન્ફ્રાસ્ટ્રક્ચર મેનેજમેન્ટ,ഇൻഫ്രാസ്ട്രക്ചർ മാനേജ്മെന്റ്
વારસો,അനന്തരാവകാശം
વારસાગત ભૂલ,പാരമ്പര്യ പിശക്
પ્રારંભિક,പ്രാരംഭം
પ્રારંભિક સરનામું,പ്രാരംഭ വിലാസം
પ્રારંભિક સ્થિતિ,പ്രാരംഭ അവസ്ഥ
આરંભ,ആരംഭിക്കൽ
શાહી જેટ પ્રિન્ટર,മഷി ജെറ്റ് പ്രിന്റർ
અસંખ્ય,അസംഖ്യം
i-નોડ ટેબલ,ഐ-നോഡ് പട്ടിക
બિનકાર્યક્ષમ સમય,പ്രവർത്തനരഹിതമായ സമയം
