Bengali,Kannada
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ইলেকট্রনিক কী,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕೀ
ইলেকট্রনিক মেইল (ই-মেইল),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ (ಇ-ಮೇಲ್)
ইলেকট্রনিক ভর,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ದ್ರವ್ಯರಾಶಿ
ইলেকট্রনিক সংখ্যাসূচক,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ
ইলেকট্রনিক সুইচিং,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚಿಂಗ್
ইলেকট্রনিক ভোল্টমিটার,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ವೋಲ್ಟ್ಮೀಟರ್
ইলেকট্রনিকভাবে টিউন করা রিসিভার,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಟ್ಯೂನ್ ರಿಸೀವರ್
ইলেকট্রনিক্স শিল্প সমিতি,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಉದ್ಯಮ ಸಂಘ
ইলেক্ট্রোপ্লেটিং,ಎಲೆಕ್ಟ್ರೋಪ್ಲೇಟಿಂಗ್
ইলেক্ট্রোস্কোপ,ಎಲೆಕ್ಟ್ರೋಸ್ಕೋಪ್
তড়িৎচুম্বকত্ব,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
ইলেক্ট্রোস্ট্যাটিক প্রবাহ,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಹರಿವು
ইলেক্ট্রোস্ট্যাটিক সংরক্ষণকারী,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಸಂರಕ್ಷಕ
উপাদান,ಅಂಶ
আপগ্রেড,ಅಪ್ಗ್ರೇಡ್
অগ্রগতি কোণ,ಪ್ರಗತಿ ಕೋನ
উপবৃত্তাকার প্রতিফলক,ದೀರ್ಘವೃತ್ತದ ಪ್ರತಿಫಲಕ
উপবৃত্তাকার ফিল্টার,ದೀರ್ಘವೃತ್ತದ ಫಿಲ್ಟರ್
উপবৃত্তাকার মেরু,ದೀರ್ಘವೃತ್ತದ ಧ್ರುವ
এমবেডেড সিস্টেম,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
অ্যাবসিডিক কোড,ಅಬ್ಸಿಡಿಕ್ ಕೋಡ್
নির্গতকারী,ಹೊರಸೂಸುವವನು
ইমিটার ওরিয়েন্টেশন কনফিগারেশন,ಹೊರಸೂಸುವ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ
ইমিটার বাইপাস ক্যাপাসিটর,ಹೊರಸೂಸುವ ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
নির্গত বৈশিষ্ট্য,ಹೊರಸೂಸುವ ಗುಣಲಕ್ಷಣಗಳು
ইমিটার যুগল পরিবর্ধক,ಹೊರಸೂಸುವ ಸಂಯೋಜಿತ ಆಂಪ್ಲಿಫಯರ್
বিকিরণকারী প্রসারণ,ಹೊರಸೂಸುವ ಪ್ರಸರಣ
ইমিটার ট্রেলিং,ಹೊರಸೂಸುವ ಹಿಂಬಾಲಕ
বিকিরণকারী প্রতিরোধক,ಹೊರಸೂಸುವ ಪ್ರತಿರೋಧಕ
ইমিটার স্থিতিশীল অভিযোজন কনফিগারেশন,ಹೊರಸೂಸುವ ಸ್ಥಿರೀಕೃತ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ
ইমিটার বেস জংশন,ಹೊರಸೂಸುವ ಮೂಲ ಜಂಕ್ಷನ್
"emitter যুগল যুক্তি, ECL","ಎಮಿಟರ್ ಕಪಲ್ಡ್ ಲಾಜಿಕ್, ECL"
যান্ত্রিক,ಯಾಂತ್ರಿಕೃತ
সক্ষম,ಸಕ್ರಿಯಗೊಳಿಸಿ
encapsulation,ಆವರಿಸುವಿಕೆ
কোডিত্র,ಕೊಡಿಟ್ರಾ
জোড়া লাগানো,ಗೂಢಲಿಪೀಕರಣ
বৃত্তাকার লাভ,ವೃತ್ತಾಕಾರದ ಲಾಭ
রূপান্তর,ಪರಿವರ್ತನೆ
পদ্ধতিগত,ವ್ಯವಸ್ಥಿತ
বৃত্তাকার স্থানচ্যুতি,ವೃತ್ತಾಕಾರದ ಸ್ಥಳಾಂತರ
অনুদৈর্ঘ্য অ্যান্টেনা,ಉದ್ದದ ಆಂಟೆನಾ
অনুদৈর্ঘ্য অ্যারে,ರೇಖಾಂಶದ ರಚನೆ
শক্তি,ಶಕ್ತಿ
শক্তি বার,ಶಕ್ತಿ ಬಾರ್
ব্যান্ড ফাঁক,ಬ್ಯಾಂಡ್ ಅಂತರ
শক্তি স্তর,ಶಕ್ತಿಯ ಮಟ್ಟ
শক্তি স্তরের চিত্র,ಶಕ್ತಿ ಮಟ್ಟದ ರೇಖಾಚಿತ್ರ
বর্ধিত প্রসারিত ভর স্পেসিফিকেশন,ವರ್ಧಿತ ವಿಸ್ತರಿತ ಮಾಸ್ ನಿರ್ದಿಷ್ಟತೆ
বর্ধিত নিবন্ধ নিবন্ধক,ಹೆಚ್ಚಿದ ಲೇಖನ ರಿಜಿಸ್ಟ್ರಾರ್
বৃদ্ধি,ಬೆಳವಣಿಗೆ
বৃদ্ধি প্যাটার্ন,ಬೆಳವಣಿಗೆಯ ಮಾದರಿ
উন্নত Mosfet,ವರ್ಧಿತ ಮೊಸ್ಫೆಟ್
এনট্রপি,ಎಂಟ್ರೊಪಿ
খাম demodulator,ಹೊದಿಕೆ ಡಿಮೋಡ್ಯುಲೇಟರ್
পরিবেশ,ಪರಿಸರ
"এপিটাক্সি বৃদ্ধি, আরোহী বৃদ্ধি","ಎಪಿಟಾಕ್ಸಿ ಬೆಳವಣಿಗೆ, ಆರೋಹಣ ಬೆಳವಣಿಗೆ"
"epitracheal স্তর, আরোহী স্তর","ಎಪಿಟ್ರಾಶಿಯಲ್ ಪದರ, ಆರೋಹಣ ಪದರ"
"epitaxy, overriding","ಎಪಿಟಾಕ್ಸಿ, ಅತಿಕ್ರಮಣ"
epoxy-ফাইবার গ্লাস স্তর,ಎಪಾಕ್ಸಿ ಫೈಬರ್ ಗಾಜಿನ ಮಟ್ಟ
ইপি-রম,EP-ROM
epsilon,ಎಪ್ಸಿಲಾನ್
সমতা,ಸಮೀಕರಣ
সমীকরণ সার্কিট,ಸಮೀಕರಣ ಸರ್ಕ್ಯೂಟ್
সমতা,ಸಮಾನತೆ
সমীকরণ,ಸಮೀಕರಣ
ইকুয়ালাইজার ফিল্টার,ಈಕ್ವಲೈಜರ್ ಫಿಲ್ಟರ್
সমীকরণটি,ಸಮೀಕರಣ
নিরক্ষীয় সমতল,ಸಮಭಾಜಕ ಸಮತಲ
আইসোপোটেনশিয়াল লাইন,ಐಸೊಪೊಟೆನ್ಷಿಯಲ್ ಲೈನ್
সমতুল্য পৃষ্ঠা,equipotential ಪುಟ
সমতুল্য সার্কিট,ಸಮಾನ ಸರ್ಕ್ಯೂಟ್
সমতুল্য ইনপুট নয়েজ জেনারেটর,ಸಮಾನ ಇನ್ಪುಟ್ ಶಬ್ದ ಜನರೇಟರ್
সমতুল্য ইনপুট শব্দ প্রতিরোধের,ಸಮಾನವಾದ ಇನ್ಪುಟ್ ಶಬ್ದ ಪ್ರತಿರೋಧ
সমতুল্য আইসোটোপিক বিকিরণ শক্তি,ಸಮಾನವಾದ ಐಸೊಟೋಪಿಕ್ ವಿಕಿರಣ ಶಕ್ತಿ
মুছে ফেলা,ಅಳಿಸಿ
শক্তি প্রক্রিয়া,ಶಕ್ತಿ ಪ್ರಕ್ರಿಯೆ
ত্রুটি নিয়ন্ত্রণ কোডিং,ದೋಷ ನಿಯಂತ್ರಣ ಕೋಡಿಂಗ್
ত্রুটি সংশোধন কোড,ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್
ত্রুটি সনাক্তকরণ কোড,ದೋಷ ಪತ್ತೆ ಕೋಡ್
শিল্প খাত,ದೋಷ ನಿರ್ವಹಣೆ
ত্রুটি হার,ದೋಷ ದರ
ত্রুটি ভোল্টেজ,ದೋಷ ವೋಲ್ಟೇಜ್
ত্রুটি পরিবর্ধক,ದೋಷ ಆಂಪ್ಲಿಫಯರ್
ইসাকি ডায়োড,ಇಸಾಕಿ ಡಯೋಡ್
এচিং,ಎಚ್ಚಣೆ
ইথারনেট,ಈಥರ್ನೆಟ್
অয়লারের উপপাদ্য,ಯೂಲರ್ ಪ್ರಮೇಯ
প্রশস্ততা হ্রাস মোড,ವೈಶಾಲ್ಯ ಕಡಿತ ಮೋಡ್
বাষ্পীভবন প্রক্রিয়া,ಆವಿಯಾಗುವಿಕೆ ಪ್ರಕ್ರಿಯೆ
ই-ভেক্টর,ಇ-ವೆಕ್ಟರ್
সমতা,ಸಮಾನತೆ
ব্যতিক্রম হ্যান্ডলিং,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
অতিরিক্ত শব্দ অনুপাত,ಹೆಚ್ಚುವರಿ ಶಬ್ದ ಅನುಪಾತ
ট্রিপল কোড,ಟ್ರಿಪಲ್ ಕೋಡ್
উদ্দীপনা টেবিল,ಪ್ರಚೋದನೆ ಕೋಷ್ಟಕ
ইকো XOR গেট,ಪ್ರತಿಧ್ವನಿ XOR ಗೇಟ್
এক্সিকিউশন সফটওয়্যার,ಮರಣದಂಡನೆ ಸಾಫ್ಟ್ವೇರ್
মৃত্যুদন্ড সরানো,ಮರಣದಂಡನೆ ಚಲನೆ
সঞ্চালনের সময়,ಮರಣದಂಡನೆ ಸಮಯ
এক্সক্লুসিভ নর গেট,ವಿಶೇಷವಾದ ನಾರ್ ಗೇಟ್
সম্প্রচারক,ಪ್ರಸಾರಕ
সূচকীয় ক্ষয়,ಘಾತೀಯ ಕೊಳೆತ
সূচকীয় ডায়োড,ಘಾತೀಯ ಡಯೋಡ್
সূচকীয় ফুরিয়ার সিরিজ,ಘಾತೀಯ ಫೋರಿಯರ್ ಸರಣಿ
ব্যাখ্যামূলক কাজ,ಘಾತೀಯ ಕಾರ್ಯ
বাহ্যিক ফ্রিকোয়েন্সি প্রতিরোধের,ಬಾಹ್ಯ ಆವರ್ತನ ಪ್ರತಿರೋಧ
খুব উচ্চ ফ্রিকোয়েন্সি,ಅತಿ ಹೆಚ್ಚಿನ ಆವರ್ತನ
উচ্চ সম্ভাবনা,ಹೆಚ್ಚಿನ ಸಾಮರ್ಥ್ಯ
খুব সংক্ষিপ্ত ফ্রিকোয়েন্সি,ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ
দুর্ভেদ্য অর্ধপরিবাহী,ತೂರಲಾಗದ ಅರೆವಾಹಕ
খোলা ফাইল,ಫೈಲ್ ತೆರೆಯಿರಿ
সেমিকন্ডাক্টর ফ্যাব্রিকেশন,ಅರೆವಾಹಕ ತಯಾರಿಕೆ
ফ্যাব্রি পারো রেজোনেটর,ಫ್ಯಾಬ್ರಿ ಪೆರೋ ರೆಸೋನೇಟರ್
প্যানেল,ಫಲಕ
গুণক,ಗುಣಕ
ফ্যাক্টোরিয়াল,ಅಪವರ್ತನೀಯ
lacunae,ಮಂತ್ರಾಕ್ಷತೆ
ক্ষয়,ಕ್ಷೀಣತೆ
ক্ষয়,ಕ್ಷೀಣತೆ
ফাহি একতরফা ব্যাপ্তিযোগ্যতা পরিমাপক,ಫಾಹಿ ಏಕಪಕ್ಷೀಯ ಪ್ರವೇಶಸಾಧ್ಯತೆ ಮಾಪಕ
ব্যর্থতা,ವೈಫಲ್ಯ
ব্যর্থ মোড,ವಿಫಲ ಮೋಡ್
ব্যর্থতার হার,ವಿಫಲತೆಯ ದರ
ফেয়ার চাইল্ড সেমিকন্ডাক্টর,ಫೇರ್ ಚೈಲ್ಡ್ ಸೆಮಿಕಂಡಕ್ಟರ್
পতনের সময়কাল,ಶರತ್ಕಾಲದ ಅವಧಿ
পাতি কালাদ কোর,ಪತಿ ಕಾಲಡ್ ಕೋರ್
প্যাট কোর,ಪ್ಯಾಟ್ ಕೋರ್
পতন,ಕುಸಿತ
মিথ্যা,ಸುಳ್ಳು
ভাঁজ করা কাগজ,ಮಡಿಸಿದ ಕಾಗದ
ইনপুট,ಇನ್ಪುಟ್
সংস্করণ সংখ্যা,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ
ফরাদ,ಫರಾದ್
ফ্যারাডে প্রভাব,ಫ್ಯಾರಡೆ ಪರಿಣಾಮ
ফ্যারাডে ঘূর্ণন,ಫ್ಯಾರಡೆ ತಿರುಗುವಿಕೆ
ফ্যারাডে পর্দা,ಫ್ಯಾರಡೆ ಪರದೆ
ফ্যারাডে ধ্রুবক,ಫ್ಯಾರಡೆ ಸ್ಥಿರ
ফ্যারাডে এর আইন,ಫ್ಯಾರಡೆ ಕಾನೂನು
প্রতিরূপ,ಪ್ರತಿಕೃತಿ
প্রতিরূপ রিসিভার,ಪ್ರತಿಕೃತಿ ರಿಸೀವರ್
প্রতিরূপ যোগাযোগকারী,ಪ್ರತಿಕೃತಿ ಸಂವಹನಕಾರ
প্রতিরূপ,ಪ್ರತಿಕೃತಿ
প্রতিলিপি সংকেত,ಪ್ರತಿಕೃತಿ ಸಂಕೇತ
ধারালো কোর,ಚೂಪಾದ ಕೋರ್
দ্রুত ফোরিয়ার রূপান্তর,ತ್ವರಿತ ನಾಲ್ಕು ರೂಪಾಂತರ
জাহাজের রসিদ দিনকারি,ಹಡಗು ರಶೀದಿ ದಿನಕಾರಿ
ফাইল বরাদ্দের সময়সূচী,ಫೈಲ್ ಹಂಚಿಕೆ ವೇಳಾಪಟ್ಟಿ
মারাত্মক ত্রুটি,ಗಂಭೀರವಾದ ತಪ್ಪು
মূল ফাইল,ಮೂಲ ಫೈಲ್
ইনপুট,ಇನ್ಪುಟ್
"দোষ, দোষ","ತಪ್ಪು, ತಪ್ಪು"
দোষ বিশ্লেষণ,ದೋಷ ವಿಶ್ಲೇಷಣೆ
ফল্ট রেটিং,ತಪ್ಪು ರೇಟಿಂಗ್
দোষ স্থানীয়করণ,ದೋಷ ಸ್ಥಳೀಕರಣ
দোষ স্থানীয় সেতু,ಸ್ಥಳೀಯ ಸೇತುವೆ ದೋಷ
ফল্ট ফিল্টার টগল,ದೋಷ ಫಿಲ್ಟರ್ ಟಾಗಲ್
পতন সহনশীলতা,ಪತನ ಸಹಿಷ್ಣುತೆ
ফ্যানোর অ্যালগরিদম,ಫ್ಯಾನೋ ಅಲ್ಗಾರಿದಮ್
সংস্করণ সংখ্যা,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ
ইস্যু নম্বর গাছ,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ ಮರ
ফ্যাক্স,ಫ್ಯಾಕ್ಸ್
ফাইল সংমিশ্রণ,ಫೈಲ್ ಸಂಯೋಜನೆ
F সংযোগকারী,ಎಫ್ ಕನೆಕ್ಟರ್
ফ্রিকোয়েন্সি বিভাগ মাল্টিপ্লেক্সার,ಆವರ್ತನ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
FEC কোড,FEC ಕೋಡ್
ফেডারেল কমিউনিকেশনস কমিশন,ಫೆಡರಲ್ ಕಮ್ಯುನಿಕೇಷನ್ಸ್ ಕಮಿಷನ್
পুনঃবিনিয়োগ লুপ লাভ,ಮರುಹೂಡಿಕೆ ಲೂಪ್ ಲಾಭ
ক্ষয়প্রাপ্ত চৌম্বকীয় উপাদান,ದುರ್ಬಲಗೊಂಡ ಕಾಂತೀಯ ವಸ್ತು
ইনপুট,ಇನ್ಪುಟ್
পুনঃবিনিয়োগ ফলন,ಮರುಹೂಡಿಕೆ ಇಳುವರಿ
ভরণপোষণ ক্ষতি,ಜೀವನಾಂಶ ನಷ್ಟ
পুনঃবিনিয়োগ,ಮರುಹೂಡಿಕೆ
পুনঃবিনিয়োগ পরিবর্ধক,ಮರುಹೂಡಿಕೆ ಆಂಪ್ಲಿಫಯರ್
পুনঃপ্রবর্তন বিকৃতি,ಮರುಪರಿಚಯ ಅಸ್ಪಷ್ಟತೆ
পুনর্বিনিয়োগ ব্লক চিত্র,ಮರುಹೂಡಿಕೆ ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
পুনঃবিনিয়োগ স্ট্রীম চিত্র,ಮರುಹೂಡಿಕೆಯ ಸ್ಟ್ರೀಮ್ ರೇಖಾಚಿತ್ರ
পুনঃস্থাপন লুপ,ಮರುಸ್ಥಾಪನೆ ಲೂಪ್
পুনঃবিনিয়োগ অসিলেটর,ಮರುಹೂಡಿಕೆ ಆಂದೋಲಕ
পুনঃবিনিয়োগের দৌড়,ಮರುಹೂಡಿಕೆ ರೇಸ್
পুনর্বিনিয়োগ স্থানচ্যুতি নিবন্ধন,ಮರುಹೂಡಿಕೆ ಸ್ಥಳಾಂತರ ನೋಂದಣಿ
পুনঃবিনিয়োগ নীতির চিত্র,ಮರುಹೂಡಿಕೆ ತತ್ವ ರೇಖಾಚಿತ್ರ
পুনঃপ্রবর্তন ভোল্টেজ ডায়াগ্রাম,ಮರುಪರಿಚಯ ವೋಲ್ಟೇಜ್ ರೇಖಾಚಿತ್ರ
ফার্মি স্তর,ಫೆರ್ಮಿ ಮಟ್ಟ
ফেরিক প্রবর্তক,ಫೆರಿಕ್ ಇಂಡಕ್ಟರ್
ফেরাইট,ಫೆರೈಟ್
ফেরাইট অ্যান্টেনা,ಫೆರೈಟ್ ಆಂಟೆನಾ
ফেরাইট আগাছা,ಫೆರೈಟ್ ಕಳೆ
ফেরাইট স্পিনার,ಫೆರೈಟ್ ಸ್ಪಿನ್ನರ್
ফেরাইট বিভাজক,ಫೆರೈಟ್ ವಿಭಜಕ
ফেরাইট লাইন এক্সটেনশন,ಫೆರೈಟ್ ಲೈನ್ ವಿಸ್ತರಣೆ
ফেরাইট-কোর ট্রান্সফরমার,ಫೆರೈಟ್-ಕೋರ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ফেরো ক্রোম টেপ,ಫೆರೋ ಕ್ರೋಮ್ ಟೇಪ್
ফেরোম্যাগনেটিজম,ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಸಮ್
ভাগ্য,ವಿಧಿ
ফিল্ড ইফেক্ট ট্রানজিস্টর (FET),ಫೀಲ್ಡ್ ಎಫೆಕ್ಟ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ (FET)
ফ্যাট বুস্টার,ಫ್ಯಾಟ್ ಬೂಸ್ಟರ್
fret পরিপূরক প্রতিসাম্য,fret ಪೂರಕ ಸಮ್ಮಿತಿ
চর্বি হ্রাস মোড,ಕೊಬ್ಬು ಸವಕಳಿ ಮೋಡ್
"ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা","ವಿಧಿ ದ್ವಂದ್ವ ದ್ವಾರ, ದ್ವಂದ್ವ ದ್ವಾರ"
চর্বি বৃদ্ধি মোড,ಕೊಬ್ಬಿನ ಬೆಳವಣಿಗೆಯ ಮೋಡ್
fret ফ্রিকোয়েন্সি প্রতিক্রিয়া,fret ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
ফ্যাট গ্রাফিক বিশ্লেষণ,ಫ್ಯಾಟ್ ಗ್ರಾಫಿಕ್ ವಿಶ್ಲೇಷಣೆ
ভাগ্য বিনিয়োগ নিরাপত্তা,ಫೇಟ್ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಸುರಕ್ಷತೆ
চর্বি বিপরীত,ಕೊಬ್ಬಿನ ವಿಲೋಮ
ভাগ্য চুক্তি,ವಿಧಿಯ ಒಪ್ಪಂದ
চর্বি mosfet,ಕೊಬ್ಬಿನ ಮೊಸ್ಫೆಟ್
চর্বি পরিবাহিতা,ಕೊಬ್ಬಿನ ವಾಹಕತೆ
ঘুমের সময়,ಮಲಗುವ ಸಮಯ
ফাইল আমদানি,ಫೈಲ್ ಆಮದು
ফাইবার,ಫೈಬರ್
ফাইবার সংযোগকারী,ಫೈಬರ್ ಕನೆಕ್ಟರ್
ফাইবার বন্টিত ডেটা ইন্টারফেস,ಫೈಬರ್ ವಿತರಿಸಿದ ಡೇಟಾ ಇಂಟರ್ಫೇಸ್
ফাইবার গ্লাস,ಫೈಬರ್ ಗ್ಲಾಸ್
