English,Telugu
Gaseous pollution,వాయు కాలుష్యం
Gastric,గ్యాస్ట్రిక్
Gastric inhibitory peptide,గ్యాస్ట్రిక్ ఇన్హిబిటరీ పెప్టైడ్
Gastric juice,గ్యాస్ట్రిక్ రసం
Gastrointestinal peptide hormone,జీర్ణశయాంతర పెప్టైడ్ హార్మోన్
Gastrointestinal tract,ఆహార నాళము లేదా జీర్ణ నాళము
Gastrointestinal hormone,జీర్ణశయాంతర హార్మోన్
Gastroscope,జీర్ణ్రోస్కోప్
Gastrovascular cavity,గ్యాస్ట్రోవాస్కులర్ కుహరం
Gastrula,గాన్స్ట్రాలా
Gastrulatian,గ్యాస్ట్రులేటియన్
Gause's competitive exclusion principle,గాస్ యొక్క పోటీ మినహాయింపు సూత్రం
Gavialis,గావియాలిస్
Geitonogamy,గీటోనోగామి
Gel filtration chromatography,జెల్ ఫిల్ట్రేషన్ క్రోమాటోగ్రఫీ
Gelatinous layer,జిలాటినస్ పొర
Gelidium,గెలిడియం
Gemma,గెమ్మ
Gemmule,జెమ్యూల్
Gene bank,జీన్ బ్యాంక్
Gene cloning,జన్యు క్లోనింగ్
Gene expression,జన్యు వ్యక్తీకరణ
Gene gun,జన్యు తుపాకీ
Gene insertion,జన్యు చొప్పించడం
Gene introduction,జన్యు పరిచయం
Gene lac,జన్యు లాక్
Gene library (gene bank),జీన్ లైబ్రరీ (జీన్ బ్యాంక్)
Gene map,జన్యు పటం
Gene migration,జన్యు వలస
Gene pool,జన్యు సమీకరణ
Gene splicing,జన్యు స్ప్లికింగ్
Gene symbol,జన్యు చిహ్నం
Gene therapy,జన్యు చికిత్స
Gene,జన్యువు
General physiology,జనరల్ ఫిజియాలజీ
Generalisation,సాధారణీకరణ
Generic name,సాధారణ పేరు
Generic name,సాధారణ పేరు
Generic name,సాధారణ పేరు
Genetic barrier,జన్యు అవరోధం
Genetic basis,జన్యు ప్రాతిపదిక
Genetic block,జన్యు బ్లాక్
Genetic code,జన్యు కోడ్
Genetic continuity,జన్యు కొనసాగింపు
Genetic counseling,జన్యు సలహా
Genetic disorder,జన్యు రుగ్మత
Genetic diversity,జన్యు వైవిధ్యం
Genetic drift,జన్యు ప్రవాహం
Genetic engineering,జన్యు ఇంజనీరింగ్
Genetic equilibrium,జన్యు సమతుల్యత
Genetic information,జన్యు సమాచారం
Genetic level,జన్యు స్థాయి
Genetic level,జన్యు స్థాయి
Genetic map,జన్యు పటం
Genetic material,జన్యు పదార్థం
Genetic mother,జన్యు తల్లి
Genetic transformation,జన్యు పరివర్తన
Genetic variability,జన్యు వైవిధ్యం
Genetic variation,జన్యు వైవిధ్యం
Genetically adapted,జన్యుపరంగా స్వీకరించబడింది
Genetically engineered,జన్యుపరంగా తయారుచేయబడిన
Genetically modified crop (GMC),జన్యుపరంగా సవరించిన పంట (GMC)
Genetically modified food,జన్యుపరమైన మార్పులు చేసిన ఆహారం
Genetically modified organism,జన్యుపరంగా మార్పు చెందిన జీవి
Geneticist,జన్యు శాస్త్రవేత్త
Genetics,జన్యుశాస్త్రం
Genic balance theory,జెనిక్ బ్యాలెన్స్ సిద్ధాంతం
Genital,జననేంద్రియ
Genital herpes,జననేంద్రియ హెర్పెస్
Genital papilla,జననేంద్రియ పాపిల్లా
Genital pouch,జననేంద్రియ పర్సు
Genome,జన్యువు
Genomics,జెనోమిక్స్
Genotype,జన్యురూపం
Gentianales,జెంటియానల్స్
Genus,జాతి
Geographical locality,భౌగోళిక ప్రాంతం
Geological hsitory,జియోలాజికల్ హెసిటరీ
Geological record,భౌగోళిక రికార్డు
Geological time scale,జియోలాజికల్ టైమ్ స్కేల్
Geometry,జ్యామితి
Geothermal energy,భూఉష్ణ శక్తి
Geotropism,జియోట్రోపిజం
Geraniales,జెరానియల్స్
Germ,జెర్మ్
Germ (sex) cell,బీజ
Germ line defect,సూక్ష్మక్రిమి రేఖ లోపం
Germ theroy,జెర్మ్ థెరోయ్
Germ tube,జెర్మ్ ట్యూబ్
Germinal tissue,జెర్మినల్ కణజాలం
Germination,అంకురోత్పత్తి
Germplasm,జెర్మ్ప్లాజమ్
Germplasm collection,జెర్మ్ప్లాజమ్ సేకరణ
Gerontologist,జెరోంటాలజిస్ట్
Gerontology,జెరోంటాలజీ
Gestation (gestation period),గర్భధారణ
Ghost,దెయ్యం
Giant cylinder elctromagnet,జెయింట్ సిలిండర్ ఎల్క్రో మాగ్నెట్
Giant nucleus,జెయింట్ న్యూక్లియస్
Giant tortoise,జెయింట్ తాబేలు
Giardia,గియార్డియా
Gibbane ring,గిబ్బేన్ రింగ్
Gibberalla fujikuroi,గిబ్బరల్లా ఫుజికురోయి
Gibberellin,గిబ్బెరెల్లిన్
Gibbon,గిబ్బన్
Gill,గిల్
Gill filament,గిల్ ఫిలమెంట్
Gill filter feeding,గిల్ ఫిల్టర్ ఫీడింగ్
Gill slit,గిల్ స్లిట్
Ginkgo,జింగో
Girdle,కవచం
Girdle bone,నడిచే ఎముక
Girdling,గిర్డ్లింగ్
Gizzard,గిజార్డ్
Glabrous,ఆకర్షణీయమైన
Glacial deposit,హిమనదీయ నిక్షేపం
Glacial moraine,హిమనదీయ మొరైన్
Gland,గ్రంథి
Glandiferous,గ్రంధి
Glandular epithelium,గ్రంధి ఎపిథీలియం
Glandular hair,గ్రంధి జుట్టు
Glans clitoridis,గ్లాన్స్ క్లిటోరిడిస్
Glans penis,గ్లాన్స్ పురుషాంగం
Glass and ceramic waste,గాజు మరియు సిరామిక్ వ్యర్థాలు
Glenoid cavity,గ్లెనాయిడ్ కుహరం
Glia,గ్లియా
Glial cell (neuroglia cell),నాసికాధిఘటన
Glial growth factor (GGF),గ్లియల్ గ్రోత్ ఫ్యాక్టర్ (జిజిఎఫ్)
Gliding,గ్లైడింగ్
Gliding joint,గ్లైడింగ్ ఉమ్మడి
Global biodiversity,గ్లోబల్ బయోడైవర్శిటీ
Global warming,గ్లోబల్ వార్మింగ్
Globular embryo,గ్లోబులర్ పిండం
Globular protein,గ్లోబులర్ ప్రోటీన్
Globule,గ్లోూల్
Globulin,గ్లోబులిన్
Glomerular filtration,గ్లోమెరులర్ వడపోత
Glomerulonephritis,గ్లోమెరులోనెఫ్రిటిస్
Glomerulus,గ్లోమెరులస్
Glomus,గ్లోమస్
Gloriosa,గ్లోరియోసా
Glossobalanum,గ్లోసోబాలనమ్
Glottis,గ్లోటిస్
Glycogen granule,గ్లైకోజెన్ కణిక
Glucocorticoid,గ్లూకోకార్టికాయిడ్
Glucagon,గ్లూకాగాన్
Glucosamine,గ్లూకోసమైన్
Glucose,గ్లూకోజ్
Glucosinolate,గ్లూకోసినోలేట్
Glumaceae,గ్లుమాసి
Glume,గ్లూమ్
Glutamate dehydrogenase,గ్లూటామేట్ డీహైడ్రోజినేస్
Glutamic acid,గ్లూటామిక్ ఆమ్లం
Glutamine synthetase,గ్లూటామైన్ సింథటేస్
Glutamine,గ్లూటామైన్
Glycan strand,గ్లైకాన్ స్ట్రాండ్
Glycerol,గ్లిసరాల్
Glycocalyx,గ్లైకోకాలిక్స్
Glycogen,గ్లైకోజెన్
Glycogenesis,గ్లైకోజెనిసిస్
Glycogenolysis,గ్లైకోజెనోలిసిస్
Glycolipid,గ్లైకోలిపిడ్
Glycolysis,గ్లైకోలిసిస్
Glycoprotein,గ్లైకోప్రొటీన్
Glycosaminoglycan,గ్లైకోసమినోగ్లైకాన్
Glycosurina,గ్లైకోసూరినా
Glyoxylate cycle,గ్లైక్సిలేట్ చక్రం
Glyoxysome,గ్లైక్సిసోమ్
Gnaphalium (cud weed),గజ్జ కవచము
Gnathostomata,గ్నాథోస్టోమాటా
Gnetaceae,గ్నెటాసి
Gnetales,గ్నెటల్స్
Gnetopsida,గ్నెటోప్సిడా
Gnetum,గ్నెటమ్
Goblet cell,గోబ్లెట్ సెల్
Goiter,గోయిటర్
Golgi apparatus,golgi ఉపకరణం
Golgi bodies,గొల్గి బాడీస్
Gonad,గోనాడ్
Gonado corticoid,గోనాడో కార్టికాయిడ్
Gonadotropin releasing hormone,గోనాడోట్రోపిన్ విడుదల హార్మోన్
Gonadotrpic (gonadotrophic),గోనాడోట్రోఫిక్
Gonapophysis,గోనాపోఫిసిస్
Gonidia,గోనిడియా
Gonopore,గోనోపోర్
Gonorrhoea,గోనోరియా
Good copy,మంచి కాపీ
Gootee,గూటీ
Gorgonia,గోర్గోనియా
Gout fly,గౌట్ ఫ్లై
G-phase,జి-ఫేజ్
Graafian follicle,గ్రాఫియన్ ఫోలికల్
Gracilaria,గ్రాసిలేరియా
Gradient centrifugation,ప్రవణత సెంట్రిఫ్యూగేషన్
Gradient of biodiversity,జీవవైవిధ్యం యొక్క ప్రవణత
Graft,అంటుకట్టుట
Grafting,అంటుకట్టుట
Grafting,అంటుకట్టుట
Gram-negative,గ్రామ్-నెగటివ్
Gram staining,గ్రామ్ స్టెయినింగ్
Graminae,గ్రామినే
Gram-positive,గ్రామ్-పాజిటివ్
Grana (granum),మనుషుడైన
Granal chloroplast,గ్రనాల్ క్లోరోప్లాస్ట్
Grand period (of growth),గొప్ప కాలం
Granular leucocyte,గ్రాన్యులర్ ల్యూకోసైట్
Granule,కణిక
Granulocyte,గ్రాన్యులోసైట్
Granulosa cell,గ్రాన్యులోసా సెల్
Granulosa cell layer,గ్రాన్యులోసా సెల్ పొర
