Marathi,Punjabi
निर्णय समस्या,ਫੈਸਲੇ ਦੀ ਸਮੱਸਿਆ
निर्णय प्रक्रिया,ਫੈਸਲੇ ਦੀ ਪ੍ਰਕਿਰਿਆ
निर्णय नियम,ਫੈਸਲੇ ਦਾ ਨਿਯਮ
निर्णय नियोजन,ਫੈਸਲੇ ਦੀ ਯੋਜਨਾਬੰਦੀ
निर्णयाची जागा,ਫੈਸਲੇ ਦੀ ਜਗ੍ਹਾ
निर्णय सिद्धांत,ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ
निर्णय पुस्तक,ਨਿਰਣੇ ਦੀ ਕਿਤਾਬ
निर्णय व्हेरिएबल,ਫੈਸਲਾ ਵੇਰੀਏਬਲ
वर्गीकरण,ਵਰਗੀਕਰਨ
"कोलाहल, क्रांती, कोलाहल, घट","ਹੰਗਾਮਾ, ਇਨਕਲਾਬ, ਹੰਗਾਮਾ, ਪਤਨ"
सममितीय वर्तुळ,isometric ਚੱਕਰ
बॅरोमीटर,ਬੈਰੋਮੀਟਰ
"डीकोडर, डीकोडर","ਡੀਕੋਡਰ, ਡੀਕੋਡਰ"
"एन्कोडिंग, डीकोडिंग","ਏਨਕੋਡਿੰਗ, ਡੀਕੋਡਿੰਗ"
पत्ता एन्क्रिप्शन,ਪਤਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
एन्कोडिंग ऑपरेशन,ਏਨਕੋਡਿੰਗ ਕਾਰਵਾਈ
डेटा भिन्नता,ਡਾਟਾ ਪਰਿਵਰਤਨ
डेटा कनवर्टर,ਡਾਟਾ ਕਨਵਰਟਰ
"विघटन, विघटन","ਸੜਨ, ਭੰਗ"
अलगाव क्षेत्र,ਅਲੱਗ-ਥਲੱਗ ਖੇਤਰ
पृथक्करण नियम,ਵਿਛੋੜਾ ਨਿਯਮ
विघटन व्होल्टेज,ਸੜਨ ਵੋਲਟੇਜ
डीकंप्रेशन,decompression
निर्जंतुकीकरण,ਗੰਦਗੀ
निर्जंतुकीकरण गुणांक,ਨਿਰੋਧਕ ਗੁਣਾਂਕ
अलंकार,ਸਜਾਵਟ
संयुग्मन फिल्टर,ਸੰਜੋਗ ਫਿਲਟਰ
संयुग्मन सापळा,ਸੰਜੋਗ ਜਾਲ
संयुग्मन,ਸੰਜੋਗ
कमी करणारे कार्य,ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ
हवामान,ਮੌਸਮ
हवामान क्षेत्र,ਮੌਸਮ ਖੇਤਰ
हवामान आधारित गेज,ਮੌਸਮ ਅਧਾਰਤ ਗੇਜ
कमी गेज,ਘੱਟ ਗੇਜ
उलगडा,ਸਮਝਣਾ
दशक,ਦਹਾਕਾ
उल्लंघन,ਉਲੰਘਣਾ
कंपन सापळा,ਵਾਈਬ੍ਰੇਸ਼ਨ ਜਾਲ
डिमॅग्नेटायझर,demagnetizer
"de-enerize, de-enerize","ਡੀ-ਊਰਜਾ, ਡੀ-ਊਰਜਾ"
उपमजला,ਸਬਫਲੋਰ
खोल जागा,ਡੂੰਘੀ ਸਪੇਸ
खोल स्पेस एक्सप्लोरर,ਡੂੰਘੇ ਸਪੇਸ ਐਕਸਪਲੋਰਰ
चाल,ਧੁਨ
स्टॅग हॉर्न अँटेना,ਸਟੈਗ ਹਾਰਨ ਐਂਟੀਨਾ
"दोष, त्रुटी, नुकसान, कमतरता","ਨੁਕਸ, ਗਲਤੀ, ਨੁਕਸਾਨ, ਕਮੀ"
चुकीचे,ਗਲਤ
खराब दृष्टी,ਮਾੜੀ ਨਜ਼ਰ
दोषी,ਦੋਸ਼ੀ
"संरक्षण उपकरण, संरक्षण उपकरण","ਸੁਰੱਖਿਆ ਯੰਤਰ, ਰੱਖਿਆ ਯੰਤਰ"
संरक्षण अग्नि क्षमता,ਰੱਖਿਆ ਅੱਗ ਦੀ ਸਮਰੱਥਾ
"संरक्षण शस्त्र, संरक्षण क्षेपणास्त्र","ਰੱਖਿਆ ਹਥਿਆਰ, ਰੱਖਿਆ ਮਿਜ਼ਾਈਲ"
रोगप्रतिकारक संशोधन,ਇਮਿਊਨ ਖੋਜ
मर्यादा दरवाजा,ਸੀਮਾ ਦਰਵਾਜ਼ਾ
मर्यादा अडथळा,ਸੀਮਾ ਰੁਕਾਵਟ
लिमिटर कॅल्क्युलेटर,ਲਿਮਿਟਰ ਕੈਲਕੁਲੇਟਰ
"व्याख्या, स्पष्टता, निश्चितता","ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਨਿਸ਼ਚਿਤਤਾ"
स्पष्टता चाचणी चार्ट,ਸਪਸ਼ਟਤਾ ਟੈਸਟ ਚਾਰਟ
निर्णायक वर्तुळ,ਨਿਰਣਾਇਕ ਚੱਕਰ
प्रतिमेची स्पष्टता,ਚਿੱਤਰ ਦੀ ਸਪਸ਼ਟਤਾ
संगीत स्पष्टता,ਸੰਗੀਤ ਦੀ ਸਪਸ਼ਟਤਾ
विपुलधारा सेल,ਵਿਪੁਲਧਾਰਾ ਸੈੱਲ
विचलित करणे,ਉਲਟਾਉਣਾ
विक्षेपण शक्ती जोडी,ਉਲਟਾਉਣ ਵਾਲੀ ਫੋਰਸ ਜੋੜਾ
"विक्षेपण, विक्षेपण","ਭਟਕਣਾ, ਭਟਕਣਾ"
"विक्षेपण कोन, विक्षेपण कोन","ਡਿਫਲੈਕਸ਼ਨ ਐਂਗਲ, ਡਿਫਲੈਕਸ਼ਨ ਐਂਗਲ"
विक्षेपण गुणांक,ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਾਂਕ
"डिफ्लेक्शन कॉइल, डिफ्लेक्शन योकर","deflection coil, deflection yoker"
विचलित फोकस,ਖਰਾਬ ਫੋਕਸ
विक्षेपण इलेक्ट्रोड,ਡਿਫਲੈਕਸ਼ਨ ਇਲੈਕਟ੍ਰੋਡ
विक्षेपण घटक,ਵਿਘਨ ਕਾਰਕ
विक्षेपण क्षेत्र,ਡਿਫਲੈਕਸ਼ਨ ਜ਼ੋਨ
विक्षेपन जनरेटर,ਡਿਫਲੈਕਸ਼ਨ ਜਨਰੇਟਰ
विक्षेप मोड्युलेटेड,ਡਿਫਲੈਕਸ਼ਨ ਮੋਡਿਊਲੇਟ ਕੀਤਾ ਗਿਆ
गुरुत्वाकर्षण-प्रभावित विक्षेपण,ਗੁਰੂਤਾ-ਪ੍ਰਭਾਵਿਤ ਵਿਘਨ
संक्षेप प्लेट्स,ਸੰਖੇਪ ਪਲੇਟਾਂ
विक्षेपण बिंदू,ਡਿਫਲੈਕਸ਼ਨ ਬਿੰਦੂ
विक्षेपण ध्रुवीयता,ਡਿਫੈਕਸ਼ਨ ਪੋਲਰਿਟੀ
विक्षेपक पोटेंशियोमीटर,ਡਿਫਲੈਕਟਿਵ ਪੋਟੈਂਸ਼ੀਓਮੀਟਰ
विक्षेपण संवेदनशीलता,ਵਿਘਨ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
विक्षेपण यंत्रणा,ਡਿਫੈਕਸ਼ਨ ਵਿਧੀ
विक्षेपण टेन्सर,ਡਿਫਲੈਕਸ਼ਨ ਟੈਂਸਰ
"डिफ्लेक्शन व्हॉल्व्ह, बीम डिफ्लेक्शन ट्यूब","ਡਿਫਲੈਕਸ਼ਨ ਵਾਲਵ, ਬੀਮ ਡਿਫਲੈਕਸ਼ਨ ਟਿਊਬ"
विक्षेपन व्होल्टेज,ਡਿਫਲੈਕਸ਼ਨ ਵੋਲਟੇਜ
"डिफ्लेक्शन कॉइल, डिफ्लेक्शन योकर","deflection coil, deflection yoker"
विक्षेपन-दुहेरी आरसा,ਡਿਫਲੈਕਸ਼ਨ-ਡਬਲ ਸ਼ੀਸ਼ਾ
डिफोकस केलेले प्रतिबिंब,defocused ਪ੍ਰਤੀਬਿੰਬ
लक्ष केंद्रित,ਫੋਕਸ
डिफोकस प्रभाव,defocus ਪ੍ਰਭਾਵ
विकृती,ਵਿਕਾਰ
विकृत वस्तू,ਵਿਕਾਰਯੋਗ ਵਸਤੂ
विकृत इलेक्ट्रॉन,ਵਿਗੜਿਆ ਇਲੈਕਟ੍ਰੋਨ
"विकृती, विकृती","ਵਿਗਾੜ, ਵਿਗਾੜ"
विकृत वक्र,deformation ਕਰਵ
विकृती प्रभाव,ਵਿਗਾੜ ਪ੍ਰਭਾਵ
विकृत रूप लंबवर्तुळ,deformation ellipsoid
विकृत ऊर्जा,ਵਿਕਾਰ ਊਰਜਾ
आयन विरूपण,ਆਇਨ ਵਿਗਾੜ
मार्ग विकृती,ਮਾਰਗ ਵਿਗਾੜ
विकृती बिंदू,ਵਿਗਾੜ ਬਿੰਦੂ
विकृती क्षमता,ਵਿਗਾੜ ਦੀ ਸੰਭਾਵਨਾ
विकृती संभाव्य स्थिर,ਵਿਗਾੜ ਸੰਭਾਵੀ ਸਥਿਰ
विगासन,ਵਿਗਾਸਨ
विगासन,ਵਿਗਾਸਨ
"विगासच, विगसत्र","ਵਿਗਾਸਾਕ, ਵਿਗਾਸਿਤਰਾ"
विगासन,ਵਿਗਾਸਨ
गॅस काढणे,ਗੈਸ ਹਟਾਉਣ
फैलाव,ਫੈਲਾਅ
स्वयंचलित (चुंबकीय) डिमॅग्नेटायझर,ਆਟੋਮੈਟਿਕ (ਚੁੰਬਕੀ) demagnetizer
(चुंबकीय) फैलाव,(ਚੁੰਬਕੀ) ਫੈਲਾਅ
(चुंबकीय) विक्षेपण कॉइल,(ਚੁੰਬਕੀ) ਡਿਫਲੈਕਸ਼ਨ ਕੋਇਲ
"धिक्कार, लबाडी","debauchery, debauchery"
भ्रष्टाचार बिंदू,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਬਿੰਦੂ
विकृती घटक,ਖਰਾਬੀ ਕਾਰਕ
अशुद्धता पॅरामीटर,ਅਸ਼ੁੱਧਤਾ ਪੈਰਾਮੀਟਰ
"degraded (ver.), degraded (ed.), degraded (v.)","ਘਟੀਆ ਹੋਣਾ (ਵਰ.), ਘਟੀਆ (ਸੰਪਾਦਕ), ਘਟੀਆ (ਵੀ.)"
भ्रष्ट साखळी शाखा,ਭ੍ਰਿਸ਼ਟ ਚੇਨ ਸ਼ਾਖਾ
नापसंत कोड,ਨਾਪਸੰਦ ਕੋਡ
कोलिमेटेड वहन बँड,ਸੰਗਠਿਤ ਸੰਚਾਲਨ ਬੈਂਡ
इलेक्ट्रॉन वायूचा ऱ्हास,ਡੀਜਨਰੇਟ ਇਲੈਕਟ੍ਰੋਨ ਗੈਸ
कचरा वायू,ਰਹਿੰਦ ਗੈਸ
खराब झालेली राख,ਘਟੀਆ ਸੁਆਹ
कचरा पदार्थ,ਰਹਿੰਦ-ਖੂੰਹਦ
विकृत अर्धसंवाहक,ਡੀਜਨਰੇਟ ਸੈਮੀਕੰਡਕਟਰ
भ्रष्ट व्यवस्था,ਭ੍ਰਿਸ਼ਟ ਸਿਸਟਮ
"अध:पतन, विकृतीकरण, अध:पतन, अध:पतन","ਡੀਜਨਰੇਸ਼ਨ, ਡੀਨੀਟ੍ਰੀਫਿਕੇਸ਼ਨ, ਡਿਗਰੇਡੇਸ਼ਨ, ਡੀਜਨਰੇਸ਼ਨ"
ऊर्जा अपव्यय,ਊਰਜਾ ਦੀ ਖਪਤ
प्रतिकूल पुनर्गुंतवणूक,ਵਿਰੋਧੀ ਪੁਨਰ ਨਿਵੇਸ਼
कॅपेसिटन्स व्होल्टेज,ਸਮਰੱਥਾ ਵੋਲਟੇਜ
"अध:पतन, अधोगती, अधोगती","ਪਤਨ, ਪਤਨ, ਪਤਨ"
"सावली बँड, दुर्मिळ बँड","ਸ਼ੈਡੋ ਬੈਂਡ, ਦੁਰਲੱਭ ਬੈਂਡ"
"पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, अंश","ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਅੰਕ"
angler मॉड्यूलस,angler ਮਾਡਿਊਲਸ
अचूकतेची डिग्री,ਸ਼ੁੱਧਤਾ ਦੀ ਡਿਗਰੀ
एकत्रीकरण खंड,ਏਕੀਕਰਣ ਵਾਲੀਅਮ
एकाग्रता - मात्रा,ਇਕਾਗਰਤਾ-ਆਵਾਜ਼
"अशुद्धता-प्रमाण, अशुद्धता अंश","ਅਸ਼ੁੱਧਤਾ - ਮਾਤਰਾ, ਅਸ਼ੁੱਧਤਾ ਅੰਸ਼"
पृथक्करण प्रमाण,ਵਿਭਾਜਨ ਮਾਤਰਾ
समृद्धी मॉड्यूलस,ਖੁਸ਼ਹਾਲੀ ਮਾਡਿਊਲਸ
"स्वातंत्र्याची पदवी, स्वातंत्र्याची पदवी","ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ"
आयनीकरणाचे प्रमाण,ionization ਦੀ ਮਾਤਰਾ
मॉड्यूलेशनचे परिमाण,ਮੋਡੂਲੇਸ਼ਨ ਦੀ ਤੀਬਰਤਾ
गोंधळ,ਪਰੇਸ਼ਾਨੀ
ध्रुवीकरणाची परिमाण,ਧਰੁਵੀਕਰਨ ਦੀ ਤੀਬਰਤਾ
अचूकतेचे प्रमाण,ਸ਼ੁੱਧਤਾ ਦੀ ਮਾਤਰਾ
यादृच्छिकता-प्रमाण,ਬੇਤਰਤੀਬਤਾ-ਮਾਤਰਾ
आर्द्रीकरण,dehumidification
"Viviman, Viberfan","ਵਿਵਿਮਨ, ਵਿਬਰਫੈਨ"
डीआयनायझेशन सर्किट ब्रेकर,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਸਰਕਟ ਬ੍ਰੇਕਰ
डीआयनीकरण,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ
डीआयनीकरण क्षमता,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਸੰਭਾਵਨਾ
डीआयनीकरण दर,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਦਰ
डीआयनीकरण कालावधी,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਦੀ ਮਿਆਦ
डियोनायझिंग ग्रिड,ਡੀਓਨਾਈਜ਼ਿੰਗ ਗਰਿੱਡ
डीआयनीकरण क्षमता,ਡੀਓਨਾਈਜ਼ੇਸ਼ਨ ਸੰਭਾਵਨਾ
डियोनायझर,ਡੀਓਨਾਈਜ਼ਰ
decapoise (युनिट),decapoise (ਯੂਨਿਟ)
डेकाट्रॉन,ਡੇਕੈਟ੍ਰੋਨ
डेल ऑपरेटर,del ਆਪਰੇਟਰ
डेलाबोर्न प्रिझम,ਡੇਲਾਬੋਰਨ ਪ੍ਰਿਜ਼ਮ
delunay कक्षीय घटक,delaunay orbital ਤੱਤ
विलंब स्वयंचलित लाउडनेस कंट्रोलर,ਦੇਰੀ ਆਟੋਮੈਟਿਕ ਉੱਚੀ ਆਵਾਜ਼ ਕੰਟਰੋਲਰ
विलंब केबल,ਦੇਰੀ ਕੇਬਲ
विलंब सर्किट,ਦੇਰੀ ਸਰਕਟ
विलंब विकृती,ਦੇਰੀ ਵਿਗਾੜ
विलंबित डॉपलर मॅपिंग,ਦੇਰੀ ਹੋਈ ਡੋਪਲਰ ਮੈਪਿੰਗ
विलंब घटक,ਦੇਰੀ ਤੱਤ
विलंबित लेन्स,ਦੇਰੀ ਵਾਲਾ ਲੈਂਸ
विलंब ओळ,ਦੇਰੀ ਲਾਈਨ
विलंब लाइन मेमरी,ਦੇਰੀ ਲਾਈਨ ਮੈਮੋਰੀ
विलंब मल्टीव्हायब्रेटर,ਦੇਰੀ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
विलंब टाकी,ਦੇਰੀ ਟੈਂਕ
विलंब कालावधी,ਦੇਰੀ ਦੀ ਮਿਆਦ
विलंब चक्र,ਦੇਰੀ ਚੱਕਰ
विलंब ओळ नोंदणी,ਦੇਰੀ ਲਾਈਨ ਰਜਿਸਟਰ
विलंबित अल्फा कण,ਦੇਰੀ ਐਲਫ਼ਾ ਕਣ
विलंबित a. व्ही.सी.,ਦੇਰੀ ਏ. ਵੀ.ਸੀ.
विलंबित लॅप्स सिग्नल,ਦੇਰੀ ਨਾਲ ਲੈਪਸ ਸਿਗਨਲ
विलंबित कार्यक्रम,ਦੇਰੀ ਘਟਨਾ
विलंबित क्रांती,ਦੇਰੀ ਨਾਲ ਇਨਕਲਾਬ
विलंबित प्रसार,ਦੇਰੀ ਨਾਲ ਫੈਲਣ
विलंबित प्रतिदीप्ति,ਦੇਰੀ ਫਲੋਰੋਸੈੰਸ
विलंबित गामा किरण,ਦੇਰੀ ਹੋਈ ਗਾਮਾ ਰੇ
विलंबित न्यूट्रॉन,ਦੇਰੀ ਨਿਊਟ੍ਰੋਨ
विलंबित न्यूट्रॉन अंश,ਦੇਰੀ ਨਾਲ ਨਿਊਟ੍ਰੋਨ ਫਰੈਕਸ਼ਨ
विलंबित प्रोटॉन,ਦੇਰੀ ਪ੍ਰੋਟੋਨ
विलंब पुनर्प्राप्ती,ਦੇਰੀ ਨਾਲ ਰਿਕਵਰੀ
विलंबित स्कॅनिंग,ਦੇਰੀ ਨਾਲ ਸਕੈਨਿੰਗ
विलंबित परतावा,ਦੇਰੀ ਨਾਲ ਵਾਪਸੀ
विलंबित सिंक्रोनाइझेशन सिग्नल,ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ
विलंबित पराभव,ਦੇਰੀ ਨਾਲ ਹਾਰ
ज्वलन प्रतिरोधक,ਬਲਨ retardant
डेलब्रुक स्कॅटरिंग,ਡੇਲਬਰੂਕ ਸਕੈਟਰਿੰਗ
डायलेक्ट्रिक,ਡਾਇਲੈਕਟ੍ਰਿਕ
परिसीमक,ਡੀਲੀਮੀਟਰ
सीमांकन,ਹੱਦਬੰਦੀ
स्थानिकीकरण,ਸਥਾਨੀਕਰਨ
स्थानिकीकरण ऊर्जा,ਸਥਾਨਕਕਰਨ ਊਰਜਾ
"डेल्टा() अँटेना, त्रिकोणी अँटेना","ਡੈਲਟਾ() ਐਂਟੀਨਾ, ਤਿਕੋਣ ਐਂਟੀਨਾ"
डेल्टा बॅरिऑन,ਡੈਲਟਾ ਬੈਰੀਅਨ
डेल्टा कनेक्शन,ਡੈਲਟਾ ਕੁਨੈਕਸ਼ਨ
डेल्टा ई प्रभाव,ਡੈਲਟਾ ਈ ਪ੍ਰਭਾਵ
डेल्टा फंक्शन,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
डेल्टा मेसन,ਡੈਲਟਾ ਮੇਸਨ
डेल्टा मॉड्युलेशन,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
डेल्टा ऑपरेटर,ਡੈਲਟਾ ਆਪਰੇਟਰ
डेल्टा किरण,ਡੈਲਟਾ ਰੇ
डेल्टा किरण गणना,ਡੈਲਟਾ ਰੇ ਦੀ ਗਣਨਾ
डेल्टा-अँटेना,ਡੈਲਟਾ-ਐਂਟੀਨਾ
Zelta Y रूपांतरण,Zelta Y ਪਰਿਵਰਤਨ
डेल्टा मॅच्ड इंपीडन्स अँटेना,ਡੈਲਟਾ ਮੈਚਡ ਇੰਪੀਡੈਂਸ ਐਂਟੀਨਾ
डेल्टा जुळणी,ਡੈਲਟਾ ਮੇਲ ਖਾਂਦਾ ਹੈ
डेल्टिक (विलंब लाइन कॉल कंजेशन),ਡੈਲਟਿਕ (ਦੇਰੀ ਲਾਈਨ ਕਾਲ ਭੀੜ)
"त्रिकोणीय octahedron, deltohedron","ਤਿਕੋਣੀ octahedron, deltohedron"
इंपेलर सिस्टम,ਪ੍ਰੇਰਕ ਸਿਸਟਮ
विचुंबकीकरण,demagnetization
डिमॅग्नेटायझेशन गुणांक स्पेक्ट्रम,ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਗੁਣਾਂਕ ਸਪੈਕਟ੍ਰਮ
विचुंबकीकरण घटक,ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਕਾਰਕ
चुंबकीय करणे,demagnetize
डिमॅग्नेटायझर,demagnetizer
विचुंबकीकरण झोन,ਡੀਮੈਗਨੇਟਾਈਜ਼ੇਸ਼ਨ ਜ਼ੋਨ
"विघटन, लिक्विडेशन","ਭੰਗ, ਤਰਲਤਾ"
"मंद प्रभाव, प्रकाश-प्रसार प्रभाव","ਮੱਧਮ ਪ੍ਰਭਾਵ, ਪ੍ਰਕਾਸ਼-ਪ੍ਰਸਾਰ ਪ੍ਰਭਾਵ"
demodulation,demodulation
डिमॉड्युलेटर,demodulator
मॅक्सवेलचा राक्षस,ਮੈਕਸਵੈੱਲ ਦਾ ਭੂਤ
"वेगळे करण्यायोग्य, वेगळे करण्यायोग्य","ਵੱਖ ਕਰਨ ਯੋਗ, ਵੱਖ ਕਰਨ ਯੋਗ"
वेगळे करण्यायोग्य ट्यूब,ਵੱਖ ਕਰਨ ਯੋਗ ਟਿਊਬ
डेम्पस्टर मास स्पेक्ट्रोग्राफर,ਡੈਮਪਸਟਰ ਮਾਸ ਸਪੈਕਟਰੋਗ੍ਰਾਫਰ
