Bengali,Punjabi
যুক্ত সরল পেন্ডুলাম,ਸੰਬੰਧਿਤ ਸਧਾਰਨ ਪੈਂਡੂਲਮ
সংযোগকারী লাইন,ਕੁਨੈਕਟਰ ਲਾਈਨ
খুচরা যন্ত্রাংশ,ਫਾਲਤੂ ਪੁਰਜੇ
সংযোগ,ਕੁਨੈਕਸ਼ਨ
বন্ধন সহগ,ਬੰਧਨ ਗੁਣਾਂਕ
পার্শ্ব সংযোগ,ਪਾਸੇ ਕੁਨੈਕਸ਼ਨ
শ্রেণীর অধিভুক্তি,ਕਲਾਸ ਮਾਨਤਾ
"সংযোগকারী, সংযোগকারী","ਕਨੈਕਟਰ, ਕਨੈਕਟਰ"
ধারাবাহিক প্রতিক্রিয়া,ਲਗਾਤਾਰ ਪ੍ਰਤੀਕਰਮ
প্রতিরক্ষামূলক শক্তি,ਸੁਰੱਖਿਆ ਬਲ
subdhruv,subdhruv
সুরক্ষা,ਸੁਰੱਖਿਆ
কৌণিক ভরবেগ সংরক্ষণ,ਐਂਗੁਲਰ ਮੋਮੈਂਟਮ ਕੰਜ਼ਰਵੇਸ਼ਨ
চার্জ সংরক্ষণ,ਚਾਰਜ ਦੀ ਸੰਭਾਲ
শক্তি সংরক্ষণ,ਊਰਜਾ ਸੰਭਾਲ
রৈখিক ভরবেগ সংরক্ষণ,ਰੇਖਿਕ ਗਤੀ ਸੰਭਾਲ
ভর সংরক্ষণ,ਪੁੰਜ ਸੰਭਾਲ
সমতা-সংরক্ষণ,ਸਮਾਨਤਾ-ਸੰਭਾਲ
পৃষ্ঠপোষক,ਸਰਪ੍ਰਸਤ
প্রতিরক্ষামূলক শোষণ,ਸੁਰੱਖਿਆ ਸਮਾਈ
প্রতিরক্ষামূলক উপাদান,ਸੁਰੱਖਿਆ ਤੱਤ
সুরক্ষিত এলাকা,ਸੁਰੱਖਿਅਤ ਖੇਤਰ
প্রতিরক্ষামূলক পথ,ਸੁਰੱਖਿਆ ਮਾਰਗ
প্রতিরক্ষামূলক প্রক্রিয়া,ਸੁਰੱਖਿਆ ਪ੍ਰਕਿਰਿਆ
প্রতিরক্ষামূলক বৈশিষ্ট্য,ਸੁਰੱਖਿਆ ਗੁਣ
অভিভাবক সংস্থা,ਸਰਪ੍ਰਸਤ ਸਰੀਰ
"ধারাবাহিকতা, ধারাবাহিকতা, ধারাবাহিকতা, ধারাবাহিকতা","ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ"
"সামঞ্জস্যপূর্ণ, বিপরীত","ਅਨੁਕੂਲ, ਉਲਟ"
বিরোধপূর্ণ শরীর,ਵਿਰੋਧੀ ਸਰੀਰ
কনসোল,ਕੰਸੋਲ
কনসোল বীকন সিস্টেম,ਕੰਸੋਲ ਬੀਕਨ ਸਿਸਟਮ
কনসোলন,ਤਸੱਲੀ
কনসোল,ਕੰਸੋਲ
কনসোল রিসিভার,ਕੰਸੋਲ ਰਿਸੀਵਰ
দ্রবণীয়,ਘੁਲਣਸ਼ੀਲ
অভিসারী বক্ররেখা,ਕਨਵਰਜੈਂਟ ਕਰਵ
"ফিউশন তাপমাত্রা, ফিউশন তাপমাত্রা","ਫਿਊਜ਼ਨ ਤਾਪਮਾਨ, ਫਿਊਜ਼ਨ ਤਾਪਮਾਨ"
কথোপকথন,ਗੱਲਬਾਤ
কথোপকথন,ਗੱਲਬਾਤ
ব্যঞ্জনবর্ণ শব্দ,ਵਿਅੰਜਨ ਧੁਨੀ
স্পিন সুরক্ষা,ਸਪਿਨ ਸੁਰੱਖਿਆ
পরিবর্তনশীল ভোল্টেজ জেনারেটর,ਵੇਰੀਏਬਲ ਵੋਲਟੇਜ ਜਨਰੇਟਰ
স্থিতিশীলতা,ਸਥਿਰਤਾ
বেগ স্থিতিশীলতা,ਗਤੀ ਸਥਿਰਤਾ
"স্থির, স্থির, ধ্রুবক, স্থাবর, অপরিবর্তনীয়, অভিন্ন","ਸਥਿਰ, ਸਥਿਰ, ਸਥਿਰ, ਅਚੱਲ, ਨਾ ਬਦਲਣ ਵਾਲਾ, ਇਕਸਾਰ"
অভিন্ন ত্বরণ,ਇਕਸਾਰ ਪ੍ਰਵੇਗ
ধ্রুবক কোণ,ਸਥਿਰ ਕੋਣ
পরিবর্তনশীল মাত্রা রেকর্ডিং,ਵੇਰੀਏਬਲ ਮਾਪ ਰਿਕਾਰਡਿੰਗ
ধ্রুবক গড় ঘর্ষণ,ਲਗਾਤਾਰ ਮਤਲਬ ਰਗੜ
ধ্রুবক ফুটন্ত বিন্দু,ਲਗਾਤਾਰ ਉਬਾਲ ਬਿੰਦੂ
পরিবর্তনশীল বর্তমান জেনারেটর,ਵੇਰੀਏਬਲ ਮੌਜੂਦਾ ਜਨਰੇਟਰ
অপরিবর্তনীয় মড্যুলেশন,ਅਸਥਿਰ ਮੋਡੂਲੇਸ਼ਨ
স্থির বিচ্যুতি প্রিজম,ਸਥਿਰ ਭਟਕਣਾ ਪ੍ਰਿਜ਼ਮ
ধারাবাহিক প্রবাহ,ਲਗਾਤਾਰ ਵਹਾਅ
স্থির ত্রুটি,ਸਥਿਰ ਗਲਤੀ
ক্রমাগত ব্যর্থতার হার,ਲਗਾਤਾਰ ਅਸਫਲਤਾ ਦੀ ਦਰ
ধ্রুবক প্রবাহ ক্যালরিমিটার,ਨਿਰੰਤਰ ਵਹਾਅ ਕੈਲੋਰੀਮੀਟਰ
ধ্রুবক ফাংশন,ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ
স্থির শীর্ষ ট্যাঙ্ক,ਸਥਿਰ ਚੋਟੀ ਦੇ ਟੈਂਕ
স্ট্যাটিক তাপ সঞ্চয়স্থান,ਸਥਿਰ ਗਰਮੀ ਸਟੋਰੇਜ਼
ধ্রুবক হাইড্রোস্ট্যাটিক চাপ,ਲਗਾਤਾਰ ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ
স্থিতিশীল সরঞ্জাম,ਸਥਿਰ ਉਪਕਰਣ
ধ্রুব উত্তোলন সহগ,ਨਿਰੰਤਰ ਲਿਫਟ ਗੁਣਾਂਕ
ক্রমাগত উত্তোলন বিতরণ,ਲਗਾਤਾਰ ਲਹਿਰਾਉਣ ਦੀ ਵੰਡ
ধ্রুবক লোড সহগ,ਨਿਰੰਤਰ ਲੋਡ ਗੁਣਾਂਕ
অপরিবর্তনীয় আলোকসজ্জা ব্যবস্থা,ਅਟੱਲ ਰੋਸ਼ਨੀ ਸਿਸਟਮ
কোভারিয়েট সংখ্যা,covariate ਨੰਬਰ
কর্মক,ਕਰਮਾਕ
গ্যালভানোমিটার সংবেদনশীলতা,galvanometer ਸੰਵੇਦਨਸ਼ੀਲਤਾ
মাধ্যাকর্ষণ বিন্দু,ਗੰਭੀਰਤਾ ਬਿੰਦੂ
যন্ত্র ধ্রুবক,ਸਾਧਨ ਸਥਿਰ
সমানুপাতিক ধ্রুবক,ਅਨੁਪਾਤਕ ਸਥਿਰਤਾ
ধ্রুবক পরামিতি,ਸਥਿਰ ਪੈਰਾਮੀਟਰ
ধ্রুব সমতা কোড,ਨਿਰੰਤਰ ਸਮਤਾ ਕੋਡ
স্থির চাপ অ্যাসপিরেটর,ਸਥਿਰ ਦਬਾਅ ਐਸਪੀਰੇਟਰ
ধ্রুবক চাপ গ্যাস থার্মোমিটার,ਲਗਾਤਾਰ ਦਬਾਅ ਗੈਸ ਥਰਮਾਮੀਟਰ
"ধ্রুব চাপ থার্মোমিটার, ধ্রুব চাপ থার্মোমিটার","ਨਿਰੰਤਰ ਦਬਾਅ ਥਰਮਾਮੀਟਰ, ਨਿਰੰਤਰ ਦਬਾਅ ਥਰਮਾਮੀਟਰ"
নির্দিষ্ট অনুপাত,ਸਥਿਰ ਅਨੁਪਾਤ
অপরিবর্তনীয় প্রতিরোধের কাঠামো,ਅਸਥਿਰ ਪ੍ਰਤੀਰੋਧ ਢਾਂਚਾ
ক্রমাগত উদ্দীপনা পদ্ধতি,ਲਗਾਤਾਰ ਉਤੇਜਨਾ ਵਿਧੀ
ফিক্সচার পুল,ਫਿਕਸਚਰ ਪੂਲ
স্থিতিশীল নিয়ন্ত্রক,ਸਥਿਰ ਰੈਗੂਲੇਟਰ
ধ্রুব মেয়াদ,ਨਿਰੰਤਰ ਮਿਆਦ
অভিন্ন বেগ,ਇਕਸਾਰ ਗਤੀ
ধ্রুবক ভলিউম গ্যাস-থার্মোমিটার,ਸਥਿਰ ਵਾਲੀਅਮ ਗੈਸ-ਥਰਮਾਮੀਟਰ
কনস্ট্যান্টান,ਕਾਂਸਟੈਂਟਨ
সার্কিটের বৈশিষ্ট্য,ਸਰਕਟ ਦੇ ਗੁਣ
নক্ষত্রপুঞ্জ,ਤਾਰਾਮੰਡਲ
"রচনা, রচনা, গঠন","ਰਚਨਾ, ਰਚਨਾ, ਰਚਨਾ"
পদার্থের গঠন,ਮਾਮਲੇ ਦੀ ਰਚਨਾ
সীমাবদ্ধ গতি,ਸੀਮਤ ਗਤੀ
বাধা,ਪਾਬੰਦੀ
সংকীর্ণ,ਤੰਗ ਕਰਨਾ
নিমজ্জন সংকীর্ণ,ਡੁੱਬਣ ਦਾ ਸੰਕੁਚਿਤ ਕਰਨਾ
"তৈরি করা, নির্মাণ করা","ਬਣਾਉਣ ਲਈ, ਬਣਾਉਣ ਲਈ"
গঠন,ਗਠਨ
টেকসই হস্তক্ষেপ,ਸਥਾਈ ਦਖਲਅੰਦਾਜ਼ੀ
শক্তি খরচ হয়,ਊਰਜਾ ਖਪਤ
"খরচ, খরচ, খরচ","ਖਰਚ, ਖਪਤ, ਖਪਤ"
"স্পর্শ, স্পর্শ, স্পর্শ","ਛੋਹਵੋ, ਛੋਹਵੋ, ਛੋਹਵੋ"
যোগাযোগ,ਸੰਚਾਰ
স্পর্শক কোণ,ਸਪਰਸ਼ ਕੋਣ
যোগাযোগ ব্রেকার,ਸੰਪਰਕ ਤੋੜਨ ਵਾਲਾ
যোগাযোগ এলাকা,ਸੰਪਰਕ ਖੇਤਰ
স্পর্শকাতর ডবল লেন্স,ਸਪਰਸ਼ ਡਬਲ ਲੈਂਸ
যোগাযোগ সম্ভাব্য ড্রপ,ਸੰਭਾਵੀ ਗਿਰਾਵਟ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
যোগাযোগ লেন্স,ਸੰਪਰਕ ਲੈਨਜ
যোগাযোগের লাইন,ਸੰਪਰਕ ਦੀ ਲਾਈਨ
"liaison, liaison","ਤਾਲਮੇਲ, ਸੰਪਰਕ"
যোগাযোগ ভর,ਸੰਪਰਕ ਪੁੰਜ
স্পর্শ মাইক্রোফোন,ਮਾਈਕ੍ਰੋਫੋਨ ਨੂੰ ਛੂਹੋ
যোগাযোগের শব্দ,ਸੰਪਰਕ ਸ਼ੋਰ
প্রথম ডিগ্রী স্পর্শ,ਪਹਿਲੀ ਡਿਗਰੀ ਛੂਹ
যোগাযোগ পিন,ਸੰਪਰਕ ਪਿੰਨ
যোগাযোগ বিন্দু,ਸੰਪਰਕ ਬਿੰਦੂ
যোগাযোগের সম্ভাবনা,ਸੰਪਰਕ ਸੰਭਾਵੀ
যোগাযোগের সম্ভাবনা,ਸੰਪਰਕ ਸੰਭਾਵੀ
সম্ভাব্য প্রতিরোধকের সাথে যোগাযোগ করুন,ਸੰਭਾਵੀ ਰੋਧਕ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
যোগাযোগের চাপ,ਸੰਪਰਕ ਦਬਾਅ
যোগাযোগ মুদ্রণ যোগাযোগ মুদ্রণ,ਸੰਪਰਕ ਪ੍ਰਿੰਟ ਸੰਪਰਕ ਪ੍ਰਿੰਟ
স্পর্শ মুদ্রণ,ਛੂਹ ਪ੍ਰਿੰਟਿੰਗ
যোগাযোগের সমস্যা,ਸੰਪਰਕ ਸਮੱਸਿਆ
স্পর্শ রিসিভার,ਛੂਹਣ ਵਾਲਾ
ধাতব সংশোধনকারী,ਧਾਤੂ ਸੋਧਕ
যোগাযোগ প্রতিরোধের,ਸੰਪਰਕ ਪ੍ਰਤੀਰੋਧ
যোগাযোগ বিভাগ,ਸੰਪਰਕ ਸ਼੍ਰੇਣੀ
যোগাযোগের চাপ,ਸੰਪਰਕ ਤਣਾਅ
স্পর্শ পাতা,ਛੂਹ ਸਫ਼ਾ
যোগাযোগ টিউব,ਸੰਪਰਕ ਟਿਊਬ
স্পর্শ বৃত্ত,ਚੱਕਰ ਨੂੰ ਛੂਹੋ
"যোগাযোগ, যোগাযোগ","ਸੰਪਰਕ, ਸੰਪਰਕ"
গর্ভনিরোধ,ਗਰਭ ਨਿਰੋਧ
পৃথকীকরণ সময়কাল,ਅਲਹਿਦਗੀ ਦਾ ਸਮਾਂ
দূষণ,ਗੰਦਗੀ
কনট্রাস্ট ডেভেলপার,ਕੰਟ੍ਰਾਸਟ ਡਿਵੈਲਪਰ
"বিষয়বস্তু, অংশ, অর্ধেক","ਸਮੱਗਰੀ, ਹਿੱਸਾ, ਅੱਧਾ"
"continuum, continuum","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
ধারাবাহিক নিয়ামক,ਲਗਾਤਾਰ ਕੰਟਰੋਲਰ
রাষ্ট্রীয় ধারাবাহিকতা,ਰਾਜ ਨਿਰੰਤਰਤਾ
ধারাবাহিক পরীক্ষা,ਲਗਾਤਾਰ ਟੈਸਟ
ধারাবাহিক উপপাদ্য,ਨਿਰੰਤਰ ਪ੍ਰਮੇਯ
"অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন","ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ"
ক্রমাগত শোষণ,ਲਗਾਤਾਰ ਸਮਾਈ
ক্রমাগত শাস্তি,ਲਗਾਤਾਰ ਸਜ਼ਾ
ক্রমাগত সিস্টেম,ਲਗਾਤਾਰ ਸਿਸਟਮ
ক্রমাগত অভিসরণ,ਲਗਾਤਾਰ ਕਨਵਰਜੈਂਸ
অবিচ্ছিন্ন প্রবাহ,ਲਗਾਤਾਰ ਸਟਰੀਮ
একটানা মেশিন,ਲਗਾਤਾਰ ਮਸ਼ੀਨ
ক্রমাগত সীমানা,ਲਗਾਤਾਰ ਹੱਦਬੰਦੀ
ক্রমাগত ইলেক্ট্রোড,ਲਗਾਤਾਰ ਇਲੈਕਟ੍ਰੋਡ
ক্রমাগত নির্গমন সহগ,ਨਿਰੰਤਰ ਨਿਕਾਸੀ ਗੁਣਾਂਕ
ক্রমাগত সম্প্রসারণ,ਲਗਾਤਾਰ ਵਿਸਥਾਰ
ক্রমাগত ফাইবার,ਲਗਾਤਾਰ ਫਾਈਬਰ
ক্রমাগত প্রবাহ থার্মোমিটার ক্রমাগত প্রবাহ ক্যালরিমিটার,ਨਿਰੰਤਰ ਪ੍ਰਵਾਹ ਥਰਮਾਮੀਟਰ ਨਿਰੰਤਰ ਵਹਾਅ ਕੈਲੋਰੀਮੀਟਰ
ক্রমাগত ফাংশন,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
ক্রমাগত লিনিয়ার অ্যান্টেনা অ্যারে,ਨਿਰੰਤਰ ਰੇਖਿਕ ਐਂਟੀਨਾ ਐਰੇ
ক্রমাগত লোড,ਲਗਾਤਾਰ ਲੋਡ
ক্রমাগত ব্যাপার,ਲਗਾਤਾਰ ਮਾਮਲਾ
ক্রমাগত ব্যাপার,ਲਗਾਤਾਰ ਮਾਮਲਾ
ক্রমাগত মিডিয়া,ਲਗਾਤਾਰ ਮੀਡੀਆ
ক্রমাগত দোলন,ਲਗਾਤਾਰ ਓਸਿਲੇਸ਼ਨ
ক্রমাগত পুনরাবৃত্ত ফাংশন,ਲਗਾਤਾਰ ਆਵਰਤੀ ਫੰਕਸ਼ਨ
ক্রমাগত এলোমেলো পরিবর্তনশীল,ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
ধারাবাহিক সীমা,ਲਗਾਤਾਰ ਸੀਮਾ
ক্রমাগত কাউন্টারভোল্টেজ,ਲਗਾਤਾਰ ਵਿਰੋਧੀ ਵੋਲਟੇਜ
"একটানা বর্ণালী, একটানা স্কেল","ਨਿਰੰਤਰ ਸਪੈਕਟ੍ਰਮ, ਨਿਰੰਤਰ ਪੈਮਾਨਾ"
অব্যাহত পর্যায়,ਜਾਰੀ ਪੜਾਅ
একটানা-ফালা বায়বীয় ক্যামেরা,ਲਗਾਤਾਰ-ਸਟ੍ਰਿਪ ਏਰੀਅਲ ਕੈਮਰਾ
একটানা টার্ম স্পেকট্রাম,ਲਗਾਤਾਰ ਮਿਆਦ ਸਪੈਕਟ੍ਰਮ
ক্রমাগত সময় সিস্টেম,ਨਿਰੰਤਰ ਸਮਾਂ ਪ੍ਰਣਾਲੀ
ক্রমাগত বাস্তব শোষণ,ਲਗਾਤਾਰ ਅਸਲੀ ਸਮਾਈ
ক্রমাগত ভ্যালেন্সি নিয়ম,ਨਿਰੰਤਰ ਵੈਲੈਂਸੀ ਨਿਯਮ
ক্রমাগত পরিবর্তনশীল,ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ
একটানা তরঙ্গ ম্যাগনেট্রন,ਨਿਰੰਤਰ ਤਰੰਗ ਮੈਗਨੇਟ੍ਰੋਨ
ক্রমাগত তরঙ্গ রাডার,ਲਗਾਤਾਰ ਲਹਿਰ ਰਾਡਾਰ
ক্রমাগত বিতরণ করা লোড,ਲਗਾਤਾਰ ਵੰਡਿਆ ਲੋਡ
ক্রমাগত লোড তারের,ਲਗਾਤਾਰ ਲੋਡ ਕੀਤੀ ਕੇਬਲ
"continuum, continuum","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
"কনট্যুর, কনট্যুর, রূপরেখা, রূপরেখা, আকৃতি","ਕੰਟੋਰ, ਕੰਟੋਰ, ਰੂਪਰੇਖਾ, ਰੂਪਰੇਖਾ, ਆਕਾਰ"
(কনট্যুর) শার্পনিং,(ਕੰਟੂਰ) ਤਿੱਖਾ ਕਰਨਾ
কনট্যুর-ঘনত্ব সূচক,ਕੰਟੋਰ-ਘਣਤਾ ਸੂਚਕ
পাল্টা ইনজেকশন,ਵਿਰੋਧੀ ਟੀਕਾ
"চুক্তি করা, চুক্তি করা (ver.), চুক্তি করা, চুক্তি করা (n.)","ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ, ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ (ਵਰ.), ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ, ਇਕਰਾਰਨਾਮਾ ਕਰਨਾ (ਐਨ.)"
সঙ্কুচিত,ਸੁੰਗੜਨਾ
সংকোচন,ਸੰਕੁਚਨ
সংকোচন শক্তি,ਸੰਕੁਚਨ ਊਰਜਾ
সংকোচন অনুমান,ਸੰਕੁਚਨ ਪਰਿਕਲਪਨਾ
ইলেকট্রন সংকোচন,ਇਲੈਕਟ੍ਰੋਨ ਸੰਕੁਚਨ
দৈর্ঘ্য সংকোচন,ਲੰਬਾਈ ਦਾ ਸੰਕੁਚਨ
সংকোচন সময় স্কেল,ਸੰਕੁਚਨ ਸਮਾਂ ਸਕੇਲ
বক্তৃতা নিয়ন্ত্রণ,ਬੋਲਣ ਲਈ ਕੰਟਰੋਲ
কাউন্টার-অরবিটাল দিক,ਵਿਰੋਧੀ-ਔਰਬਿਟਲ ਦਿਸ਼ਾ
আপেক্ষিক শরীর,ਰਿਸ਼ਤੇਦਾਰ ਸਰੀਰ
"বিপরীত, বিপরীত","ਉਲਟ, ਉਲਟ"
"বৈপরীত্য নিয়ন্ত্রণ, বিপরীত নিয়ন্ত্রণ","ਕੰਟ੍ਰਾਸਟ ਕੰਟਰੋਲ, ਕੰਟ੍ਰਾਸਟ ਕੰਟਰੋਲ"
বিপরীত প্রভাব,ਉਲਟ ਪ੍ਰਭਾਵ
বৈপরীত্য বিস্তার,ਵਿਪਰੀਤ ਫੈਲਾਅ
বিপরীত ফ্যাক্টর,ਉਲਟ ਕਾਰਕ
বিপরীত গ্রেডিয়েন্ট,ਉਲਟਾ ਗਰੇਡੀਐਂਟ
বিপরীত,ਉਲਟ
বিপরীত প্রাঙ্গনে,ਉਲਟ ਇਮਾਰਤ
বৈপরীত্য অনুপাত,ਵਿਪਰੀਤ ਅਨੁਪਾਤ
বৈসাদৃশ্য হ্রাস,ਉਲਟ ਕਮੀ
বিপরীত সংবেদনশীলতা,ਉਲਟ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
বিপরীত অক্ষর,ਵਿਪਰੀਤ ਅੱਖਰ
কন্ট্রাভ,ਉਲਟ
নিয়ন্ত্রণ,ਕੰਟਰੋਲ
"ব্যাং-ব্যাং টাইপ কন্ট্রোল, পূর্ণ সার্ভো কন্ট্রোল","ਬੈਂਗ-ਬੈਂਗ ਕਿਸਮ ਦਾ ਨਿਯੰਤਰਣ, ਪੂਰਾ ਸਰਵੋ ਨਿਯੰਤਰਣ"
নিয়ন্ত্রণ হাত,ਕੰਟਰੋਲ ਬਾਂਹ
নিয়ন্ত্রণ কার্ড,ਕੰਟਰੋਲ ਕਾਰਡ
নিয়ন্ত্রণ বৈশিষ্ট্য,ਕੰਟਰੋਲ ਗੁਣ
নিয়ন্ত্রণ বর্তনী,ਕੰਟਰੋਲ ਸਰਕਟ
টিক চেঞ্জার নিয়ন্ত্রণ করুন,ਟਿੱਕ ਚੇਂਜਰ ਨੂੰ ਕੰਟਰੋਲ ਕਰੋ
নিয়ন্ত্রণ প্যানেল,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
নিয়ন্ত্রণ ডেস্ক,ਕੰਟਰੋਲ ਡੈਸਕ
কন্ট্রোল ডিভাইস,ਕੰਟਰੋਲ ਜੰਤਰ
নিয়ন্ত্রণ ইলেক্ট্রোড,ਕੰਟਰੋਲ ਇਲੈਕਟ੍ਰੋਡ
