Bengali,Kannada
সময়কাল,ಅವಧಿ
ডুরেস,ಬಿದ್ದು
ডিউটি,ಕರ್ತವ್ಯ
শুল্ক ভাতা,ಕರ್ತವ್ಯ ಭತ್ಯೆ
ডিউটি ​​চার্ট,ಕರ್ತವ್ಯ ಪಟ್ಟಿಯ
শুল্ক ছুটি,ಕರ್ತವ್ಯ ರಜೆ
ডিউটি ​​রুম,ಕರ್ತವ್ಯ ಕೊಠಡಿ
মারা যাওয়ার ঘোষণা,ಸಾಯುತ್ತಿರುವ ಘೋಷಣೆ
গতিশীলতা,ಚಲನಶಾಸ್ತ್ರ
ইয়ারমার্ক,ಮೊಣಕಾಲ
অর্জিত ছুটি,ಗಳಿಸಿದ ರಜೆ
উপার্জন,ಗಳಿಕೆ
পরিবেশ বান্ধব,ಪರಿಸರ ಸ್ನೇಹಿ
বাস্তুশাস্ত্র,ಪರಿಸರ ವಿಜ್ಞಾನ
অর্থনৈতিক,ಆರ್ಥಿಕ
অর্থনৈতিক শোষণ,ಆರ್ಥಿಕ ಶೋಷಣೆ
অর্থনীতি,ಆರ್ಥಿಕತೆ
অর্থনীতি শ্রেণি,ಆರ್ಥಿಕ ವರ್ಗ
সম্পাদনা,ಸಂಪಾದನೆ
সংস্করণ,ಆವೃತ್ತಿ
সম্পাদকীয়,ಸಂಪಾದಕೀಯ
শিক্ষা,ಶಿಕ್ಷಣ
শিক্ষামূলক ক্যারিয়ার,ಶೈಕ್ಷಣಿಕ ವೃತ್ತಿ
শিক্ষা প্রতিষ্ঠান,ಶಿಕ್ಷಣ ಸಂಸ್ಥೆ
শিক্ষাগত যোগ্যতা,ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ
প্রভাব,ಪರಿಣಾಮ
কার্যকর,ಪರಿಣಾಮಕಾರಿ
কার্যকর দিন,ಹಿತ
প্রভাব,ಪರಿಣಾಮ
কার্যকারিতা,ಕಾರ್ಯಕಾರಿತ್ವ
দক্ষতা,ಅಖಂಡತೆ
দক্ষ,ದಕ್ಷ
বহিষ্কার,ಹೊರಹಾಕುವಿಕೆ
বিস্তৃত,ವಿಸ್ತಾರವಾದ
Elapse,ತಪ್ಪಿಹೋಗು
নির্বাচিত প্রতিনিধি,ಚುನಾಯಿತ ಪ್ರತಿನಿಧಿ
নির্বাচন,ಚುನಾವಣೆ
নির্বাচনী কলেজ,ಚುನಾವಣಾ ಕಾಲೇಜು
ভোটার,ಮತದಾರಿಕೆ
বিদ্যুতায়ন,ವಿದ್ಯುದೀಕರಣ
ইলেকট্রনিক মিডিয়া,ವಿದ್ಯುದರ್ಚಿ ಮಾಧ್ಯಮ
প্রাথমিক,ಪ್ರಾಥಮಿಕವಾಗಿ
যোগ্যতা,ಅರ್ಹತೆ
যোগ্যতা পরীক্ষা,ಅರ್ಹತೆ ಪರೀಕ್ಷೆ
নির্মূল,ತೊಡೆದುಹಾಕುವಿಕೆ
স্পষ্টতা,ವಜಭಸ
বিব্রত করা,ಮುಜುಗರ
আত্মসাৎ,ದುಡುಕು
প্রতীক,ಲಾಂblemನ
এমবসিং সিল,ಉಬ್ಬು ಮುದ್ರೆ
জরুরী,ತುರ್ತುಸ್ಥಿತಿ
জরুরী ত্রাণ,ತುರ್ತು ಪರಿಹಾರ
জরুরী,ಹೊರಹೊಮ್ಮುವ
অভিবাসন,ವಲಸೆ
ইমোলমেন্টস,ಸ ೦ ಚಾರಿಗಳು
এম্প্যানেলমেন্ট,ಸಾಮರಸ್ಯ
সহমর্মিতা,ಪರಾನುಭೂತಿ
নিয়োগ,ಉದ್ಯೋಗ
কর্মচারী,ಉದ್ಯೋಗಿ
কর্মচারী অংশগ্রহণ,ನೌಕರರ ಭಾಗವಹಿಸುವಿಕೆ
কর্মচারীর অবদান,ನೌಕರರ ಕೊಡುಗೆ
কর্মচারীর প্রভিডেন্ট ফান্ড,ನೌಕರರ ಭವಿಷ್ಯ ನಿಧಿ
নিয়োগকর্তা,ಉದ್ಯೋಗಕಾರ
কর্মসংস্থান,ಉದ್ಯೋಗ
কর্মসংস্থান বিনিময়,ಉದ್ಯೋಗ ವಿನಿಮಯ
কর্মসংস্থান বিজ্ঞপ্তি,ಉದ್ಯೋಗ ಸೂಚನೆ
কর্মসংস্থান অফিস,ಉದ್ಯೋಗ ಕಚೇರಿ
ক্ষমতায়ন,ಅಧಿಕಾರ ನೀಡಿ
ক্ষমতায়ন,ಸಬಲೀಕರಣ
আইন,ಅಂಗೀಕರಿಸು
আইন,ಜಾರಿಗೊಳಿಸು
সব একসাথে,ನೊಣ
এনক্যাশ,ನಗದು
ঘিরা,ಸುತ್ತಾಟ
উত্সাহ,ಉತ್ತೇಜನ
সীমালঙ্ঘন,ಅತಿಕ್ರಮ
Encumbrance,ಎಸೆತ
অনুমোদন করা,ಒಪ್ಪಿ
এন্ডোমেন্ট,ದತ್ತಿ
শেষ পণ্য,ಅಂತಿಮ ಉತ್ಪನ್ನ
শক্তি,ಶಕ್ತಿ
প্রয়োগ,ಬಲಪಡಿಸು
জড়িত,ತೊಡಗಿಸು
বর্ধন,ವರ್ಧಿಸುವುದು
নির্দেশ দিন,ಭಾಗಿಸು
En মাস,ಸಾಮೂಹಿಕವಾಗಿ
অনুসন্ধান,ವಿಚಾರಣೆ
তালিকাভুক্ত,ದಾಖಲಿಸು
তালিকাভুক্তি (= তালিকাভুক্তি),ದಾಖಲಾತಿ (= ದಾಖಲಾತಿ)
তালিকাভুক্তি নম্বর,ದಾಖಲಾತಿ ಸಂಖ್ಯೆ
Enroute,ಆವರಿಸು
আগত,ನಂತರದ
নিশ্চিত করা,ಖಚಿತಪಡಿಸು
প্রবেশ করুন,ಪ್ರವೇಶಿಸು
এন্টারপ্রাইজ,ಉದ್ಯಮ
বিনোদন,ಮನರಂಜನೆ
বিনোদন,ಮನರಂಜನೆ
এনটাইটেল,ಅರ್ಹತೆ
অধিকারী,ಪ್ರಶಸ್ತಿಗಳಿರುವ
এনটাইটেলমেন্ট,ಅರ್ಹತೆ
প্রবেশদ্বার,ಪ್ರವೇಶ
প্রবেশকারী,ಪ್ರವೇಶಿಸುವ
প্রবেশ,ಪ್ರವೇಶ
অনভিজ্ঞ স্তরের চাকরি,ಪ್ರವೇಶ ಮಟ್ಟದ ಕೆಲಸ
গণনা,ವಿವರಣೆ
পরিবেশ,ವಾತಾವರಣ
দূত,ರಾಯಭಾರಿ
মহামারী,ಸಾಂಕ್ರಾಮಿಕ
এপিটোম,ಸಾರಾಂಶ
সমতা,ಸಮಾನತೆ
ভারসাম্য,ಸಮತಟ್ಟಾದ
সরঞ্জাম,ಉಪಕರಣ
ইক্যুইটি,ಸಮಾನತೆ
সমতুল্য,ಸಮಾನ
সমতুল্য,Alಷಧದ
নির্মূল,ನಿರ್ಮೂಲನೆ
এরতা,ಕಸ
ত্রুটি,ದೋಷ
ক্রমবর্ধমান,ಉಲ್ಬಣ
এসকর্ট,ಮುಜುಗರ
অপরিহার্য,ಅಗತ್ಯವಾದ
প্রতিষ্ঠা,ಸ್ಥಾಪನೆ
অনুমান,ಅಂದಾಜು
আনুমানিক খরচ,ಅಂದಾಜು ಬೆಲೆ
নীতিশাস্ত্র,ನೀತಿಶಾಸ್ತ್ರ
শিষ্টাচার,ಚಕ್ಷಿ
অপসারণ,ಖಾಲಿಮಾಡುವುದು
এড়ানো,ತಪ್ಪಿಸಿಕೊ
মূল্যায়ন,ಮೌಲ್ಯಮಾಪನ
জোড় সংখ্যা,ಸಹ ಸಂಖ್ಯೆ
শেষ,ಅಂತಿಮ
উচ্ছেদ,ಹೊರಹಾಕುವುದು
প্রমান,ಸಾಕ್ಷಿ
বিবর্তিত,ವಿಕಸನ
ঠিক,ನಿಖರವಾದ
পরীক্ষা,ಪರೀಕ್ಷೆ
পরীক্ষা,ಪರೀಕ್ಷಕ
পরীক্ষক,ಪರೀಕ್ಷಕ
উদাহরণ,ಉದಾಹರಣೆ
খনন,ದೋಚುವುದು
দুর্দান্ত,ಅತ್ಯುತ್ತಮ
ব্যতিক্রম,ಹೊರತುಪಡಿಸಿ
ব্যতিক্রমী,ಅಸಾಧಾರಣವಾದ
অতিরিক্ত,ಹೆಚ್ಚಿರು
বিনিময়,ವಿನಿಮಯ
এক্সিকিউয়ার,ವಿಭಾಗ
আবগারি (= আবগারি শুল্ক),ಅಬಕಾರಿ (= ಅಬಕಾರಿ ಸುಂಕ)
বাদ দিন,ಹೊರಗಿನಂತೆ ಮಾಡು
এক্সক্লুসিভ,ಪ್ರತ್ಯೇಕವಾದ
ক্ষমা,ಮನ್ನಿಸು
এক্সিকিউট,ಕಾರ್ಯಚೇಳಿಸು
কার্যনির্বাহী,ಉಪಯೋಗಕ
কার্যনির্বাহী কমিটি,ಕಾರ್ಯಕಾರಿ ಸಮಿತಿ
নির্বাহী ক্ষমতা,ಕಾರ್ಯನಿರ್ವಾಹಕ ಶಕ್ತಿ
এক্সিকিউটিভস,ಕಾರ್ಯನಿರ್ವಾಹಕ
এক্সিকিউটিভ স্টাফ,ಕಾರ್ಯನಿರ್ವಾಹಕ ಸಿಬ್ಬಂದಿ
ছাড়,ವಿನಾಯ
ছাড়,ವಿನಯ
অনুশীলন,ವ್ಯಾಯಾಮ
প্রাক্তন গ্র্যাটিয়া,ಮಾಜಿ ತಳಹದ
প্রাক্তন গ্রেটিয়া পেমেন্ট,ಮಾಜಿ ತಟಾದ ಪಾವತಿ
নিষ্কাশন,ನಿಷ್ಕಾಸ
সম্পূর্ণ,ತರುವ
প্রদর্শন,ಪ್ರದರ್ಶನ
এক্সিজেন্সি,ತಿರಸ್ಕಾರ
এক্সিম নীতি,ಎಕ್ಸಿಮ್ ನೀತಿ
প্রস্থান,ನಿರ್ಗಮನ
প্রস্থান সাক্ষাত্কার,ನಿರ್ಗಮನ ಸಂದರ್ಶನ
প্রস্থান নীতি,ನಿರ್ಗಮನ ನೀತಿ
প্রস্থান জরিপ,ಸಮೀಕ್ಷೆ
পদাধিকারবলে,ಅಫೀಸಿಯ
বহিষ্কার,ಮುಕ್ತಾಯಗೊಳಿಸು
সম্প্রসারণ,ವಿಸ್ತರಣ
প্রাক্তন অংশ,ಭಾಗ
প্রবাসী,ವಲಸೆ
সমীচীন,ತಕ್ಕ
ত্বরান্বিত করা,ಚುರುಕುಗೊಳಿಸು
বহিষ্কার করা,ಹೊರನಯಿಸು
ব্যয়,ವೆಚ್ಚ
অভিজ্ঞতা,ಅನುಭವ
পরীক্ষা,ಪ್ರಯೋಗ
বিশেষজ্ঞ,ತಜ್ಞ
মেয়াদোত্তীর্ণ,ಅವಧಿ ಮುಗಿಸು
মেয়াদোত্তীর্ণ তারিখ,ಗಡುವು ದಿನಾಂಕ
ব্যাখ্যা,ವಿವರಣೆ
স্পষ্ট,ಸ್ಪಷ್ಟವಾದ
শোষণ,ಶೋಷಣೆ
অন্বেষণ,ಅನ್ವೇಷಿಸು
বিস্ফোরণ,ಸ್ಫೋಟ
রফতানি,ರಫ್ತು
প্রাক্তন পোস্ট ফ্যাক্টো,ಮಾಜಿ ಪೋಸ್ಟ್ ವಾಸ್ತವಿಕ
প্রকাশ করা,ಮನ್ನಿಸು
অভিব্যক্তি,ಅಭಿವ್ಯಕ್ತಿ
তাড়ানো,ಹೊರಹಾಕುವುದು
প্রসারণ,ಹೊರಹೊಮ್ಮಿಸು
প্রসারিত করা,ವಿಸ್ತರಿಸು
ব্যাপ্তি,ಮಟ್ಟಿಗೆ
বাহ্যিক,ಬಾಹ್ಯ
চাঁদাবাজি,ಸುಲಿಗೆ
অতিরিক্ত,ಹೆಚ್ಚಿನ
নির্যাস,ಹೊರಡಿಸಿಕೊ
অসাধারণ,ಅಸಾಧಾರಣ
অসংযত,ಅತಿರೇಕದ
চরমপন্থী,ಉಗ್ರವಾದಿ
এক্সট্রোভার্ট,ಬಹಿರ್ಮುಖಿ
চোখের সাক্ষী,ಕಣ್ಣಿನ ಸಾಕ್ಷಿ
বানোয়াট,ತಯಾರಿಸು
পরিচিতি,ಮುಖ ಬೆಲೆ
সহজতর করা,ಸರಾಗವಾಗಿಸು
সুবিধা,ಸೌಲಭ್ಯ
ফ্যাসিমাইল,ಮುಖದ
সত্য,ಸತ್ಯ
দলীয়তা,ಬಣಗಳ ಸಿದ್ಧಾಂತ
ফ্যাক্টর,ಅಂಶ
কারখানা,ಕಾರ್ಖಾನೆ
সত্য,ವಾಸ್ತವಿಕ
অনুষদ,ಸಿಬ್ಬಂದಿ
ব্যর্থ,ಅನುತ್ತೀರ್ಣ
মেলা,ನ್ಯಾಯಯುತ
বিশ্বাস,ನಂಬಿಕೆ
নকল,ನಕಲಿ
পরিবার,ಕುಟುಂಬ
দুর্ভিক্ষ,ಕ್ಷಾಮ
ভাড়া,ಹಗೆತನ
বিদায়কালীন অনুষ্ঠান,ವಿದಾಯ
কৃষিকাজ,ಕೃಷಿ
ক্লান্তি,ಆಯಾಸ
দোষ,ತಪ್ಪು
আনুকূল্য,ಪರವಾಗಿ
সম্ভাব্যতা,ಕಾರ್ಯಸಾಧ್ಯತೆ
ফেডারেশন,ಒಕ್ಕೂಟ
ফি,ಶುಲ್ಕ
ফিরে ফিড,ಮತ್ತೆ ಆಹಾರ
অনুভূতি,ಭಾವನೆ
ফেলিসিট,ಅಭಿನಂದಿಸು
ফেলো,ಸಹ
ফেলোশিপ,ಸಹಭಾಗಿತ್ವ
মহিলা,ಹೆಣ್ಣು
উর্বর,ಫಲವತ್ತಾದ
কল্পিত,ಕಾಲ್ಪನಿಕ
বিশ্বস্ততা,ನಿಷ್ಠೆ
ক্ষেত্র,ಹೊಲತು
চিত্র,ಆಕೃತಿ
ফাইল,ಕಲೆ
ফাইলিং,ನಿರ್ಭೀತೆ
ফিল্ম,ಚಲನಚಿತ್ರ
চূড়ান্ত,ಅಂತಿಮ
অর্থায়ন,ಹಣಕಾಸು
আর্থিক,ಹಣಕಾಸಿನ
ফিনান্সার,ಹಣಕಾಸಿನವನು
অনুসন্ধান,ಶೋಧನೆ
ভাল,ಉತ್ತಮ
চারুকলা,ಲಲಿತ ಕಲೆ
আঙুলের মুদ্রণ,ಬೆರಳು ಮುದ್ರಣ
সমাপ্ত পণ্য,ಸಿದ್ಧಪಡಿಸಿದ ವಸ್ತುಗಳು
আগুন,ಬೆಂಕಿ
গুলি চালানো,ಹಾರುವುದು
দৃঢ়,ದೃ firmರಂಗ
প্রাথমিক চিকিৎসা,ಪ್ರಥಮ ಚಿಕಿತ್ಸೆ
প্রথম শ্রেণি,ಪ್ರಥಮ ದರ್ಜೆ
প্রথম বিভাগ,ಮೊದಲ ವಿಭಾಗ
প্রথম তথ্য প্রতিবেদন,ಮೊದಲ ಮಾಹಿತಿ ವರದಿ
রাজকোষ,ಹಣಕಾಸಿನ
ফিশারি,ಮೀನುಗಾರಿಕೆ
ফিট,ಹೊಂದುವುದು
ফিটনেস,ಫಿಜಿ
ঠিক আছে,ಸರಿ
স্থিরকরণ,ಸ್ಥಿರೀಕರಣ
স্থির,ಸ್ಥಿರ
পতাকা,ಧ್ವಜ
ফ্ল্যাপ,ಫ್ಲಾಪ್
সমান,ಚಪ್ಪಟೆ
বহর,ನೌಕಾಪಡೆ
নমনীয়তা,ನಮ್ಯತೆ
ফ্লাইট,ಹಾರಾಟ
বন্যা ত্রাণ,ಪ್ರವಾಹ ಪರಿಹಾರ
মেঝে,ನೆಲ
প্রবাহ,ಹರಿ
ওঠানামা,ಏರಿಳಿತ
ভ্রূণের,ಭ್ರೂಣಮ
ফোল্ডার,ಬಾರಿ
ফোলিও,ಫೋಲಿಯೊ
অনুসরণ করুন,ಅನುಸರಿಸು
অনুসরণ,ಅನುಭೋಗ
অনুগামী,ಅನುಬಂಧ
Foment,ಉತ್ತೇಜಿಸು
পা নোট,ಕಾಲು ಟಿಪ್ಪಣಿ
জোরকৃত দিনমজুর,ಬಲವಂತದ ದುಡಿಮೆ
পূর্বাভাস,ಮುನ್ಸೂಚನೆ
পুর্বসিদ্ধান্ত,ಮುಂಚೂಣಿ ತೀರ್ಮಾನ
বিদেশী,ವಿದೇಶದ
ফোরম্যান,ಪ್ರಬಲ
ফরেনুন,ಮುನ್ಸೂಚನೆ
দূরদর্শিতা,ದೂರದೃಷ್ಟಿ
ফোরওয়ার্ড,ಮುನ್ಸೂಚನೆ
জালিয়াতি,ಮುಟ್ಟುಗೋಲು
জাল,ಖೋಟಾ
জালিয়াতি,ಖೋಟಾ
ফর্ম,ರೂಪ
আনুষ্ঠানিক,Formಚಾರಿಕ
ফর্ম্যাট,ಸ್ವರೂಪ
প্রাক্তন,ಮಾಜಿ
সূত্র,ಸೂತ್ರ
অবিলম্বে,ತಕ್ಷಣ
ফরোয়ার্ড,ಮುಂದೆ
ফরোয়ার্ডিং লেটার,ಫಾರ್ವರ್ಡ್ ಮಾಡುವ ಪತ್ರ
ভিত্তি,ಅಡಿಪಾಯ
ভগ্নাংশ,ಭಾಗ
ফ্র্যাঞ্চাইজি,ಪೂರ್ಣ ಪ್ರಮಾಣದ
জালিয়াতি,ವಂಚನೆ
বিনামূল্যে,ಸ್ವಾರಸ್ಯವಾದ
বরফে পরিণত করা,ಸ್ಥಗಿತಗೊಳಿಸು
ফ্রেইট,ಸರಕು ಸಾಗಣೆ
ফ্রিকোয়েন্সি,ಆವರ್ತನ
জ্বালানী,ಇಂಧನ
পূর্ণ-স্কেল,ಪೂರ್ಣ ಪ್ರಮಾಣದ
ফাংশন,ಕಾರ್ಯ
তহবিল,ಧನಸಹಾಯ
মৌলবাদ,ಮೂಲಭೂತವಾದ
সজ্জিত,ಒದಗಿಸು
আরও কর্ম,ಹೆಚ್ಚಿನ ಕ್ರಮ
লাভজনক কর্মসংস্থান,ಲಾಭದಾಯಕ ಉದ್ಯೋಗ
লাভজনক পেশা,ಲಾಭದಾಯಕ ಉದ್ಯೋಗ
গেট পাস,ಗೇಟ್ ಪಾಸ್
গেজেটেড,ಗಸಾಯಕ
গেজেটেড ছুটি,ಗೆಜೆಟೆಡ್ ರಜಾದಿನ
সাধারণ,ಸಾಮಾನ್ಯ
সাধারণ প্রশাসন,ಸಾಮಾನ್ಯ ಆಡಳಿತ
সাধারণ দেহ,ಸಾಮಾನ್ಯ ದೇಹ
সাধারণ নির্বাচন,ಸಾರ್ವತ್ರಿಕ ಚುನಾವಣೆ
সাধারন সভা,ಸಾಮಾನ್ಯ ಸಭೆ
সাধারণ অভ্যাস,ಸಾಮಾನ್ಯ ಅಭ್ಯಾಸ
সাধারণ পদক্ষেপ,ಸಾಮಾನ್ಯ ವಿಧಾನ
সাধারণ নিয়ম,ಸಾಮಾನ್ಯ ನಿಯಮ
জেনারেল ওয়ার্ড,ಸಾಮಾನ್ಯ ವಾರ್ಡ್
প্রজন্ম,ಉತ್ಪಾದನೆ
প্রতিভা,ವೇಶ್ಯೆ
অকৃত্রিম,ನಿಜವಾದ
উপহার,ಕೊಡುಗೆ
গিস্ট,ಸಾರಾಂಶ
গ্লোবাল টেন্ডার,ಜಾಗತಿಕ
শব্দকোষ,ಶಬ್ದಗಳು
লক্ষ্য,ಗುರಿ
নামা,ಕೆಳಗೆ ಹೋಗಿ
গোল্ডেন হ্যান্ডশেক (= গোল্ডেন প্যারাসুট),ಗೋಲ್ಡನ್ ಹ್ಯಾಂಡ್ಶೇಕ್ (= ಗೋಲ್ಡನ್ ಧುಮುಕುಕೊಡೆ)
ভাল,ಒಳ್ಳೆಯ
ভাল ব্যবহার,ಉತ್ತಮ ನಡವಳಿಕೆ
ভাল বিশ্বাস,ಒಳ್ಳೆಯ ನಂಬಿಕೆ
ভাল অফিস,ಉತ್ತಮ ಕಚೇರಿಗಳು
শুভেচ্ছা,ಸೌಹಾರ್ದ
শাসন,ಆಶ್ರಯಿಸು
শাসন,ಆಡಳಿತ
সরকার,ಸರ್ಕಾರ
ভারত সরকার,ಭಾರತ ಸರ್ಕಾರ
ভারত সরকার উদ্বেগ,ಭಾರತ ಸರ್ಕಾರ ಕಾಳಜಿ
ভারত সরকার উদ্যোগ,ಭಾರತ ಸರ್ಕಾರ
সরকারী প্রেস,ಸರ್ಕಾರಿ ಪತ್ರಿಕೆ
