Bengali,Gujarati
সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM),અનુક્રમિત અનુક્રમિક સ્કેસ પદ્ધતિ (ISAM)
পরোক্ষ সম্বোধন,પરોક્ષ સંબોધન
তথ্যবিদ্যা,ઇન્ફોર્મેટિક્સ
তথ্য,માહિતી
তথ্য বিট,માહિતી બીટ
তথ্য ব্যবস্থাপনা,માહિતી વ્યવસ્થાપન
তথ্য ব্যবস্থাপনা সিস্টেম (IMS),માહિતી વ્યવસ્થાપન સિસ્ટમ (IMS)
তথ্য আহরণ,માહિતી પુનઃપ્રાપ્તિ
তথ্য পদ্ধতি,ઇન્ફર્મેશન સિસ્ટમ
তথ্য প্রযুক্তি (আইটি),માહિતી ટેકનોલોજી (IT)
অবকাঠামো ব্যবস্থাপনা,ઈન્ફ્રાસ્ટ્રક્ચર મેનેજમેન્ટ
উত্তরাধিকার,વારસો
উত্তরাধিকারসূত্রে প্রাপ্ত ত্রুটি,વારસાગત ભૂલ
প্রাথমিক,પ્રારંભિક
প্রাথমিক ঠিকানা,પ્રારંભિક સરનામું
প্রারম্ভিক অবস্থা,પ્રારંભિક સ્થિતિ
আরম্ভ,આરંભ
ইঙ্কজেট প্রিন্টার,શાહી જેટ પ્રિન્ટર
অসংখ্য,અસંખ્ય
i-নোড টেবিল,i-નોડ ટેબલ
অকার্যকর সময়,બિનકાર્યક્ષમ સમય
ইনপুট বাফার রেজিস্টার,ઇનપુટ બફર રજિસ્ટર
ইনপুট আউটপুট প্রসেসর (I/O প্রসেসর),ઇનપુટ આઉટપુટ પ્રોસેસર (I/O પ્રોસેસર)
ইনপুট আউটপুট রেজিস্টার (I/O রেজিস্টার),ઇનપુટ આઉટપુટ રજિસ્ટર (I/O રજિસ્ટર)
ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি),ઇનપુટ આઉટપુટ સ્ટેટમેન્ટ (I/O સ્ટેટમેન્ટ)
ইনপুট/আউটপুট (I/O),ઇનપુટ/આઉટપુટ (I/O)
ইনপুট/আউটপুট বাফার (I/O বাফার),ઇનપુટ/આઉટપુટ બફર (I/O બફર)
ইনপুট/আউটপুট ডিভাইস (I/O ডিভাইস),ઇનપુટ/આઉટપુટ ઉપકરણ (I/O ઉપકરણ)
ঢোকান,દાખલ કરો
সন্নিবেশ বাছাই,નિવેશ સૉર્ટ
ইনস্টলেশন সময়,સ્થાપન સમય
দৃষ্টান্ত,દાખલો
নির্দেশ,સૂચના
নির্দেশ কাউন্টার,સૂચના કાઉન્ટર
নির্দেশ চক্র,સૂચના ચક્ર
নির্দেশনাবলী,સૂચના સમૂહ
পূর্ণসংখ্যা প্রোগ্রামিং,પૂર્ણાંક પ્રોગ્રામિંગ
পূর্ণসংখ্যা পরিবর্তনশীল,પૂર્ણાંક ચલ
ইন্টিগ্রেটেড মডেম,સંકલિત મોડેમ
ইন্টিগ্রেটেড সার্ভিস ডিজিটাল নেটওয়ার্ক (ISDN),સંકલિત સેવાઓ ડિજિટલ નેટવર્ક (ISDN)
অখণ্ডতা,અખંડિતતા
বুদ্ধিমান নিয়ামক,બુદ્ધિશાળી નિયંત્રક
বুদ্ধিমান টার্মিনাল,બુદ્ધિશાળી ટર્મિનલ
আন্তঃ ব্লক,આંતર બ્લોક
আন্তঃ ব্লক ফাঁক,આંતર બ્લોક ગેપ
আন্তঃযোগাযোগ ব্যবস্থা,આંતર સંદેશાવ્યવહાર સિસ્ટમ
মিথষ্ক্রিয়া,ક્રિયાપ્રતિક્રિયા
ইন্টারেক্টিভ গ্রাফিক্স,ઇન્ટરેક્ટિવ ગ્રાફિક્સ
ইন্টারেক্টিভ কীবোর্ড প্রিন্টার,ઇન્ટરેક્ટિવ કીબોર્ડ પ્રિન્ટર
ইন্টারকম পরিষেবা,ઇન્ટરકોમ સેવા
ইন্টারফেস,ઈન્ટરફેસ
ইন্টারলিভিং,ઇન્ટરલીવિંગ
মধ্যবর্তী বাফার,મધ્યવર્તી બફર
অভ্যন্তরীণ ব্লক,આંતરિક બ્લોક
অভ্যন্তরীণ যোগাযোগ,આંતરિક સંચાર
অভ্যন্তরীণ বিভাজন,આંતરિક વિભાજન
অভ্যন্তরীণ মেমরি,આંતરિક મેમરી
অভ্যন্তরীণ সাজানোর,આંતરિક પ્રકાર
অভ্যন্তরীণ টাইমার,આંતરિક ટાઈમર
প্রমিতকরণের জন্য আন্তর্জাতিক সংস্থা (ISO),માનકીકરણ માટે આંતરરાષ્ટ્રીય સંસ્થા (ISO)
আন্তর্জাতিক প্রযুক্তিগত সহায়তা সংস্থা,આંતરરાષ્ટ્રીય તકનીકી સપોર્ટ સંસ્થા
ইন্টারনেট,ઈન્ટરનેટ
ইন্টারনেট ইঞ্জিনিয়ারিং টাস্ক ফোর্স (IETF),ઇન્ટરનેટ એન્જિનિયરિંગ ટાસ્ક ફોર્સ (IETF)
ইন্টারনেট এক্সপ্লোরার,ઇન્ટરનેટ એક્સપ્લોરર
ইন্টারনেট হান্ট,ઇન્ટરનેટ શિકાર
ইন্টারনেট মাসিক রিপোর্ট,ઇન્ટરનેટ માસિક અહેવાલ
ইন্টারনেট প্যাকেট বিনিময়,ઇન્ટરનેટ પેકેટ વિનિમય
ইন্টারনেট প্রোটোকল (আইপি),ઇન્ટરનેટ પ્રોટોકોલ (IP)
ইন্টারনেট প্রোটোকল রিমুভ (আইপি),ઇન્ટરનેટ પ્રોટોકોલ દૂર (IP)
ইন্টারনেট রিলে চ্যাট (IRC),ઇન્ટરનેટ રિલે ચેટ (IRC)
ইন্টারনেট সেবা প্রদানকারী,ઇન્ટરનેટ સેવા પ્રદાતા
ইন্টারনেট পরিষেবা তালিকা,ઇન્ટરનેટ સેવાઓની સૂચિ
ইন্টারনেট সমাজ,ઇન્ટરનેટ સોસાયટી
ইন্টারনেট টুল,ઇન્ટરનેટ સાધનો
ইন্টারনেট কাজ করে,ઇન્ટરનેટ કામ કરે છે
ইন্টারনেট কাজ করে,ઇન્ટરનેટ કામ કરે છે
ইন্টারপোলেশন,ઇન્ટરપોલેશન
ব্যাখ্যা করুন,અર્થઘટન કરો
দোভাষী,દુભાષિયા
আন্তঃপ্রক্রিয়া যোগাযোগ,આંતરપ્રક્રિયા સંચાર
বাধা,વિક્ષેપ
বাধা হ্যান্ডলার,વિક્ષેપ હેન્ડલર
বাধা মাস্ক,વિક્ષેપિત માસ્ક
বাধা সংকেত,વિક્ષેપ સંકેત
বাধা ভেক্টর,વિક્ષેપ વેક્ટર
বাধা,વિક્ષેપ
ছেদ,છેદાય છે
ইন্ট্রানেট,ઇન્ટ્રાનેટ
অপরিবর্তনীয়,અપરિવર્તનશીલ
ইনভেন্টরি মাস্টার ফাইল,ઇન્વેન્ટરી માસ્ટર ફાઇલ
বিপরীত মাল্টিপ্লেক্সার,વ્યસ્ત મલ્ટિપ્લેક્સર
বিপরীত স্ক্যানিং,વ્યસ્ત સ્કેનિંગ
উল্টানো ফাইল,ઊંધી ફાઇલ
উল্টানো তালিকা ফাইল,ઊંધી યાદી ફાઇલ
উল্টানো পৃষ্ঠা টেবিল,ઊંધું પૃષ્ઠ ટેબલ
বৈদ্যুতিন সংকেতের মেরু বদল,ઇન્વર્ટર
ইন্টারনেট কাজ করে,ઇન્ટરનેટ કામ કરે છે
ইন্টারপোলেশন,ઇન્ટરપોલેશન
ব্যাখ্যা করুন,અર્થઘટન કરો
দোভাষী,દુભાષિયા
আন্তঃপ্রক্রিয়া যোগাযোগ,આંતરપ્રક્રિયા સંચાર
বাধা,વિક્ષેપ
বাধা হ্যান্ডলার,વિક્ષેપ હેન્ડલર
বাধা মাস্ক,વિક્ષેપિત માસ્ક
বাধা সংকেত,વિક્ષેપ સંકેત
বাধা ভেক্টর,વિક્ષેપ વેક્ટર
বাধা,વિક્ષેપ
ছেদ,છેદાય છે
ইন্ট্রানেট,ઇન્ટ્રાનેટ
অপরিবর্তনীয়,અપરિવર્તનશીલ
ইনভেন্টরি মাস্টার ফাইল,ઇન્વેન્ટરી માસ્ટર ફાઇલ
বিপরীত মাল্টিপ্লেক্সার,વ્યસ્ત મલ્ટિપ્લેક્સર
