Bengali,Tamil
অনর্থক,பொருத்தமற்றது
ক্ষতিপূরণ,இழப்பீடு
ইন্ডেন্ট,இன்டென்ட்
স্বাধীনতা দিবস,சுதந்திர தினம்
স্বতন্ত্র,சுயாதீனமான
সূচক,குறியீட்டு
সূচক কার্ড,குறியீட்டு அட்டை
ইঙ্গিত,அறிகுறி
অভিযোগ,குற்றச்சாட்டு
উদাসীনতা,அலட்சியம்
পরোক্ষ,மறைமுக
ইন্ডিসিপলাইন,ஒழுக்கமின்மை
উদাসীনতা,கண்மூடித்தனமானது
নির্বিচারে,கண்மூடித்தனமான
নির্বিচারে,மறுக்க முடியாத
ইন্ডিস্টিন্ট,தெளிவற்ற
Indorsement,உட்புகுதல்
স্বতন্ত্র,தனிப்பட்ட
আনয়ন,தூண்டல்
সদৃশ,நகலில்
শিল্পায়ন,தொழில்மயமாக்கல்
শিল্প কর্মীরা,தொழில்துறை ஊழியர்கள்
পরিশ্রমী,கடினமான
শিল্প,தொழில்
অদক্ষতা,திறமையின்மை
বৈষম্য,சமத்துவமின்மை
অনিবার্য,தவிர்க்க முடியாதது
অনভিজ্ঞ,பயமுறுத்தாத
অনভিজ্ঞ,அனுபவமற்ற
আসলে,உண்மையாக
সংক্রমণ,தொற்று
নিকৃষ্ট,தாழ்ந்த
অসুস্থতা,பலவீனம்
মুদ্রাস্ফীতি,வீக்கம்
মুদ্রাস্ফিতির হার,பணவீக்க விகிதம்
প্রভাবশালী,செல்வாக்கு
অনানুষ্ঠানিক,முறைசாரா
তথ্য,தகவல்
অবকাঠামো,உள்கட்டமைப்பு
লঙ্ঘন,மீறல்
লঙ্ঘন,மீறல்
অবিচ্ছিন্ন,செய்யப்படாத
সহজাত,உள்ளார்ந்த
উত্তরাধিকারী,மரபுரிமையாக
প্রাথমিক,தொடக்க
আদ্যক্ষর,முதலெழுத்துகள்
শুরু করুন,துவக்க
আহত,ஊசியம்
আঘাত,காயம்
অভ্যন্তরীণ চিঠি,உள்நாட்டு கடிதம்
ইনোকুলেশন,தடுப்பூசி
ইনপুট,உள்ளீடு
অনুসন্ধান,விசாரணை
.োকান,செருகவும்
অন্তর্দৃষ্টি,நுண்ணறிவு
পরিদর্শন করুন,ஆய்வு
পরিদর্শক,இன்ஸ்பெக்டர்
অস্থিরতা,உறுதியற்ற தன்மை
স্থাপন,நிறுவல்
কিস্তি,தவணை
প্ররোচিত,தூண்டவும்
প্ররোচনা,தூண்டுதல்
ইনস্টিটিউট,நிறுவனம்
নির্দেশ,வழிமுறைகள்
যন্ত্র,கருவி
ইনসুবর্ডিনেশন,கீழ்ப்படிவது
বীমা,காப்பீடு
বীমা,காப்பீடு
ইন্টিগ্রাল,ஒருங்கிணைந்த
মিশ্রণ,ஒருங்கிணைப்பு
অখণ্ডতা,நேர்மை
বোধগম্য,புரியக்கூடிய
নিবিড়,தீவிர
অভিপ্রায়,நோக்கம்
মিথষ্ক্রিয়া,தொடர்பு
আন্তঃ আলিয়া,இன்டர் ஆலியா
আন্তঃ বিভাগীয়,துறைக்கு இடையேயான
স্বার্থ,ஆர்வம்
হস্তক্ষেপ,தலையிடவும்
অন্তর্বর্তী,இடைக்கால
অন্তর্বর্তীকালীন আদেশ,இடைக்கால ஒழுங்கு
অন্তর্বর্তীকালীন ত্রাণ,இடைக்கால நிவாரணம்
অন্তর্বর্তীকালীন রিপোর্ট,இடைக்கால அறிக்கை
মধ্যবর্তী,இடைநிலை
ইন্টারমিডিয়েট কলেজ,இடைநிலை கல்லூரி
ইন্টার্ন,இன்டர்ன்
অভ্যন্তরীণ,உள்
আন্তর্জাতিক আইন,சர்வதேச சட்டம்
ইন্টার্নশীপ,இன்டர்ன்ஷிப்
ইন্টারপোলেশন,இடைக்கணிப்பு
ব্যাখ্যা,விளக்கம்
জিজ্ঞাসাবাদ,விசாரிக்கவும்
বাধা,குறுக்கீடு
বাধা,குறுக்கீடு
আন্তঃ সে,இன்டர் சே
হস্তক্ষেপ,தலையீடு
হস্তক্ষেপ,தலையீடு
সাক্ষাত্কার,நேர்காணல்
ইন্টারভিউ,நேர்காணல் செய்பவர்
