Malayalam,Kannada
"ലേഡിയുടെ വിരൽ, ഒക്ര","ಲೇಡಿ ಫಿಂಗರ್, ಓಕ್ರಾ"
ഭൂമി കൽപ്ട്രോപ്പുകൾ,ಲ್ಯಾಂಡ್ ಕ್ಯಾಲ್ಟ್ರಾಪ್ಸ್
ലാന്താന,ಲಾಂಧನ
ലതിറിൽ,ಚೂರುಪಾರು
വെളുത്തുള്ളി,ಕೀಲು
നാരങ്ങ പുല്ല്,ನಿಂಬೆ ಹುಲ್ಲು
നാരങ്ങ,ನಿಂಬೆ
പന്തു,ಮಸೂರ
താഴ്ന്ന,ಮರಳು
ലെറ്റസ്,ಕೊಂಚು
താമസം,ಲಿಲ್ಲಿ
നാരങ്ങ,ಸುಣ್ಣ
യന്തമായി,ಹಳ್ಳದ
Litki,ಪಂಥದ
ചെറിയ മില്ലറ്റ്,ಸ್ವಲ್ಪ ರಾಗಿ
നീളമുള്ള തണ്ണിമത്തൻ,ಲಾಂಗ್ ಕಲ್ಲಂಗಡಿ
നീളമുള്ള കുരുമുളക്,ಉದ್ದನೆಯ ಮೆಣಸು
ലോക്വാട്ട്,ಗಡಿನ
താമര,ಕಮಲ
മങ്ങിയത്,ಕಣ್ಣುಹಾಯ
ലാക്കി പ്രാണികൾ,ಲಾವಿನ ಕೀಟ
ലേഡി പക്ഷി വണ്ട്,ಲೇಡಿ ಬರ್ಡ್ ಜೀರುಂಡೆ
ഇല ഖനിത്തൊഴിലാളി,ಎಲೆಗಾರ
ഇല റോളർ,ಎಲೆಯ ರೋಲರು
ഇല വെബ്ബർ,ಎಲೆಗಳು
വെട്ടുക,ಮಿಡತೆ
മാക്രോ പരിണാമം,ಬೃಹತ್ ವಿಕಸನ
മാക്രോക്ലൈമേറ്റ്,ಸಣ್ಣಕಾಯಿ
മാക്രോമോലോൾകൾ,ಸ್ಥೂಲಕಾಯ
മാക്രോമുട്ടേഷൻ,ಬೃಹತ್ ಪ್ರಮಾಣ
മാക്രോണിറ്ററി,ಸಣ್ಣ
മാക്രോപോളർ,ಸಣ್ಣ
പുഴു,ಚಾಚು
മഗ്മ,ಶಿಲಾಪವ
മഗ്ത്രിയ,ಮೆಗ್ನೀಷರೆ
മഗ്നീഷ്യം,ಮೆಗ್ನಾಲ
കാന്തികശരീരം,ಕಾಂತೀಯ ಸ್ಟಿರರ್
തീവ്രത,ಪ್ರಮಾಣ
മഹുവ കേക്ക്,ಮಹುವಾ ಕೇಕ್
പരിപാലകൻ,ನಿರ್ವಹಣಕಾರ
പരിപാലനം,ನಿರ್ವಹಣೆ
ചോളം ഷെല്ലർ,ಮೆಕ್ಕೆ ಜೋಳದ ಶೆಲ್ಲೆಗಾರ
ആൺകുല്യം,ಬರಡಾದ
വൈകല്യങ്ങള്,ವಿರೂಪತೆ
മലിതം,ಕೆಡುಮಾಡುವಿಕೆ
പോഷകാഹാരക്കുറവ്,ಅಪೌಷ್ಟಿಕತೆ
ദുരുപയോഗം,ದುರುಪಯೋಗ
മാലിംഗ്,ಗದ್ದಲ
പുൽത്തൊട്ടി,ಗಲ್ಲಿಗೇರಿಸು
കണ്ടൽക്കാരൻ,ಮ್ಯಾಂಡ್ರೋವ್
ഗാനംമീറ്റര്,ಕುರಿಮರಿ
ഗാനംമീറ്റര്,ಕುರಿಮರಿ
മാന്തിസ (ലോഗരിതം),ಮಾಂಟಿಸ್ಸಾ (ಲಾಗರಿಥಮ್ನ)
വളം,ಗೊಬ್ಬರ
വളം,ಗೊಬ್ಬರ
അരികിലുള്ള,ಅಂಚಿನ
നാമമാത്രമായ ചിലവ്,ಸ್ವಲ್ಪ ವೆಚ್ಚ
നാമമാത്ര ഭൂമി,ಸಮಗ್ರ ಭೂಮಿ
നാമമാത്ര ഉൽപ്പന്നം,ಕನಿಷ್ಠ ಉತ್ಪನ್ನ
നാമമാത്രമായ തിരിച്ചുവരവ്,ಅಂಚು
സമുധായം,ಸಮುದ್ರ
മാർക്കർ (ജനിതക),ಗುರುತು (ಆನುವಂಶಿಕ)
ചന്ത,ಮಾರುಕಟ್ಟೆ
വിപണനീയമായ,ಮಾರಾಟವಾಗಬಲ್ಲ
വിപണന മിച്ചം,ಮಾರುಕಟ್ಟೆ ಮಾಡಬಹುದಾದ ಹೆಚ್ಚುವರಿ
മാർക്കറ്റുചെയ്ത മിച്ചം,ಮಾರುಕಟ್ಟೆ ಹೆಚ್ಚುವರಿ
മാർക്കറ്റിംഗ്,ಮಾರಾಟ
ചതുപ്പുനിലം,ಜವಳು
കൂട്ട ഒഴുക്ക്,ಸಾಮೂಹಿಕ ಹರಿ
മാസ് തിരഞ്ഞെടുക്കൽ,ಸಾಮೂಹಿಕ ಆಯ್ಕೆ
മാസ്-സ്പെക്ട്രോമീറ്റർ,ಸಾಮೂಹಿಕ ಮಾಪಕ
കപ്പല്പായ്മരം,ಮಾಸ್ಟಿ
മാതൃ അനന്തരാവകാശം,ತಾಯಿಯ ಆನುವಂಶಿಕತೆ
ഇണചേരൽ,ಸಂಯಮ
ട്രിക് സാധ്യത,ಮೆಟ್ರಿಕ್ ಸಾಮರ್ಥ್ಯ
പമേയൽ,ಪಕ್ವವಾಗುವಿಕೆ
മെച്യൂരിറ്റി (വിള),ಪ್ರಬುದ್ಧತೆ (ಬೆಳೆ)
ലഭ്യമായ പരമാവധി വെള്ളം,ಲಭ್ಯವಿರುವ ಗರಿಷ್ಠ ನೀರು
പരമാവധി ക്രോപ്പിംഗ്,ಗರಿಷ್ಠ ಬೆಳೆ
പരമാവധി ശേഷിക്കുന്ന പരിധി,ಗರಿಷ್ಠ ಶೇಷ ಮಿತಿ
പരമാവധി സുസ്ഥിര വിളവ്,ಗರಿಷ್ಠ ಸುಸ್ಥಿರ ಇಳುವರಿ
പരമാവധി തെർമോമീറ്റർ,ಗರಿಷ್ಠ ಥರ್ಮಮೀಟರ್
പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി,ಗರಿಷ್ಠ ನೀರು ಹಿಡುವಳಿ ಸಾಮರ್ಥ್ಯ
പുൽമേടുകളുടെ ആലോക്കങ്ങൾ,ಹುಲ್ಲುಗಾವಲು
Mely,ಅಕ್ಕ
ശരാശരി വ്യതിയാനം,ಸರಾಸರಿ ವಿಚಲನ
ശരാശരി ജീവിതം (ന്യൂക്ലിയർ),ಸರಾಸರಿ ಜೀವನ (ಪರಮಾಣು)
സമുദ്രനിരപ്പ്,ಸರಾಸರಿ ಸಮುದ್ರ ಮಟ್ಟ
ശരാശരി ചതുരം,ಸರಾಸರಿ ಚದರ
അളക്കുക,ಅಳತೆ
അളവ്,ಅಳತೆ
യന്തസംബന്ധമായ,ಯಂತ್ರದ
മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്),ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ (ಮಣ್ಣು)
മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ,ಯಾಂತ್ರಿಕ ಪ್ರತಿರೋಧ
യന്ത്രവൽകൃത കൃഷി,ಯಾಂತ್ರಿಕೃತ ಕೃಷಿ
ശരാശരി,ಮಧ್ಯಮ
Medic ഷധ സസ്യമാണ്,Plantಷಧಿ
മെഡിറ്ററേനിയൻ കാലാവസ്ഥ,ಮೆಡಿಟರೇನಿಯನ್ ಹವಾಮಾನ
മെഗാഗമെറ്റോജെനിസിസ്,ಮೆಗಾಗಮೆಟೋಜೆನೆಸಿಸ್
മെഗാസ്പോംഗീരിയ,ಮೆಗಾಸ್ಪೊರಾಂಜಿಯ
മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്),ಮೆಗಾಸ್ಪೋರ್ (ಮ್ಯಾಕ್ರೋಸ್ಪೋರ್)
മെഗാസ്പോജനെസിസ്,ಮಹಾಗಶೂಲೆ
മെയോസിസ്,ಮೈಯಾಸೆ
മെലോ മണ്ണാണ്,ಕರಗಿದ ಮಣ್ಣು
ഡിഎൻഎ ഉരുകുന്നു,ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ
മെംബ്രൺ ഫിൽട്ടർ,ಪೊರೆಯ ಫಿಲ್ಟರ್
മെൻഡലിയൻ അനന്തരാവകാശം,ಮೆಂಡೆಲಿಯನ್ ಆನುವಂಶಿಕತೆ
മെൻഡലിസം,ಮೆಂಡೆಲಲೀಕರಣ
മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം,ಮೆಂಡೆಲ್ ಅವರ ಆನುವಂಶಿಕ ನಿಯಮ
വാപാരച്ചരക്കുകള്,ಸರಕು
മെർക്കുറി,ಪಾದರಸ
കരുതലുള്ളത്,ವರ್ಧನೋತಕ
മെസ്യൂക്ലിമേറ്റ്,ಮಣ್ಣು
മഷോഡെർം,ಮಾಸು
മെസോഫിൽ,ಹಠಾತ್ತ
മെസോഫൈറ്റ്,ಮಸಿ
മെസോ-സുഷിരങ്ങൾ,ಕೊಳೆತ ರಂಧ್ರಗಳು
മെസോസ്ഫിയർ,ಪಥ
മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ),ಮೆಸೆಂಜರ್ ಆರ್ಎನ್ಎ (ಎಂ-ಆರ್ಎನ್ಎ)
പരിണാമം,ಚಯಾಪಚಯ
മെറ്റബോളിറ്റുകൾ,ಚಯಾಪಚಯಿಗಳು
മെറ്റൽ ഡാം,ಲೋಹದ ಅಣೆಕಟ್ಟು
മെറ്റ്മോർഫിക് പാറകൾ,ರೂಪಾಂತರದ ಬಂಡೆಗಳು
മാംസം,ರೂಪಾಂತರ
മെറ്റാഫേസ്,ರೂಪಕ
മെറ്റസ്ട്രാസ്,ಸಮನಗೈ
മെറ്റക്സേനിയ,ಮೆಟಾಕ್ಸೇನಿಯಾ
കാലാവസ്ഥാ,ಹವಾಮಾನಶಾಸ್ತ್ರ
മെഥമോഗ്ലോബിനമിയ,ಮೆಥೆಮೊಗ್ಲೋಬಿನೆಮಿಯಾ
രീതി പ്രകടനം,ವಿಧಾನ ಪ್ರದರ್ಶನ
മൈക്ക,ಮೈಕಾ
മൈക്രോ തടം,ಸೂಕ್ಷ್ಮ ಜಲಾನಯನ
മൈക്രോ മേന,ಮೈಕ್ರೋ ಪ್ರಾಣಿಗಳು
സൂക്ഷ്മോവിനോടോ,ಸೂಕ್ಷ್ಮಜೀವಿ
സൂക്ഷ്മജീവ ബയോമാസ് കാർബൺ,ಸೂಕ್ಷ್ಮಜೀವಿಯ ಜೀವರಾಶಿ ಇಂಗಾಲ
സൂക്ഷ്മജീവികളമായ അപചയം,ಸೂಕ್ಷ್ಮಜೀವಿಯ ಅವನತಿ
സൂക്ഷ്മപരിശോധനയുള്ള കീടനാശിനി,ಸೂಕ್ಷ್ಮಜೀವಿಯ ಕೀಟನಾಶಕ
മൈക്രോബയോളജി,ಸೂಕ್ಷ್ಮ ಜೀವವಿಜ್ಞಾನ
മൈക്രോബയോട്ടിക്,ಸೂಕ್ಷ್ಮಜೀವಿ
മൈക്രോക്ലൈമേഷൻ,ಮೈಕ್ರೋ ಗಲಿimateೇದ
മൈക്രോൻവിയോൺമെന്റ്,ಸೂಕ್ಷ್ಮ ಪರಿಸರ
മൈക്രോഫ്ലോറ,ಮೈಕ್ರೋಫ್ಲೋರಾ
മൈക്രോകമെറ്റോജെനിസിസ്,ಮೈಕ್ರೋಜೀಟಜನಿಸ್
മൈക്രോ സോറിഗേഷൻ,ಮೈಕ್ರೋ ಇರಿಗೇಷನ್
മൈക്രോമീറ്ററോളജി,ಮೈಕ್ರೋಮೀಟ ವಿಜ್ಞಾನ
സൂക്ഷ്മ പോഷകൻ,ಸೂಕ್ಷ್ಮ ಉಪಕಾರದ
മൈക്രോപ്ലോട്ട്,ಮೈಕ್ರೋಪ್ಲಾಟ್
മൈക്രോപോറെ,ಸೂಕ್ಷ್ಮ
സൂക്ഷ്മപരിശോധന,ಮೈಕ್ರೋ ಪಲಾಯನ
സൂക്ഷ്മതൈ,ಸೂಕ್ಷ್ಮ ದಹೆ
മൈക്രോസ്പോർച്ചർഗ്യം,ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ
മൈക്രോ സോസ്പോർ കൾച്ചർ,ಮೈಕ್ರೋಸ್ಪೋರ್ ಸಂಸ್ಕೃತಿ
മൈക്രോസ്പോർഫ് മാതൃ സെൽ,ಮೈಕ್ರೋಸ್ಪೋರ್ ಮದರ್ ಸೆಲ್
മൈക്രോ സോസ്പോർ,ಸೂಕ್ಷ್ಮ ಪಾಲನ
മൈക്രോടോം,ಮೈಕ್ರೋ ಚಿತ್ರ
മൈക്രോടോപ്പോഗ്രാഫി,ಸೂಕ್ಷ್ಮ ಸಂಯೋಜನೆ
മിഡ് സീസൺ തിരുത്തൽ,ಮಧ್ಯ season ತುವಿನ ತಿದ್ದುಪಡಿ
കുടിയേറ്റം,ವಲಸೆ
പാൽ ധാന്യവേജ്,ಹಾಲಿನ ಧಾನ್ಯದ ಹಂತ
മില്ലിപീഡ്,ಹಣ್ಣಿನಲ್ಲಿ
മില്ലറ്റുകൾ,ರಾಗೆಗಳು
വീണ്ടെടുക്കൽ മില്ലിംഗ് വീണ്ടെടുക്കൽ,ಮಿಲ್ಲಿಂಗ್ ಚೇತರಿಕೆ
മില്ലിംഗ്,ಗಿರಣಿ
ധാതു പോഷകാഹാരം,ಖನಿಜ ಪೋಷಣೆ
ധാതു മണ്ണ്,ಖನಿಜ ಮಣ್ಣು
ധാതുവൽക്കരണം,ಖನಿಜೀಕರಣ
ധാതുക്കൾ,ಖನಿಜಗಳು
ഏറ്റവും കുറഞ്ഞ തെർമോമീറ്റർ,ಕನಿಷ್ಠ ಥರ್ಮಮಮೀಟರ್
മിനിമം കൃഷി,ಕನಿಷ್ಠ ಬೇಸಾಯ
ചെറിയ വിളകൾ,ಸಣ್ಣ ಬೆಳೆಗಳು
മയക്കപരിപാലി സൂചിക,ಮಿಯೋಟಿಕ್ ಸೂಚಿಕೆ
മിസ്സൻസ് മ്യൂട്ടേഷൻ,ಮಿಸ್ಸನ್ಸ್ ರೂಪಾಂತರ
മഞ്ഞുമൂടിയ ജലസേചനം,ಮಂಜು ನೀರಾವರಿ
മൂടല്മഞ്ഞ്,ಮಂಜು
മിടോകോൺട്രിയ,ಮೈಟೊಕಾಂಡ್ರಿಯ
മൈറ്റോസിസ്,ಮೈತ್ರಿ
മിത്സസർലിക്കിന്റെ നിയമം,ಮಿಟ್ಸ್ಕರ್ಲಿಚ್ ಕಾನೂನು
മിശ്രിത വിളവെടുപ്പ്,ಮಿಶ್ರಿತ
സമ്മിശ്ര കൃഷി,ಮಿಶ್ರ ಕೃಷಿ
സമ്മിശ്ര വളം,ಮಿಶ್ರ ಗೊಬ್ಬರ
സമ്മിശ്ര മേച്ചിൽ,ಮಿಶ್ರ ಮೇಯಿಸುವ
മിക്സഡ് സ്വാർഡ്,ಮಿಶ್ರ ಸ್ವಾರ್ಡ್
മാതൃക,ಮಾದರಿ
മോഡലിടല്,ರೂಪಾಂತರ
പരിഷ്ക്കരിച്ച അന്തരീക്ഷ പാക്കേജിംഗ്,ಮಾರ್ಪಡಿಸಿದ ವಾತಾವರಣ ಪ್ಯಾಕೇಜಿಂಗ್
ഈർപ്പം ലഭ്യത സൂചിക,ತೇವಾಂಶ ಲಭ್ಯತೆ ಸೂಚ್ಯಂಕ
ഈർപ്പം കമ്മി സൂചിക,ತೇವಾಂಶದ ಕೊರತೆ ಸೂಚ್ಯಂಕ
ഈർപ്പം തുല്യമാണ്,ತೇವಾಂಶ ಸಮಾನ
ഈർപ്പം ഭരണം,ತೇವಾಂಶದ ಆಡಳಿತ
ഈർപ്പം റിലീസ് കർവ്,ತೇವಾಂಶ
ഈർപ്പം നിലനിർത്തൽ,ತೇವಾಂಶ
ഈർപ്പം സമ്മർദ്ദം,ತೇವಾಂಶ
ഈർപ്പം പിരിമുറുക്കം,ತೇವಾಂಶ
ഈര്പ്പം,ತೇವಾಂಶ
മോളാർ പരിഹാരം,ಮೊಲಾರ್ ಪರಿಹಾರ
മോളസ്,ಸಕಲಿಗಳು
മോളിലെ ഡ്രെയിനേജ്,ಮೋಲ್ ಒಳಚರಂಡಿ
മോളിക്യുലർ ബയോളജി,ಅಣು ಜೀವಶಾಸ್ತ್ರ
തന്മാത്രാ പ്രജനനം,ಆಣ್ವಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
മോളിക്യുലർ ഹൈബ്രിഡൈസേഷൻ,ಆಣ್ವಿಕ ಬೆರಗುಗೊಳಿಸುವಿಕೆ
Molluscuidide,ಮೃದ್ವಂಗಿ
പണ നേതൃത്വ സൂചിക (MAI),ವಿತ್ತೀಯ ಪ್ರಯೋಜನ ಸೂಚ್ಯಂಕ (ಮಾಯ್)
മോണോക്ലോണൽ ആന്റിബോഡി,ಮೊನೊಕ್ಲೋನಲ್ ಪ್ರತಿಕಾಯ
മോണോകോട്ടിഡലുകൾ,ಏಕಕಾಲ
മോണോക്രം (മോണോസുധർ),ಮೊನೊಕ್ರಾಪ್ (ಏಕಸಂಸ್ಕೃತ)
മോണോസിഷ്യസ്,ಏಕವ್ಯಕ್ತಿ
മോവോജെനിസിസ്,ಏಕತೆ
മോനോഹൈബ്രിഡ്,ಏಕಮಾತ್ರ
മോണോസോസിഗോട്ടിക്,ಏಕವ್ಯಕ್ತಿಗೆ ಸಂಬಂಧಿಸಿದ
മൺസൂൺ,ಮಾನ್ಸೂತಿ
മോണ്ട്മോറിലോന്യൈറ്റ്,ಮಂತ್ರವಾದ
ചതുപ്പുസ്ഥലം,ಮೂರ್
ചീറ,ಮಾಮಿನ
മോർഗൻ യൂണിറ്റ്,ಮೊರ್ಗನೆ ಘಟಕ
മോർഫോജെനിസിസ്,ಕೈಚಳಕ
മോർഫോളജിക്കൽ അഡാപ്റ്റേഷൻ,ರೂಪವಿಜ್ಞಾನದ ರೂಪಾಂತರ
മോർഫോളജി,ರೂಪನಶಾಸ್ತ್ರ
ജാമ്യം,ಅಡಮಾನ
ഒട്ടകത്തിൽ,ಮಣ್ಣಾದ
മോട്ട്ലിംഗ്,ಚಾಚಿಕೊಂಡಿರುವ
അച്ചുത,ಅಚ್ಚು
മറയ്ക്കുക,ಗಡಿಬಿಟ್ಟ
കുന്നു സംസ്കാരം,ದಿಬ್ಬದ ಸಂಸ್ಕೃತಿ
കുന്നിൻ കാളിംഗ്,ದಿಬ್ಬದ ಲೇಯರಿಂಗ್
മൊവർ,ಮೊವರ್
മൊവിംഗ്,ಮೊಣಕಾಲ
കുമാരി,ಲಂಬಕಟ್ಟೆ
മുക്ക് മണ്ണ്,ಮಣ್ಣು ಮಣ್ಣು
ചെളി,ಮಣ್ಣಿನ
Muffle,ಮಫಿಲ್
ചവറുകൾ കൃഷി,ಹಸಿಮಿ ಕೃಷಿ
ചവറുകൾ കൃഷി,ಹಸಿಗೊಬ್ಬರ
ചവറുകൾ,ಹಸಿಗ
പൾഷിംഗ്,ಮರ್ಸಿ
മുൾ,ಮಡಿ
മൾട്ടി സ്റ്റൈ ക്രോപ്പിംഗ്,ಬಹುಮಹಡಿ ಬೆಳೆ
ഒന്നിലധികം പരസ്പരബന്ധം,ಬಹು ಪರಸ್ಪರ ಸಂಬಂಧ
ഒന്നിലധികം ക്രോപ്പിംഗ്,ಬಹು ಕ್ರಾಪಿಂಗ್
ഒന്നിലധികം ക്രോപ്പിംഗ് സൂചിക,ಬಹು ಕ್ರಾಪಿಂಗ್ ಸೂಚ್ಯಂಕ
ഒന്നിലധികം ക്രോസ്,ಬಹು ಅಡ್ಡ
ഒന്നിലധികം പ്രതിരോധം,ಬಹು ಪ್ರತಿರೋಧ
മൾട്ടിവരിറ്റൈറ്റ്,ಮಲ್ಟಿವೇರಿಯ
മൾട്ടിലിജിക്,ಬೃಹತ್ಕಂತ್‌ನ
മമ്മിഫിക്കേഷൻ,ಮುಮ್ಮಿಡನೆ
മമ്മിഫൈഡ് ഫലം,ಮಮ್ಮಿ ಮಾಡಿದ ಹಣ್ಣು
മസ്കോവൈറ്റ്,ಮಸ್ಕೋವೈಟ್
കൂണ്,ಅಣಬೆ
മ്യൂട്ടജെൻ,ರೂಪಾಂತರ
അപര്യാദ,ರೂಪಾಂತರದ
മ്യൂട്ടേഷൻ,ರೂಪಾಂತರ
പരസ്പര തടസ്സം,ಪರಸ್ಪರ ಪ್ರತಿಬಂಧ
പരസ്പരസംബന്ധമായവാദം,ಪರಸ್ಪರವಾದ
Mycelium,ಕವಕ
Mycallo,ಸಂಚಾರಿ
മൈകോപ്ലാസ്മ,ಮೈಕೋಪ್ಲಾಸ್ಮಾ
Mycorhiza,ಮೈಕೋರೈಜ್
തെസ്,ಜರಡಿ
മാഡുമായ,ಮಡಿ
മാഡ്ഭുക്ക,ಮಧುಕ
ചോളം,ಮೆಕ್ಕೆ ಜೋಳ
മഖാന,ಮಂತ್ರಮತಿ
മന്ദാരിൻ,ಮಚ್ಚೆ
മാമ്പഴ സിംഗർ,ಮಾವಿನಕಾಯಿ
മാമ്പഴം,ಮಾವು
"മാർഗോസ, വേപ്പ്","ಮಾರ್ಗಸಾ, ಬೇವಿನ"
ജമൻഡ്,ಮಡಿಚಾದ
മാസ്റ്റിക് ട്രീ,ಸಣ್ಣ ಮರ
മെരില്ലു,ಮೆರಿಲ್
മെസ്റ്റ,ಮನ್ನೆ
പുതിന,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
മലോക്ക ബീൻ,ಮೊಲಕಾ ಹುರುಳಿ
മങ്കി ജാക്ക്,ಮಂಕಿ ಜಾಕ್
മോറിംഗ,ಮರಿಹುಳು
പ്രഭാത പ്രശംൂ (-,ಬೆಳಿಗ್ಗೆ ವೈಭವ (ಕನ್ವೋಲ್ವುಲಸ್)
മൊസാമ്പി,ನಾರುಬಟ್ಟೆ
പുഴു കാവൽക്കാരൻ,ಚಿಟ್ಟೆ ಹುರುಳಿ
മൾബറി,ಮಡುಕು
കൂണ്,ಅಣಬೆ
കസ്തൂരി തണ്ണിമത്തൻ,ಕಸ್ತೂರಿ
കന്വിു,ಕಣ್ಗಾವಲು
കടുക്,ಸಾಸಿವೆ
മർട്ടിൽ,ಮೈರ್ಟಲ್
മാപിയർ പുല്ല്,ಮಪಿಯರ್ ಹುಲ್ಲು
മെലിഗ് ബഗ്,ಬಗೆಗಿನ
മിഡ്ജണ്ട്,ಮಧ್ಯಮ
കാശ്ശുകൊട്ടല്,ಹಬ್ಬರು
കുരങ്ങ്,ಕೋತಿ
കൊതുക്,ಸೊಳ್ಳೆ
നിശാശലഭം,ಪತಂಗ
ഉൽപന്തശാസ്ത്രജ്ഞൻ,ಪದ್ಯಶಾಸ್ತ್ರಜ್ಞ
മൈക്രോബയോളജിസ്റ്റ്,ಸೂಕ್ಷ್ಮ ಜೀವಶಾಸ್ತ್ರಜ್ಞ
Myciall,ದೈಹಿಕ ರೋಗಶಾಸ್ತ್ರಜ್ಞ
നാനോടെക്നോളജി,ನ್ಯಾನೊಣಸ ತಂತ್ರಜ್ಞಾನ
നായിസീഫോം,ನಾರಿನ ನರಿ -ನರಿ -ನರಿ
മയക്കുമരുന്ന്,ಮಾದಕ ವಸ್ತುವಿನ
നാസ്റ്റിക് ചലനം,ನಾಸ್ಟಿಕ್ ಚಲನೆ
ദേശീയ പ്രകടനം,ರಾಷ್ಟ್ರೀಯ ಪ್ರದರ್ಶನ
