Hindi,Bengali
नमी ह्रास सूचकांक,আর্দ্রতা ঘাটতি সূচক
नमी तुल्यांक,আর্দ্রতা সমতুল্য
नमी प्रवृत्ति,আর্দ্রতা ব্যবস্থা
नमी मोचन वक्र,আর্দ্রতা রিলিজ বক্ররেখা
जल धारण-शक्ति,আর্দ্রতা ধরে রাখা
नमी प्रतिबल,আর্দ্রতা চাপ
नमी तनाव,আর্দ্রতা উত্তেজনা
नमी,আর্দ্রতা
मोलीय विलयन,মোলার সলিউশন
शीरा,গুড়
मोल अपवाह,তিল নিকাশী
अणु जैविकी,আণবিক জীববিজ্ঞান
आणविक प्रजनन,আণবিক প্রজনন
आणविक संकरण,আণবিক সংকরকরণ
मोलस्कनाशी,মল্লস্কাইসাইড
आर्थिक लाभ सूचकांक (एम ए आई),আর্থিক সুবিধা সূচক (এমওয়াই)
एकक्लोनी प्रतिरक्षी,মনোক্লোনাল অ্যান্টিবডি
एकबीजपत्री,একরঙা
एकधा सस्यन,মনোক্রপ (একরঙা)
उभयलिंगी,মনোইসিয়াস
"अलैंगिक जनन, एकोद्भव वाद",মনোজেনেসিস
एकसंकर जनन,মনোহাইব্রিড
एकयुग्मनज,মনোজাইগোটিক
मानसून,বর্ষা
मॉन्टमॉरिलोनाइट,মন্টমরিলোনাইট
"मूर, ऊसर",মুর
मॉर,মোর
मॉर्गेन इकाई,মরগান ইউনিট
संरचना विकास,মরফোজেনেসিস
आकृतिक अनुकूलन,রূপচর্চা অভিযোজন
आकारिकी,রূপচর্চা
बंधक,বন্ধক
"चितकबरा, बहुरंगी, कर्बुरित",মটল
कर्बुरण,মটলিং
फफूंदी,ছাঁচ
निर्मोचन,Multing
टीला खेती,Ound িবি সংস্কৃতি
ढेरी दाब,Ound িবি লেয়ারিং
घासकर्तक,মাওয়ার
घास काटना,কাঁচা
"म्यूसिलेज, श्लेष्मक",মিউকিলেজ
"मक, मृदा",গোটা মাটি
"पंकसम, कीचड़युक्त",কর্দমাক্ত
"मफल, ढांकना",মাফল
पलवार खेती,মালচ চাষ
पलवार कर्षण,মুলচ টিলাজ
"मल्च, पलवार",মুলচ
"पलवारना, मल्च बनाना",মালচিং
"अंतरीप, मल (ह्यूमस)",মুল
बहुस्तरीसस्यन,মাল্টি স্টোর ক্রপিং
बहु सहसंबंध,একাধিক পারস্পরিক সম্পর্ক
बहु सस्योत्पादन,একাধিক ফসল
बहु सस्योत्पादन सूचकांक,একাধিক ক্রপিং সূচক
बहु संकर,একাধিক ক্রস
बहु प्रतिरोध,একাধিক প্রতিরোধ
बहुचर,মাল্টিভারিয়েট
बहुयुग्मनज,মাল্টিজিগোটিক
ममीकरण,মমিফিকেশন
ममीभूत फल,মমিফাইড ফল
"मस्कोवाइट, सामान्य अभ्रक",মাস্কোভাইট
"खुंबी, छत्रक",মাশরুম
उत्परिवर्तजन,মিউটেজেন
उत्परिवर्ती,মিউট্যান্ট
उत्परिवर्तन,মিউটেশন
पारस्परिक संदमन,পারস্পরিক বাধা
सहोपकारिता,পারস্পরিকতা
"कवकजाल, माइसीलियम",মাইসেলিয়াম
कवक विज्ञान,মাইকোলজি
कवक द्रव्य,মাইকোপ্লাজমা
कवकमूल,মাইকোররিজা
जावित्री,গদি
आक,মাদার
मुहुआ,মাধুকা
मक्का,ভুট্টা
मखाना,মাখানা
