Kannada,Bengali
"ನಿರ್ದೇಶಿಸಲಾಗಿದೆ
 ರೋಗ ಪ್ರಸಾರ","নির্দেশিত সম্পাদনা
 সংক্রমণ"
ಸಂಪಾದಿತ ನಕಲು,সম্পাদিত অনুলিপি
ಸಂಪಾದನೆ ಅಕ್ಷರ,সম্পাদনা চরিত্র
ಡೇಟಾ ಸಂಪಾದಿಸಲಾಗುತ್ತಿದೆ,সম্পাদনা ডেটা
"ಸಂಪಾದನೆ
 ಮಾಹಿತಿ","সম্পাদনা
 তথ্য"
ಸಂಪಾದನೆ ಅಧಿವೇಶನ,সম্পাদনা অধিবেশন
ಸಂಪಾದನೆ ಹೇಳಿಕೆ,সম্পাদনা বিবৃতি
ಚಿಹ್ನೆ,সম্পাদনা প্রতীক
ಆವೃತ್ತಿಯ ಸಂಖ್ಯೆ,সংস্করণ নম্বর
ಮೋಡ್ ಸಂಪಾದಿಸಿ,সম্পাদনা মোড
ಸಂಪಾದಕ,সম্পাদক
ಸಂಪಾದಕ ವೈಶಿಷ್ಟ್ಯ,সম্পাদক বৈশিষ্ট্য
"ಸಂಪಾದಕ ಮೈಕ್ರೋ
 ಕಂಪ್ಯೂಟರ್","সম্পাদক মাইক্রো
 কম্পিউটার"
ಸಂಪಾದಕ ಕಾರ್ಯಕ್ರಮ,সম্পাদক প্রোগ্রাম
ಹಂತವನ್ನು ಸಂಪಾದಿಸಿ,সম্পাদনা পর্ব
"ಶೈಕ್ಷಣಿಕ
ತಂತ್ರಜ್ಞಾನ","শিক্ষামূলক
প্রযুক্তি"
ಹೆಗಲಗಾಯಿಸು,এডুলকারেট
ಪರಿಣಾಮಕಾರಿ ಬೈಟ್,কার্যকর বাইট
"ಪರಿಣಾಮಕಾರಿ ದತ್ತ
 ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ","কার্যকর ডেটা
 স্থানান্তর হার"
"ಪರಿಣಾಮಕಾರಿ
 ಮಾತು","কার্যকর ডাবল
 শব্দ"
ಪರಿಣಾಮಕಾರಿ ಅರ್ಧ ಪದ,কার্যকর অর্ধ-শব্দ
"ಪರಿಣಾಮಕಾರಿ
 ಸೂಚನಾ","কার্যকর
 নির্দেশ"
"ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯಾಚರಣೆ
 ಭಾಷಣ","কার্যকর অপারেন্ড
 ঠিকানা"
"ಪರಿಣಾಮಕಾರಿ
 ವಿಧಾನ","কার্যকর
 পদ্ধতি"
ಪರಿಣಾಮಕಾರಿ ವೇಗ,কার্যকর গতি
"ಪರಿಣಾಮಕಾರಿ
 ರೋಗ ಪ್ರಸಾರ
 ವೇಗ","কার্যকর
 সংক্রমণ
 দ্রুততা"
ಪರಿಣಾಮಕಾರಿ ಪದ,কার্যকর শব্দ
"ಪರಿಣಾಮಕಾರಿ ಪದ
 ಸ್ಥಳ","কার্যকর শব্দ
 অবস্থান"
ಎಂಟು ಬಿಟ್ ಬೈಟ್,আট-বিট বাইট
"ಎರಡೂ ದಾರ
 ಸಂವಹನ","যেভাবে
 যোগাযোগ"
"ಎರಡೂ ದಾರ
 ಕಾರ್ಯಾಚರಣೆ","যেভাবে
 অপারেশন"
ಕೀಲಿಯನ್ನು ಹೊರಹಾಕಿ,ইজেক্ট কী
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಬಫಡಿ,ইলাস্টিক বাফার
"ವಿದ್ಯುತ್
 ಲೆಕ್ಕಪತ್ರ
 ಯಂತ್ರ","বৈদ্যুতিক
 অ্যাকাউন্টিং
 মেশিন"
"ವಿದ್ಯುದಾನಗರ
 ವಿಶ್ಲೇಷಣೆ ಕಾರ್ಯಕ್ರಮ","বৈদ্যুতিক বর্তনী
 বিশ্লেষণ প্রোগ্রাম"
"ವಿದ್ಯುತ್ತಿನಂತೆ
 ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ","বৈদ্যুতিকভাবে
 পরিবর্তনযোগ্য মেমরি"
"ವಿದ್ಯುತ್ಕಾಂತೀಯ
 ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ","বৈদ্যুতিন চৌম্বক
 সামঞ্জস্যতা"
"ವಿದ್ಯುತ್ಕಾಂತೀಯ
 ವಿಳಂಬ ಸಮಯ","বৈদ্যুতিন চৌম্বক
 বিলম্ব সময়"
"ವಿದ್ಯುತ್ಕಾಂತೀಯ
 ಪದಚ್ಯುತ","বৈদ্যুতিন চৌম্বক
 রিলে"
"ವಿದ್ಯುನ್ಮಾನದ
 ಪ್ರಭಾವದ ಮುದ್ರಣ","তড়িৎচক্র
 প্রভাব মুদ্রণ"
"ವಿದ್ಯುನ್ಮಾನದ
 ಸಂಚಾರಿ","তড়িৎচক্র
 চক্রান্তকারী"
"ವಿದ್ಯುನ್ಮಾನದ
 ಸ್ಕ್ಯಾನ್ ಮಾಡುವ","তড়িৎচক্র
 স্ক্যানিং"
"ವಿದ್ಯುನ್ಮಾನದ
 ಬದಲಾಯಿಸುವ ವ್ಯವಸ್ಥೆ","তড়িৎচক্র
 স্যুইচিং সিস্টেম"
ವಿದ್ಯುನ್ಮಾನ,বৈদ্যুতিন খেলনা
"ವಿದ್ಯುದನಿ
 ರೆಕಾರ್ಡಿಂಗ್","ইলেক্ট্রন মরীচি
 রেকর্ডিং"
"ವಿದ್ಯುನ್ಮಾನಿನ
 ಲೆಕ್ಕಪತ್ರ
 ಯಂತ್ರ","বৈদ্যুতিক
 অ্যাকাউন্টিং
 মেশিন"
"ವಿದ್ಯುನ್ಮಾನಿನ
 ಸ್ವಯಂಚಾಲಿತ
 ವಿನಿಮಯ","বৈদ্যুতিক
 স্বয়ংক্রিয়
 বিনিময়"
"ವಿದ್ಯುನ್ಮಾನಿನ
 ಕ್ಯಾಲ್ಕುಲೇಟರ್","বৈদ্যুতিক
 ক্যালকুলেটর"
"ವಿದ್ಯುದರ್ಚಿ
 ನೋಂದಣಿ","বৈদ্যুতিন নগদ
 নিবন্ধন"
"ವಿದ್ಯುದರ್ಚಿ
 ಓದುಗ","বৈদ্যুতিন চার্ট
 পাঠক"
"ವಿದ್ಯುದರ್ಚಿ
ಸಂಸ್ಕರಣೆ","বৈদ্যুতিন ডেটা
প্রক্রিয়াজাতকরণ"
"ವಿದ್ಯುದರ್ಚಿ
 ಸಂಸ್ಕರಣೆ
 ಯಂತ್ರ","বৈদ্যুতিন ডেটা
 প্রক্রিয়াজাতকরণ
 মেশিন"
"ವಿದ್ಯುದರ್ಚಿ
 ಸಂಸ್ಕರಣೆ
 ವ್ಯವಸ್ಥೆ","বৈদ্যুতিন ডেটা
 প্রক্রিয়াজাতকরণ
 পদ্ধতি"
ವಿದ್ಯುನ್ಮಾನ,বৈদ্যুতিন ফিলিং
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಧಿಗಳು
 ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ","বৈদ্যুতিন তহবিল
 স্থানান্তর সিস্টেম"
ವಿದ್ಯುದರ್ಚಿ,বৈদ্যুতিন মেলিং
"ವಿದ್ಯುದರ್ಚಿ ಸಂದೇಶ
 ಸೇವಕ","বৈদ্যুতিন বার্তা
 পরিষেবা"
"ವಿದ್ಯುದರ್ಚಿ ಸಂದೇಶ
 ವ್ಯವಸ್ಥೆ","বৈদ্যুতিন বার্তা
 পদ্ধতি"
ವಿದ್ಯುನ್ಮಾನಿನ ಮುದ್ರಕ,বৈদ্যুতিন প্রিন্টার
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮಾಪಕಗಳು,বৈদ্যুতিক স্কেল
"ವಿದ್ಯುನ್ಮಾನಿನ
 ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ
 ಯಂತ್ರ","বৈদ্যুতিক
 পরিসংখ্যান
 মেশিন"
ವಿದ್ಯುದರ್ಚಿ,বৈদ্যুতিন সুইচ
"ವಿದ್ಯುನ್ಮಾನಿನ
 ಬದಲಾಯಿಸುವ ವ್ಯವಸ್ಥೆ","বৈদ্যুতিক
 স্যুইচিং সিস্টেম"
"ವಿದ್ಯುನ್ಮಾನಿನ
 ಭಾಷಾಂತರಕಾರ","বৈদ্যুতিক
 অনুবাদক"
ವಿದ್ಯುದರ್ಚಿ,বৈদ্যুতিন টিউটর
"ಸ್ಥಾಯೀ
 ತಿರುಗುವಿಕೆ","ইলেক্ট্রোস্ট্যাটিক
 ডিফ্লেশন"
"ಸ್ಥಾಯೀ
 ಮುದ್ರಕ","ইলেক্ট্রোস্ট্যাটিক
 প্রিন্টার"
"ಸ್ಥಾಯೀ
 ಮುದ್ರಣ","ইলেক্ট্রোস্ট্যাটিক
 মুদ্রণ"
"ಸ್ಥಾಯೀ
 ಸಂಗ್ರಹಣೆ","ইলেক্ট্রোস্ট্যাটিক
 স্টোরেজ"
ಅಂಶ,উপাদান
ಪ್ರಾಥಮಿಕ ಐಟಂ,প্রাথমিক আইটেম
"ಪ್ರಾಥಮಿಕವಾಗಿ
 ಪೂರ್ವಭಾವಿ ಮತ್ತು
 ವಿಶ್ಲೇಷಕ","প্রাথমিক
 প্রিরসিভার এবং
 বিশ্লেষক"
"ಅಂಶ
 ಅಭಿವ್ಯಕ್ತಿ","উপাদান
 অভিব্যক্তি"
ಅಂಶದ ದಾರ,উপাদান স্ট্রিং
"ಅಂಶ ವೇರಿಯಬಲ್
ಎಲಿಮಿನೇಷನ್ ಅಂಶ","উপাদান পরিবর্তনশীল
নির্মূল ফ্যাক্টর"
ಬೇರೆ ಷರತ್ತು,অন্য ধারা
ಬೇರೆ ಷರತ್ತು ನಿಯಮ,অন্য ধারা নিয়ম
ಧೈರ್ಯಶಾಲಿ,উদ্বিগ্ন
ತುರ್ತುಸ್ಥಿತಿ ನಿರ್ವಹಣೆ,জরুরী রক্ষণাবেক্ষণ
"ತುರ್ತುಸ್ಥಿತಿ
 ನಿರ್ವಹಣೆ
 ಕಾಲ","জরুরী
 রক্ষণাবেক্ষণ
 সময়"
"ಹೊರಸೂಸುವ ಜೋಡಣೆ
 ತರ್ಕ","ইমিটার যুগল
 যুক্তি"
ಖಾಲಿ ಮಾಧ್ಯಮ,খালি মাধ্যম
ಖಾಲಿ ದಾರ,খালি স্ট্রিং
ಅನುಕರಣ ಮಾಡು,অনুকরণ
ವಿಗ್ರಹ,অনুকরণ
"ಎಮುರು ಮಾಡುವವನು
 ಉತ್ಪಾದನೆ","এমুলেটর
 প্রজন্ম"
ಸಕ್ರಿಯಗೊಳಿಸು,সক্ষম করুন
ಸಕ್ರಿಯಗೊಳಿಸಿದ,সক্ষম
ಸಕ್ರಿಯ ಮಾಡ್ಯೂಲ್,সক্ষম মডিউল
ಪುಟ ದೋಷವನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ,সক্ষম পৃষ্ঠা ত্রুটি
ನಾಡಿ ಸಕ್ರಿಯಗೊಳಿಸಿ,নাড়ি সক্ষম করুন
ಸಿಗ್ನಲ್ ಅನ್ನು ಸಕ್ರಿಯಗೊಳಿಸುತ್ತದೆ,সংকেত সক্ষম করা
ಬೇಟೆಯಾಡುವ,এনসিফার
ಪತ್ತೆಹಚ್ಚಿದ ದತ್ತಾಂಶ,এনসিফারড ডেটা
ಎನಿಮಿ,এনকোড
ಎನ್‌ಕೋಡ್ ಮಾಡಲಾದ ಬಿಂದು,এনকোডেড পয়েন্ট
ಎನ್ಕೋಡ್ ಮಾಡಿದ ಪ್ರಶ್ನೆ,এনকোডেড প্রশ্ন
ಸ್ಥಳಾಂತರಕ,এনকোডার
ಗೂ ry ಕತಿದ್ದು,জোড়া লাগানো
"ಸುತ್ತಲೂ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ
 ಎರವಲು ಪಡೆಯು","চারপাশে শেষ
 ধার"
ಕ್ಯಾರಿ ಸುತ್ತಲೂ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ,ক্যারি প্রায় শেষ
ಶಿಫ್ಟ್ ಸುತ್ತಲೂ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ,শিফট কাছাকাছি শেষ
ಡೇಟಾ ಚಿಹ್ನೆಯನ್ನು ಕೊನೆಗೊಳಿಸಿ,শেষ ডেটা প্রতীক
ಅಂತ್ಯ ವಿರೂಪತೆ,শেষ বিকৃতি
ಅಂತಿಮ ಸಾಧನ,শেষ উপকরণ
ಅಂತ್ಯ,শেষ চিহ্ন
ವಿಳಾಸದ ಅಂತ್ಯ,ঠিকানা শেষ
ಬ್ಲಾಕ್ನ ಅಂತ್ಯ,ব্লকের শেষ
"ಡೇಟಾದ ಅಂತ್ಯ
 ಸೂಚನೆ","ডেটা শেষ
 সূচক"
ಕೊನೆಯ ಕಚೇರಿ,শেষ অফিস
ಫೈಲ್ ಲೇಬಲ್‌ನ ಅಂತ್ಯ,ফাইল লেবেল শেষ
ಫೈಲ್ ಮಾರ್ಕ್ನ ಅಂತ್ಯ,ফাইল চিহ্নের সমাপ্তি
ಜಮೀನಿನ ಅಂತ್ಯ,খামারের শেষ
"ಮಧ್ಯಮ ಅಂತ್ಯ
 ಪಾತ್ರ","মাঝারি সমাপ্তি
 চরিত্র"
"ಸಂದೇಶದ ಅಂತ್ಯ
 ಸಂಹಿತೆ","বার্তা শেষ
 কোড"
"ದಾಖಲೆಯ ಅಂತ್ಯ
 ಮಾತು","রেকর্ড শেষ
 শব্দ"
ಪಠ್ಯದ ಅಂತ್ಯ,পাঠ্যের শেষ
"ಎಂಜಿನಿಯರಿಂಗ್
 ಹೆಗ್ಗಣ","প্রকৌশল
 গ্রাফিক্স"
"ವರ್ಹಳಿಸಬಹುದಾದ
 ಭಾಷೆ","বর্ধনযোগ্য
 ভাষা"
ಪ್ರವೇಶಿಸು,প্রবেশ করুন
"ನಮೂದಿಸಿ/ವಿಚಾರಣೆ
 ಕ್ರಮ","প্রবেশ/তদন্ত
 মোড"
ಕೀಲಿಯನ್ನು ನಮೂದಿಸಿ,কী প্রবেশ করান
ಉದ್ಯಮ ಸಂಖ್ಯೆ,এন্টারপ্রাইজ নম্বর
ಅಸ್ತಿತ್ವದ ಪರಿಕಲ್ಪನೆ,সত্তা ধারণা
ಪ್ರವೇಶ ಬ್ಲಾಕ್,এন্ট্রি ব্লক
ಪ್ರವೇಶ ಸ್ಥಿತಿ,প্রবেশের শর্ত
ಪ್ರವೇಶ ಸ್ಥಿರ,ধ্রুবক প্রবেশ
ಪ್ರವೇಶ ಅಭಿವ್ಯಕ್ತಿ,এন্ট্রি এক্সপ্রেশন
ಪ್ರವೇಶ ಸೂಚನೆ,প্রবেশের নির্দেশনা
ಪ್ರವೇಶದ ಹೆಸರು,প্রবেশের নাম
ಪ್ರವೇಶ ಬಿಂದು,এন্ট্রি পয়েন্ট
ಪ್ರವೇಶ ಭಾಗ,প্রবেশের অংশ
ಪ್ರವೇಶ ವಿಂಗಡಣೆ,এন্ট্রি বাছাই
ಪ್ರವೇಶ ಚಿಹ್ನೆ,প্রবেশ প্রতীক
ಪ್ರವೇಶ ಸಮಯ,প্রবেশের সময়
ಪ್ರವೇಶ ಮೌಲ್ಯ,প্রবেশের মান
ಪ್ರವೇಶ ವೇರಿಯಬಲ್,এন্ট্রি ভেরিয়েবল
"ಹೊದಿಕೆ ವಿಳಂಬ
 ಅಸ್ಪಷ್ಟತೆ","খামে বিলম্ব
 বিকৃতি"
ವಾತಾವರಣ,পরিবেশ
"ವಾತಾವರಣ
 ವಿವರಣೆ
 ಹೇಳಿಕೆ","পরিবেশ
 বর্ণনা
 বিবৃতি"
"ವಾತಾವರಣ
 ವಿಭಾಗ","পরিবেশ
 বিভাগ"
"ವಾತಾವರಣ
 ಮೊಳಕೆ","পরিবেশ
 পয়েন্টার"
ಅಪರಿಣಾಮ,এপিলগ
"ಬರೆಹಾರಿ
(ಅಳಿಸಬಹುದಾದ
 ಪ್ರೊಕ್ಯಾಮಲ್ ಮಾಡಬಹುದಾದ
 ಓದಲು ಮಾತ್ರ
 ಮೆಮೊರಿ)","ইপ্রম
(ক্ষয়যোগ্য
 প্রোগ্রামযোগ্য
 শুধুমাত্র পাঠযোগ্য
 স্মৃতি)"
"ಸಮಾನ ಲಾಭ
 ಕೊಠಡಿ","সমান লাভ
 চেম্বার"
ಸಮಾನ ವ್ಯಕ್ತಿ,সমতুল্য
ಉಪಕರಣ,সরঞ্জাম
ಸಲಕರಣೆಗಳ ಶುಲ್ಕ,সরঞ্জাম চার্জ
ಸಲಕರಣೆಗಳ ಗಡಿಯಾರ,সরঞ্জাম ঘড়ি
"ಉಪಕರಣ
 ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ","সরঞ্জাম
 সামঞ্জস্যতা"
ಸಲಕರಣೆಗಳ ವೈಫಲ್ಯ,যান্ত্রিক গোলযোগ
ಸಲಕರಣೆ,সরঞ্জাম দিক
ಸಮಾನತೆ,সমতুল্যতা
"ಸಮಾನತೆ
 ಕಾರ್ಯಾಚರಣೆ","সমতুল্যতা
 অপারেশন"
"ಸಮಾನ ಬೈನರಿ
 ಅಂಕಿ ಅಂಶ","সমতুল্য বাইনারি
 ডিজিট ফ্যাক্টর"
"ಸಮಾನ ನಾಲ್ಕು
 ತಂತಿ ವ್ಯವಸ್ಥೆ","সমতুল্য চার
 তারের সিস্টেম"
ಸಮನಾಗಿ,সমতুল্যতা
"ಅಳಿಸಬಹುದಾದ
 ಪ್ರೊಕ್ಯಾಮಲ್ ಮಾಡಬಹುದಾದ
 ಓದಲು ಮಾತ್ರ
 ನೆನಪು","ক্ষয়যোগ্য
 প্রোগ্রামযোগ্য
 শুধুমাত্র পাঠযোগ্য
 স্মৃতি"
ಅಳಿಸಬಹುದಾದ ಸಂಗ್ರಹಣೆ,ক্ষয়যোগ্য স্টোরেজ
ಅಳಿಸು,মুছুন
ಅಳಿಸಿಹಾಕುವ ಅಕ್ಷರ,চরিত্রটি মুছুন
ತಲೆ ಅಳಿಸಿ,মাথা মুছুন
ಕಸಾಯಿಖಾನೆ,এরলং
ದೋಷ ವಿಶ್ಲೇಷಣೆ,ত্রুটি বিশ্লেষণ
ಪರಿಶೀಲನೆ ದೋಷ,ত্রুটি পরীক্ষা করা
"ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ
 ಸಂಹಿತೆ","ত্রুটি সংশোধন
 কোড"
ದೋಷ ತಿದ್ದುಪಡಿ,ত্রুটি সংশোধন
ದೋಷ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,ত্রুটি সনাক্তকরণ
ದೋಷ ರೋಗನಿರ್ಣಯ,ত্রুটি ডায়াগনস্টিকস
ದೋಷ ಮರುಪರಿಶೀಲನೆ,ত্রুটি আবার চেষ্টা করুন
ದೋಷ ಸಂಕೇತ,ত্রুটি সংকেত
ದೋಷ,ত্রুটি স্প্যান
ದೋಷ ಟೇಪ್,ত্রুটি টেপ
ಎಸ್ಕೇಪ್ ಕ್ಯಾರೆಕ್ಟರ್,পালানো চরিত্র
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಕೋಡ್,পালানো কোড
"ಇ-ಸಮಯ (ಮರಣದಂಡನೆ
 ಸಮಯ)","ই-টাইম (এক্সিকিউশন
 সময়)"
ಯುಲೇರಿಯನ್ ಹಾದಿ,ইউলরিয়ান পথ
ಯೂಲರ್ ವಿಧಾನ,ইউলারের পদ্ধতি
ಸಹ ಪ್ಯಾರಿಟಿ ಚೆಕ್,এমনকি প্যারিটি চেক
ಘಟನೆ ಸರಪಳಿ,ইভেন্ট চেইন
ಈವೆಂಟ್ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ,ইভেন্ট সমাপ্তি
"ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
 ನಿರ್ಬಂಧ","ইভেন্ট নিয়ন্ত্রণ
 ব্লক"
ಈವೆಂಟ್ ಪೋಸ್ಟಿಂಗ್,ইভেন্ট পোস্টিং
ಈವೆಂಟ್ ಪ್ರಾರಂಭ,ইভেন্ট শুরু
ಈವೆಂಟ್ ವೇರಿಯಬಲ್,ইভেন্টের পরিবর্তনশীল
ಸಾಮರ್ಥ್ಯ ಮೀರಿದೆ,ক্ষমতা অতিক্রম
"ಗೇಟ್ ಹೊರತುಪಡಿಸಿ
 (= ವಿಶೇಷ ಅಥವಾ
 ಗೇಟ್)","গেট বাদে
 (= একচেটিয়া বা
 গেট)"
ಹೊರತುಪಡಿಸಿ,ব্যতিক্রম
ವಿನಾಯಿತಿ ದೋಷ,ব্যতিক্রম ত্রুটি
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,ব্যতিক্রম হ্যান্ডলিং
ವಿನಾಯಿತಿ ಸಂದೇಶ,ব্যতিক্রম বার্তা
"ಹೊರತುಪಡಿಸಿ
 ಮುಟ್ಟುಗೋಲು","ব্যতিক্রম
 রিপোর্টিং"
