Malayalam,English
മാരകമായ തെറ്റ്,Fatal error
തെറ്റ് തകരാറ്,Fault defect
തെറ്റ് നിഘണ്ടു,Fault dictionary
തെറ്റ് നിര പരിധി,Fault-rate threshold
തെറ്റ് സിദ്ധാന്തം,Fault singnature
തെറ്റ് പരിധി,Fault threshold
തെറ്റ് സമയം,Fault time
തെറ്റായ സഹിഷ്ണുത,Fault tolerance
സഹിഷ്ണുത,Fault tolerant
"തെറ്റ് സഹിഷ്ണുത
 ഏര്പ്പാട്","Fault-tolerant
 System"
"FDM (= ആവൃത്തി
 ഡിവിഷൻ
 മൾട്ടിക്സ്)","FDM (= frequency
 Division
 Multiplex)"
സാധ്യതാ പഠനം,Feasibility study
സാധ്യമായ പരിഹാരം,Feasible solution
സവിശേഷത എക്സ്ട്രാക്ഷൻ,Feature extraction
സവിശേഷത തിരഞ്ഞെടുക്കൽ,Feature selection
ഫീഡ്ബാക്ക് നിയന്ത്രണം,Feedback control
ഫീഡ്ബാക്ക് ലൂപ്പ്,Feedback loop
ഫീഡ്ബാക്ക് സിസ്റ്റം,Feedback system
ഫീഡ്ബാക്ക് വേരിയബിൾ,Feedback variable
തീറ്റ കേബിൾ,Feeder cable
ഫീഡർ റൂട്ട്,Feeder route
ഫീഡർ തിരഞ്ഞെടുക്കൽ,Feeder selection
ഫീഡ് ഹോൾ,Feed hole
ഫീഡ് പിച്ച്,Feed pitch
ഭക്ഷണം കൊടുക്കുക,Feed punch
ഫീഡ് റീൽ,Feed reel
ഫെറീഡ് അസംബ്ലി,Ferreed assembly
"ഫെറൈറ്റ് കോർ
 സ്മരണം","Ferrite core
 Memory"
"ഫെറൈറ്റ് കോർ
 സ്മരണം
 മാറുന്നു","Ferrite core
 Memory
 Switching time"
ലഭ്യമാക്കുക,Fetch
ഡാറ്റ ലഭ്യമാക്കുക,Fetch data
"ലഭ്യമാക്കുന്നു
 നിര്ദ്ദേശം","Fetching
 Instruction"
ഓപ്പറാൻഡിനെ ലഭ്യമാക്കുന്നു,Fetching operand
ഘട്ടം നേടുക,Fetch phase
പ്രോസസ്സ് നേടുക,Fetch process
സംരക്ഷണം ലഭ്യമാക്കുക,Fetch protection
Fibonaci തിരയൽ,Fibonacci search
ഫൈബൊനാക് സീരീസ്,Fibonacci series
ഫൈബർ ഒപ്റ്റിക്സ്,Fibre optics
"ഫൈബർ-ഒപ്റ്റിക്സ്
 പകർച്ച
 ഏര്പ്പാട്","Fibre-optics
 Transmission
 System"
ഫീൽഡ് പരിശോധന,Field checking
ഫീൽഡ് ഡാറ്റ കോഡ്,Field data code
"ഫീൽഡ് വികസിപ്പിച്ചെടുത്തു
 കാരപരിപാടി","Field developed
 Program"
"ഫീൽഡ് ഇഫക്റ്റ്
 ട്രാൻസിസ്റ്റോർ","Field effect
 Transistor"
ഫീൽഡ് ദൈർഘ്യം,Field length
ഫീൽഡ് മാർക്ക്,Field mark
ഫീല്ഡിന്റെ പേര്,Field name
"ഫീൽഡ് മാറ്റിസ്ഥാപിക്കാനാകും
 ഘടകം","Field replaceable
 Unit"
ഫീൽഡ് തിരഞ്ഞെടുക്കൽ,Field selection
ഫീൽഡ് ഷിഫ്റ്റിംഗ്,Field shifting
ഫീൽഡ് അപ്ഗ്രേഡുചെയ്യുന്നു,Field upgrading
ഫീൽഡ് ഉപയോഗം,Field utilization
"അഞ്ചാം തലമുറ
 കന്വൂട്ടര്","Fifth generation
 Computer"
ആലങ്കാരിക സ്ഥിരത,Figurative constant
കണക്കുകൾ മാറ്റം,Figures shift
ഫയൽ ആക്സസ് രീതി,File access method
ഫയൽ പ്രവർത്തന അനുപാതം,File activity ratio
"ഫയൽ വിലാസം
 സിസ്റ്റം പരിശോധിക്കുന്നു","File address
 Checking system"
ഫയൽ ആട്രിബ്യൂട്ട്,File attribute
ഫയൽ വൃത്തിയാക്കൽ,File cleanup
ഫയൽ ഘടന,File composition
ഫയൽ സ്ഥിരത,File constant
ഫയൽ നിയന്ത്രണം,File control
ഫയൽ നിയന്ത്രണ സംവിധാനം,File control system
ഫയൽ പരിവർത്തനം,File conversion
ഫയൽ പകർത്തുന്നു,File copying
ഫയൽ വിവരണം,File description
"ഫയൽ വിവരണം
 പ്രസ്താവന","File description
 Statement"
ഫയൽ ഡയറക്ടറി,File directory
ഫയൽ ഇവന്റ്,File event
ഫയൽ എക്സ്പ്രഷൻ,File expression
ഫയൽ വ്യാപ്തി,File extent
ഫയൽ തീറ്റ,File feed
ഫയൽ വിടവ്,File gap
ഫയൽ തലമുറ,File generation
ഫയൽ വിവരങ്ങൾ വീണ്ടെടുക്കൽ,File information retrieval
ഫയൽ ഉൾപ്പെടുത്തൽ,File insertion
"ഫയൽ ചോദ്യം ചെയ്യൽ
 കാരപരിപാടി","File interrogation
 Program"
ഫയൽ ലേബൽ,File label
ഫയൽ ലേ layout ട്ട്,File layout
ഫയൽ ദൈർഘ്യം,File length
ഫയൽ പരിപാലനം,File maintenance
ഫയൽ മാനേജുമെന്റ്,File management
"ഫയൽ മാനേജുമെന്റ്
 കാരപരിപാടി","File management
 Program"
ഫയൽ മാർക്ക്,File mark
ഫയൽ ലയിപ്പ്,File merge
ഫയലിന്റെ പേര്,File name
ഫയലിന്റെ പേര് പട്ടിക,File name table
ഫയൽ ഓർഗനൈസേഷൻ,File organization
"ഫയൽ ഓറിയന്റഡ്
 പ്രോഗ്രാമിംഗ്","File oriented
 Programming"
"ഫയൽ പാക്കിംഗ്
 സാന്ദ്രത","File packing
 Density"
ഫയൽ പ്രോസസ്സിംഗ്,File processing
ഫയൽ പരിരക്ഷണം,File protection
ഫയൽ ശുദ്ധീകരണം,File purging
ഫയൽ പുനർനിർമ്മാണം,File reconstitution
ഫയൽ വീണ്ടെടുക്കൽ,File recovery
ഫയൽ റീൽ,File reel
ഫയൽ തിരയൽ,File search
ഫയൽ സുരക്ഷ,File security
ഫയൽ തെരഞ്ഞെടുക്കല്,File selection
"ഫയൽ സെപ്പറേറ്റർ
 കഥാപാതം","File separator
 Character"
ഫയൽ സെറ്റ്,File set
ഫയൽ സംഭരണം,File storage
ഫയൽ സംഭരണ ​​ഏരിയ,File storage area
ഫയൽ സംഭരണ ​​യൂണിറ്റ്,File storage unit
ഫയൽ സ്റ്റോർ,File store
ഫയൽ ഘടന,File structure
ഫയൽ ടൈഡിംഗ്,File tidying
ഫയൽ അപ്ഡേറ്റിംഗ്,File updating
ഫയൽ വേരിയബിൾ,File variable
സ്വഭാവം പൂരിപ്പിക്കുക,Fill character
ചലച്ചിത്ര ഫ്രെയിം,Film frame
ചലച്ചിത്ര നിർമ്മാണം,Film making
ചലച്ചിത്ര സ്കാനർ,Film scanner
ഫിലിം സംഭരണം,Film storage
അന്തിമ പകർപ്പ്,Final copy
അന്തിമ ഗ്രൂപ്പ്,Final group
അന്തിമ റൂട്ട് ശൃംഖല,Final-route chain
ഫൈൻഡർ ബീം,Finder beam
ടെക്സ്റ്റ് സ്ട്രിംഗ് കണ്ടെത്തുക,Find text string
ഏറ്റവും നല്ലത്,Fine sort
പരിമിത ഓട്ടോയിൻ,Finite automata1
"പരിമിത ഘടകം
 സന്വദായം","Finite element
 Method"
"പരിമിത കൃത്യത
 അക്കം","Finite precision
 Number"
"പരിമിത സംസ്ഥാനം
 യന്തം","Finite state
 Machine"
തീ കേടുപാടുകൾ,Fire damage
ഫേംവെയർ,Firmware
ഫേംവെയർ സർക്യൂട്ടി,Firmware circuitry
ആദ്യ ഘടകം,First element
"ആദ്യ തലമുറ
 കന്വൂട്ടര്","First generation 
 Computer"
"ആദ്യ ലെവൽ
 അഭിസംബോധന","First level
 Addressing"
"അഞ്ച്-ബിറ്റ് ബൈറ്റ്
 (= ക്വിന്ററ്റ്)","Five-bit byte
 (= Quintet)"
അഞ്ച് ലെവൽ കോഡ്,Five-level code
അഞ്ച് ട്രാക്ക് റീഡർ,Five track reader
നിശ്ചിത ബ്ലോക്ക്,Fixed block
"നിശ്ചിത ബ്ലോക്ക്
വാസ്തുവിദ
 ഉപായം","Fixed block
Architecture
 Device"
"നിശ്ചിത സൈക്കിൾ
 ശസ്തകിയ","Fixed cycle
 Operation"
നിശ്ചിത ഡാറ്റ,Fixed data
നിശ്ചിത ദശാംശ,Fixed decimal
നിശ്ചിത ഫീൽഡ്,Fixed field
നിശ്ചിത ഫോം,Fixed form
"നിശ്ചിത ഫോർമാറ്റ്
 ദൂത്","Fixed format
 Message"
"നിശ്ചിത പ്രവർത്തനം
 വൈദുതോല്പാദനയന്തം","Fixed function
 Generator"
നിശ്ചിത ഹെഡ് ഡിസ്ക്,Fixed head disk
"നിശ്ചിത ചിത്രം
 ഗ്രാഫിക്സ്","Fixed image
 Graphics"
നിശ്ചിത ദൈർഘ്യ ബ്ലോക്ക്,Fixed length block
നിശ്ചിത ദൈർഘ്യ രേഖ,Fixed length record
നിശ്ചിത ലൈൻ നമ്പർ,Fixed line number
നിശ്ചിത പാർട്ടീഷൻ,Fixed partition
"നിശ്ചിത പോയിന്റ്
 ഗണിതശാസ്തം","Fixed point
 Arithmetic"
"നിശ്ചിത പോയിന്റ്
 അരിത്മെറ്റിക് യൂണിറ്റ്","Fixed point
 Arithmetic unit"
"നിശ്ചിത പോയിന്റ്
 സ്ഥിരമായ","Fixed point
 Constant"
"നിശ്ചിത പോയിന്റ്
 അക്കം","Fixed point
 Number"
നിശ്ചിത പോയിന്റ് ഭാഗം,Fixed point part
"നിശ്ചിത പോയിന്റ്
 പതിപാദനം
 ഏര്പ്പാട്","Fixed point
 Representation
 System"
"നിശ്ചിത പ്രോഗ്രാം
 കന്വൂട്ടര്","Fixed program
 Computer"
"നിശ്ചിത റാഡിക്സ്
 അടക്കം
 ഏര്പ്പാട്","Fixed radix
 Numeration
 System"
നിശ്ചിത ഉപഗ്രഹം,Fixed satellite
സ്ഥിര സംഭരണം,Fixed storage
"നിശ്ചിത പദ ദൈർഘ്യം
 കന്വൂട്ടര്","Fixed word length
 Computer"
കൊടി,Flag
ഫ്ലാഗ് ഇവന്റ്,Flag event
ഫ്ലാഗ് ഇൻഡിക്കേറ്റർ,Flag indicator
ഫ്ലാഗ് ലൈൻ,Flag line
ഫ്ലാഗ് സീക്വൻസ്,Flag sequence
ഫ്ലാഗ് ടെസ്റ്റ്,Flag test
ഫ്ലാഷ് കാർഡ്,Flash card
ഫ്ലാറ്റ് ബെഡ് പ്ലോട്ടർ,Flat bed plotter
ഫ്ലാറ്റ് ബെഡ് സ്കാനർ,Flat bed scanner
ഫ്ലാറ്റ് ബെഡ് സ്കാനിംഗ്,Flat bed scanning
വഴക്കമുള്ള ഡിസ്ക്,Flexible disk
"വളയുന്ന
 നിർമ്മാണം
 ഏര്പ്പാട്","Flexible
 Manufacturing
 System"
ഫ്ലിപ്പ് ഫ്ലോപ്പ്,Flip flop
ഫ്ലിപ്പി,Flippy
പൊങ്ങിക്കിടക്കുന്ന ദശാംശ,Floating decimal
"ഫ്ലോട്ടിംഗ് നോർമലൈസ് ചെയ്യുക
 ഭരണം","Floating normalize
 Control"
"ഫ്ലോട്ടിംഗ് പോയിന്റ്
 ഗണിതശാസ്തം","Floating point
 Arithmetic"
"ഫ്ലോട്ടിംഗ്-പോയിന്റ്
 ഗണിതശാസ്തം
 നിര്ദ്ദേശം","Floating-point
 Arithmetic
 Instruction"
"ഫ്ലോട്ടിംഗ്-പോയിന്റ്
 അരിത്മെറ്റിക് മാനദണ്ഡം","Floating-point
 Arithmetic norm"
"ഫ്ലോട്ടിംഗ്-പോയിന്റ്
 അരിത്മെറ്റിക് യൂണിറ്റ്","Floating-point
 Arithmetic unit"
ഫ്ലോട്ടിംഗ്-പോയിന്റ് ബേസ്,Floating-point base
"ഫ്ലോട്ടിംഗ്-പോയിന്റ്
 സവിശേഷത","Floating-point
 Feature"
"ഫ്ലോട്ടിംഗ്-പോയിന്റ്
 പദാനുപദമായ","Floating-point
 Literal"
"ഫ്ലോട്ടിംഗ്-പോയിന്റ്
 അക്കം","Floating-point
 Number"
