Punjabi,Bengali
ਡਿਸਟਰੀਬਿ .ਸ਼ਨ ਐਂਪਲੀਫਾਇਰ,বিতরণ পরিবর্ধক
ਵੰਡ,বিভাগ
ਵਿਭਾਜਨ,বিভাজক
ਦਸਤਾਵੇਜ਼,নথি
ਡੌਲਬੀ ਡਿਜੀਟਲ,Dolby ডিজিটাল
ਡੋਮੇਨ,ডোমেইন
ਡੋਮੇਨ ਕੰਟਰੋਲਰ,ডোমেন নিয়ন্ত্রক
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ডপলার এফেক্ট
ਡਬਲ ਪੋਲ (ਡਿਪੋਲ),ডাবল মেরু (ডিপোল)
ਡਬਲ ਪੋਲ ਸਿੰਗਲ ਥ੍ਰੋ ਸਵਿਚ,ডাবল মেরু একক থ্রো সুইচ
ਡਬਲ ਸਾਈਡ ਡਿਸਕ,ডাবল পার্শ্বযুক্ত ডিস্ক
ਡਬਲਟ,ডাবল্ট
ਡਾ down ਨ ਲਹਿਰ,ডাউন ওয়েভ ডাউন
ਥੱਲੇ ਧਾਰਾ,ডাউন স্ট্রিম
ਡਾ ng ਨਲਿੰਕ,ডাউনলিংক
ਡਾਉਨਲੋਡ ਕਰੋ,ডাউনলোড
ਡਾਉਨਲੋਡ ਕਰਨਾ,ডাউনলোড করা
ਡਰਾਇੰਗ,অঙ্কন
ਡ੍ਰਿਲਿੰਗ ਬਿੱਟ,ড্রিলিং বিট
ਡ੍ਰਿਲਿੰਗ ਮਸ਼ੀਨ,ড্রিলিং মেশিন
ਚਲਾਉਣਾ,ড্রাইভ
ਡਰੱਮ,ড্রাম
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,শুকনো বাল্ব তাপমাত্রা
ਡਰਾਈ ਸੈੱਲ,শুকনো সেল
ਸੁੱਕੇ ਸੋਲਡਰ,শুকনো সোল্ডার
ਦੋਹਰੀ ਚੈਨਲ ਮੋਡ,দ্বৈত চ্যানেল মোড
ਡੱਬਿੰਗ,ডাবিং
ਡੂਡ,ডুড
ਡੰਪ,ডাম্প
ਡੁਪਲੈਕਸ,দ্বৈত
ਅਵਧੀ,সময়কাল
ਧੂੜ,ধুলো
ਡਸਟ ਬੱਗ,ডাস্ট বাগ
ਧੂੜ ਦਾ ਸਬੂਤ,ধুলা প্রমাণ
ਡੱਸਟਰ,ডাস্টার
ਗਤੀਸ਼ੀਲ,গতিশীল
ਗਤੀਸ਼ੀਲ ਬਿੱਟ ਅਲਾਟਮੈਂਟ,গতিশীল বিট বরাদ্দ
ਡਾਇਨਾਮਿਕ ਇੰਟਰਮੋਡੂਲੇਸ਼ਨ ਵਿਗਾੜ (ਮੱਧਮ),গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম)
ਗਤੀਸ਼ੀਲ ਮਾਤਰਾ,গতিশীল পরিমাণ
ਗਤੀਸ਼ੀਲ ਰੇਂਜ,গতিশীল পরিসীমা
ਗਤੀਸ਼ੀਲ ਰੇਂਜ ਕੰਟਰੋਲ,গতিশীল পরিসীমা নিয়ন্ত্রণ
ਡਾਇਨਾਮੋ,ডায়নামো
ਕੰਨ ਦਾ ਫੋਨ,কানের ফোন
ਧਰਤੀ,পৃথিবী
ਧਰਤੀ ਦਾ ਬਲੇਜ,পৃথিবী বাল্জ
ਧਰਤੀ ਦਾ ਵਿਰੋਧ,পৃথিবী প্রতিরোধ
ਧਰਤੀ ਦੀ ਰਾਡ,আর্থ রড
ਧਰਤੀ ਸੈਟੇਲਾਈਟ,আর্থ স্যাটেলাইট
ਧਰਤੀ ਸਟੇਸ਼ਨ,আর্থ স্টেশন
ਧਰਤੀ ਦਾ ਟਰਮੀਨਲ,আর্থ টার্মিনাল
ਕਮਾਈ,আর্থিং
ਗੂੰਜ,প্রতিধ্বনি
ਏਕੋ ਚੈਂਬਰ,প্রতিধ্বনির কামরা
ਐਡੀ ਮੌਜੂਦਾ,এডি কারেন্ট
ਐਡੀ ਮੌਜੂਦਾ ਨੁਕਸਾਨ,এডি বর্তমান ক্ষতি
ਕਿਨਾਰੇ ਦਾ ਮੀਟਰ,এজওয়াইজ মিটার
ਸੰਪਾਦਨ,সম্পাদনা
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਉਚਾਈ,কার্যকর অ্যান্টেনা উচ্চতা
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਦੀ ਲੰਬਾਈ,কার্যকর অ্যান্টেনার দৈর্ঘ্য
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ,কার্যকর ভোল্টেজ
ਕੁਸ਼ਲਤਾ,দক্ষতা
ਲਚਕੀਲਾ,স্থিতিস্থাপকতা
ਇਲੈਕਟ੍ਰਿਕ ਡਿਸਚਾਰਜ,বৈদ্যুতিক স্রাব
ਇਲੈਕਟ੍ਰਿਕ ਖੇਤਰ,বৈদ্যুতিক ক্ষেত্র
ਇਲੈਕਟ੍ਰਿਕ ਫਲੈਸ਼,বৈদ্যুতিন ফ্ল্যাশ
ਇਲੈਕਟ੍ਰਿਕ ਹੀਟਰ,বৈদ্যুতিক চুলা
ਇਲੈਕਟ੍ਰਿਕ ਮੀਟਰ,বৈদ্যুতিক মিটার
ਇਲੈਕਟ੍ਰਿਕ ਮੋਟਰ,বৈদ্যুতিক মটর
ਇਲੈਕਟ੍ਰਿਕ ਸਦਮਾ,বৈদ্যুতিক শক
ਇਲੈਕਟ੍ਰਿਕ ਸਪਾਰਕ,বৈদ্যুতিক স্পার্ক
ਇਲੈਕਟ੍ਰੀਕਲ ਉਪਕਰਣ,বৈদ্যুতিক সরঞ্জাম
ਇਲੈਕਟ੍ਰੀਕਲ ਸ਼ੋਰ,বৈদ্যুতিক শব্দ
ਇਲੈਕਟ੍ਰੀਕਲ ਤੂਫਾਨ,বৈদ্যুতিক ঝড়
ਇਲੈਕਟਰੇਟਡ ਸੰਗੀਤ ਦੇ ਸਾਧਨ,বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র
ਬਿਜਲੀ,বিদ্যুৎ
ਬਿਜਲੀ ਸਪਲਾਈ,বিদ্যুৎ সরবরাহ
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ,ইলেক্ট্রোডাইনামিক
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪਸੀਟਰ,তড়িৎ - ধারক
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ,বৈদ্যুতিন চৌম্বক
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਗੜਬੜੀ,বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਟਰਫ੍ਰੈਂਸ,বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਪੈਕਟ੍ਰਮ,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ ਪ੍ਰਾਪਰ,বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার
ਇਲੈਕਟ੍ਰਾਨ ਮਲਟੀਪਲ ਪੋਸਟੋਟਿ .ਬ,ইলেক্ট্রন একাধিক ফটোোট ्यूब
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੈਲਕੁਲੇਟਰ,বৈদ্যূতিক গণকযন্ত্র
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ (ਏਡੀਪੀ),বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ (ਈ-ਮੇਲ),বৈদ্যুতিন মেল (ই-মেইল)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿਚਿੰਗ ਸਿਸਟਮ,বৈদ্যুতিন স্যুইচিং সিস্টেম
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,ইলেকট্রনিক্স
ਇਲੈਕਟ੍ਰੋਲੇਟਿੰਗ,ইলেক্ট্রোপ্লেটিং
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ,ইলেক্ট্রোস্ট্যাটিক
ਉੱਚਾਈ,উচ্চতা
ਏਮਬੇਡਡ,এম্বেড
ਏਮਬੇਡਡ ਆਡੀਓ,এম্বেডড অডিও
ਏਮਬੇਡਡ ਸਿਸਟਮ,এম্বেডেড সিস্টেম
ਚਿੰਨ੍ਹ,প্রতীক
ਉਭਰ ਰਹੇ ਰੁਝਾਨ,উঠতি প্রবণতা
ਨਿਕਾਸ,নিঃসরণ
ਐਟਟਰ,ইমিটার
Emetter ਅਨੁਯਾਈ,ইমিটার অনুসরণকারী
ਐਮੀਟਰ ਟਰਮੀਨਲ,ইমিটার টার্মিনাল
ਐਮੀਟਰ-ਬੇਸ-ਜੰਕਸ਼ਨ,ইমিটার-বেস-জংশন
ਯੋਗ,সক্ষম করুন
Enamelled ਤਾਰ,Enamelled তার
ਐਨਕਾਈਰ,এনসিফার
ਦੀਵਾਰ,ঘের
ਏਨਕੋਡ,এনকোড
ਏਨਕੋਡਰ,এনকোডার
ਏਨਕੋਡਿੰਗ,এনকোডিং
ਐਨਕ੍ਰਿਪਸ਼ਨ,জোড়া লাগানো
ਅੰਤ ਦਾ ਨਿਸ਼ਾਨ,শেষ চিহ্ন
ਆਖਰੀ ਉਪਭੋਗਤਾ,শেষ ব্যবহারকারী
Energy ਰਜਾ,শক্তি
Energy ਰਜਾ ਫੈਲਾਉਣ,শক্তি ছত্রভঙ্গ
Energy ਰਜਾ ਵੰਡ,শক্তি বিতরণ
ਲਾਗੂ ਕਰਨ ਵਾਲਾ,প্রয়োগ
ਇੰਜਣ,ইঞ্জিন
ਇੰਜੀਨੀਅਰ,প্রকৌশলী
ਇੰਜੀਨੀਅਰਿੰਗ,প্রকৌশল
ਇੰਜੀਨੀਅਰਿੰਗ ਸਟੋਰ,ইঞ্জিনিয়ারিং স্টোর
ਉੱਕਰੀ,খোদাই করা
ਵਧਾਓ,উন্নত
Encemmle,এনসেম্বল
ਕੁੰਜੀ ਕੁੰਜੀ ਦਿਓ,কী প্রবেশ করান
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਆਰਕੀਟੈਕਚਰ,এন্টারপ্রাইজ আর্কিটেকচার
Allhalp,এনথালপি
ਐਂਟਰੋਪੀ,এনট্রপি
ਐਂਟਰੋਪੀ ਕੋਡਿੰਗ,এনট্রপি কোডিং
ਐਂਟਰੋਪੀ ਰਿਡੰਡੈਂਸੀ,এনট্রপি অপ্রয়োজনীয়তা
ਬਰਾਬਰੀ,সমান
ਬਰਾਬਰੀ,সমতা
ਬਰਾਬਰੀ,সমতুল্য
ਉਪਕਰਣ,সরঞ্জাম
ਉਪਕਰਣ ਕਵਰ,সরঞ্জাম কভার
ਬਰਾਬਰ,সমতুল্য
ਮਿਟਾਓ,মুছুন
ਸਿਰ,মাথা মুছুন
Ro ਿੱਜ,ক্ষয়
ਗਲਤ,অনিশ্চিত
ਗਲਤੀ,ত্রুটি
ਕੰਟਰੋਲ ਕੋਡਿੰਗ ਨੂੰ ਕੰਟਰੋਲ,ত্রুটি নিয়ন্ত্রণ কোডিং
ਗਲਤੀ ਸੁਧਾਰ,ত্রুটি সংশোধন
ਗਲਤੀ ਖੋਜ,ত্রুটি সনাক্তকরণ
ਗਲਤੀ ਨਾਲ ਸੰਭਾਲਣਾ,শিল্প খাত
ਗਲਤੀ ਦੀ ਸੰਭਾਵਨਾ,ত্রুটি সম্ভাবনা
ਈਥਰਨੈੱਟ,ইথারনেট
ਈਥਰਨੈੱਟ ਕੇਬਲ,ইথারনেট তারের
ਯੂਗੇਨਿਕਸ,ইউজেনিক্স
ਖਾਲੀ ਕਰਦਾ ਹਾਂ,খালি করা
ਐਕਸਚੇਂਜ,বিনিময়
ਬਾਹਰ ਕੱ .ੋ,উত্তেজনাপূর্ণ
ਚਲਾਓ,এক্সিকিউট
ਚੱਲਣ ਦਾ ਸਮਾਂ,সঞ্চালনের সময়
ਨਿਕਾਸ,নিষ্কাশন
ਨਿਕਾਸ,প্রস্থান
ਫੈਲਿਆ,প্রসারিত
ਫੈਲਾਅ ਵਾਲਵ,সম্প্রসারণ ভালভ
ਪ੍ਰਯੋਗ,পরীক্ষা
ਮਾਹਰ ਪ੍ਰਣਾਲੀ,দক্ষ পদ্ধতি
ਪੜਚੋਲ,অন্বেষণ
ਐਕਸਪਲੋਰਰ,অনুসন্ধানকারী
ਐਕਸਪੋ (ਪ੍ਰਦਰਸ਼ਨੀ),এক্সপো (প্রদর্শনী)
ਬਿਜਲੀ ਸਪਲਾਈ ਦਾ ਵਿਸਥਾਰ,বিদ্যুৎ সরবরাহের বর্ধন
ਬਾਹਰੀ ਨਿਯੰਤਰਣ,বাহ্যিক নিয়ন্ত্রণ
ਬਾਹਰੀ ਮੈਮੋਰੀ,বাহ্যিক স্মৃতি
ਬਾਹਰੀ ਸਟੋਰੇਜ,বাহ্যিক সংগ্রহস্থল
ਬਾਹਰੀ ਧਾਗਾ,বাহ্যিক থ্রেড
ਐਬਸਟਰੈਕਟ,নির্যাস
ਐਕਸਟ੍ਰੋਨੈੱਟ,এক্সট্রানেট
ਮਨਘੜਤ,বানোয়াট
ਪਹਿਲੂ,দিক
ਪੱਖ,ফ্যাসিমাইল
ਕਾਰਕ,ফ্যাক্টর
ਫੇਡ,বিবর্ণ
ਮਧਮ ਪੈ ਜਾਣਾ,বিবর্ণ
ਫਿੱਕਾ ਪੈ ਜਾਣਾ,বিবর্ণ
Fder,ফাদার
ਫੇਡਿੰਗ,বিবর্ণ
ਫੇਡਿੰਗ ਜ਼ੋਨ,বিবর্ণ অঞ্চল
ਫੈਨਟਮ (= ਫੈਂਟਮ),ফ্যান্টম (= ফ্যান্টম)
ਫਾਸਟ ਫਾਰਿਅਰ ਟਰਾਂਸਫਾਰਮ (ਐਫਐਫਟੀ) ਐਲਗੋਰਿਦਮ,ফাস্ট ফুরিয়ার ট্রান্সফর্ম (এফএফটি) অ্যালগরিদম
ਘਾਤਕ ਗਲਤੀ,মারাত্মক ত্রুটি
ਨੁਕਸ,দোষ
ਵਿਸ਼ੇਸ਼ਤਾ,বৈশিষ্ট্য
ਫੀਡ,ফিড
ਸੁਝਾਅ,প্রতিক্রিয়া
ਫੀਡਬੈਕ ਐਂਪਲੀਫਾਇਰ,প্রতিক্রিয়া পরিবর্ধক
ਫੀਡਬੈਕ ਸਰਕਟ,প্রতিক্রিয়া সার্কিট
ਫੀਡਬੈਕ ਵੋਲਟੇਜ,প্রতিক্রিয়া ভোল্টেজ
ਫੀਡਰ,ফিডার
ਫੀਡਰ ਕੇਬਲ,ফিডার কেবল
ਫੀਡਰ ਝੌਂਪੜੀ,ফিডার হাট
ਫੀਡਰ ਲਾਈਨ,ফিডার লাইন
ਫੀਡਰ ਸਿਸਟਮ,ফিডার সিস্টেম
ਫੀਡਰ ਤਾਰ,ফিডার তার
ਫਾਈਬਰ,ফাইবার
ਫਾਈਬਰ ਆਪਟਿਕਸ,ফাইবার অপটিক
ਵਫ਼ਾਦਾਰੀ,বিশ্বস্ততা
ਵਫ਼ਾਦਾਰੀ ਸੀਮਾ ਦਾ ਵਾਧਾ,বিশ্বস্ততা পরিসীমা এক্সটেনশন
ਖੇਤਰ,ক্ষেত্র
ਫੀਲਡ ਡਰਾਈਵ,ফিল্ড ড্রাইভ
ਫੀਲਡ ਪ੍ਰਭਾਵ ਟ੍ਰਾਂਸਿਸਟੋਰ,ফিল্ড এফেক্ট ট্রানজিস্টর
ਖੇਤ ਦੀ ਤਾਕਤ,ক্ষেত্রের শক্তি
ਫੀਲਡ ਤਾਕਤ ਮੀਟਰ,ক্ষেত্র শক্তি মিটার
ਫੀਲਡ ਪਾਵਰ ਸਰਵੇਖਣ,ক্ষেত্র শক্তি জরিপ
ਚਿੱਤਰ,চিত্র
ਮੈਰਿਟ ਦਾ ਚਿੱਤਰ,মেধার চিত্র
ਤੰਦੂਰ,ফিলামেন্ট
ਫਾਈਲ,ফাইল
ਫਾਈਲ ਸਰਵਰ,ফাইল সার্ভার
ਫਾਈਲ ਸਿਸਟਮ,নথি ব্যবস্থা
ਫਿਲਰ,ফিলার
ਫਿਲਮ ਰਿਕਾਰਡਰ,ফিল্ম রেকর্ডার
ਫਿਲਮ ਦੀ ਗਤੀ,ফিল্মের গতি
ਫਿਲਟਰ,ছাঁকনি
ਫਿਲਟਰ ਚੋਕ,ফিল্টার চোক
ਫਿਲਟਰ ਸਰਕਟ,ফিল্টার সার্কিট
ਫਿਲਟਰਿੰਗ,ফিল্টারিং
ਵਧੀਆ ਟਿ ing ਨਿੰਗ ਨਿਯੰਤਰਣ,ফাইন টিউনিং নিয়ন্ত্রণ
ਸੀਮਤ ਖੇਤਰ,সীমাবদ্ধ ক্ষেত্র
ਅੱਗ ਦੀ ਕੰਧ,আগুনের প্রাচীর
ਫਾਇਰਫਾਕਸ,ফায়ারফক্স
ਫਾਇਰਿੰਗ ਕੋਣ,ফায়ারিং কোণ
ਫਰਮਵੇਅਰ,ফার্মওয়্যার
ਫਿਟਿੰਗਜ਼,ফিটিংস
ਸਥਿਰ ਬਿੰਦੂ ਚਾਰਟ,স্থির পয়েন্ট চার্ট
ਸਥਿਰ ਬਿੰਦੂ ਆਈਟਮ,স্থির পয়েন্ট আইটেম
ਫਲੈਸ਼,ফ্ল্যাশ
ਫਲੈਟ,সমান
ਫਲਿੱਕਰ,ঝাঁকুনি
ਫਲਿਪ ਫਲਾਪ,ফ্লিপ ফ্লপ
ਫਲੋਟ ਵਾਲਵ,ভাসমান ভালভ
ਫਲੋਟਿੰਗ,ভাসমান
ਫਲੋਟਿੰਗ ਬੈਟਰੀ,ভাসমান ব্যাটারি
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ,ভাসমান পয়েন্ট
ਫਲੋਟਿੰਗ ਪੋਰਟ,ভাসমান বন্দর
ਹੜ੍ਹ ਦੀ ਰੌਸ਼ਨੀ,বন্যার আলো
ਹੜ੍ਹ ਦੀ ਰੋਸ਼ਨੀ,বন্যার আলো
ਫਲੋਰ,মেঝে
ਫਲਾਪੀ,ফ্লপি
ਫਲੋ ਚਾਰਟ,প্রবাহ চার্ট
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,ওঠানামা
ਤਰਲ,তরল
ਫਲੋਰੋਸੈਂਟ ਲੈਂਪ,প্রতিপ্রভ বাতি
ਫਲੋਰੋਸੈਂਟ ਟਿ .ਬ,প্রতিপ্রভ টিউব
ਖੜੋਕ,ঝাপটায়
ਫਲੈਕਸ,ফ্লাক্স
ਫਲੈਕਸ ਲਿੰਕਜ,ফ্লাক্স লিঙ্কেজ
ਐਫਐਮ ਨੈੱਟਵਰਕ,এফএম নেটওয়ার্ক
Fm ਟਾਵਰ,এফএম টাওয়ার
ਫੋਕਸ,ফোকাস
ਫੋਕਸ ਨਿਯੰਤਰਣ,ফোকাস নিয়ন্ত্রণ
ਫੋਕਸਿੰਗ,ফোকাসিং
ਫੋਕਸਿੰਗ ਚੁੰਬਕ,ফোকাসিং চৌম্বক
ਧੁੰਦ,কুয়াশা
ਫੁਆਇਲ,ফয়েল
ਵਾਪਸ ਫੋਲਡ ਕਰੋ,ভাজ করা
ਫੋਲਡ ਡਿਪੋਲ,ভাঁজ ডিপোল
ਫੋਲਡਰ,ফোল্ডার
ਫੁਟੇਜ,ফুটেজ
ਫੁੱਟਰ,ফুটার
ਜ਼ਬਰਦਸਤੀ,জোর করে দোলনা
ਜ਼ਬਰਦਸਤੀ ਹਵਾਦਾਰੀ,জোর করে বায়ুচলাচল
ਜ਼ਬਰਦਸਤੀ ਵਾਈਬ੍ਰੇਸ਼ਨ,জোর করে কম্পন
ਫੋਰਜ,জাল
ਫਾਰਮੈਟ,ফর্ম্যাট
ਫਾਰਮੈਟ ਬਦਲਣਾ,ফর্ম্যাট শিফটিং
ਫਾਰਮੈਟ ਧੁਨਾਂ,ফর্ম্যাট সুর
ਫਾਰਮੈਟਿੰਗ,ফর্ম্যাটিং
ਅੱਗੇ ਬਿਆਸ,এগিয়ে পক্ষপাত
ਅੱਗੇ ਪੱਖਪਾਤ,ফরোয়ার্ড পক্ষপাতদুষ্ট
ਅੱਗੇ ਵਰਤਮਾਨ,ফরোয়ার্ড বর্তমান
ਅੱਗੇ ਦਿਸ਼ਾ,ফরোয়ার্ড দিক
ਅੱਗੇ ਦਾ ਵਿਰੋਧ,ফরোয়ার্ড প্রতিরোধ
ਫੌਰਿਅਰ ਟਰਾਂਸਫਾਰਮ,ফুরিয়ার রুপান্তর
ਫ੍ਰੈਕਟਲ,ফ্র্যাক্টাল
ਟੁੱਟਣਾ,খণ্ডন
ਫਰੇਮ ਫਰੇਮ,ফ্রেম
ਫਰੇਮ ਫਾਰਮੈਟਿੰਗ,ফ্রেম ফর্ম্যাটিং
ਸਮਕਾਲੀ ਸਮਾਵਾਸ,ফ্রেম সিঙ্ক্রোনাইজার
ਫਰੇਮਿੰਗ,ফ্রেমিং
ਮੁਫਤ ਇਲੈਕਟ੍ਰੌਨ,বিনামূল্যে ইলেক্ট্রন
ਖਾਲੀ ਥਾਂ ਦਾ ਨੁਕਸਾਨ,মুক্ত স্থান ক্ষতি
ਖਾਲੀ ਥਾਂ ਦਾ ਰੋਕਥਾਮ ਦਾ ਨੁਕਸਾਨ,মুক্ত স্থান পথ ক্ষতি
ਬਾਰੰਬਾਰਤਾ,ফ্রিকোয়েন্সি
ਬਾਰੰਬਾਰਤਾ ਅਲਾਟਮੈਂਟ,ফ্রিকোয়েন্সি বরাদ্দ
ਬਾਰੰਬਾਰਤਾ ਤਬਦੀਲੀ,ফ্রিকোয়েন্সি চেঞ্জার
ਬਾਰੰਬਾਰਤਾ ਕਨਵਰਟਰ,ফ্রিকোয়েন্সি রূপান্তরকারী
ਬਾਰੰਬਾਰਤਾ ਕਾ ter ਂਟਰ,ফ্রিকোয়েন্সি কাউন্টার
ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ,ফ্রিকোয়েন্সি বিকৃতি
ਬਾਰੰਬਾਰਤਾ ਡਿਵਾਈਡਰ,ফ্রিকোয়েন্সি ডিভাইডার
ਬਾਰੰਬਾਰਤਾ ਡੋਮੇਨ,কম্পাঙ্ক এলাকা
ਬਾਰੰਬਾਰਤਾ ਡਬਲਰ,ফ্রিকোয়েন্সি ডাবল
ਬਾਰੰਬਾਰਤਾ ਸੰਚਾਲਨ,কম্পাংক একক
ਬਾਰੰਬਾਰਤਾ ਮਾਨੀਟਰ,ফ্রিকোয়েন্সি মনিটর
ਬਾਰੰਬਾਰਤਾ ਮਲਟੀਪਲੈਕਸ,ফ্রিকোয়েন্সি মাল্টিপ্লেক্স
