Malayalam,Marathi
സിലിയറി,सिलीरी
സിലിയേറ്റ്,सिलीएट
സിലിയം (സിലിയ),सिलियम (सिलिया)
ചൃതാന,सिंचोना
സിയോണ,सिओना
Ciprofloxacin,सिप्रोफ्लोक्सासिन
പദക്ഷിണം,अभिसरण
രക്തചംക്രമണവ്യൂഹം,वर्तुळाकार प्रणाली
അനുരത്ത കമാൻഡ്,Surerosophageal कमिशन
സിറോഹോസ്,सिरोझ
സിറോസിസ്,सिरोसिस
Cirhous,सिरहस
സിത്തക,सिस्टर्ना
സിയന്റോൺ,मिस्ट्रॉन
സിട്രുലിൻ,सिट्रुलीन
സിട്രസ് ഫലം,लिंबूवर्गीय फळ
Chratistity -,क्लेडिस्टिक्स
പചാരു,क्लेडोड
ക്ലോഡോഫോറ,क्लेडोफोरा
ക്ലാരിയസ് ഗാരിനിനസ്,क्लेरियस गॅरीपिनस
പകുക്കുക,वर्ग
പകുക്കുക,वर्ग
വര്ഗീകരണം,वर्गीकरण
ക്ലാവിസ്പ്സ്,क्लेव्हिसेप्स
ക്ലാവിക്കിൾ,क्लेव्हिकल
ക്ലാൻലെസ് ഡിജിറ്റ്,क्लॉलेसलेस अंक
കളിമണ്ണ്,क्ले
പിളർപ്പ് രോമ,क्लीवेज फ्यूरो
ക്ലിയസ്റ്റോഗസ്,क्लीस्टोगॅमस
ക്ലെമറ്റിസ്,क्लेमाटिस
കാലാവസ്ഥ,हवामान
കാലാവസ്ഥാ മേഖല,हवामान क्षेत्र
കാലാവസ്ഥാ പാരാമീറ്റർ,हवामान पॅरामीटर
ക്ലൈമാക്സ് കമ്മ്യൂണിറ്റി,क्लायमॅक्स समुदाय
കയറുന്നവന്,गिर्यारोहक
കയറ്റം,चढणे
ക്ലിനിക്കൽ കാലയളവ്,क्लिनिकल कालावधी
ക്ലിറ്റലാർ,क्लीटलर
ധാരണയല്,क्लीटेलम
ക്ലിറ്റോറിയ,क्लीटोरिया
ക്ലിറ്റോറിസ്,क्लिटोरिस
വലോക്ക,क्लोका
ക്ലോണൽ തവള,क्लोनल बेडूक
ക്ലോണൽ പ്രചരണം,क्लोनल प्रसार
ക്ലോണൽ തിരഞ്ഞെടുക്കൽ,क्लोनल निवड
ക്ലോൺ,क्लोन
ക്ലോണിംഗ്,क्लोनिंग
അടുത്ത വിവാഹം,जवळचे लग्न
അടച്ച സിസ്റ്റം,बंद प्रणाली
ക്ലോസ്ട്രിഡിയം,क्लोस्ट्रिडियम
ക്ലോസ്ട്രിഡിയം ബ്യൂട്ടലിസിയം,क्लोस्ट्रिडियम ब्यूटिलिसियम
കട്ട്ട്ട് ബസ്റ്റർ,क्लॉट बस्टर
രക്തത്തിന്റെ കട്ടപിടിക്കുന്നത്,रक्ताची गठ्ठा
ക്ലോവർ ബീൻ,क्लोव्हर बीन
ക്ലോവർ-ഇല മോഡൽ,क्लोव्हर-लीफ मॉडेल
കോമാളി മത്സ്യം,जोकर मासे
സിനിദാരിയൻമാർ,Cnidarians
Cnidoblatst,Cnidoblast
കൂടെതാരം,कोअरव्हॅरेट
നാടൻ ക്രമീകരണ നോബ്,खडबडीत समायोजन नॉब
നാടൻ മണൽ,जाड वाळु
തീരദേശ ചരട്,किनारपट्टीचा ढिगा .्या
തീരദേശ ചെമ്മൻ കൾച്ചർ ഫാം,किनारपट्टी कोळंबी संस्कृती फार्म
കോബാൾട്ട്,कोबाल्ट
കൊക്കെയ്ൻ,कोकेन
കോസിഡിയോസിസ്,कोकिडिओसिस
കോക്കണ,कोकस
കോകെസിക്സ്,Coccyx
കോക്ലിയ,कोक्लीया
കോക്ലിയ,कोक्लीया
കീടകോശം,कोकून
കോഡ് ചെയ്ത ജനിതക പ്രോഗ്രാം,कोड केलेले अनुवांशिक प्रोग्राम
കോഡിൻ,कोडिन
കോഡിംഗ്,कोडिंग
കോഡിംഗ്,कोडिंग
കോഡിംഗ്,कोडिंग
കോഡിംഗ് സ്ട്രാന്റ്,कोडिंग स्ट्रँड
കോഡിമിനൻസ്,कोडिनन्स
കോഡൺ,कोडन
കോളറേറ്റ്,COELENTERATE
കോലെൻഡെറോൺ,कोलेन्टरन
സീലിയാക് ഗാംഗ്ലിയൻ,सेलिआक गॅंग्लियन
കോളമറ്റ്,कोलोमेट
വസനാഥൻ,कोयलोम
കോലോമിക് എപിത്തീലിയം,कोयलोमिक एपिथेलियम
കോലോമിക് ദ്രാവകം,कोयलोमिक फ्लुइड
കോലോമോ സാക്,कोयलोमो सॅक
Coinocytic,कोनोसाइटिक
Coenopodiayeae,कोएनोपोडियासी
Coenzyme,कोएन्झाइम
സഹ-പരിണാമം,सह-उत्क्रांती
കോ-വംശനാശം,सह-उत्कटता
സഹ-ഘടകം,सह-घटक
ഏകീകരണം,एकत्रीकरण
ഏകീകൃത ശക്തി,एकत्रित शक्ती
കോഹെസിയ സിദ്ധാന്തം,एकत्रित सिद्धांत
കോഹെഷൻ-ടെൻഷൻ-ട്രാൻസ്പിറേഷൻ,एकत्रीकरण-तणाव-ट्रान्सपायरी
കൂഓട്ട്,कोहोर्ट
സർപ്പികളായി അല്ലെങ്കിൽ ഹെയ്ലിലായി,आवर्तपणे किंवा हेल्कली कॉलेड
കോയിഡ് ചെയ്തു,Colled
കോത്തീസ്,कोयटस
COITUS ഇന്ററമ്പസ് (പിൻവലിക്കൽ),कोयटस इंटरप्टस (पैसे काढणे)
കോൾചിക്കൈൻ,कोल्चिसिन
കോൾകികം ശരത്നം,कोल्चिकम शरद .तूतील
കഠിനഹൃദയനായ,शांत रक्ताचा
തണുത്ത മരുഭൂമി,थंड वाळवंट
തണുത്ത റിസപ്റ്റർ,कोल्ड रिसेप्टर
കോൾഫോപ്റ്റർ,कोलियोप्टेरन
കൊലിപ്റ്റൈൽ,कोलिओप्टिल
കൊലോഹിസ,कोलोरहिझा
കൊളാസ്,कोलियस
കൊളാജൻ,कोलेजन
കൊളാജൻ ഫൈബർ,कोलेजन फायबर
കുപ്പായക്കഴുത്ത്,कॉलर
കൊളാറ്ററൽ ഗ്രന്ഥി,संपार्श्विक ग्रंथी
സ്ക്യൂബുൾ ശേഖരിക്കുന്നു,ट्यूब्यूल गोळा करीत आहे
നാളം ശേഖരിക്കുന്നു,नलिका गोळा करणे
കൊളീറ്റോട്രിചിം,कोलेटोट्रिचम
കോളിബ്ലാസ്റ്റ് സെൽ,कोलोब्लास्ट सेल
കൊളോയിഡ്,कोलोइड
കൊളീരിക്കൽ,कोलोइडल
കൊളോസാസിയ,कोलोकेशिया
കോളമില്ല,कोलन
കൊളോണിയൽ ഫോം,वसाहती फॉर्म
കൊളോണിയൽ നസ്റ്റോക്ക്,वसाहती एनओएसटीओसी
കോളനിവൽക്കരണം,वसाहतवाद
കോളനി,कॉलनी
കൊളസ്ട്രം,कोलोस्ट्रम
വർണ്ണ അന്ധത,रंग अंधत्व
നിര ക്രോമാറ്റോഗ്രാഫി,स्तंभ क्रोमॅटोग्राफी
ബെർട്ടിനിയുടെ നിര,बर्टिनीचा स्तंभ
നിര എപിത്തീലിയം,स्तंभ एपिथेलियम
കോം പ്ലേറ്റ്,कंघी प्लेट
സംയോജിത രോഗപ്രതിരോധ സിൻഡ്രോം,एकत्रित रोगप्रतिकारक कमतरता सिंड्रोम
സംയോജിത ഭാരം,एकत्रित वजन
കോം-ജെബി,कंघी-जेली
ജ്വലിക്കുക,ज्वलन
ജ്വലന പ്രക്രിയ,दहन प्रक्रिया
അര്ധവിരാമചിഹ്നം,स्वल्पविराम
ആമേനസം,Comensalism
കമ്മീഷൻ പാത്രം,कमिशनल जहाज
പൊതു പൂർവ്വികൻ,सामान्य पूर्वज
സാധാരണ കരോട്ടിഡ് ധമനി,सामान्य कॅरोटीड धमनी
