Kannada,Assamese
ಫೋರ್ಟ್ರಾನ್,fortran
ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,fortra প্ৰগ্ৰেমিং
ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್,ফৰৱাৰ্ড স্লেছ
ನಾಲ್ಕನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
ತುಣುಕು,খণ্ড
ಚೌಕಟ್ಟು,ফ্ৰেম
ಉಚಿತ ನಿವ್ವಳ,মুক্ত নেট
ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಅಡಿಪಾಯ,মুক্ত চফ্টৱেৰ ভেটি
ಉಚಿತ ಸಂಗ್ರಹಣೆ,বিনামূলীয়া সংৰক্ষণ
ಫ್ರೀವೇರ್,ফ্ৰীৱেৰ
ಮುಂಭಾಗದ ತುದಿ,আগশাৰীৰ
ಮುಂಭಾಗದ ಫಲಕ,ফ্ৰন্ট পেনেল
ಕಾರ್ಯ,অনুষ্ঠান
ಕಾರ್ಯ ಕೀ,ফাংচন কি&#39;
ಕಾರ್ಯ ಉಲ್ಲೇಖ,ফাংচন ৰেফাৰেন্স
ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
ಕ್ರಿಯಾತ್ಮಕ ಪರೀಕ್ಷೆ,কাৰ্য্যকৰী পৰীক্ষণ
ಅಸ್ಪಷ್ಟ ತರ್ಕ,অস্পষ্ট যুক্তি
ಅಸ್ಪಷ್ಟ ಸೆಟ್,অস্পষ্ট ছেট
ಲಾಭ,লাভ কৰা
ಆಟದ ಮರ,খেলা গছ
ಅಂತರದ ಪಾತ್ರ,ফাঁক চৰিত্ৰ
ಕಸ,আৱৰ্জনা
ಕಸ ಸಂಗ್ರಹಣೆ,জাবৰ সংগ্ৰহ
ಕಸ ಸಂಗ್ರಹಣೆ,জাবৰ সংগ্ৰহ
ಕಸದಲ್ಲಿ ಕಸ (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
ಗೇಟ್,গেট
ಗೇಟ್ವೇ,গেটৱে
ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ,সাধাৰণ কাৰ্যসূচী
ಸಾಮಾನ್ಯ ಕಾರ್ಯಕ್ರಮ,সাধাৰণ কাৰ্যসূচী
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
ಸಾಮಾನ್ಯ ನೋಂದಣಿ,সাধাৰণ পঞ্জীয়ন
ಸಾಮಾನ್ಯೀಕರಣ,সাধাৰণীকৰণ
ಸಾಮಾನ್ಯೀಕರಣ,সাধাৰণীকৰণ
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಭಾಷೆ,সাধাৰণ উদ্দেশ্যৰ ভাষা
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣಾ ವ್ಯವಸ್ಥೆ,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ನೋಂದಣಿ,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
ಸೃಷ್ಟಿಸಿದ ದೋಷ,সৃষ্টি কৰা ভুল
ಕಾರ್ಯವನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ,জেনেৰেটিং ফাংচন
ಸಾಮಾನ್ಯ ವರ್ಗ,জেনেৰিক ক্লাছ
ಸಾಮಾನ್ಯ ಕಾರ್ಯ,জেনেৰিক ফাংচন
ಸಾಮಾನ್ಯ ಹೆಸರು,জেনেৰিক নাম
ಗಿಗೋ,gigo
ಜಾಗತಿಕ,সাৰ্বজনীন
ಜಾಗತಿಕ ಕೋಡ್,গ্লোবেল ক&#39;ড
ಜಾಗತಿಕ ಲಾಕ್,গ্লোবেল লক
ಜಾಗತಿಕ ನೆಟ್ವರ್ಕ್,গ্লোবেল নেটৱৰ্ক
ಜಾಗತಿಕ ನೆಟ್ವರ್ಕ್,গ্লোবেল নেটৱৰ্ক
ಜಾಗತಿಕ ಬಳಕೆದಾರ,গ্লোবেল ব্যৱহাৰকাৰী
ಜಾಗತಿಕ ವೇರಿಯಬಲ್,গ্লোবেল ভেৰিয়েবল
ಜಾಗತೀಕರಣ,বিশ্বায়ন
ಗೋಫರ್,gopher
ಗೋಫರ್ ಕ್ಲೈಂಟ್,gopher ক্লায়েন্ট
ಗೋಫರ್ ಸರ್ವರ್,gopher চাৰ্ভাৰ
ಗೋಫರ್ ಸೈಟ್,gopher চাইট
ಗೋಫರ್ ಸ್ಪೇಸ್,gopher স্থান
ಆಕರ್ಷಕವಾದ ಅವನತಿ,graceful অৱক্ষয়
ವ್ಯಾಕರಣ ಪರೀಕ್ಷಕ,ব্যাকৰণ পৰীক্ষক
ವ್ಯಾಕರಣ ಆಕರ್ಷಕವಾದ ನಿರ್ಗಮನ,ব্যাকৰণ graceful প্ৰস্থান
ದೊಡ್ಡ ಒಟ್ಟು,সৰ্বমুঠ
ಗ್ರಾಫ್,গ্ৰাফ
ಗ್ರಾಫ್ ಪ್ಲಾಟಿಂಗ್,গ্ৰাফ প্লটিং
ಗ್ರಾಫಿಕ್ ಪಾತ್ರ,গ্ৰাফিক চৰিত্ৰ
ಗ್ರಾಫಿಕ್ ನಿಯಂತ್ರಕ,গ্রাফিক নিয়ন্ত্রক
ಗ್ರಾಫಿಕ್ ಡೇಟಾ ರಚನೆ,গ্ৰাফিক ডাটা গঠন
ಗ್ರಾಫಿಕ್ ಪ್ರದರ್ಶನ ಕಾರ್ಯಕ್ರಮ,গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম
ಗ್ರಾಫಿಕ್ ಪ್ರದರ್ಶನ ರೆಸಲ್ಯೂಶನ್,গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন
ಗ್ರಾಫಿಕ್ ಭಾಷೆ,গ্ৰাফিক ভাষা
ಗ್ರಾಫಿಕ್ ಭಾಷೆ,গ্ৰাফিক ভাষা
ಗ್ರಾಫಿಕ್ ಫಲಕ,গ্ৰাফিক পেনেল
ಚಿತ್ರಾತ್ಮಕ ಅನಿಮೇಷನ್,গ্ৰাফিকেল এনিমেচন
ಚಿತ್ರಾತ್ಮಕ ಇಂಟರ್ಫೇಸ್ ಫಾರ್ಮ್ಯಾಟ್ (GIF),চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF)
ಚಿತ್ರಾತ್ಮಕ ಬಳಕೆದಾರ ಇಂಟರ್ಫೇಸ್ (GUI),চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI)
ಗ್ರಾಫಿಕ್ಸ್,গ্রাফিক্স
ಗ್ರಾಫಿಕ್ಸ್ ಅಪ್ಲಿಕೇಶನ್,গ্ৰাফিক্স এপ্লিকেচন
ಗ್ರಾಫಿಕ್ಸ್ ಕರ್ಸರ್,গ্ৰাফিক্স কাৰ্চাৰ
ಗ್ರಾಫಿಕ್ಸ್ ಮೋಡ್,গ্ৰাফিক্স মোড
ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್,গ্ৰাফিক্স পেকেজ
ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್,গ্ৰাফিক্স চফ্টৱেৰ
ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್,গ্ৰাফিক্স চফ্টৱেৰ
ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್,গ্ৰাফিক্স চফ্টৱেৰ পেকেজ
ಬೂದು ಪ್ರಮಾಣದ,ধূসৰ স্কেল
ದುರಾಸೆಯ ವಿಧಾನ,লোভী পদ্ধতি
grep,grep
ಗ್ರಿಡ್,গ্ৰিড
ಗ್ರಿಡ್ ಚಾರ್ಟ್,গ্ৰীড চাৰ্ট
ಗ್ರಿಡ್ ಕಂಪ್ಯೂಟಿಂಗ್,গ্ৰীড কম্পিউটিং
ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್,গ্ৰীড মডুলেচন
ನೆಲದ ಅಲೆ,মাটিৰ তৰংগ
ಗುಂಪು,গোট
ಗುಂಪು ವಿಳಾಸ,গোটৰ ঠিকনা
ಗುಂಪು ಕೋಡ್,গ্ৰুপ ক&#39;ড
ಗುಂಪು ಸಂವಹನ,গোটৰ যোগাযোগ
ಗುಂಪು ಸಂವಹನ,গোটৰ যোগাযোগ
ಗುಂಪು ಗುರುತಿಸುವಿಕೆ,গোট চিনাক্তকৰণ
ತಂಡದ ಹೆಸರು,গোটৰ নাম
ಗ್ರೂಪ್‌ವೇರ್,গ্ৰুপৱেৰ
ಬೆಳವಣಿಗೆ,বৃদ্ধি
ಕಾವಲುಗಾರ,ৰক্ষা কৰা
ಮಾರ್ಗದರ್ಶಿ ಮಾಧ್ಯಮ,নিৰ্দেশিত মাধ্যম
ಗನ್ಜಿಪ್,গুনজিপ
ಹ್ಯಾಕ್,হেক কৰক
ಹ್ಯಾಕರ್,হেকাৰ
ಹ್ಯಾಕರ್ ನಿಘಂಟು,hacker&#39;s অভিধান
ಅರ್ಧ ಆಡ್ಡರ್,হাফ এডাৰ
ಅರ್ಧ ಸೇತುವೆ,আধা দলং
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್,হাফ ডুপ্লেক্স
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಲೈನ್,হাফ ডুপ্লেক্স লাইন
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಮೋಡ್,হাফ ডুপ্লেক্স মোড
ಅರ್ಧ ತೀವ್ರತೆ,আধা তীব্ৰতা
ಅರ್ಧ ರೂಟರ್,হাফ ৰাউটাৰ
ಅರ್ಧ ಕಳೆಯುವವರು,আধা বিয়োগকাৰী
ಅರ್ಧ ಟೋನಿಂಗ್,হাফ টোনিং
ಅರ್ಧ ಪದ,আধা শব্দ
ಹ್ಯಾಮಿಲ್ಟೋನಿಯಸ್ ಚಕ್ರ,hamiltonious চক্ৰ
ಹ್ಯಾಮಿಂಗ್ ಕೋಡ್,হামিং কোড
ಕೈ,হাত
ಕೈ ಪ್ರತಿ,হাতৰ কপি
ಹ್ಯಾಂಡಲ್,চম্ভালা
ನಿರ್ವಹಣೆ,হেণ্ডলিং
ತೂಗುಹಾಕು,ওলমা
ಸಂತೋಷದ ನಿವ್ವಳ,সুখী নেট
ಹಾರ್ಡ್ ಕಾಪಿ ಸಾಧನ,হাৰ্ড কপি ডিভাইচ
ಹಾರ್ಡ್ ಡಿಸ್ಕ್,হাৰ্ড ডিস্ক
ಹಾರ್ಡ್ ಡಿಸ್ಕ್ ಕ್ರ್ಯಾಶ್,হাৰ্ড ডিষ্ক ক্ৰেচ
ಕಠಿಣ ದೋಷ,কঠিন ভুল
ಯಂತ್ರಾಂಶ ಹರಿವಿನ ನಿಯಂತ್ರಣ,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
ಹಾರ್ಮೋನಿಕ್,হাৰমনিক
ಹಾರ್ಮೋನಿಕ್ ಸರಾಸರಿ,হাৰমনিক গড়
ಹ್ಯಾಶ್,hash
ಹ್ಯಾಶ್ ರೇಖಾಚಿತ್ರ,হেচ ডায়াগ্ৰাম
ಹ್ಯಾಶ್ ಟೇಬಲ್,হেচ টেবুল
ಹ್ಯಾಶಿಂಗ್ ತಂತ್ರ,হেচিং কৌশল
ಶಿರೋಲೇಖ,হেডাৰ
ರಾಶಿ,ঢেৰ
ರಾಶಿ ರೀತಿಯ,heap sort
ಸಹಾಯ,সহায়
ಸಹಾಯ ಪರದೆ,সহায় পৰ্দা
ಸಹಾಯವಾಣಿ,হেল্পনেট
ಹರ್ಟ್ಜ್,হাৰ্টজ
ಹ್ಯೂರಿಸ್ಟಿಕ್,heuristic
ಹ್ಯೂರಿಸ್ಟಿಕ್ ವಿಧಾನ,হিউৰিষ্টিক পদ্ধতি
ಹೆಕ್ಸಾಡೆಸಿಮಲ್ ಸಂಖ್ಯೆಗಳು,ষড়দশমিক সংখ্যা
ಗುಪ್ತ ಸಾಲು,লুকাই থকা ৰেখা
ಕ್ರಮಾನುಗತ ಡೇಟಾ ಬೇಸ್,স্তৰভিত্তিক তথ্য ভিত্তি
ಕ್ರಮಾನುಗತ ಫೈಲ್ ಸಿಸ್ಟಮ್,স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী
ಶ್ರೇಣೀಕೃತ ಸ್ಥಳಾಕೃತಿ,স্তৰভিত্তিক ভূ-প্ৰকৃতি
ಉನ್ನತ ಮಟ್ಟದ ಭಾಷೆ,উচ্চ পৰ্যায়ৰ ভাষা
ಹೆಚ್ಚಿನ ಮೆಮೊರಿ ಪ್ರದೇಶ,উচ্চ স্মৃতিশক্তি এলেকা
ಹೆಚ್ಚಿನ ಕಾರ್ಯಕ್ಷಮತೆ,উচ্চ পৰিৱেশন
ಹಿಟ್,মৰা
ಹಿಟ್ ದರ,হিট হাৰ
ಹಿಟ್ ಅನುಪಾತ,হিট ৰেচিঅ&#39;
ರಂಧ್ರ,ফুটা
ಹೋಮ್ ಡೈರೆಕ್ಟರಿ,হোম ডাইৰেকটৰী
ಮುಖಪುಟ,হোম পেজ
ಏಕರೂಪದ ನಿರ್ದೇಶಾಂಕ,সমজাতীয় স্থানাংক
ಹಾಪ್,জঁপিওৱা
ಹಾಪ್ ಎಣಿಕೆ,হপ গণনা
ಕೊಂಬು,শিঙ
ಹೋಸ್ಟ್ ಕಂಪ್ಯೂಟರ್,গৃহস্থ কম্পিউটাৰ
ಹೋಸ್ಟ್ ಕಂಪ್ಯೂಟರ್,গৃহস্থ কম্পিউটাৰ
ಹೋಸ್ಟ್ ಭಾಷೆ,গৃহস্থ ভাষা
ಬಿಸಿ ಕೀ,হট কী
ಹೈಪರ್ ಟೆಕ್ಸ್ಟ್ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ (HTML),হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML)
ಕಲ್ಪನೆ,অনুমান
ನಾನು ಪಾಡ್,মই পড
I/O ಬಫರ್,I/O বাফাৰ
I/O ಪೋರ್ಟ್,I/O পৰ্টে
I/O ಘಟಕ,I/O একক
ಗುರುತಿಸುವಿಕೆ,চিনাক্তকৰ্তা
ಗುರುತು,পৰিচয়
ಚಿತ್ರ,ছৱি
ಚಿತ್ರ ಸಂವೇದಕ,ইমেজ চেন্সৰ
ಪ್ರಭಾವ ಮುದ್ರಕ,ইমপেক্ট প্ৰিন্টাৰ
ಪ್ರತಿರೋಧ,ইম্পিডেন্স
ಕಡ್ಡಾಯ ಪ್ರೋಗ್ರಾಂ ಭಾಷೆ,আৱশ্যকীয় প্ৰগ্ৰেম ভাষা
ಕಡ್ಡಾಯ ಹೇಳಿಕೆ,আৱশ্যকীয় বক্তব্য
ಸೂಚ್ಯ ವಿಳಾಸ,অন্তৰ্নিহিত ঠিকনা
ಅಸಾಧ್ಯ ಘಟನೆ,অসম্ভৱ পৰিঘটনা
ನಿಷ್ಕ್ರಿಯ ನೋಡ್,নিষ্ক্ৰিয় ন&#39;ড
ಅಸಂಗತತೆ,অসামঞ্জস্যতা
ಹೆಚ್ಚಳ,বৃদ্ধি কৰক
ಸೂಚ್ಯಂಕ,সূচী
ಸೂಚ್ಯಂಕ ಡೇಟಾ ಐಟಂ,সূচী তথ্য বস্তু
ಸೂಚ್ಯಂಕ ಫೈಲ್,সূচী নথিপত্ৰ
ಸೂಚ್ಯಂಕ ರಿಜಿಸ್ಟರ್,সূচী পঞ্জীয়ন
ಸೂಚ್ಯಂಕ ಅನುಕ್ರಮ,সূচী ক্ৰমিক
ಸೂಚ್ಯಂಕ ವಿಳಾಸ,সূচীভুক্ত ঠিকনাকৰণ
ಸೂಚ್ಯಂಕ ಭಾಷೆ,সূচীভুক্ত ভাষা
ಸೂಚ್ಯಂಕ ಅನುಕ್ರಮ ಫೈಲ್,সূচীভুক্ত ক্ৰম নথিপত্ৰ
ಸೂಚ್ಯಂಕ ಅನುಕ್ರಮ ಸ್ಕ್ಸೆಸ್ ವಿಧಾನ (ISAM),সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM)
ಪರೋಕ್ಷ ಸಂಬೋಧನೆ,পৰোক্ষ সম্বোধন
ಇನ್ಫರ್ಮ್ಯಾಟಿಕ್ಸ್,তথ্যবিজ্ঞান
ಮಾಹಿತಿ,তথ্য
ಮಾಹಿತಿ ಬಿಟ್,তথ্য বিট
ಮಾಹಿತಿ ನಿರ್ವಹಣೆ,তথ্য ব্যৱস্থাপনা
ಮಾಹಿತಿ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (IMS),তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS)
ಮಾಹಿತಿ ಮರುಗಳಿಕೆ,তথ্য উদ্ধাৰ কৰা
ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,তথ্য ব্যৱস্থা
ಮಾಹಿತಿ ತಂತ್ರಜ್ಞಾನ (IT),তথ্য প্ৰযুক্তি (IT)
ಮೂಲಸೌಕರ್ಯ ನಿರ್ವಹಣೆ,আন্তঃগাঁথনি ব্যৱস্থাপনা
ಆನುವಂಶಿಕತೆ,উত্তৰাধিকাৰ
ಆನುವಂಶಿಕ ದೋಷ,উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল
ಆರಂಭಿಕ,প্ৰাৰম্ভিক
ಆರಂಭಿಕ ವಿಳಾಸ,প্ৰাৰম্ভিক ঠিকনা
ಆರಂಭಿಕ ಸ್ಥಿತಿ,প্ৰাৰম্ভিক অৱস্থা
ಪ್ರಾರಂಭ,আৰম্ভণি
ಇಂಕ್ ಜೆಟ್ ಪ್ರಿಂಟರ್,ইংক জেট প্ৰিন্টাৰ
ಅಸಂಖ್ಯಾತ,অসংখ্য
ಐ-ನೋಡ್ ಟೇಬಲ್,i-node টেবুল
ಕಾರ್ಯನಿರ್ವಹಿಸದ ಸಮಯ,অকাৰ্য্যকৰী সময়
ಇನ್ಪುಟ್ ಬಫರ್ ರಿಜಿಸ್ಟರ್,ইনপুট বাফাৰ ৰেজিষ্টাৰ
ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಪ್ರೊಸೆಸರ್ (I/O ಪ್ರೊಸೆಸರ್),ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ)
ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ರಿಜಿಸ್ಟರ್ (I/O ರಿಜಿಸ್ಟರ್),ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ)
ಇನ್ಪುಟ್ ಔಟ್ಪುಟ್ ಹೇಳಿಕೆ (I/O ಹೇಳಿಕೆ),ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি)
ಇನ್‌ಪುಟ್/ಔಟ್‌ಪುಟ್ (I/O),ইনপুট/আউটপুট (I/O)
ಇನ್‌ಪುಟ್/ಔಟ್‌ಪುಟ್ ಬಫರ್ (I/O ಬಫರ್),ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ)
ಇನ್‌ಪುಟ್/ಔಟ್‌ಪುಟ್ ಸಾಧನ (I/O ಸಾಧನ),ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ)
ಸೇರಿಸು,প্ৰবিষ্ট কৰা
ಅಳವಡಿಕೆಯ ರೀತಿಯ,সন্নিৱিষ্ট কৰা সজাই পৰাই তোলা
ಅನುಸ್ಥಾಪನೆಯ ಸಮಯ,সংস্থাপনৰ সময়
ನಿದರ್ಶನ,উদাহৰণ
ಸೂಚನಾ,নিৰ্দেশনা
ಸೂಚನಾ ಕೌಂಟರ್,নিৰ্দেশনা কাউণ্টাৰ
ಸೂಚನಾ ಚಕ್ರ,নিৰ্দেশনা চক্ৰ
ಸೂಚನಾ ಸೆಟ್,নিৰ্দেশনা ছেট
ಪೂರ್ಣಾಂಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್,পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং
ಪೂರ್ಣಾಂಕ ವೇರಿಯಬಲ್,পূৰ্ণসংখ্যা চলক
ಸಂಯೋಜಿತ ಮೋಡೆಮ್,সংহত মডেম
ಸಂಯೋಜಿತ ಸೇವೆಗಳು ಡಿಜಿಟಲ್ ನೆಟ್ವರ್ಕ್ (ISDN),ডিজিটেল নেটৱৰ্ক (ISDN)
ಸಮಗ್ರತೆ,একতা
ಬುದ್ಧಿವಂತ ನಿಯಂತ್ರಕ,বুদ্ধিমান নিয়ন্ত্ৰক
ಬುದ್ಧಿವಂತ ಟರ್ಮಿನಲ್,বুদ্ধিমান টাৰ্মিনেল
ಇಂಟರ್ ಬ್ಲಾಕ್,inter ব্লক
ಇಂಟರ್ ಬ್ಲಾಕ್ ಅಂತರ,আন্তঃব্লক ব্যৱধান
ಅಂತರ ಸಂವಹನ ವ್ಯವಸ್ಥೆ,আন্তঃ যোগাযোগ ব্যৱস্থা
ಪರಸ್ಪರ ಕ್ರಿಯೆ,ভাৱ-বিনিময়
ಸಂವಾದಾತ್ಮಕ ಗ್ರಾಫಿಕ್ಸ್,ইন্টাৰেক্টিভ গ্ৰাফিক্স
ಸಂವಾದಾತ್ಮಕ ಕೀಬೋರ್ಡ್ ಮುದ್ರಕ,ইন্টাৰেক্টিভ কিবৰ্ড প্ৰিন্টাৰ
ಇಂಟರ್ಕಾಮ್ ಸೇವೆ,ইন্টাৰকম সেৱা
ಇಂಟರ್ಫೇಸ್,আন্তঃপৃষ্ঠ
ಇಂಟರ್ಲೀವಿಂಗ್,ইন্টাৰলিভিং
ಮಧ್ಯಂತರ ಬಫರ್,মধ্যৱৰ্তী বাফাৰ
ಆಂತರಿಕ ಬ್ಲಾಕ್,অভ্যন্তৰীণ ব্লক
ಆಂತರಿಕ ಸಂವಹನ,আভ্যন্তৰীণ যোগাযোগ
ಆಂತರಿಕ ವಿಘಟನೆ,আভ্যন্তৰীণ খণ্ডিতকৰণ
ಆಂತರಿಕ ಸ್ಮರಣೆ,আভ্যন্তৰীণ স্মৃতিশক্তি
ಆಂತರಿಕ ರೀತಿಯ,অভ্যন্তৰীণ সজাই পৰাই তোলা
ಆಂತರಿಕ ಟೈಮರ್,অভ্যন্তৰীণ টাইমাৰ
ಪ್ರಮಾಣೀಕರಣಕ್ಕಾಗಿ ಅಂತರರಾಷ್ಟ್ರೀಯ ಸಂಸ್ಥೆ (ISO),আন্তৰ্জাতিক প্ৰামাণিককৰণ সংস্থা (ISO)
ಅಂತರರಾಷ್ಟ್ರೀಯ ತಾಂತ್ರಿಕ ಬೆಂಬಲ ಸಂಸ್ಥೆ,আন্তঃৰাষ্ট্ৰীয় কাৰিকৰী সহায়ক সংস্থা
ಇಂಟರ್ನೆಟ್,ইণ্টাৰনেট
ಇಂಟರ್ನೆಟ್ ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಪಡೆ (IETF),ইণ্টাৰনেট অভিযান্ত্ৰিক টাস্ক ফ&#39;ৰ্চ (IETF)
ಅಂತರ್ಜಾಲ ಶೋಧಕ,ইন্টাৰনেট এক্সপ্ল&#39;ৰাৰ
ಇಂಟರ್ನೆಟ್ ಬೇಟೆ,ইন্টাৰনেট হান্ট
