Assamese,English
কিৰিতি আগৰ,Corona point
পোক-পৰুৱা বিকৃতকাৰী,Corona shields
ভল্টমিটাৰ,Corona voltmeter
gritty তাঁৰ,Corona wire
গতিশীলভাৱে সক্ৰিয় কৰা সৌৰ শিখা,Coronal active prominence
সৌৰ জ্বলন,Coronal cloud prominence
সৌৰ জ্বলন,Coronal prominence
সৌৰ জ্বলন,Coronal sunspot prominence
গ্ৰেনুল,Corpuscle
কণাযুক্ত বিকিৰণ,Corpuscular radiation
আনুলাৰ ৰশ্মি,Corpuscular ray
কণা তত্ত্ব,Corpuscular theory
সংশোধিত,Correcrted
"শুদ্ধ, শুদ্ধ, শুদ্ধ",Correct
সংশোধিত দিশ অনুপাত,Corrected aspect ratio
পৰিৱৰ্তিত Decman,Corrected bearing
"চুম্বকীয় দিশ, চুম্বক উত্তৰ কোণ",Corrected compass heading (=magnetic heading)
পৰিৱৰ্তিত দৈৰ্ঘ্য,Corrected length
পৰিৱৰ্তিত ঘূৰ্ণনশীল খোজ,Corrected rotor speed
শিখৰণ কুণ্ডলী,Correcting coil (=peaking coil)
পৰিবৰ্তক জাল,Correcting network (=shaping network)
"শুধৰণি, সংশোধন",Correction
সংশোধন বক্ৰ,Correction curve
পৰিবৰ্তক উপাদান,Correction element
"সংশোধন বহুগুণক, সংশোধন বহুগুণক",Correction factor
সংশোধন কৰা দক্ষতা,Correction maneuvre
পুনৰীক্ষণ স্লিপ,Correction slip
পুনৰীক্ষণ পোষ্ট,Correction term
পুনৰীক্ষণৰ সময়সীমা,Correction time
পৰিৱৰ্তক ক্ৰিয়া,Corrective action
আকৃতি পৰিবৰ্তক জাল,Corrective network
পৰিৱৰ্তক,Corrector
ৰেক্টিফায়াৰ চাৰ্কিট,Corrector circuit
পৰিৱৰ্তক সূত্ৰ,Corrector formula
মডিফায়াৰ লেন্স,Corrector lens
জাৰণযুক্ত ইলেক্ট্ৰ&#39;ড,Corred electrode
সম্পৰ্কিত চৰিত্ৰৰ উষ্ণতা,Correlated color temperature
সম্পৰ্কিত ভুল,Correlated error
সহ - সম্পৰ্ক,Correlation
বিক্ষিপ্ত বেগৰ সম্পৰ্ক সহগ,Correlation coefficient of turbulent velocity
সম্পৰ্কীয় ডায়েগ্ৰাম,Correlation diagram
সম্পৰ্কীয় ফলন,Correlation function
"সম্পৰ্ক মেট্ৰিক্স, সম্পৰ্ক মেট্ৰিক্স",Correlation matrix
সম্পৰ্ক পদ্ধতি,Correlation method
সম্পৰ্কীয় অনুপাত,Correlation ratio
সম্পৰ্ককৰ্তা,Correlator
সম্পৰ্কীয় ডায়েগ্ৰাম,Correlogram
আত্মীয়তা বিশ্লেষণ,Correlogram analysis
"to correspond, to correspond",Correspond
সংঘৰ নিয়মাৱলী,Correspondence principle
সংশ্লিষ্ট মজিয়া,Corresponding level
সামঞ্জস্যপূৰ্ণ অৱস্থা,Corresponding state
"ঢৌৱা তৰংগপথ, ঢৌৱা তৰংগ পথ, নিৰ্ণায়ক, ঢৌৱা তৰংগ ষ্ট্ৰিপ",Corrugated wave guide
কৰ্টিছন থেৰাপী,Cortisone thorapy
বহিঃতাপীয় বিস্ফোৰক,Coruscator
"বিপৰীত খণ্ডিত বৰ্গ ৰশ্মি, ক’চিকেণ্ট বৰ্গ ৰশ্মি",Cosecant squared beam
cosecant বৰ্গক্ষেত্ৰৰ এন্টেনা,Cosecant squarred antenna
cosines নিয়ম,Cosine law
কোচাইন কইল,Cosine winding
স্থানৰ প্ৰাচুৰ্য্য,Cosmic abundance
মহাকাশ ৰশ্মি ফাটি গ’ল,Cosmic burst
মহাজাগতিক মৌল,Cosmic element
মহাকাশৰ পোহৰৰ উৎস,Cosmic light source
মহাকাশ নিউট্ৰন,Cosmic neutron
মহাকাশৰ শব্দ,Cosmic noise
স্থানৰ উৎপত্তি,Cosmic origin
মহাকাশ পৰিঘটনা,Cosmic phenomenon
মহাকাশ বিকিৰণ,Cosmic radiation
"মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি",Cosmic ray
মহাকাশ ৰশ্মি পৰিপূৰকতা অক্ষাংশ,Cosmic ray knee
মহাকাশ ৰশ্মি,Cosmic ray meter
মহাকাশ ৰশ্মি তৰা,Cosmic ray star
মহাকাশ ৰশ্মি দূৰবীণ,Cosmic ray telescope
স্পেচ ৰশ্মি ৰেকৰ্ডাৰ,Cosmic recorder
মহাকাশৰ বৰষুণ,Cosmic shower
স্থান,Cosmic space
মহাজাগতিক,Cosmical
মহাজাগতিক বিকৰ্ষণ,Cosmical repulsion
মহাজাগতিক শব্দ,Cosmical terem
ব্ৰহ্মাণ্ডীয় ধ্ৰুৱক,Cosmological constant
মহাজাগতিক ৰেখা উপাদান,Cosmological line element
মহাজাগতিক আৰ্হি,Cosmological model
মহাজাগতিক পৰিঘটনা,Cosmological phenomenon
মহাজাগতিক প্ৰক্ৰিয়া,Cosmological process
মহাজাগতিক নীতি,Cosmological theory
"ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান",Cosmology
মহাকাশচাৰী,Cosmonaut
মহাকাশ বিজ্ঞান,Cosmonautics
"cosmos, বিশ্বব্ৰহ্মাণ্ড",Cosmos
কচমোট্ৰন,Cosmotron
বিন্দু কম্পাঙ্ক,Cot frequency
কোটাৰ,Cotar
কপাহী ফিল্টাৰ,Cotton wool filter
কট্ৰেল কঠিন হোৱা,Cottrell hardening
"কট্ৰেল মেনেজমেণ্ট, কট্ৰেল টেলন",Cottrell locking
কট্ৰেল পদ্ধতি,Cottrell method
কট্ৰেল প্ৰেচিপিটেটৰ,Cottrell precipitator
ডাইপোল পাৰস্পৰিক চুইচ,Couble pole single throw-switch
quet ভিস্কোমিটাৰ,Couette viscosimeter
কুলমাৰ এৰে,Coulmer array (antenna)
কুলম্ব,Coulomb
কুলম্ব বাধা,Coulomb barrier
কুলম্ব-ব্যাসাৰ্ধ,Coulomb barrier radius
কুলম্ব ডেম্পিং,Coulomb damping
কুলম্ব অসৎতা,Coulomb degeneracy
কুলম্ব শক্তি,Coulomb energy
কুলম্ব উদ্দীপনা,Coulomb excitation
কুলম্ব বল,Coulomb force
কুলম্ব-ঘৰ্ষণ,Coulomb friction
কুলম্ব ভগ্নাংশ,Coulomb part
"কুলম্ব বিকিৰণ, ৰাদাৰফোৰ্ড বিক্ষিপ্ততা",Coulomb scattering (=Rutherford scattering)
coulomb ৰ নিয়ম,Coulomb's law
কুলম্বি উদ্দীপনা,Coulombic excitation
কুলোমি এলেকা,Coulombic field
কুলোমিটাৰ,Coulometer
কুলোমেট্ৰি,Coulometry
ড্ৰাইভিং ৰুম,Counducting chamber
"গণনা, গণনা, গণনা, গণনা, লোকপিয়ল",Count
"গণনা, বিপৰীত গণনা",Count down
ৰিভাৰ্ছল চাৰ্কিট,Count down circuit
"গণনাৰ হাৰ, গণনাৰ হাৰ",Count rate
কেলকুলেটৰ,Count register
ওলোটা প্ৰক্ৰিয়া,Countdown procedure
"কেলকুলেটৰ, পেনেল, কাউণ্টাৰ",Counter
কাউণ্টাৰবেলেন্স,Counter balance
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,Counter clockwise
গণিত-নিয়ন্ত্ৰিত,Counter controlled
"ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট",Counter current
ৰিভাৰ্ছ কাৰেণ্ট ডিভাইচ,Counter current apparatus
কাউণ্টাৰ কাৰেণ্ট,Counter current braking
ৰিভাৰ্ছ কাৰেণ্ট চেণ্ট্ৰিফিউজ,Counter current centrifuge
কাউণ্টাৰকাৰেণ্ট প্ৰবাহ পদ্ধতি,Counter current flow method
কাউণ্টাৰকাৰেণ্ট তত্ত্ব,Counter current principle
গাণিতিক দক্ষতা,Counter efficiency
বিপৰীতমুখী বিদ্যুৎ গতিশীল বল,Counter electromotive force
তাপ বিনিময়কাৰী,Counter heat exchanger
বিপৰীত ছবি,Counter image (=inverse image)
উপদেশ,Counter principle
Mathematica বৰ্ণালীমাপক,Counter spectrometer
সমান্তৰাল চতুৰ্ভুজ,Counter telescope (=coincidence telescope of counters)
গণিতৰ নলী,Counter tube
কাউণ্টাৰৱেট,Counter weight
কাউণ্টাৰ কাৰেণ্ট এক্সচেঞ্জ,Counter-current exchange
নমুনা,Counterdoping
ডেপুটেচন,Countere measures
"reverse, ধড়",Counterepoise
ৰিবাউণ্ড এন্টেনা,Counterpoise antenna
"কেপাচিটেন্স আৰ্থ সংযোগ, বিপৰীত আৰ্থ সংযোগ",Counterpoise earth (=capacity earth =balancing earth)
কাউণ্টাৰৱেট,Counterpoise weight
প্ৰতিভাৰসাম্য ৰক্ষা কৰা,Counterpoised
"গণনা বৰ্তনী, গণনা বৰ্তনী",Counting circuit
গণ্ডিয়াল,Counting dial
গণনা কৰা ডিস্ক,Counting disc
গণনাৰ ক্ষেত্ৰত অভাৱ,Counting losses
গণনাৰ হাৰ,Counting rate
গণনাৰ হাৰ জুখিব পাৰি,Counting rate meter
ৰিলে গণনা কৰা,Counting relay
"গণনা, গণনা-সংখ্যা, গণনা, গণনা",Counts
বিশ্লেষণত গণনা কৰা,Counts in analysis
বল যোৰ,Couple
সংযুক্ত বৰ্তনী,Coupled circuit
সংযুক্ত প্ৰসাৰণ ব্যৱস্থা,Coupled diffusion mechanism
সংযুক্ত ইম্পিডেন্স,Coupled I mpedance
সংযুক্ত পেণ্ডুলাম,Coupled pendulum
সংযুক্ত বিক্ৰিয়া,Coupled reaction
সংযুক্ত ব্যৱস্থা,Coupled system
সংযুক্ত তৰংগ,Coupled wave
কাপলাৰ,Coupler
কাপলিং উপাদান,Couplilng component
কাপলিং ফুটা,Couplilng hole
কাপলিং মান,Couplilng value
কাপলিং,Coupling
কাপলিং সহগ,Coupling coefficient
কাপলিং যৌগ,Coupling compound
কাপলাৰ কেপাচিটৰ,Coupling condenser
কাপলিং,Coupling constant
কাপলিং পৰিশোধন,Coupling correction
সংযোজন শক্তি,Coupling energy
কাপলিং এক্সজেষ্ট,Coupling exit
কাপলিং লুপ,Coupling loop
কাপলিং মেছ,Coupling network
কাপলিং প্ৰ&#39;ব,Coupling probe
কাপলিং ৰেজিষ্টেন্স,Coupling resistance
