Assamese,Tamil
পাৰমাণৱিক অনুমান,அணு கருதுகோள்
পাৰমাণৱিক ছাই,அணு சாம்பல்
পাৰমাণৱিক শক্তিৰ স্তৰ,அணு ஆற்றல் நிலை
পাৰমাণৱিক ৰেখাৰ শক্তি,அணுக் கோடு வலிமை
পাৰমাণৱিক ভৰ,அணுக்கரு நிறை
পাৰমাণৱিক ভৰ ৰূপান্তৰ বহুগুণক,அணு நிறை மாற்றப் பெருக்கி
পাৰমাণৱিক ভৰ একক,அணு நிறை அலகு
"পাৰমাণৱিক আৰ্হি, পাৰমাণৱিক আৰ্হি","அணு மாதிரி, அணு மாதிரி"
পাৰমাণৱিক অণু,அணு மூலக்கூறு
পাৰমাণৱিক মুহূৰ্ত,அணு கணம்
নিউক্লিয়াছ নিউক্লিয়াছ,அணுக்கரு
পাৰমাণৱিক সংখ্যা,அணு எண்
পাৰমাণৱিক কক্ষ,அணு அறை
পাৰমাণৱিক-কক্ষপথ,அணு-சுற்றுப்பாதை
পাৰমাণৱিক অক্সিজেন,அணு ஆக்ஸிஜன்
পাৰমাণৱিক প্ৰাচল,அணு அளவுரு
পাৰমাণৱিক পদাৰ্থ বিজ্ঞান,அணு இயற்பியல்
"নিউক্লিয়াৰ-পাইল, নিউক্লিয়াৰ ৰিয়েক্টৰ","அணு-குவியல், அணு உலை"
পাৰমাণৱিক সমতল,அணு விமானம்
পাৰমাণৱিক শক্তি,அணு சக்தி
পাৰমাণৱিক ব্যাসাৰ্ধ,அணு ஆரம்
পাৰমাণৱিক অনুপাত,அணு விகிதம்
"নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল","அணு உலை, அணுக் குவியல்"
পাৰমাণৱিক বিবৰ্তন,அணு ஒளிவிலகல்
পাৰমাণৱিক ৰকেট,அணு ராக்கெட்
পাৰমাণৱিক বিকিৰণ কাৰক,அணு சிதறல் காரணி
পাৰমাণৱিক জাতি,அணு இனம்
পাৰমাণৱিক বৰ্ণালী,அணு ஸ்பெக்ட்ரம்
পাৰমাণৱিক স্থিতিশীলতা,அணு உறுதிப்பாடு
পাৰমাণৱিক অৱস্থা,அணு நிலை
পাৰমাণৱিক প্ৰতিৰোধ,அணுசக்தி தடுப்பு திறன்
পাৰমাণৱিক গঠন,அணு அமைப்பு
পাৰমাণৱিক গঠন কাৰক,அணு கட்டமைப்பு காரணி
গ্ৰাম নিউক্লিয়াৰ চুম্বকীয় প্ৰৱণতা,கிராம் அணு காந்தப் போக்கு
পাৰমাণৱিক নামকৰণ চিহ্ন,அணு பதவி சின்னம்
পাৰমাণৱিক তত্ত্ব,அணு கோட்பாடு
পাৰমাণৱিক হাইড্ৰজেন টৰ্চ,அணு ஹைட்ரஜன் ஜோதி
পাৰমাণৱিক একক,அணு அலகு
পাৰমাণৱিক কম্পন,அணு அதிர்வு
পাৰমাণৱিক আয়তন,அணு அளவு
পাৰমাণৱিক আৱৰ্জনা,அணு கழிவு
পাৰমাণৱিক অস্ত্ৰ,அணு ஆயுதங்கள்
পাৰমাণৱিক ভৰ,அணு நிறை
পাৰমাণৱিক ভৰ স্কেল,அணு நிறை அளவு
পাৰমাণৱিক ভৰ একক,அணு நிறை அலகு
পাৰমাণৱিকতা,அணுசக்தி
পাৰমাণৱিক ক্ৰন,அணு
কণা স্থলবন্দী প্ৰযুক্তি,நுண்துகள் சஸ்பென்ஷன் தொழில்நுட்பம்
পাৰমাণৱিক,அணு
পাৰমাণৱিক,அணு
কণা,துகள்
গ্ৰেনুলেট,சிறுமணி
গ্ৰেনুলেটেড,கிரானுலேட்டட்
কণা,துகள்
কণা,துகள்
কণাযুক্ত পদাৰ্থ,குறிப்பிட்ட காாியம்
atony,அடோனி
atony ব্যৱধান,atony இடைவெளி
সংলগ্নতা সহগ,இணைப்பு குணகம்
"দুৰ্বল, পাতল","பலவீனமான, மெல்லிய"
কম মুঠ প্ৰতিফলন,குறைந்த மொத்த பிரதிபலிப்பு
"ক্ষীণকৰণ, হ্ৰাস, সংকুচিত হোৱা, সংকীৰ্ণ হোৱা","குறைதல், குறைதல், குறுகுதல், குறுகுதல்"
ক্ষীণকৰণ বেণ্ড,தணிப்பு இசைக்குழு
ক্ষীণকৰণ সহগ,குறைப்பு குணகம்
ক্ষীণ কৰা,தணிந்தது
সংকীৰ্ণ ক্ৰছ কাট,குறுக்கு வெட்டு
ক্ষীণকৰণ সমতা স্থাপন,தணிவு சமநிலை
ক্ষীণকৰণ কাৰক,குறைப்பு காரணி
ক্ষীণকৰণ কম্পাঙ্ক বিকৃতি,குறைப்பு அதிர்வெண் சிதைவு
শব্দ তৰংগৰ ক্ষীণকৰণ,ஒலி அலைகளின் குறைப்பு
ক্ষীণ কৰা,தணியும்
আচৰণ,மனோபாவம்
মনোভাৱ নিয়ন্ত্ৰণ,அணுகுமுறை கட்டுப்பாடு
মনোভাৱ নিয়ন্ত্ৰণ gyro,அணுகுமுறை கட்டுப்பாடு கைரோ
মনোভাৱ নিয়ন্ত্ৰণ জেট,அணுகுமுறை கட்டுப்பாட்டு ஜெட்
মনোভাৱৰ চিহ্নিতকাৰী,அணுகுமுறை குறிப்பான்
ইলেক্ট্ৰ&#39;মেগনেট&#39;মিটাৰ,மின்காந்தமானி
আকৰ্ষণ,வசீகரம்
আকৰ্ষণবাদ,ஈர்ப்புவாதம்
আকৰ্ষণৰ বল,ஈர்ப்பு சக்தி
আকৰ্ষণীয় ঠেং,கவர்ச்சியான வால்
সংঘৰ্ষ,மோதல்
গুণগত মান পৰীক্ষা,தர சோதனை
অটো বেলেন্স,தானியங்கு சமநிலை
atwood ৰ মেচিন,அட்வுட் இயந்திரம்
শ্ৰৱণ ক্ষমতা,கேட்கக்கூடிய தன்மை
অডিঅ&#39;মিটাৰ,ஒலிமானி
শ্ৰৱণ ক্ষমতাৰ সীমা,கேட்கக்கூடிய வாசல்
শ্ৰৱণযোগ্য,கேட்கக்கூடிய
অডিঅ&#39; ডপলাৰ এম্প্লিফায়াৰ,ஆடியோ டாப்ளர் பெருக்கி
অডিঅ&#39; কম্পাঙ্ক,ஒலி அதிர்வெண்
অডিঅ&#39; স্পেকট্ৰম,ஆடியோ ஸ்பெக்ட்ரம்
দৰ্শক শোষণ সহগ,பார்வையாளர்களின் உறிஞ்சுதல் குணகம்
শ্ৰৱণযোগ্য কম্পাঙ্ক,கேட்கக்கூடிய அதிர்வெண்
শ্ৰৱণযোগ্য কম্পাঙ্ক পৰিবৰ্ধক,கேட்கக்கூடிய அதிர்வெண் பெருக்கி
শ্ৰৱণযোগ্য কম্পাঙ্ক হাৰমনিক বিকৃতি,கேட்கக்கூடிய அதிர்வெண் ஹார்மோனிக் சிதைவு
অডিঅ&#39; ফ্ৰিকুৱেন্সি স্কেলাৰ,ஒலி அதிர்வெண் அளவிடுபவர்
শ্ৰৱণযোগ্য কম্পাঙ্ক সংকেত,கேட்கக்கூடிய அதிர்வெண் சமிக்ஞை
