Odiya,Hindi
କ୍ରସ୍ ପ୍ରଜନନ,प्रसंकरण
କ୍ରସ୍-ବ୍ରିଜ୍ |,तिर्यक् सेतु
କ୍ରୁଡ୍ ଲିଙ୍କ୍ |,"क्रॉसबद्ध, तिर्यकबद्ध"
ପାରଦର୍ଶୀ |,पर-परागित
କ୍ରସ୍ ପ୍ରଦେଶ,पर-परागण
ଅତିକ୍ରମ କରିବା,जीन विनिमय
ଭେରାଲିଆ,क्रोटालेरिया
କ୍ରଟନ୍,क्रोटन
ମୁକୁଟ ଗଲ୍ ଟ୍ୟୁମର୍ |,क्राउन गॉल अर्बुद
ମୁକୁଟ ଗ୍ରଫ୍ଟିଂ,शिखर कलमबंदी
କ୍ରୁସିଫର୍ମ,"क्रॉसरूप, क्रॉसरूपी"
ଅଶୋଧିତ ଜନ୍ମ ହାର,अशोधित जन्म दर
ଅଶୋଧିତ ମୃତ୍ୟୁ ହାର,अशोधित मृत्यु दर
स्CACANN,क्रस्टेशियाई
କାନ୍ଦ ia c,क्राइ IA c
କାନ୍ଦ iia b,क्राइ IIA b
କଷ୍ଟଦାୟକ |,निम्नताप परिरक्षण
କ୍ରିସେଫୋରୀ,निम्नताप शल्यचिकित्सा
କ୍ରିପ୍ଟିକ୍,"गोपक, गुप्त"
କ୍ରିପ୍ଟିକ୍ ରୂପ,गुप्त प्रकटन
କ୍ରିପ୍ଟିକ୍ ରଙ୍ଗ |,गोपक वर्ण
କ୍ରିପ୍ଟିକାଲ୍ - ରଙ୍ଗୀନ |,गोपकतः रंग-युक्त
କ୍ରିପ୍ଟୋଗାମା,क्रिप्टोगैमी
କ୍ରିପ୍ଟୋଗାମିଆ,क्रिप्टोगैमिया
ଲିବର୍ବୁନ୍ର କ୍ରିପ୍ଟ |,लीबरकुन प्रगुहिका
ସ୍ଫଟିକ୍,क्रिस्टल
ସ୍ଫଟିକ୍,क्रिस्टलीय
CteNofornans,टेनोफोरा प्राणी
CteNofore,"कंकतधर, टेनोफोर"
CteNola,टेनोप्लाना
କୁକୁଡ଼ା,"कुक्कू, कोकिल"
କାକୁଡି,"कुकुम्बर (ककड़ी, खीरा)"
କ୍ୟୁବର୍ବିଟ୍ |,कुकरबिट
କାକୁରୁବିଜା |,कुकरबिटा
କୁଲମ୍,कल्म
ଚାଷ ଜ,कृषिज उपजाति
ଚାଷ ହୋଇଥିବା ଫସଲ |,कृष्ट सस्य
ଚାଷ ହୋଇଥିବା ଉଦ୍ଭିଦ |,कृष्ट पादप
ସାଂସ୍କୃତିକ କିମ୍ବା ତ୍ୱରିତ ଏଟ୍ରୋଫିକେସନ୍ |,संवर्धनीय या त्वरित सुपोषण
ସଂସ୍କୃତି,"संवर्ध, संवर्धन"
କୁମୁଲସ୍ ଓହରସ୍ |,अंडधर पुंज
କପାସସ୍ ଟ୍ରୁଲୋସା |,क्यूप्रेसस टोरूलोसा
କପୁଲା |,क्यूपुला
Cupule,प्यालिका
କର୍କୁମିନ୍,करक्यूमिन
କର୍ସନରିଆଲ୍,धावी
କର୍ଭଭ୍ରିଆ,कर्वेम्ब्री
କର୍ଭଭ୍ରୋନିକ୍ |,वक्रभ्रूणी
କୁସକଟା,"अमरबेल, आकाशबेल"
ଖୁସୀ,"निशिताग्र, वलनी"
କୁମଲେ,"उपत्वचा, उपचर्म"
କାଟିବା,कर्तन
କାଟିବା,कलम
କଟିଯାଆନ୍ତି |,"सुफेनक, कटलफिश"
ସିଆନୋବ୍ୟାକ୍ଟେରିଆ |,सायनोजीवाणु
ସାନଓବାକାକ୍ଟରିୟମ୍ |,सायनोजीवाणु
ସାୟାନାକୋବ୍ଲାମିନ୍ (B12),सायनोकोबालेमिन
ସିଆନୋଫେସିସନ୍ତ ଗ୍ରାନୁଲ୍ |,साइनोफाइसीय कणिका
ସାଇଥିଂ,साऐथियम
ସାଇକ୍ୟାଡ୍,साइकैड
ସାଇକ୍ଲାକ୍ସିୟା |,साइकैडेसी
ସାଇକାଡପିଏଡା,साइकैडोप्सिडा
ସାଇକ୍ଲିଫିକ୍ ଗୁଆନୋସିନ୍ ମୋନୋଫୋସଫେଟ୍ |,चक्रीय ग्वानोसीन मोनोफॉस्फेट
ସାଇକ୍ଲିକ୍ ଫଟୋଗଫୋସ୍ଫ୍ରେସନ୍ |,चक्रीय प्रकाशफॉस्फोरिलन
ସାଇକ୍ଲୋନିକ୍ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,चक्रवाती पृथक्कारी
ସାଇକ୍ଲୋପ୍ |,साइक्लॉप्स
ସାଇକ୍ଲୋସ୍ପୋରିନ୍ a,साइक्लोस्पोरिन-A
ସାଇକ୍ଲୋସୋମାଟା |,साइक्लोस्टोमैटा
ସଚୁମସ୍,साइकस
ସେମୋଏସ୍,ससीमाक्षी
ସେମୋଏସ୍ ପ୍ରକାର |,ससीमाक्ष प्रकार
ସାଇପ୍ରସ,साइप्रेस
ସାଇ ସାଇସଲା,सिप्सेला
Cysteine,सिस्टीन
ସିଷ୍ଟିକ୍ ଫାଇବ୍ରୋସାଇସିସ୍ |,"पुटीय तंतुमयता, पुटीय रेशमयता"
ସାଇଟୋୋକାଇନ୍ସିସ୍,कोशिका-द्रव्य विभाजन
ସାଇଟୋଚ୍ରୋମ୍ |,साइटोक्रोम
ସାଇଟୋକାଇନ୍ ପ୍ରତିବନ୍ଧକ |,साइटोकाइन अवरोध
ସାଇଟୋକିନିନ୍ |,साइटोकाइनिन
ସାଇଟୋଲୋଜି,कोशिकाविज्ञान
ସାଇଟନ୍ |,तंत्रिकाय
ସାଇଟୋପ୍ଲାଜମ୍,कोशिका-द्रव्य
ସାଇଟୋପ୍ଲାଜେମିକ୍ ବ୍ରିଜ୍ |,कोशिकाद्रव्यी सेतु
ସାଇଟୋପ୍ଲାଜିକ୍ ଗ୍ଲୋଲ୍ |,कोशिकाद्रव्यी गोलिका
ସାଇଟୋସିନ୍ |,साइटोसीन
ସାଇଟୋସ୍କେଲଟନ୍ |,कोशिका-पंजर
ସାଇଟୋସଲୋଲ୍ |,"कोशिकाविलेय, साइटोसोल"
Cytotaxonomy,कोशिकावर्गिकी
ଡିହାଇଡିଂ,निर्जलीकरण
ଦୁଗ୍ଧ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,डेरी प्रौद्योगिकी
ଦୀନଚୀମାନେ,डैफ्नेलीज
ଡଫନିଆ,डैफ्निया (जल पिस्सू)
ଅନ୍ଧାର ପଛ ଗ୍ରାଉଣ୍ଡ |,अदीप्त पृष्ठभूमि
ଗା dark ଼ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପି |,अदीप्त क्षेत्र सूक्ष्मदर्शिकी
ଅନ୍ଧାର ପ୍ରତିକ୍ରିୟା,अप्रकाशिक अभिक्रिया
Darwinism,डार्विनवाद
ଡାରୱିନ୍ଙ୍କ ଫିଞ୍ଚ |,"डार्विन कुलिंग (पक्षी), डार्विन फिंच"
ଡାଟା ଅଭାବ |,आँकड़े अपूर्ण
ତାରିଖ ଖଜୁରୀ,खजूर वृक्ष
ଡାଟୁରା ଷ୍ଟେଗୋନିୟମ୍ |,डाटूरा स्ट्रेमोनियम (धतूरा)
Daughter ିଅ ସେଲ୍,संतति कोशिका
ଦିନ ନିରପେକ୍ଷ ଉଦ୍ଭିଦ |,दिवस-निरपेक्ष पादप
ଦିନ-ଲମ୍ବ |,दिन-अवधि
ଡିଗ୍ରୋ,विवृद्धि
ମୃତ ଶୁଟ୍,मृत प्ररोह
ବଧିରତା,बधिरता
ନିର୍କରଣ,दशतय
ଜ organic ବ ପଦାର୍ଥ କ୍ଷୟକ୍ଷତି |,क्षयशील जैव पदार्थ
ଲିବିଲ୍,डेसिबेल
ଡାଏଡ୍ଆ ବର୍ଥାଲିସ୍ |,पाती आधार
ଡେକ୍ସିଡୁଆ କ୍ୟାପସୁଲାରାଇସ୍ |,पाती संपुट
ଡିବିଡୁଆଆ |,"पतनिका, पाती"
ନିର୍ଣ୍ଣୟ,पर्णपाती
କ୍ଷୟ କରିବା |,अपघटित होना
ନିର୍ବୋଧ,अपघटक
ଡିଟପ୍ଲାଇସ୍ ଡେଟ୍ରିଟସ୍ |,अपघटनी अपरद
କ୍ଷୟ ହାର,अपघटन दर
ପଚାରିକ |,उत्शयान
ଡିସିଫେରେଣ୍ଟିତ କକ୍ଷ |,निर्विभेदित कोशिका
ଗଭୀର ସମୁଦ୍ର ଖାଲ |,गभीर महासागर खाई
ଗଭୀର ଜଳ ଶରୀର,गभीर जलाशय
ନିବେଦନଗ୍ରସ୍ତ |,विरेशकीयन
ଡିଫିବ୍ରିଲେଟର |,विरेशकित्र
ଅଭାବ |,"न्यूनता, हीनता, अपूर्णता, ह्रास"
ପରିପେତ,अपस्फीति
ଡିଫଲେସନ୍ ତରଙ୍ଗ |,विक्षेप तरंग
ଜଙ୍ଗଲ |,"वनोन्मूलन, निर्वनन"
କୋଡନର ଅପହରଣ |,"प्रकूट अपह्रासिता, कोडॉन अपह्रासिता"
ଅବନତି,अपह्रासित
ଅବନତି କୋଡ୍ |,अपह्रासित कूट
ଅବଶ୍ୟ ନିରନ୍ତର,अपह्रासन
Deegenerterative ଗଣ୍ଠି |,अपह्रासी संधि
ତୃଣଭୂମିର ଅବନତି |,घासस्थल का निम्नीकरण
ଡିଗ୍ରୋ,अपवृद्धि
ଡିଫିସେଣ୍ଟ୍ ଫଳ |,स्फुटनशील फल
ଡିହାଇଡିଂ,निर्जलीकरण
ଡିହାଇଡେରୋ-ଏପିଆନ୍ରୋଷ୍ଟ୍ରୋନ୍ |,डिहाइड्रो-एपीऐन्ड्रोस्टेरॉन
ଦେହଡ୍ରୋଜେନେଜ୍ |,डिहाइड्रोजनेज
ବିଲୋପାଘ,"विलोपन, विलोप"
ମେମ୍ବ୍ରେନ୍ ସୀମିତ |,परिसीमन झिल्ली
ପ୍ରବର୍ତ୍ତାଇବା,(वि) निरूपक
ଡେଲଫିନସ୍,डेल्फाइनस
ଡେମର୍ସାଲ୍ ମାଛ |,"तलमज्जी मीन, तलमज्जी मछली"
ଜନସଂଖ୍ୟା ସଂକ୍ରମଣ |,जनसांख्यिकीय संक्रमण
ନିନ୍ଦା,"विकृतन, विकृतीयन"
ଅସ୍ୱୀକାର କରାଯାଇଛି |,"विकृतीयित, विकृतीकृत"
ନାତୁବର୍ତ୍ତୀ,"विकृतीकरण, विकृतियन"
ଡିନ୍ଦନ୍ରାଇଟ୍,द्रुमाकृति
ଡିନ୍ଦନ୍ରାଇଟ୍,द्रुमिका
ଡିନ୍ଦନ୍ରାଇଟ୍,पार्श्वतंतु
ଡିନ୍ଦୁର୍ବେଟ୍ସ |,डेन्ड्रोबेटीज
ଦେନ୍ଦନ,द्रुमवर्ध
ଦ୍ୱନ୍ଦ୍ୱ,डेंगू
ନିଖୁଣ |,विनाइट्रीकरण
ନିଖତି ପ୍ରକ୍ରିୟା |,विनाइट्रीकरण प्रक्रम
Dentitrifier,विनाइट्रीकारक
ଜୀବାଣୁ ଜୀବାଣୁ |,विनाइट्रीकारी जीवाणु
ଘନ ସମାଧାନ |,सघन विलयन
ଘନତା ଗ୍ରେଡିଏଣ୍ଟ୍ ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,घनत्व प्रवणता अपकेंद्रण
ନିଲମ୍ବନର ଘନତା |,निलंबन का घनत्व
ଦନ୍ତ,दंतुर
ଦନ୍ତ,"दंतधातु, डेन्टीन"
ଡେକିସେନେଞ୍ଜିଟି ରକ୍ତ |,वि-ऑक्सीजनित रुधिर
DeoXInibonouucic ଏସିଡ୍ ଏସିଡ୍ (DNA),डिऑक्सी राइबोन्यूक्लीक अम्ल
ସ୍ଥଗିତତା,विवर्णकता
ମାଟି ଉର୍ବରତାର ହ୍ରାସ |,मृदा उर्वरता ह्रास
ଦଣ୍ଡ,विध्रुवण
ଡିସୋବାଇଲସିଟିଏସନ୍ସ |,वि-बहुलकन
ଉଦାସୀନତା,अवसाद
ଉଦାସୀନତା,गर्त
ଜମି,परित्यक्त भूमि
ଡେରିଭେଟିଭ୍ ନୋଭାକିନ୍ |,व्युत्पन्न नोवाकेन
ଡେରମାଟୋଜେନ୍ |,त्वचाजन
Dermis,चर्म
ବଂଶାନୁଲେସନ୍,वंशज समष्टि
କୋଲନ୍ ଅବତରଣ କରିବା |,अवरोही वृहदांत्र
ଅବତରଣ ଅଙ୍ଗ,"अवरोही पाद, अवरोही शाखा, अवरोही अंग"
ଥୋରାସିକ୍ ଆର୍ଟା ଅବତରଣ କରୁଛନ୍ତି |,अवरोही वक्ष महाधमनी
ଅବହେଳ,अवरोहण
ମରୁଭୂମି କ୍ଷେତ୍ରଗୁଡିକ,"मरुक्षेत्र, मरुस्थल"
ମରୁଭୂମି ବାୟୋମ |,"मरप जीवोम, मरु बायोम"
ମରୁଭୂମି ସମ୍ପ୍ରଦାୟ |,मरु समुदाय
ମରୁଭୂମି ଉଦ୍ଭିଦ,मरुपादप
ମରୁଭୂମି ଶାଳ,मरु क्षुप
ନିରପେକ୍ଷୀ,मरूभवन
Desi ବିଭିନ୍ନ ପ୍ରକାର |,देसी किस्म
ଡେସମିଡ୍,डेस्मिड
Desmounbule,बंधनलिका
ଡିଟରଜେଣ୍ଟ |,अपमार्जक
ଡିଟୋକ୍ସିକେସନ୍ |,निराविषन
ଡିଟୋକ୍ସଫିକେସନ୍ |,निराविषीकरण
ଡିଟରିପରିଭୋର,अपरदाहारी
Deatriedivous,अपरदाहारी
ଡିଟ୍ରିଟସ୍ ଫିଡର୍ |,अपरद भक्षी
ଡିଟ୍ରିଟସ୍ ଓଭରଟେବ୍ରେଟ୍ ଖାଇବା |,अपरद भोजी अकशेरुकी प्राणी
ଡିଟ୍ରିଟସ୍ ଖାଦ୍ୟ ଶୃଙ୍ଖଳା |,अपरद खाद्य शृंखला
Due ଣଦାତା,ड्यूटेरोस्टोमिया
ବିକାଶ,परिवर्धन
ଶୟତାନ ମାଛ |,शृंगी (शृंगमीन)
ଶୟତାନ ମାଛ |,डेविल मीन
ଦେବୋନିଆ ଅବଧି |,डिवोनी कल्प
ଡି-ଫ୍ରାଇସ୍ ସିଦ୍ଧାନ୍ତ |,डी-व्रीज सिद्धांत
ଡି-ଏକ୍ସକର୍ଟିକୋସେଟେରନ୍ |,डि-ऑक्सीकॉर्टिकोस्टेरोन
ଡିହାଇବଏଡ୍,द्विसंकर
ଡାଇନୁକୋଲିଟିଏଡ୍ |,डाइन्यूक्लिओटाइड
ଇନସିପିଡସ୍ ମଧୁମେହ |,"डायाबिटीज इन्सिपिडस, उदकमेह"
ମଧୁମେହ,"डायाबिटीज मेलिटस, मधुमेह"
ନିରାକରଣୀୟ,डाइऐसिटिलमॉर्फिन
ନିରାକରଣ,"निदान, रोगनिदान"
ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ଏବଂ ଚିକିତ୍ସା,नैदानिक एवं चिकित्सीय
