Assamese,English
সৰ্বশ্ৰেষ্ঠ উপাদান,greatest element
সৰ্বোচ্চ নিম্ন সীমা,greatest lower bound
ডাঙৰ সংখ্যা,great number
মহান ত্ৰিভুজ,great triangle
গ্ৰেগৰিয়ান কেলেণ্ডাৰ,Gregorian calendar
গ্ৰেগৰিয়ান সংশোধন,Gregorian correction
গ্ৰেগৰী সূত্ৰ,Gregory formula
গ্ৰেগৰী - নিউটনৰ সূত্ৰ,Gregory - Newton formula
গ্ৰেগৰী ছিৰিজ,Gregory series
গোটেই অংশ,gross
স্থূল সম্পৰ্ক,gross correlation
স্থূল ভুল,gross error
মুঠ আয়,gross income
গোট,group
গোট স্বৰূপতা,group automorphism
গোটৰ স্বতন্ত্ৰতা,group axiom
গোট নিয়ন্ত্ৰণ,group control
গোট কৰা শৃংখলা,grouped series
প্ৰতিসমতাৰ গোট,group of symmetries
ৰূপান্তৰৰ গোট,group of transformation
গ্ৰুপ&#39;ইড,groupoid
গোট তাত্ত্বিক ধাৰণা,group theoretical assumption
গোট তত্ত্ব,group theory
বৃদ্ধি,growth
বৃদ্ধিৰ সূত্ৰ,growth formula
বৃদ্ধিৰ হাৰ,growth rate
g-পৰিসংখ্যা,g-statistic
অনুমান কৰা গড়,guessed average
হাফ এডাৰ,half adder
আধা মুকলি ব্যৱধান,half open interval
আধা স্থান,half space
হেমিল্টন কেলি উপপাদ্য,Hamilton Cayley Theorem
হেমিল্টনিয়ান অপাৰেটৰ,Hamiltonian operator
হেমিল্টনৰ কোৱাটাৰ্নিয়ন বীজগণিত,Hamilton's quaternion algebra
হাৰমনিক,harmonic
হাৰমনিক খাম,harmonic envelope
হাৰমনিক গড়,harmonic mean
হাৰমনিক প্ৰগ্ৰেছন,harmonic progression
হাৰমনিক,harmonics
হাৰমনিক শৃংখলা,harmonic series
উচ্চতা,height
গোলাৰ্ধ,hemisphere
গোলাৰ্ধীয়,hemispherical
গোলাৰ্ধীয় প্ৰক্ষেপণ,hemispherical projection
হেপ্টাগন,heptagon
হাৰ্মিটিয়ান কনজুগেট অপাৰেটৰ,Hermitian conjugate operator
হাৰ্মিটিয়ান ৰূপ,Hermitian form
হাৰ্মিটিয়ান মেট্ৰিক্স,Hermitian matrix
হাৰ্মিটিয়ান অপাৰেটৰ,Hermitian operator
হাৰ্মিটিয়ান প্ৰডাক্ট,Hermitian product
হাৰ্মিটিয়ান অৰ্ধগোট,Hermitian semigroup
হাৰ্মিটিয়ান স্থান,Hermitian space
হাৰ্মিটিয়ান ৰূপান্তৰ,Hermitian transformation
হেছ ডায়েগ্ৰাম,Hess diagram
হেচিয়ান মেট্ৰিক্স,Hessian matrix
কাৰ্য্যৰ হেচিয়ান,Hessian of function
বৈষম্য পৰীক্ষা,heterogeneity test
বিষমজাতীয়,heterogeneous
বৈষম্যপূৰ্ণ তথ্য,heterogeneous data
বৈষম্যপূৰ্ণ জনসংখ্যা,heterogeneous population
heuristic,heuristic
heuristically,heuristically
ষড়ভুজ,hexagon
ষড়ভুজ,hexahedron
স্তৰভিত্তিক উপবিভাজন,hierarchial subdivision
অনুক্ৰম,hierarchy
উচ্চ জন্মৰ হাৰ,high birth rate
উচ্চ মৃত্যুৰ হাৰ,high death rate
উচ্চ - বয়স – গোট,higher - age – group
উচ্চ ক্ৰম,higher order
সৰ্বোচ্চ ক্ৰম,highest order
হিলবাৰ্ট ঘনক,Hilbert cube
হিলবাৰ্ট স্থান,Hilbert space
H–অপৰিৱৰ্তিত,H–invariant
historigram,historigram
ফুটা শঙ্কু,hollow cone
হোমিঅ&#39;মৰ্ফিজম,homeomorphism
সমতা,homogeneity
সমজাতীয়,homogeneous
সমজাতীয় তথ্য,homogeneous data
সমজাতীয় পাৰ্থক্য সমীকৰণ,homogeneous difference equation
সমৰূপতা,homomorphism
অনুভূমিক,horizontal
অনুভূমিক সমতল,horizontal plane
ঘণ্টা,hour
হাইড্ৰ&#39;ডাইনেমিক,hydrodynamic
হাইড্ৰ&#39;ডাইনেমিক্স,hydrodynamics
হাইড্ৰ&#39;মেকানিক্স,hydromechanics
হাইড্ৰষ্টেটিক,hydrostatic
হাইড্ৰষ্টেটিক ভাৰসাম্য,hydrostatic balance
হাইড্ৰষ্টেটিক্স,hydrostatics
হাইপাৰবোলা,hyperbola
হাইপাৰবলয়ড,hyperboloid
এটা শ্বীটৰ হাইপাৰব’ল’ইড,hyperboloid of one sheet
বিপ্লৱৰ হাইপাৰব&#39;ল&#39;ইড,hyperboloid of revolution
দুখন শ্বীটৰ হাইপাৰব’ল’ইড,hyperboloid of two sheets
হাইপাৰজ্যামিতিক বিতৰণ,hypergeometric distribution
হাইপাৰজ্যামিতিক শৃংখলা,hypergeometric series
হাইপাৰপ্লেন,hyperplane
হাইপাৰস্ফিয়াৰ,hypersphere
হাইপাৰ পৃষ্ঠ,hyper surface
হাইপোটেনস,hypotenuse
অনুমান,hypothesis
আদৰ্শ ভিত্তি,ideal basis
আদৰ্শ তৰল পদাৰ্থ,ideal fluid
আদৰ্শ গেছ,ideal gas
একেধৰণৰ eigen মান,identical eigen value
একেদৰে সমান,identically equal
পৰিচয়,Identity
পৰিচয় উপাদান,identity element
পৰিচয় কাৰ্য্য,identity function
পৰিচয় সমৰূপতা,"identity
 homomorphism"
পৰিচয়ৰ মানচিত্ৰ,identity map
পৰিচয় মেপিং,identity mapping
পৰিচয় মেট্ৰিক্স,identity matrix
এটা গোটৰ পৰিচয়,identity of a group
এটা আঙঠিৰ পৰিচয়,identity of a ring
পৰিচয় অপাৰেটৰ,identity operator
পৰিচয়ৰ সময়সীমা,identity period
পৰিচয় ক্ৰমবিন্যাস,identity permutation
পৰিচয়ৰ সম্পৰ্ক,identity relation
পৰিচয় ৰূপান্তৰ,identity transformation
যদি আৰু কেৱল যদিহে,if and only if
যদি - তেন্তে&#39; কম্পিউটাৰ,if - then' computer
অসুস্থ অৱস্থা,ill condition
ill-conditioned সমীকৰণ,ill-conditioned equation
ill-conditioned মেট্ৰিক্স,ill-conditioned matrix
ill-conditioned বহুপদ,ill-conditioned polynomial
অশুদ্ধ ব্যৱস্থা,ill-conditioned system
অযুক্তিকৰ,illogical
চিত্ৰণ কৰা,illustrate
চিত্ৰণ,illustration
এটা গোটৰ ছবি,image of a set
এটা উপগোটৰ ছবি,image of a subset
বিন্দুৰ ছবি,image of point
ছবিৰ ছেট,image set
কাল্পনিক,Imaginary
কাল্পনিক কোণ,imaginary angle
কাল্পনিক বৃত্ত,imaginary circle
কাল্পনিক বৃত্তাকাৰ বিন্দু,imaginary circular points
কাল্পনিক সহগ,imaginary coefficient
কাল্পনিক স্থানাংক,imaginary coordinate
কাল্পনিক সমতাপূৰ্ণ,imaginary homothetic
কাল্পনিক ছেদ,imaginary intersection
কাল্পনিক ৰেখা,imaginary line
কাল্পনিক সংখ্যা,imaginary number
কাল্পনিক বিন্দু,imaginary point
কাল্পনিক মূল,imaginary root
কাল্পনিক ঘূৰণ,imaginary rotation
কাল্পনিক একক,imaginary unit
imbedding,imbedding
ইম্পিডেন্স মেট্ৰিক্স,impedance matrix
implicit,implicit
অন্তৰ্নিহিত ফলন,implicit function
অন্তৰ্নিহিত সংহতি সূত্ৰ,implicit integration formula
অসম্ভৱ,improbable
অনুচিত,improper
অনুচিত বিভাজন,improper division
অনুচিত দ্বৈত অখণ্ড (= অসীম দ্বৈত অখণ্ড),improper double integral (= infinite double integral)
অনুচিত কাৰক,improper factor
অনুচিত ভগ্নাংশ,improper fraction
অনুচিত সৰ্বোচ্চ,improper maximum
অনুচিত নূন্যতম,improper minimum
অনুচিত ঘূৰণ,improper rotation
উন্নয়ন মেট্ৰিক্স,improvement matrix
impulse,impulse
আৱেগিক শক্তি,impulsive force
আৱেগিক চাপ,impulsive pressure
ইম্পলচিভ টেনচন,impulsive tension
impulsive ৰেঞ্চ,impulsive wrench
আৰোপিত খৰচ,imputed cost
অপৰ্যাপ্ততা,inadequacy
কাণ্ডৰ ঢৌ,incident wave
এটা ভেক্টৰৰ হেলনীয়া,inclination of a vector
কক্ষপথৰ প্ৰৱণতা,inclination of orbit
incline,incline
inclined,inclined
হেলনীয়া সমতল,inclined plane
অন্তৰ্ভুক্ত কৰা হৈছে,included
অন্তৰ্ভুক্তি,inclusion
অসম্পূৰ্ণ গামা ফাংচন,incomplete gamma function
অসামঞ্জস্যতা,inconsistency
অসামঞ্জস্যপূৰ্ণ,inconsistent
অসামঞ্জস্যপূৰ্ণ পৰিসংখ্যা,inconsistent statistic
