Punjabi,Kannada
ਫੀਲਡ-ਇਫੈਕਟ ਟਰਾਂਜ਼ਿਸਟਰ ਨੂੰ ਘੱਟ ਕਰਨਾ,ಫೀಲ್ಡ್-ಎಫೆಕ್ಟ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
ਸੰਚਾਰ,ರೋಗ ಪ್ರಸಾರ
depolarization,ಡಿಪೋಲರೈಸೇಶನ್
depolarization ਗੁਣਾਕ,ಡಿಪೋಲರೈಸೇಶನ್ ಗುಣಾಂಕ
depolarization ਕਾਰਕ,ಡಿಪೋಲರೈಸೇಶನ್ ಅಂಶ
depolarization ਜ਼ੋਨ,ಡಿಪೋಲರೈಸೇಶನ್ ವಲಯ
depolarization ਅਨੁਪਾਤ,ಡಿಪೋಲರೈಸೇಶನ್ ಅನುಪಾತ
depolarized,ಡಿಪೋಲರೈಸ್ಡ್
ਡੀਪੋਲਰਾਈਜ਼ਰ,ಡಿಪೋಲರೈಸರ್
ਡਿਪਾਜ਼ਿਟ ਵਾਲੀਅਮ,ಠೇವಣಿ ಪರಿಮಾಣ
ਜਮ੍ਹਾ ਬਕਾਇਆ ਚੁੰਬਕੀਕਰਨ,ಠೇವಣಿ ಶೇಷ ಕಾಂತೀಕರಣ
"ਅੰਡਰਵਾਟਰ ਬੰਬ, ਅੰਡਰਵਾਟਰ ਵਿਸਫੋਟਕ","ನೀರೊಳಗಿನ ಬಾಂಬ್, ನೀರೊಳಗಿನ ಸ್ಫೋಟಕ"
ਵੱਖ-ਵੱਖ ਗੰਭੀਰਤਾ ਸੂਚਕ,ವಿಭಿನ್ನ ತೀವ್ರತೆಯ ಸೂಚಕ
ਜ਼ਮੀਨੀ ਵਾਲੀਅਮ,ನೆಲದ ಪರಿಮಾಣ
ਜ਼ਮੀਨੀ ਵਿਸਤਾਰ,ನೆಲದ ವರ್ಧನೆ
ਵਿਰੋਧ ਤੀਬਰਤਾ,ಪ್ರತಿರೋಧದ ತೀವ್ರತೆ
"ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ","ಕ್ಷೇತ್ರದ ಆಳ, ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ"
ਫੋਕਸ ਡੂੰਘਾਈ,ಗಮನ ಆಳ
ਮੋਡੂਲੇਸ਼ਨ ਦੀ ਤੀਬਰਤਾ,ಮಾಡ್ಯುಲೇಶನ್ ಪ್ರಮಾಣ
ਘੱਟ ਸਕੋਰ,ಕಡಿಮೆ ಅಂಕ
ਰੇਟਿੰਗ ਡਿਕਲਿਨਿੰਗ ਕਰਵ,ರೇಟಿಂಗ್ ಡಿಕ್ಲೈನಿಂಗ್ ಕರ್ವ್
"derived polarogram, derived polarogram","ಪಡೆದ ಪೋಲರೋಗ್ರಾಮ್, ಪಡೆದ ಪೋಲರೋಗ್ರಾಮ್"
ਵਿਉਤਪਤੀ,ವ್ಯುತ್ಪತ್ತಿ
ਪ੍ਰਾਪਤ ਘਟਨਾ,ಪಡೆದ ಘಟನೆ
ਪ੍ਰਾਪਤ ਸੰਖਿਆ,ಪಡೆದ ಸಂಖ್ಯೆ
ਪ੍ਰਾਪਤ ਮਾਤਰਾ,ಪಡೆದ ಪ್ರಮಾಣ
ਪ੍ਰਾਪਤ ਸੈੱਟ,ಪಡೆದ ಸೆಟ್
ਪ੍ਰਾਪਤ ਯੂਨਿਟ,ಪಡೆದ ಘಟಕ
ਅਰਧਰੋਇਡ,ಆರ್ಡ್ರಾಯ್ಡ್
ਦਰਿਆਜਿਨ ਨੰਬਰ,ದರಿಯಾಜಿನ್ ಸಂಖ್ಯೆ
ਅਸੰਤੁਲਿਤ ਅੱਖਰ,ಡಿಸ್ಯಾಚುರೇಟೆಡ್ ಪಾತ್ರಗಳು
desaturated ਰੂਟ,ಅಪರ್ಯಾಪ್ತ ಮೂಲ
ਦੇਸੌਤੀ ਸੇਤੁ,ದೇಸೌಟಿ ಸೇತು
ਡਕਾਰਤੇ ਦਾ ਨਿਯਮ,ಡಕಾರ್ಟೆ ನಿಯಮ
ਡੇਕਾਰਟ ਦਾ ਅਪਵਰਤਨ ਦਾ ਨਿਯਮ,ಡೆಸ್ಕಾರ್ಟೆಯ ವಕ್ರೀಭವನದ ನಿಯಮ
"ਉਤਰਦਾ, ਉਤਰਦਾ","ಅವರೋಹಣ, ಅವರೋಹಣ"
ਘਟਦਾ ਸਬਟ੍ਰੇਡ,ಅವರೋಹಣ ಉಪವ್ಯಾಪಾರ
ਉਤਰਾਈ ਬੂੰਦ,ಮೂಲದ ಕುಸಿತ
ਘਟਦੇ ਕ੍ਰਮ,ಅವರೋಹಣ ಕ್ರಮ
ਘਟਦੀ ਸੀਮਾ,ಅವರೋಹಣ ಶ್ರೇಣಿ
"ਵੰਸ਼, ਵੰਸ਼","ಅವರೋಹಣ, ಅವರೋಹಣ"
ਘਟਦੀ ਚਾਲ,ಅವರೋಹಣ ಪಥ
descarte ਰੇ,ಡೆಕಾರ್ಟೆ ಕಿರಣ
ਸ਼ਬਦ ਬੀਤਣ,ಪದದ ಅಂಗೀಕಾರ
"ਵਰਣਨ ਕਰੋ, ਖਿੱਚੋ, ਬਣਾਓ","ವಿವರಿಸಿ, ಚಿತ್ರಿಸಿ, ನಿರ್ಮಿಸಿ"
ਭਾਅ,ಛೇದಕ
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)","ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)"
ਡਿਜ਼ਾਈਨ ਪੇਪਰ,ವಿನ್ಯಾಸ ಕಾಗದ
ਡਿਜ਼ਾਈਨ ਗੁਣਵੱਤਾ,ವಿನ್ಯಾಸ ಗುಣಮಟ್ಟ
ਡਿਜ਼ਾਈਨ ਨਿਰਧਾਰਨ,ವಿನ್ಯಾಸ ವಿವರಣೆ
ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
delander ਟੇਬਲ,ಡೆಲ್ಯಾಂಡರ್ ಟೇಬಲ್
ਚੁੱਪ,ಮೌನ
Destreu ਪ੍ਰਭਾਵ,ಡೆಸ್ಟ್ರೂ ಪರಿಣಾಮ
ਤਬਾਹੀ ਸਰਕਟ,ವಿನಾಶ ಸರ್ಕ್ಯೂಟ್
ਤਬਾਹੀ ਲਾਈਨ,ವಿನಾಶ ರೇಖೆ
ਤਬਾਹੀ,ವಿನಾಶ
ਤਬਾਹੀ,ದುರಂತ
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ,ವಿನಾಶಕಾರಿ ಹಸ್ತಕ್ಷೇಪ
"ਤੋੜਨ ਵਾਲਾ ਟੈਸਟ, ਵਿਨਾਸ਼ਕਾਰੀ ਟੈਸਟ","ಮುರಿಯುವ ಪರೀಕ್ಷೆ, ವಿನಾಶಕಾರಿ ಪರೀಕ್ಷೆ"
ਵਿਨਾਸ਼ਕਾਰੀ ਟੈਸਟ,ವಿನಾಶಕಾರಿ ಪರೀಕ್ಷೆ
ਵੱਖ ਕਰਨ ਯੋਗ ਐਨੋਡ,ಬೇರ್ಪಡಿಸಬಹುದಾದ ಆನೋಡ್
ਵਿਭਾਜਨ ਗੁਣਾਂਕ,ಬೇರ್ಪಡಿಸುವ ಗುಣಾಂಕ
ਅਲੱਗ ਸਟਰੋਕ,ಪ್ರತ್ಯೇಕವಾದ ಸ್ಟ್ರೋಕ್
ਅਲੱਗ-ਥਲੱਗ ਸਦਮੇ ਦੀ ਲਹਿਰ,ಪ್ರತ್ಯೇಕವಾದ ಆಘಾತ ತರಂಗ
ਵਰਣਨ ਕੰਟ੍ਰਾਸਟ ਅਨੁਪਾਤ,ವಿವರಣೆ ಕಾಂಟ್ರಾಸ್ಟ್ ಅನುಪಾತ
"ਵਿਸਤ੍ਰਿਤ ਸੰਤੁਲਨ, ਸੰਗੋਪੰਗੀ ਸੰਤੁਲਨ","ವಿಸ್ತಾರವಾದ ಬ್ಯಾಲೆನ್ಸ್, ಸಂಗೋಪಾಂಗಿ ಬ್ಯಾಲೆನ್ಸ್"
ਵਿਆਪਕ ਸਿਧਾਂਤ,ವಿಶಾಲವಾದ ಸಿದ್ಧಾಂತ
"ਪਛਾਣ, ਖੋਜੀ","ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆಕಾರಕ"
ਖੋਜ ਗੁਣਾਂਕ,ಪತ್ತೆ ಗುಣಾಂಕ
ਗਲਤੀ ਖੋਜ,ದೋಷ ಪತ್ತೆ
ਜਾਸੂਸੀ ਸੁਣਵਾਈ ਏਡਜ਼,ಪತ್ತೇದಾರಿ ಶ್ರವಣ ಸಾಧನಗಳು
ਡਿਟੈਕਟਰ ਸੰਤੁਲਿਤ ਪੱਖਪਾਤ,ಡಿಟೆಕ್ಟರ್ ಸಮತೋಲಿತ ಪಕ್ಷಪಾತ
ਨਿਰਣਾਇਕ ਬਣਤਰ,ನಿರ್ಣಾಯಕ ರಚನೆ
ਨਿਰਧਾਰਨਵਾਦ,ನಿರ್ಣಾಯಕತೆ
ਨਿਰਣਾਇਕ ਸਮੀਕਰਨ,ನಿರ್ಣಾಯಕ ಸಮೀಕರಣ
ਨਿਰਧਾਰਨ,ನಿರ್ಣಯ
ਨਿਰਧਾਰਿਤ,ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,ನಿರ್ಧರಿಸಲು
ਨਿਰਧਾਰਤ ਸਰੀਰ,ನಿಗದಿತ ದೇಹ
ਨਿਰਧਾਰਨ ਕਾਰਕ,ನಿರ್ಧರಿಸುವ ಅಂಶ
ਪੋਸਟ ਦਾ ਨਿਰਧਾਰਨ,ಪೋಸ್ಟ್ ಅನ್ನು ನಿರ್ಧರಿಸುವುದು
ਨਿਰਧਾਰਕ ਵੇਰੀਏਬਲ,ನಿರ್ಣಾಯಕ ವೇರಿಯಬಲ್
ਨਿਰਣਾਇਕ,ನಿರ್ಣಾಯಕ
ਨਿਰਣਾਇਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ನಿರ್ಣಾಯಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਖੋਜੀ,ಪತ್ತೆಕಾರಕ
ਫਟਿਆ ਫਿਊਜ਼,ಸ್ಫೋಟಗೊಂಡ ಫ್ಯೂಸ್
ਧਮਾਕੇ ਦਾ ਤਬਾਦਲਾ,ಸ್ಫೋಟ ವರ್ಗಾವಣೆ
ਬਰਸਟ ਵੇਵ,ಒಡೆದ ಅಲೆ
ਵਿਸਫੋਟਕ,ಸ್ಫೋಟಕ
ਵਰਣਨ,ವಿವರಣೆ
ਡਿਊਟੇਰੀਅਮ ਡਿਸਚਾਰਜ ਨੋਜ਼ਲ,ಡ್ಯೂಟೇರಿಯಮ್ ಡಿಸ್ಚಾರ್ಜ್ ನಳಿಕೆಗಳು
ਡਿਊਟੇਰੀਅਮ ਚੱਕਰ,ಡ್ಯೂಟೇರಿಯಮ್ ಚಕ್ರ
ਡਿਊਟਰੋਨ,ಡ್ಯೂಟೆರಾನ್
ਡਿਊਟਰੋਨ ਐਕਸਲੇਟਰ,ಡ್ಯೂಟೆರಾನ್ ವೇಗವರ್ಧಕ
deuteron ਕੈਪਚਰ,ಡ್ಯೂಟೆರಾನ್ ಕ್ಯಾಪ್ಚರ್
deuteron ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਿਖਰ,ಡ್ಯೂಟೆರಾನ್ ವಿದ್ಯುತ್ಕಾಂತೀಯ ಮೇಲ್ಭಾಗ
"ਡਿਊਟਰੌਨ, ਡਿਊਟਰੌਨ","ಡ್ಯೂಟ್ರಾನ್, ಡ್ಯೂಟ್ರಾನ್"
"ਵਿਕਾਸ, ਵਿਕਾਸ, ਵਿਕਾਸ","ಅಭಿವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ"
ਵਿਕਾਸਯੋਗ,ಅಭಿವೃದ್ಧಿಪಡಿಸಬಹುದಾದ
"ਡਿਵੈਲਪਰ, ਡਿਵੈਲਪਰ","ಡೆವಲಪರ್, ಡೆವಲಪರ್"
ਡਿਵੈਲਪਰ ਫਰੰਟ,ಡೆವಲಪರ್ ಮುಂಭಾಗ
ਵਿਕਾਸਕਾਰ,ಡೆವಲಪರ್
ਵਿਕਾਸ ਫਰੇਮ,ಅಭಿವೃದ್ಧಿ ಚೌಕಟ್ಟು
ਵਿਕਾਸ ਪੱਤਰ,ಅಭಿವೃದ್ಧಿ ಪತ್ರ
"ਵਿਕਾਸ ਦਾ ਤਾਪਮਾਨ, ਵਿਕਾਸ ਦਾ ਤਾਪਮਾਨ","ಅಭಿವೃದ್ಧಿ ತಾಪಮಾನ, ಅಭಿವೃದ್ಧಿ ತಾಪಮಾನ"
"ਵਿਕਾਸ ਦੀ ਮਿਆਦ, ਵਿਕਾਸ ਦੀ ਮਿਆਦ","ಅಭಿವೃದ್ಧಿಯ ಅವಧಿ, ಅಭಿವೃದ್ಧಿಯ ಅವಧಿ"
"ਵਾਧਾ, ਵਿਕਾਸ, ਵਿਅਕਤੀਗਤਕਰਨ","ಬೆಳವಣಿಗೆ, ಅಭಿವೃದ್ಧಿ, ವೈಯಕ್ತೀಕರಣ"
ਭਟਕਣਾ,ವಿಚಲನ
ਭਟਕਣਾ ਗੁਣਾਂਕ,ವಿಚಲನ ಗುಣಾಂಕ
"ਡਿਵੀਏਸ਼ਨ ਕੰਪੋਨੈਂਟ, ਕੰਪਰੈਸਿਵ ਕੰਪੋਨੈਂਟ","ವಿಚಲನ ಘಟಕ, ಸಂಕುಚಿತ ಘಟಕ"
ਵਿਭਿੰਨਤਾ ਦੀ ਘਟਨਾ,ಭಿನ್ನಾಭಿಪ್ರಾಯ ವಿದ್ಯಮಾನ
ਉਡਾਣ ਮਾਰਗ ਸੂਚਕ,ವಿಮಾನ ಮಾರ್ಗ ಸೂಚಕ
ਭਟਕਣਾ ਸੂਚਕ,ವಿಚಲನ ಸೂಚಕ
deviant,ವಕ್ರವಾದ
ਭਟਕਣ ਵਾਲਾ ਕਾਰਕ,ವಿಕೃತ ಅಂಶ
ਫੈਲਣ ਵਾਲਾ ਤਣਾਅ,ಪ್ರಸರಣ ಒತ್ತಡ
ਘਟੀਆ,ಕೆಳಮಟ್ಟಕ್ಕಿಳಿದ
ਤ੍ਰੇਲ,ಇಬ್ಬನಿ
ਨਿਸ਼ਾਨਾ ਸ਼ੁਰੂਆਤੀ ਚੇਤਾਵਨੀ,ಗುರಿ ಮುಂಚಿನ ಎಚ್ಚರಿಕೆ
ਤ੍ਰੇਲ ਬਿੰਦੂ ਹਾਈਗਰੋਮੀਟਰ,ಡ್ಯೂ ಪಾಯಿಂಟ್ ಹೈಗ್ರೋಮೀಟರ್
ਡੁਅਲਲਾਈਨ,ಡ್ಯುಲೈನ್
ਤ੍ਰੇਲ ਬਿੰਦੂ,ಇಬ್ಬನಿ ಬಿಂದು
ਡਿਊਰ ਕੈਲੋਰੀਮੀਟਰ,ಡ್ಯುಯರ್ ಕ್ಯಾಲೋರಿಮೀಟರ್
ਹਿਰਨ ਫਲਾਸਕ,ಜಿಂಕೆ ಫ್ಲಾಸ್ಕ್
dx (ਯੂਨਿਟ),dx (ಘಟಕ)
ਘੜੀ ਦੀ ਦਿਸ਼ਾ ਵਿੱਚ,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
ਦੱਖਣੀ ਪੋਲਰਾਈਜ਼ਰ,ದಕ್ಷಿಣ ಧ್ರುವೀಕರಣ
bi,ದ್ವಿ
ਐਂਡੋਸਪਰਮ,ಎಂಡೋಸ್ಪರ್ಮ್
ਦੋ-ਆਈਸੋਟੋਪਿਕ ਤੱਤ,ದ್ವಿ-ಐಸೋಟೋಪಿಕ್ ಅಂಶಗಳು
ਮੁਫ਼ਤ-ਜੀਵਨ,ಮುಕ್ತ ಜೀವನ
ਵਜ਼ਨਦਾਰ ਰੇਡੀਏਸ਼ਨ,ತೂಕದ ವಿಕಿರಣ
ਦੋਹਰਾ ਧੁਰਾ,ಎರಡು ಅಕ್ಷ
ਡਬਲ ਫੋਕਸ ਪੁਆਇੰਟ,ಡಬಲ್ ಫೋಕಸ್ ಪಾಯಿಂಟ್
ਡਾਇਗਨੌਸਟਿਕਸ,ರೋಗನಿರ್ಣಯ
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
ਡਾਇਗਨੌਸਟਿਕ ਰੁਟੀਨ,ರೋಗನಿರ್ಣಯದ ದಿನಚರಿ
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
ਵਿਕਰਣ,ಕರ್ಣೀಯ
ਵਿਕਰਣ ਧੁਰਾ,ಕರ್ಣೀಯ ಅಕ್ಷ
ਤਿਰਛੀ ਅੱਖ,ಕರ್ಣೀಯ ಕಣ್ಣು
ਤਿਰਛੀ ਮਾਪੇ,ಕರ್ಣೀಯ ಪೋಷಕ
ਤਿਰੰਗਾ ਤੁਰਿਆ ਐਂਟੀਨਾ,ಕರ್ಣ ತುರ್ಯ ಆಂಟೆನಾ
ਚਿੱਤਰ,ರೇಖಾಚಿತ್ರ
ਡਰਾਇੰਗ,ಚಿತ್ರ
ਡਰਾਇੰਗ ਢੰਗ,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ,ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ
ਡਾਇਲ,ಡಯಲ್ ಮಾಡಿ
ਟੈਲੀਫੋਨ ਸੈਂਟਰ ਡਾਇਲ ਕਰੋ,ದೂರವಾಣಿ ಕೇಂದ್ರವನ್ನು ಡಯಲ್ ಮಾಡಿ
"dialyukt ਪੁਲ, dialyukt ਪੁਲ","dialyukt ಸೇತುವೆ, dialyukt ಸೇತುವೆ"
ਡਾਇਲ ਪੁਆਇੰਟਰ,ಡಯಲ್ ಪಾಯಿಂಟರ್
ਡਾਇਲ ਸਵਿੱਚ,ಡಯಲ್ ಸ್ವಿಚ್
ਥਰਮਾਮੀਟਰ ਡਾਇਲ ਕਰੋ,ಡಯಲ್ ಥರ್ಮಾಮೀಟರ್
ਡਾਇਲ ਟੋਨ,ಡಯಲ್ ಟೋನ್
ਡਾਇਲਬਾਕਸ,ಡಯಲ್ ಬಾಕ್ಸ್
ਡਾਇਮੈਗਨੈਟਿਕ ਫੈਰਾਡੇ ਪ੍ਰਭਾਵ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಫ್ಯಾರಡೆ ಪರಿಣಾಮ
ਡਾਇਮੈਗਨੈਟਿਕ,ಕಾಂತೀಯ
ਡਾਇਮੈਗਨੈਟਿਕ ਮਾਡਿਊਲਸ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಮಾಡ್ಯುಲಸ್
ਡਾਇਮੈਗਨੈਟਿਕ ਪਲ,ಡೈಮ್ಯಾಗ್ನೆಟಿಕ್ ಕ್ಷಣ
ਡਾਇਮੈਗਨੈਟਿਕ ਗੂੰਜ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಸೋನೆನ್ಸ್
ਡਾਇਮੈਗਨੈਟਿਕ ਸ਼ੀਲਡਿੰਗ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಶೀಲ್ಡ್
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
ਡਾਇਮੈਗਨੈਟਿਕ ਰੁਝਾਨ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಪ್ರವೃತ್ತಿ
ਡਾਇਮੈਗਨੈਟਿਕ ਵਾਲੀਅਮ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಪರಿಮಾಣ
"diamagnetology, dimagnetic ਸਮੱਗਰੀ","ಡಯಾಮ್ಯಾಗ್ನೆಟಾಲಜಿ, ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು"
diamagnetism,ಕಾಂತೀಯತೆ
ਵਿਆਸ,ವ್ಯಾಸ
ਵਿਆਸ ਜਹਾਜ਼,ವ್ಯಾಸದ ಸಮತಲ
ਵਿਆਸ ਦੇ ਉਲਟ,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
"ਹੀਰਾ, ਹੀਰਾ","ವಜ್ರ, ವಜ್ರ"
rhombus antenna,ರೋಂಬಸ್ ಆಂಟೆನಾ
"ਹੀਰਾ ਜਾਲੀ, ਗਰਜ","ವಜ್ರದ ಜಾಲರಿ, ಸಿಡಿಲು"
ਡਾਇਪੈਜਨ,ಡಯಾಪೇಜೆನ್
"ਡਾਇਆਫ੍ਰਾਮ, ਡਾਇਆਫ੍ਰਾਮ","ಡಯಾಫ್ರಾಮ್, ಡಯಾಫ್ರಾಮ್"
ਡਾਇਆਫ੍ਰਾਮ ਮੋਟਰ ਫੋਰਸ,ಡಯಾಫ್ರಾಮ್ ಮೋಟಾರ್ ಬಲ
ਡਾਇਆਫ੍ਰਾਮ ਪ੍ਰਸ਼ਾਸਨ,ಡಯಾಫ್ರಾಮ್ ಆಡಳಿತ
ਡਾਇਸਪੋਰੋਮੀਟਰ,ಡಯಾಸ್ಪೊರೊಮೀಟರ್
ਥਰਮਲ ਕਵਰ,ಉಷ್ಣ ಕವರ್
ਗਰਮੀ ਦੀ ਪਾਰਦਰਸ਼ਤਾ,ಶಾಖದ ಪ್ರವೇಶಸಾಧ್ಯತೆ
ਗਰਮੀ ਐਕਸਚੇਂਜ,ಶಾಖ ವಿನಿಮಯ
ਗਰਮੀ ਐਕਸਚੇਂਜ,ಶಾಖ ವಿನಿಮಯ
ਥਰਮਾਮੀਟਰ,ಥರ್ಮಾಮೀಟರ್
ਡਾਇਥਰਮੀ,ಡೈಥರ್ಮಿ
ਡਾਇਟੋਮਿਕ,ಡಯಾಟಮಿಕ್
diatomic ਅਣੂ,ಡಯಾಟಮಿಕ್ ಅಣು
"ਡਾਇਟੋਮਿਕ ਰੋਟਰ, ਡਾਇਟੋਮਿਕ ਰੋਟਰ","ಡಯಾಟೊಮಿಕ್ ರೋಟರ್, ಡಯಾಟೊಮಿಕ್ ರೋಟರ್"
"ਡਾਇਟੋਨਿਕ ਸਵਰਗ੍ਰਾਮ, ਡਾਇਟੋਨਿਕ ਸਵਰਗ੍ਰਾਮ","ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್, ಡಿಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್"
ਡਾਇਡ-ਕੈਪਸੀਟਰ ਸਟੋਰੇਜ,ಡಯೋಡ್-ಕೆಪಾಸಿಟರ್ ಸಂಗ್ರಹಣೆ
ਬਾਈਨੌਰਲ ਸੁਣਵਾਈ,ಬೈನೌರಲ್ ವಿಚಾರಣೆ
dichotomous ਵੇਰੀਏਬਲ,ದ್ವಿಮುಖ ವೇರಿಯಬಲ್
ਵੰਡਣ ਲਈ,ಇಬ್ಭಾಗಿಸಲು
ਵਿਭਾਜਨ ਧੁਰਾ,ಕವಲೊಡೆಯುವ ಅಕ್ಷ
ਵਿਭਾਜਨ ਸ਼ਾਖਾ,ಕವಲೊಡೆಯುವ ಶಾಖೆ
ਦੋ-ਤਰੀਕੇ ਨਾਲ ਖੋਜ,ದ್ವಿಮುಖ ಪರಿಶೋಧನೆ
ਵੰਡ ਸਿਸਟਮ,ವಿಭಜನೆ ವ್ಯವಸ್ಥೆ
ਵੰਡਿਆ ਵੇਰੀਏਬਲ,ವಿಭಜಿತ ವೇರಿಯಬಲ್
"ਵਿਭਾਜਨ, ਅੱਧੀ ਕਲਾ","ವಿಭಜನೆ, ಅರ್ಧ ಕಲೆ"
"ਦੁਚਿੱਤੀ, ਦੁਚਿੱਤੀ","ದ್ವಿವರ್ಣ, ದ್ವಿವರ್ಣ"
ਡਬਲ ਰੰਗੀਨਤਾ,ಡಬಲ್ ವರ್ಣೀಯತೆ
ਦੋ ਰੰਗ ਦਾ ਸ਼ੀਸ਼ਾ,ದ್ವಿವರ್ಣ ಕನ್ನಡಿ
ਬਾਇਕ੍ਰੋਮੈਟਿਕ ਅਨੁਪਾਤ,ದ್ವಿವರ್ಣ ಅನುಪಾತ
ਦੁੱਗਣਾ,ದುಪ್ಪಟ್ಟಾಯಿತು
ਧਰੁਵੀ ਡਾਇਕ੍ਰੋਮੈਟਿਜ਼ਮ,ಧ್ರುವೀಯ ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್
dichromate ਸੈੱਲ,ಡೈಕ್ರೋಮೇಟ್ ಕೋಶ
"ਭਿੰਨਤਾਵਾਦ, ਵਿਜ਼ੂਅਲ ਡਿਕੋਟੋਮੀ, ਪੱਧਰ ਦਾ ਵਿਭਿੰਨਤਾ","ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್, ದೃಶ್ಯ ದ್ವಿಗುಣ, ಮಟ್ಟದ ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್"
ਦੂਰਬੀਨ,ದುರ್ಬೀನು
ਡਿਕਟਾਫੋਨ,ಡಿಕ್ಟಾಫೋನ್
ਡਾਇਲੈਕਟ੍ਰਿਕ ਗਰਮੀ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಶಾಖ
ਡਾਇਇਲੈਕਟ੍ਰਿਕ ਚੁੰਬਕਤਾ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕಾಂತೀಯತೆ
ਆਡੀਓਗ੍ਰਾਫਰ,ಆಡಿಯೋಗ್ರಾಫರ್
dielectric ਸਮਾਈ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ਡਾਇਲੈਕਟ੍ਰਿਕ ਐਂਟੀਨਾ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಂಟೆನಾ
ਡਾਇਲੈਕਟ੍ਰਿਕ ਬਰੇਕ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್
ਡਾਇਲੈਕਟ੍ਰਿਕ ਤਾਲਮੇਲ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಒಗ್ಗಟ್ಟು
ਡਾਇਲੈਕਟ੍ਰਿਕ ਸੂਚਕਾਂਕ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸೂಚ್ಯಂಕ
ਡਾਇਲੈਕਟ੍ਰਿਕ ਕਰੰਟ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕರೆಂಟ್
ਡਾਇਲੈਕਟ੍ਰਿਕ ਵਿਸਥਾਪਨ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸ್ಥಳಾಂತರ
