Telugu,Marathi
ఎరోషన్,इरोशन
అవాంఛనీయ,अनियमित
లోపం,त्रुटी
లోపం నియంత్రణ కోడింగ్,त्रुटी नियंत्रण कोडिंग
లోపం దిద్దుబాటు,त्रुटी सुधारणे
లోపం గుర్తించడం,त्रुटी शोध
లోపం నిర్వహణ,त्रुटी हाताळणी
లోపం సంభావ్యత,त्रुटी संभाव्यता
ఈథర్నెట్,इथरनेट
ఈథర్నెట్ కేబుల్,इथरनेट केबल
యూజెనిక్స్,युजेनिक्स
ఖాళీ చేయండి,खाली करा
మార్పిడి,एक्सचेंज
ఎక్సైటర్,एक्झिटर
అమలు చేయండి,अंमलबजावणी
అమలు సమయం,अंमलबजावणीची वेळ
ఎగ్జాస్ట్,दमट
బయటకి దారి,बाहेर पडा
విస్తరించబడింది,विस्तारित
విస్తరణ వాల్వ్,विस्तार वाल्व
ప్రయోగం,प्रयोग
నిపుణుల వ్యవస్థ,तज्ञ प्रणाली
అన్వేషించండి,अन्वेषण
ఎక్స్‌ప్లోరర్,एक्सप्लोरर
గుడ్డ,एक्सपो (प्रदर्शन)
విద్యుత్ సరఫరా పొడిగింపు,वीजपुरवठा वाढवणे
బాహ్య నియంత్రణ,बाह्य नियंत्रण
బాహ్య మెమరీ,बाह्य मेमरी
బాహ్య నిల్వ,बाह्य संचय
బాహ్య థ్రెడ్,बाह्य धागा
సారం,काढा
ఎక్స్‌ట్రానెట్,बाह्य
కల్పించండి,बनावट
ముఖభాగం,पैलू
ఫేస్‌సిమైల్,फॅसिमिले
కారకం,घटक
వాడిపోవు,फिकट
ఫేడ్ ఇన్,ठळक होत जाणे
వెళ్లి పోవడం,फिकट बाहेर
ఫేడర్,फॅडर
క్షీణించడం,लुप्त होत आहे
క్షీణిస్తున్న జోన్,फिकट झोन
ఫాంటమ్,फॅन्टॉम (= फॅंटम)
ఫాస్ట్ ఫోరియర్ ట్రాన్స్ఫార్మ్ (FFT) అల్గోరిథం,फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम
తీవ్రమైన దోషం,गंभीर त्रुटी
తప్పు,दोष
లక్షణం,वैशिष्ट्य
ఫీడ్,अन्न देणे
అభిప్రాయం,अभिप्राय
ఫీడ్‌బ్యాక్ యాంప్లిఫైయర్,अभिप्राय एम्पलीफायर
ఫీడ్‌బ్యాక్ సర్క్యూట్,अभिप्राय सर्किट
ఫీడ్‌బ్యాక్ వోల్టేజ్,अभिप्राय व्होल्टेज
ఫీడర్,फीडर
ఫీడర్ కేబుల్,फीडर केबल
ఫీడర్ హట్,फीडर झोपडी
ఫీడర్ లైన్,फीडर लाइन
ఫీడర్ వ్యవస్థ,फीडर सिस्टम
ఫీడర్ వైర్,फीडर वायर
ఫైబర్,फायबर
ఫైబర్ ఆప్టిక్స్,फायबर ऑप्टिक्स
విశ్వసనీయత,निष्ठा
విశ్వసనీయత పరిధి పొడిగింపు,निष्ठा श्रेणी विस्तार
ఫీల్డ్,फील्ड
ఫీల్డ్ డ్రైవ్,फील्ड ड्राइव्ह
ఫీల్డ్ ఎఫెక్ట్ ట్రాన్సిస్టర్,फील्ड इफेक्ट ट्रान्झिस्टर
క్షేత్ర బలం,फील्ड सामर्थ्य
ఫీల్డ్ బలం మీటర్,फील्ड सामर्थ्य मीटर
ఫీల్డ్ స్ట్రెంత్ సర్వే,फील्ड सामर्थ्य सर्वेक्षण
మూర్తి,आकृती
మెరిట్ యొక్క సంఖ్య,गुणवत्तेची आकृती
ఫిలమెంట్,फिलामेंट
ఫైల్,फाईल
ఫైల్ సర్వర్,फाइल सर्व्हर
ఫైల్ సిస్టమ్,फाईल सिस्टम
ఫిల్లర్,फिलर
ఫిల్మ్ రికార్డర్,फिल्म रेकॉर्डर
ఫిల్మ్ స్పీడ్,चित्रपटाचा वेग
ఫిల్టర్,फिल्टर
ఫిల్టర్ చౌక్,फिल्टर चोक
ఫిల్టర్ సర్క్యూట్,फिल्टर सर्किट
ఫిల్టరింగ్,फिल्टरिंग
చక్కటి ట్యూనింగ్ నియంత్రణ,ललित ट्यूनिंग नियंत्रण
పరిమిత క్షేత్రం,मर्यादित फील्ड
ఫైర్ వాల్,अग्नीची भिंत
ఫైర్‌ఫాక్స్,फायरफॉक्स
ఫైరింగ్ కోణం,फायरिंग कोन
