Hindi,Malayalam
"गणन, गिनना",എണ്ണൽ
"समान, बराबर, सम, तुल्य",തുല്യമായ
"समता, समिका",സമത്വം
समप्रायिक,തുല്യ സാധ്യത
सम प्रायिकता वरण विधि,തുല്യ സാധ്യത തിരഞ്ഞെടുക്കൽ രീതി (=epsem)
समान करना,തുല്യമാക്കുക
" समीकरण , समीकार",സമവാക്യം
एकघात समीकरण,ഒന്നാം ഡിഗ്രിയുടെ സമവാക്യം
द्विघात समीकरण,രണ്ടാം ഡിഗ്രിയുടെ സമവാക്യം
त्रिघात समीकरण,മൂന്നാം ഡിഗ്രിയുടെ സമവാക്യം
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा",ഭൂമധ്യരേഖ
समसंतत,സമതുലിതമായ
समबाहु,സമഭുജം
"साम्यावस्था, साम्य, संतुलन",സന്തുലിതാവസ്ഥ
बल-संतुलन,ശക്തികളുടെ സന്തുലിതാവസ്ഥ
संतुलन बिंदु,സന്തുലിത പോയിന്റ്
तुल्यता,തുല്യത
तुल्यता-वर्ग,തുല്യതാ ക്ലാസ്
तुल्यता-संबंध,തുല്യതാ ബന്ധം
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)",തത്തുല്യമായ
तुल्य मैट्रिक्स,തുല്യ മാട്രിക്സ്
तुल्य समुच्चय,തുല്യമായ സെറ്റ്
अभ्यतिप्रायता,എർഗോഡിസിറ്റി
"त्रुटि, भूल, गलती, अशुद्‌धि",പിശക്
त्रुटि-विश्लेषण,പിശക് വിശകലനം
त्रुटि कोड,പിശക് കോഡ്
त्रुटि गुणांक,പിശക് ഗുണകം
वर्ग माध्य त्रुटि,ശരാശരി ചതുരത്തിന്റെ പിശക്
प्रथम प्रकार की त्रुटि,ആദ്യ തരത്തിലുള്ള പിശക്
द्वितीय प्रकार की त्रुटि,രണ്ടാമത്തെ തരത്തിലുള്ള പിശക്
पलायन-प्रायिकता,രക്ഷപ്പെടാനുള്ള സാധ്യത
पलायन वेग,രക്ഷപ്പെടൽ വേഗത
ई. श्मिट लांबिकीकरण प्रक्रम,ഇ. ഷ്മിഡിന്റെ ഓർത്തോഗണലൈസേഷൻ പ്രക്രിയ
बहिर्वृत्त,എഴുതിയിരിക്കുന്ന വൃത്തം
"सारभूत, अनिवार्य",അത്യാവശ്യമാണ്
वस्तुतः अद्वितीय,അടിസ്ഥാനപരമായി അതുല്യമായ
"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)",കണക്കാക്കുക
आकलन विधि,കണക്കാക്കൽ രീതി
यूक्लिडीय निर्देशांक,യൂക്ലിഡിയൻ കോർഡിനേറ്റ്
यूक्लिडीय डोमेन,യൂക്ലിഡിയൻ ഡൊമെയ്ൻ
यूक्लिडीय ज्यामिति,യൂക്ലിഡിയൻ ജ്യാമിതി
यूक्लिडीय n-समष्टि,യൂക്ലിഡിയൻ എൻ-സ്പെയ്സ്
यूक्लिडीय समतल,യൂക്ലിഡിയൻ വിമാനം
ऑयलर प्रमेय,യൂലറുടെ സിദ്ധാന്തം
"मान निकालना, मूल्यांकन करना",വിലയിരുത്തുക
सम,പോലും
सम वक्र,വക്രം പോലും
सम फलन,പ്രവർത്തനം പോലും
सम अपवर्त्य,ഒന്നിലധികം പോലും
सम संख्या,ഇരട്ട സംഖ്യ
सम-विषम सममिति,ഇരട്ട സമമിതി
सम क्रमचय,ക്രമമാറ്റം പോലും
"घटना, अनुवृत्त",സംഭവം
समपद,കാലാവധി പോലും
"यथातथ, यथार्थ, बिल्कुल ठीक",കൃത്യമായ
यथातथ काई-वर्ग परिक्षण,കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്
यथातथ अवकल,കൃത്യമായ വ്യത്യാസം
यथातथ समीकरण,കൃത്യമായ സമവാക്യം
उदाहरण,ഉദാഹരണം
विनिमय,കൈമാറ്റം
निश्शेष घटना,സമഗ്രമായ സംഭവം
अस्तित्व अभिगृहीत,അസ്തിത്വ സിദ്ധാന്തം
अस्तित्व प्रायिकता,അസ്തിത്വ സാധ്യത (= ഒരു മുൻകൂർ സാധ്യത)
अस्तित्व प्रमेय,അസ്തിത്വ സിദ്ധാന്തം
बाह्य चर,എക്സോജനസ് വേരിയബിൾ
"प्रसार, प्रसरण",വികാസം
प्रत्याशा फलन,പ്രതീക്ഷയുടെ പ്രവർത്തനം
प्रत्याशित बारंबारता,പ്രതീക്ഷിക്കുന്ന ആവൃത്തി
प्रत्याशित मान,പ്രതീക്ഷിച്ച മൂല്യം
प्रयोग,പരീക്ഷണം
"प्रायोगिक भूल, प्रायोगिक त्रुटि",പരീക്ഷണ പിശക്
"व्याख्या, स्पष्टीकरण",വിശദീകരണം
स्पष्ट समीकरण,വ്യക്തമായ സമവാക്യം
स्पष्ट रूप,വ്യക്തമായ രൂപം
स्पष्ट फलन,വ്യക്തമായ പ്രവർത്തനം
स्पष्ट हल,വ്യക്തമായ പരിഹാരം
घातांक,ഘാതം
चरघातांकी वक्र,എക്‌സ്‌പോണൻഷ്യൽ കർവ്
चरघातांकी प्रायिकता फलन,എക്‌സ്‌പോണൻഷ്യൽ ഡെൻസിറ്റി ഫംഗ്‌ഷൻ
चरघातांकी बंटन,എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
चरघातांकी समीकरण,എക്‌സ്‌പോണൻഷ്യൽ സമവാക്യം
चरघातांकी फलन,എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ
"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि",എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച
चरघातांकी नियम,എക്‌സ്‌പോണൻഷ്യൽ നിയമം
चरघातांकी प्रतिचित्र,എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്
"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी",എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്
" निष्पीडन , व्यंजक , मुखाकृति, भावकृति",ആവിഷ്കാരം
विस्तरित अंतराल,നീട്ടിയ ഇടവേള
वर्धित वास्तविक रेखा,വിപുലീകരിച്ച യഥാർത്ഥ ലൈൻ
