Tamil,Odiya
ஹேக்கர் அகராதி,ହ୍ୟାକରର ଅଭିଧାନ |
அரை சேர்ப்பான்,ଅଧା ଆଡର୍ |
அரை பாலம்,ଅଧା ସେତୁ |
அரை இரட்டை,ଅଧା ଡୁପ୍ଲେକ୍ସ |
அரை இரட்டை வரி,ଅଧା ଡୁପ୍ଲେକ୍ସ ଲାଇନ |
அரை இரட்டை முறை,ଅଧା ଡୁପ୍ଲେକ୍ସ ମୋଡ୍ |
பாதி தீவிரம்,ଅଧା ତୀବ୍ରତା |
அரை திசைவி,ଅଧା ରାଉଟର |
அரை கழிப்பான்,ଅଧା ସବଟ୍ରାକ୍ଟର |
அரை டோனிங்,ଅଧା ଟୋନିଂ |
அரை வார்த்தை,ଅଧା ଶବ୍ଦ |
வலிமிகுந்த சுழற்சி,ହାମିଲଟନ୍ ଚକ୍ର |
ஹாமிங் குறியீடு,ହାମିଂ କୋଡ୍ |
கை,ହାତ
கை நகல்,ହାତ କପି
கைப்பிடி,ନିୟନ୍ତ୍ରଣ
கையாளுதல்,ନିୟନ୍ତ୍ରଣ
தொங்கும்,ଟାଙ୍ଗନ୍ତୁ |
மகிழ்ச்சி வலை,ଖୁସି ଜାଲ
கடின நகல் சாதனம்,ହାର୍ଡ କପି ଉପକରଣ |
வன் வட்டு,ହାର୍ଡ ଡିସ୍କ
ஹார்ட் டிஸ்க் செயலிழப்பு,ହାର୍ଡ ଡିସ୍କ କ୍ରାସ୍ |
கடினமான பிழை,କଠିନ ତ୍ରୁଟି |
வன்பொருள் ஓட்டம் கட்டுப்பாடு,ହାର୍ଡୱେର ପ୍ରବାହ ନିୟନ୍ତ୍ରଣ |
இசைவான,ହାରମୋନିକ୍ |
ஹார்மோனிக் சராசரி,ହାରମୋନିକ୍ ଅର୍ଥ |
ஹாஷ்,ହ୍ୟାସ୍
ஹாஷ் வரைபடம்,ହ୍ୟାସ୍ ଚିତ୍ର
ஹாஷ் அட்டவணை,ହ୍ୟାସ୍ ଟେବୁଲ୍ |
ஹாஷிங் நுட்பம்,ହ୍ୟାସିଂ କ techni ଶଳ |
தலைப்பு,ଶୀର୍ଷଲେଖ
குவியல்,ରାଶି
குவியல் வகை,ରାଶି ସର୍ଟ |
உதவி,ସାହାଯ୍ୟ
உதவி திரை,ହେଲପ୍ ସ୍କ୍ରିନ୍ |
ஹெல்ப்நெட்,ହେଲ୍ପନେଟ୍ |
ஹெர்ட்ஸ்,hertz
ஹூரிஸ்டிக்,ହ୍ୟୁରିଷ୍ଟିକ୍ |
ஹூரிஸ்டிக் முறை,ହ୍ୟୁରିଷ୍ଟିକ୍ ପଦ୍ଧତି |
பதின்ம எண்கள்,ଷୋଡଶମିକ ସଂଖ୍ୟା |
மறைக்கப்பட்ட வரி,ଲୁକ୍କାୟିତ ରେଖା |
படிநிலை தரவு தளம்,କ୍ରମିକ ତଥ୍ୟ ଆଧାର |
படிநிலை கோப்பு முறைமை,କ୍ରମିକ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
படிநிலை நிலப்பரப்பு,କ୍ରମିକ ଟପୋଗ୍ରାଫି |
உயர் மட்ட மொழி,ଉଚ୍ଚ ସ୍ତରୀୟ ଭାଷା |
அதிக நினைவக பகுதி,ଉଚ୍ଚ ସ୍ମୃତି କ୍ଷେତ୍ର
உயர் செயல்திறன்,ଉନ୍ନତ ପ୍ରର୍ଦଶନ
தாக்கியது,ହିଟ୍
வீதம்,ହିଟ୍ ହାର
வெற்றி விகிதம்,ହିଟ୍ ଅନୁପାତ |
துளை,ଗର୍ତ୍ତ
முகப்பு அடைவு,ହୋମ୍ ଡିରେକ୍ଟୋରୀ |
முகப்பு பக்கம்,ମୂଳପୃଷ୍ଠା |
ஒரே மாதிரியான ஒருங்கிணைப்பு,ଏକମାତ୍ର ସମନ୍ୱୟ
ஹாப்,ହପ୍
ஹாப் எண்ணிக்கை,ହପ୍ ଗଣନା
கொம்பு,ଶିଙ୍ଗ
ஹோஸ்ட் கணினி,ହୋଷ୍ଟ କମ୍ପ୍ୟୁଟର |
ஹோஸ்ட் கணினி,ହୋଷ୍ଟ କମ୍ପ୍ୟୁଟର |
புரவலன் மொழி,ହୋଷ୍ଟ ଭାଷା
சூடான சாவி,ହଟ୍ କି |
ஹைப்பர் டெக்ஸ்ட் மார்க்அப் மொழி (HTML),ହାଇପର ଟେକ୍ସଟ୍ ମାର୍କଅପ୍ ଭାଷା (HTML)
கருதுகோள்,ଅନୁମାନ
நான் போட்,ମୁଁ ପୋଡ୍
I/O தாங்கல்,I / O ବଫର୍ |
I/O போர்ட்,I / O ପୋର୍ଟ
I/O அலகு,I / O ୟୁନିଟ୍ |
அடையாளங்காட்டி,ପରିଚାୟକ
அடையாளம்,ପରିଚୟ
படம்,ପ୍ରତିଛବି
பட சென்சார்,ପ୍ରତିଛବି ସେନସର
தாக்க அச்சுப்பொறி,ପ୍ରଭାବ ପ୍ରିଣ୍ଟର୍
தடை,ପ୍ରତିବନ୍ଧକ
கட்டாய நிரல் மொழி,ଅତ୍ୟାବଶ୍ୟକ ପ୍ରୋଗ୍ରାମ ଭାଷା |
கட்டாய அறிக்கை,ଜରୁରୀ ବକ୍ତବ୍ୟ
மறைமுக முகவரி,ଅନ୍ତର୍ନିହିତ ଠିକଣା
சாத்தியமற்ற நிகழ்வு,ଅସମ୍ଭବ ଘଟଣା |
செயலற்ற முனை,ନିଷ୍କ୍ରିୟ ନୋଡ୍ |
முரண்பாடு,ଅସଙ୍ଗତି |
அதிகரிப்பு,ବୃଦ୍ଧି
குறியீட்டு,ସୂଚକାଙ୍କ
குறியீட்டு தரவு உருப்படி,ସୂଚକାଙ୍କ ଡାଟା ଆଇଟମ୍ |
குறியீட்டு கோப்பு,ଇଣ୍ଡେକ୍ସ ଫାଇଲ୍ |
குறியீட்டு பதிவு,ଇଣ୍ଡେକ୍ସ ରେଜିଷ୍ଟର |
குறியீட்டு வரிசை,ସୂଚକାଙ୍କ କ୍ରମିକ |
குறியிடப்பட்ட முகவரி,ସୂଚୀବଦ୍ଧ ଠିକଣା
குறியிடப்பட்ட மொழி,ସୂଚୀବଦ୍ଧ ଭାଷା |
அட்டவணைப்படுத்தப்பட்ட வரிசை கோப்பு,ସୂଚୀବଦ୍ଧ କ୍ରମ ଫାଇଲ୍ |
அட்டவணைப்படுத்தப்பட்ட வரிசைமுறை sccess முறை (ISAM),ସୂଚୀବଦ୍ଧ କ୍ରମିକ ସଫଳତା ପଦ୍ଧତି (ISAM)
மறைமுக முகவரி,ପରୋକ୍ଷ ଠିକଣା
தகவலியல்,ସୂଚନା
தகவல்,ସୂଚନା
தகவல் பிட்,ସୂଚନା ବିଟ୍
தகவல் மேலாண்மை,ସୂଚନା ପରିଚାଳନା
தகவல் மேலாண்மை அமைப்பு (IMS),ସୂଚନା ପରିଚାଳନା ବ୍ୟବସ୍ଥା (IMS)
தகவல் மீட்பு,ସୂଚନା ପୁନରୁଦ୍ଧାର
தகவல் அமைப்பு,ସୂଚନା ପ୍ରଣାଳୀ
தகவல் தொழில்நுட்பம் (IT),ସୂଚନା ପ୍ରଯୁକ୍ତିବିଦ୍ୟା (IT)
உள்கட்டமைப்பு மேலாண்மை,ଭିତ୍ତିଭୂମି ପରିଚାଳନା
பரம்பரை,ଉତ୍ତରାଧିକାରୀ |
பரம்பரை பிழை,ଉତ୍ତରାଧିକାରୀ ତ୍ରୁଟି |
ஆரம்ப,ପ୍ରାରମ୍ଭିକ
ஆரம்ப முகவரி,ପ୍ରାରମ୍ଭିକ ଠିକଣା
ஆரம்ப நிலை,ପ୍ରାରମ୍ଭିକ ଅବସ୍ଥା
துவக்கம்,ପ୍ରାରମ୍ଭିକରଣ
மை ஜெட் அச்சுப்பொறி,ଇଙ୍କି ଜେଟ୍ ପ୍ରିଣ୍ଟର୍ |
எண்ணிலடங்கா,ଅସଂଖ୍ୟ |
நான் முனை அட்டவணை,i-node ଟେବୁଲ୍ |
செயல்பட முடியாத நேரம்,କାର୍ଯ୍ୟକ୍ଷମ ସମୟ |
உள்ளீடு தாங்கல் பதிவு,ଇନପୁଟ୍ ବଫର୍ ରେଜିଷ୍ଟର |
உள்ளீட்டு வெளியீட்டு செயலி (I/O செயலி),ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସଞ୍ଚାଳକ (I / O ସଞ୍ଚାଳକ)
உள்ளீடு வெளியீடு பதிவு (I/O பதிவு),ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ରେଜିଷ୍ଟର (I / O ରେଜିଷ୍ଟର)
உள்ளீட்டு வெளியீட்டு அறிக்கை (I/O அறிக்கை),ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ଷ୍ଟେଟମେଣ୍ଟ (I / O ଷ୍ଟେଟମେଣ୍ଟ)
உள்ளீடு/வெளியீடு (I/O),ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ (I / O)
உள்ளீடு/வெளியீடு இடையக (I/O இடையக),ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ବଫର୍ (I / O ବଫର୍)
உள்ளீடு/வெளியீட்டு சாதனம் (I/O சாதனம்),ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ଉପକରଣ (I / O ଉପକରଣ)
செருகு,ସନ୍ନିବେଶ କରନ୍ତୁ |
செருகும் வகை,ସନ୍ନିବେଶ ସର୍ଟ |
நிறுவல் நேரம்,ସ୍ଥାପନ ସମୟ
உதாரணம்,ଉଦାହରଣ
அறிவுறுத்தல்,ନିର୍ଦ୍ଦେଶ
அறிவுறுத்தல் கவுண்டர்,ନିର୍ଦ୍ଦେଶ କାଉଣ୍ଟର
அறிவுறுத்தல் சுழற்சி,ନିର୍ଦ୍ଦେଶ ଚକ୍ର |
அறிவுறுத்தல் தொகுப்பு,ନିର୍ଦ୍ଦେଶ ସେଟ୍ |
முழு எண் நிரலாக்கம்,ପୂର୍ଣ୍ଣ ପ୍ରୋଗ୍ରାମିଂ
முழு எண் மாறி,ଇଣ୍ଟିଜର୍ ଭେରିଏବଲ୍
ஒருங்கிணைந்த மோடம்,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ମୋଡେମ୍ |
ஒருங்கிணைந்த சேவைகள் டிஜிட்டல் நெட்வொர்க் (ISDN),ଏକୀକୃତ ସେବା ଡିଜିଟାଲ୍ ନେଟୱାର୍କ (ISDN)
நேர்மை,ଅଖଣ୍ଡତା
அறிவார்ந்த கட்டுப்படுத்தி,ବୁଦ୍ଧିମାନ ନିୟନ୍ତ୍ରକ |
அறிவார்ந்த முனையம்,ବୁଦ୍ଧିମାନ ଟର୍ମିନାଲ୍ |
இடைப்பட்ட தொகுதி,ଇଣ୍ଟର ବ୍ଲକ୍
இடைத் தொகுதி இடைவெளி,ଇଣ୍ଟର ବ୍ଲକ୍ ଫାଙ୍କ |
தொடர்பு அமைப்பு,ଆନ୍ତ communication ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା |
தொடர்பு,ପାରସ୍ପରିକ କ୍ରିୟା
ஊடாடும் கிராபிக்ஸ்,ଇଣ୍ଟରାକ୍ଟିଭ୍ ଗ୍ରାଫିକ୍ସ |
ஊடாடும் விசைப்பலகை அச்சுப்பொறி,ଇଣ୍ଟରାକ୍ଟିଭ୍ କୀବୋର୍ଡ୍ ପ୍ରିଣ୍ଟର୍ |
இண்டர்காம் சேவை,ଇଣ୍ଟରକମ୍ ସେବା |
இடைமுகம்,ଇଣ୍ଟରଫେସ୍
இடைச்செருகல்,ଆନ୍ତରିକତା
இடைநிலை தாங்கல்,ମଧ୍ୟବର୍ତ୍ତୀ ବଫର୍ |
உள் தொகுதி,ଆଭ୍ୟନ୍ତରୀଣ ବ୍ଲକ
உள் தொடர்பு,ଆଭ୍ୟନ୍ତରୀଣ ଯୋଗାଯୋଗ |
உள் துண்டாடுதல்,ଆଭ୍ୟନ୍ତରୀଣ ବିଖଣ୍ଡନ |
உள் நினைவகம்,ଆଭ୍ୟନ୍ତରୀଣ ସ୍ମୃତି
உள் வகை,ଆଭ୍ୟନ୍ତରୀଣ ସର୍ଟ |
உள் டைமர்,ଆଭ୍ୟନ୍ତରୀଣ ସମୟ
தரப்படுத்தலுக்கான சர்வதேச அமைப்பு (ISO),ମାନକକରଣ ପାଇଁ ଆନ୍ତର୍ଜାତୀୟ ସଂଗଠନ (ISO)
சர்வதேச தொழில்நுட்ப ஆதரவு அமைப்பு,ଆନ୍ତର୍ଜାତୀୟ ବ technical ଷୟିକ ସହାୟତା ସଂଗଠନ |
இணையதளம்,ଇଣ୍ଟରନେଟ୍ |
இணைய பொறியியல் பணிக்குழு (IETF),ଇଣ୍ଟରନେଟ୍ ଇଞ୍ଜିନିୟରିଂ ଟାସ୍କ ଫୋର୍ସ (IETF)
இன்டர்நெட் எக்ஸ்ப்ளோரர்,ଇଣ୍ଟରନେଟ୍ ଏକ୍ସପ୍ଲୋରର |
இணைய வேட்டை,ଇଣ୍ଟରନେଟ୍ ଶିକାର |
இணைய மாத அறிக்கை,ଇଣ୍ଟରନେଟ୍ ମାସିକ ରିପୋର୍ଟ |
இணைய பாக்கெட் பரிமாற்றம்,ଇଣ୍ଟରନେଟ୍ ପ୍ୟାକେଟ୍ ବିନିମୟ |
இணைய நெறிமுறை (IP),ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ (IP)
இணைய நெறிமுறை நீக்கம் (IP),ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ ଅପସାରଣ (IP)
இணைய ரிலே அரட்டை (IRC),ଇଣ୍ଟରନେଟ୍ ରିଲେ ଚାଟ୍ (IRC)
இணைய சேவை வழங்குபவர்,ଇଣ୍ଟରନେଟ୍ ସେବା ପ୍ରଦାନକାରୀ |
இணைய சேவைகளின் பட்டியல்,ଇଣ୍ଟରନେଟ୍ ସେବା ତାଲିକା |
இணைய சமூகம்,ଇଣ୍ଟରନେଟ୍ ସୋସାଇଟି |
இணைய கருவிகள்,ଇଣ୍ଟରନେଟ୍ ଉପକରଣଗୁଡିକ |
இணைய வேலை,ଇଣ୍ଟରନେଟ୍ କାମ କରୁଛି |
இணைய வேலை,ଇଣ୍ଟରନେଟ୍ କାମ କରୁଛି |
இடைச்செருகல்,ଇଣ୍ଟରପୋଲେସନ୍ |
விளக்குவது,ବ୍ୟାଖ୍ୟା କରନ୍ତୁ
மொழிபெயர்ப்பாளர்,ଅନୁବାଦକ
இடைச்செயல் தொடர்பு,ପାରସ୍ପରିକ ଯୋଗାଯୋଗ
குறுக்கீடு,ବାଧା
குறுக்கீடு கையாளுபவர்,ବାଧା ନିୟନ୍ତ୍ରକ |
குறுக்கீடு முகமூடி,ବାଧା ମାସ୍କ |
குறுக்கீடு சமிக்ஞை,ବାଧା ସଙ୍କେତ
குறுக்கீடு திசையன்,ଭେକ୍ଟର ବାଧା
குறுக்கீடு,ବାଧା
குறுக்கிடும்,ଛକ
அக இணையம்,ଇଣ୍ଟରନେଟ୍ |
மாறாத,ଅଦୃଶ୍ୟ
சரக்கு முதன்மை கோப்பு,ଭଣ୍ଡାର ମାଷ୍ଟର ଫାଇଲ୍ |
தலைகீழ் மல்டிபிளெக்சர்,ଓଲଟା ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
தலைகீழ் ஸ்கேனிங்,ଓଲଟା ସ୍କାନିଂ |
தலைகீழ் கோப்பு,ଓଲଟା ଫାଇଲ୍ |
தலைகீழ் பட்டியல் கோப்பு,ଓଲଟା ତାଲିକା ଫାଇଲ୍ |
தலைகீழ் பக்க அட்டவணை,ଓଲଟା ପୃଷ୍ଠା ସାରଣୀ |
இன்வெர்ட்டர்,ଇନଭର୍ଟର
இணைய வேலை,ଇଣ୍ଟରନେଟ୍ କାମ କରୁଛି |
இடைச்செருகல்,ଇଣ୍ଟରପୋଲେସନ୍ |
விளக்குவது,ବ୍ୟାଖ୍ୟା କରନ୍ତୁ
மொழிபெயர்ப்பாளர்,ଅନୁବାଦକ
இடைச்செயல் தொடர்பு,ପାରସ୍ପରିକ ଯୋଗାଯୋଗ
குறுக்கீடு,ବାଧା
குறுக்கீடு கையாளுபவர்,ବାଧା ନିୟନ୍ତ୍ରକ |
குறுக்கீடு முகமூடி,ବାଧା ମାସ୍କ |
குறுக்கீடு சமிக்ஞை,ବାଧା ସଙ୍କେତ
குறுக்கீடு திசையன்,ଭେକ୍ଟର ବାଧା
குறுக்கீடு,ବାଧା
குறுக்கிடும்,ଛକ
அக இணையம்,ଇଣ୍ଟରନେଟ୍ |
