Assamese,Tamil
হেমিল্টনিয়ান অপাৰেটৰ,ஹாமில்டோனியன் ஆபரேட்டர்
হেমিল্টনৰ কোৱাটাৰ্নিয়ন বীজগণিত,ஹாமில்டனின் குவாட்டர்னியன் இயற்கணிதம்
হাৰমনিক,இசைவான
হাৰমনিক খাম,ஹார்மோனிக் உறை
হাৰমনিক গড়,ஹார்மோனிக் சராசரி
হাৰমনিক প্ৰগ্ৰেছন,ஹார்மோனிக் முன்னேற்றம்
হাৰমনিক,ஹார்மோனிக்ஸ்
হাৰমনিক শৃংখলা,ஹார்மோனிக் தொடர்
উচ্চতা,உயரம்
গোলাৰ্ধ,அரைக்கோளம்
গোলাৰ্ধীয়,அரைக்கோளமானது
গোলাৰ্ধীয় প্ৰক্ষেপণ,அரைக்கோளத் திட்டம்
হেপ্টাগন,ஹெப்டகன்
হাৰ্মিটিয়ান কনজুগেট অপাৰেটৰ,ஹெர்மிஷியன் கான்ஜுகேட் ஆபரேட்டர்
হাৰ্মিটিয়ান ৰূপ,ஹெர்மிஷியன் வடிவம்
হাৰ্মিটিয়ান মেট্ৰিক্স,ஹெர்மிஷியன் மேட்ரிக்ஸ்
হাৰ্মিটিয়ান অপাৰেটৰ,ஹெர்மிஷியன் ஆபரேட்டர்
হাৰ্মিটিয়ান প্ৰডাক্ট,ஹெர்மிடியன் தயாரிப்பு
হাৰ্মিটিয়ান অৰ্ধগোট,ஹெர்மிஷியன் அரைகுழு
হাৰ্মিটিয়ান স্থান,ஹெர்மிஷியன் விண்வெளி
হাৰ্মিটিয়ান ৰূপান্তৰ,ஹெர்மிடியன் மாற்றம்
হেছ ডায়েগ্ৰাম,ஹெஸ் வரைபடம்
হেচিয়ান মেট্ৰিক্স,ஹெஸியன் அணி
কাৰ্য্যৰ হেচিয়ান,செயல்பாட்டின் ஹெஸியன்
বৈষম্য পৰীক্ষা,பன்முகத்தன்மை சோதனை
বিষমজাতীয়,பன்முகத்தன்மை கொண்ட
বৈষম্যপূৰ্ণ তথ্য,பன்முக தரவு
বৈষম্যপূৰ্ণ জনসংখ্যা,பன்முக மக்கள் தொகை
heuristic,ஹூரிஸ்டிக்
heuristically,வெறித்தனமாக
ষড়ভুজ,அறுகோணம்
ষড়ভুজ,ஹெக்ஸாஹெட்ரான்
স্তৰভিত্তিক উপবিভাজন,படிநிலை உட்பிரிவு
অনুক্ৰম,படிநிலை
উচ্চ জন্মৰ হাৰ,உயர் பிறப்பு விகிதம்
উচ্চ মৃত্যুৰ হাৰ,அதிக இறப்பு விகிதம்
উচ্চ - বয়স – গোট,அதிக வயது - குழு
উচ্চ ক্ৰম,உயர் வரிசை
সৰ্বোচ্চ ক্ৰম,மிக உயர்ந்த வரிசை
হিলবাৰ্ট ঘনক,ஹில்பர்ட் கன சதுரம்
হিলবাৰ্ট স্থান,ஹில்பர்ட் விண்வெளி
H–অপৰিৱৰ্তিত,எச் - மாறாதது
historigram,வரலாற்று வரைபடம்
ফুটা শঙ্কু,வெற்று கூம்பு
হোমিঅ&#39;মৰ্ফিজম,ஹோமியோமார்பிசம்
সমতা,ஒருமைப்பாடு
সমজাতীয়,ஒரேவிதமான
সমজাতীয় তথ্য,ஒரே மாதிரியான தரவு
সমজাতীয় পাৰ্থক্য সমীকৰণ,ஒரே மாதிரியான வேறுபாடு சமன்பாடு
সমৰূপতা,ஓரினச்சேர்க்கை
অনুভূমিক,கிடைமட்ட
অনুভূমিক সমতল,கிடைமட்ட விமானம்
ঘণ্টা,மணி
হাইড্ৰ&#39;ডাইনেমিক,ஹைட்ரோடைனமிக்
হাইড্ৰ&#39;ডাইনেমিক্স,ஹைட்ரோடைனமிக்ஸ்
হাইড্ৰ&#39;মেকানিক্স,ஹைட்ரோமெக்கானிக்ஸ்
হাইড্ৰষ্টেটিক,நீர்நிலை
হাইড্ৰষ্টেটিক ভাৰসাম্য,நீர்நிலை சமநிலை
হাইড্ৰষ্টেটিক্স,ஹைட்ரோஸ்டேடிக்ஸ்
হাইপাৰবোলা,ஹைபர்போலா
হাইপাৰবলয়ড,ஹைப்பர்போலாய்டு
এটা শ্বীটৰ হাইপাৰব’ল’ইড,ஒரு தாளின் ஹைப்பர்போலாய்டு
বিপ্লৱৰ হাইপাৰব&#39;ল&#39;ইড,புரட்சியின் ஹைப்பர்போலாய்டு
দুখন শ্বীটৰ হাইপাৰব’ল’ইড,இரண்டு தாள்களின் ஹைப்பர்போலாய்டு
হাইপাৰজ্যামিতিক বিতৰণ,ஹைபர்ஜியோமெட்ரிக் விநியோகம்
হাইপাৰজ্যামিতিক শৃংখলা,மிகை வடிவியல் தொடர்
হাইপাৰপ্লেন,அதிவிமானம்
হাইপাৰস্ফিয়াৰ,மிகைக்கோளம்
হাইপাৰ পৃষ্ঠ,உயர் மேற்பரப்பு
হাইপোটেনস,ஹைப்போடென்யூஸ்
অনুমান,கருதுகோள்
আদৰ্শ ভিত্তি,சிறந்த அடிப்படை
আদৰ্শ তৰল পদাৰ্থ,சிறந்த திரவம்
আদৰ্শ গেছ,சிறந்த வாயு
একেধৰণৰ eigen মান,ஒரே மாதிரியான ஈஜென் மதிப்பு
একেদৰে সমান,ஒரே மாதிரியான சமம்
পৰিচয়,அடையாளம்
পৰিচয় উপাদান,அடையாள உறுப்பு
পৰিচয় কাৰ্য্য,அடையாள செயல்பாடு
পৰিচয় সমৰূপতা,அடையாளம் ஓரினச்சேர்க்கை
পৰিচয়ৰ মানচিত্ৰ,அடையாள வரைபடம்
পৰিচয় মেপিং,அடையாள வரைபடம்
পৰিচয় মেট্ৰিক্স,முற்றொருமை
এটা গোটৰ পৰিচয়,ஒரு குழுவின் அடையாளம்
এটা আঙঠিৰ পৰিচয়,ஒரு மோதிரத்தின் அடையாளம்
পৰিচয় অপাৰেটৰ,அடையாள ஆபரேட்டர்
