Malayalam,Bengali
ഫയൽ നിയന്ത്രണം,ফাইল নিয়ন্ত্রণ
ഫയൽ നിയന്ത്രണ സംവിധാനം,ফাইল নিয়ন্ত্রণ সিস্টেম
ഫയൽ പരിവർത്തനം,ফাইল রূপান্তর
ഫയൽ പകർത്തുന്നു,ফাইল অনুলিপি
ഫയൽ വിവരണം,নথি বিবরণ
"ഫയൽ വിവരണം
 പ്രസ്താവന","নথি বিবরণ
 বিবৃতি"
ഫയൽ ഡയറക്ടറി,ফাইল ডিরেক্টরি
ഫയൽ ഇവന്റ്,ফাইল ইভেন্ট
ഫയൽ എക്സ്പ്രഷൻ,ফাইল এক্সপ্রেশন
ഫയൽ വ്യാപ്തി,ফাইল ব্যাপ্তি
ഫയൽ തീറ്റ,ফাইল ফিড
ഫയൽ വിടവ്,ফাইল ফাঁক
ഫയൽ തലമുറ,ফাইল জেনারেশন
ഫയൽ വിവരങ്ങൾ വീണ്ടെടുക്കൽ,ফাইল তথ্য পুনরুদ্ধার
ഫയൽ ഉൾപ്പെടുത്തൽ,ফাইল সন্নিবেশ
"ഫയൽ ചോദ്യം ചെയ്യൽ
 കാരപരിപാടി","ফাইল জিজ্ঞাসাবাদ
 কার্যক্রম"
ഫയൽ ലേബൽ,ফাইল লেবেল
ഫയൽ ലേ layout ട്ട്,ফাইল লেআউট
ഫയൽ ദൈർഘ്യം,ফাইল দৈর্ঘ্য
ഫയൽ പരിപാലനം,ফাইল রক্ষণাবেক্ষণ
ഫയൽ മാനേജുമെന്റ്,ফাইল পরিচালনা
"ഫയൽ മാനേജുമെന്റ്
 കാരപരിപാടി","ফাইল পরিচালনা
 কার্যক্রম"
ഫയൽ മാർക്ക്,ফাইল চিহ্ন
ഫയൽ ലയിപ്പ്,ফাইল মার্জ
ഫയലിന്റെ പേര്,ফাইলের নাম
ഫയലിന്റെ പേര് പട്ടിക,ফাইলের নাম টেবিল
ഫയൽ ഓർഗനൈസേഷൻ,ফাইল সংস্থা
"ഫയൽ ഓറിയന്റഡ്
 പ്രോഗ്രാമിംഗ്","ফাইল ওরিয়েন্টেড
 প্রোগ্রামিং"
"ഫയൽ പാക്കിംഗ്
 സാന്ദ്രത","ফাইল প্যাকিং
 ঘনত্ব"
ഫയൽ പ്രോസസ്സിംഗ്,ফাইল প্রসেসিং
ഫയൽ പരിരക്ഷണം,ফাইল সুরক্ষা
ഫയൽ ശുദ്ധീകരണം,ফাইল শুদ্ধ
ഫയൽ പുനർനിർമ്മാണം,ফাইল পুনর্গঠন
ഫയൽ വീണ്ടെടുക്കൽ,ফাইল পুনরুদ্ধার
ഫയൽ റീൽ,ফাইল রিল
ഫയൽ തിരയൽ,ফাইল অনুসন্ধান
ഫയൽ സുരക്ഷ,ফাইল সুরক্ষা
ഫയൽ തെരഞ്ഞെടുക്കല്,ফাইল নির্বাচন
"ഫയൽ സെപ്പറേറ്റർ
 കഥാപാതം","ফাইল বিভাজক
 চরিত্র"
ഫയൽ സെറ്റ്,ফাইল সেট
ഫയൽ സംഭരണം,ফাইল স্টোরেজ
ഫയൽ സംഭരണ ​​ഏരിയ,ফাইল স্টোরেজ অঞ্চল
ഫയൽ സംഭരണ ​​യൂണിറ്റ്,ফাইল স্টোরেজ ইউনিট
ഫയൽ സ്റ്റോർ,ফাইল স্টোর
ഫയൽ ഘടന,ফাইল কাঠামো
ഫയൽ ടൈഡിംഗ്,ফাইল টিডিং
ഫയൽ അപ്ഡേറ്റിംഗ്,ফাইল আপডেট হচ্ছে
ഫയൽ വേരിയബിൾ,ফাইল পরিবর্তনশীল
സ്വഭാവം പൂരിപ്പിക്കുക,চরিত্র পূরণ করুন
ചലച്ചിത്ര ഫ്രെയിം,ফিল্ম ফ্রেম
ചലച്ചിത്ര നിർമ്മാണം,ফিল্ম মেকিং
ചലച്ചിത്ര സ്കാനർ,ফিল্ম স্ক্যানার
ഫിലിം സംഭരണം,ফিল্ম স্টোরেজ
അന്തിമ പകർപ്പ്,চূড়ান্ত অনুলিপি
അന്തിമ ഗ്രൂപ്പ്,চূড়ান্ত গ্রুপ
അന്തിമ റൂട്ട് ശൃംഖല,চূড়ান্ত-রুট চেইন
ഫൈൻഡർ ബീം,ফাইন্ডার বিম
ടെക്സ്റ്റ് സ്ട്രിംഗ് കണ്ടെത്തുക,পাঠ্য স্ট্রিং সন্ধান করুন
ഏറ്റവും നല്ലത്,সূক্ষ্ম বাছাই
പരിമിത ഓട്ടോയിൻ,সসীম অটোমেটা 1
"പരിമിത ഘടകം
 സന്വദായം","সীমাবদ্ধ উপাদান
 পদ্ধতি"
"പരിമിത കൃത്യത
 അക്കം","সীমাবদ্ধ নির্ভুলতা
 সংখ্যা"
"പരിമിത സംസ്ഥാനം
 യന്തം","সীমাবদ্ধ রাষ্ট্র
 মেশিন"
തീ കേടുപാടുകൾ,আগুনের ক্ষতি
ഫേംവെയർ,ফার্মওয়্যার
ഫേംവെയർ സർക്യൂട്ടി,ফার্মওয়্যার সার্কিটরি
ആദ്യ ഘടകം,প্রথম উপাদান
"ആദ്യ തലമുറ
 കന്വൂട്ടര്","প্রথম প্রজন্ম
 কম্পিউটার"
"ആദ്യ ലെവൽ
 അഭിസംബോധന","প্রথম ধাপ
 সম্বোধন"
"അഞ്ച്-ബിറ്റ് ബൈറ്റ്
 (= ക്വിന്ററ്റ്)","পাঁচ-বিট বাইট
 (= কুইন্টেট)"
അഞ്ച് ലെവൽ കോഡ്,পাঁচ-স্তরের কোড
അഞ്ച് ട്രാക്ക് റീഡർ,পাঁচ ট্র্যাক পাঠক
നിശ്ചിത ബ്ലോക്ക്,স্থির ব্লক
"നിശ്ചിത ബ്ലോക്ക്
വാസ്തുവിദ
 ഉപായം","স্থির ব্লক
আর্কিটেকচার
 যন্ত্র"
"നിശ്ചിത സൈക്കിൾ
 ശസ്തകിയ","স্থির চক্র
 অপারেশন"
നിശ്ചിത ഡാറ്റ,স্থির ডেটা
നിശ്ചിത ദശാംശ,স্থির দশমিক
നിശ്ചിത ഫീൽഡ്,স্থির ক্ষেত্র
നിശ്ചിത ഫോം,স্থির ফর্ম
"നിശ്ചിത ഫോർമാറ്റ്
 ദൂത്","স্থির ফর্ম্যাট
 বার্তা"
"നിശ്ചിത പ്രവർത്തനം
 വൈദുതോല്പാദനയന്തം","স্থির ফাংশন
 জেনারেটর"
നിശ്ചിത ഹെഡ് ഡിസ്ക്,স্থির মাথা ডিস্ক
"നിശ്ചിത ചിത്രം
 ഗ്രാഫിക്സ്","স্থির চিত্র
 গ্রাফিক্স"
നിശ്ചിത ദൈർഘ്യ ബ്ലോക്ക്,স্থির দৈর্ঘ্যের ব্লক
നിശ്ചിത ദൈർഘ്യ രേഖ,স্থির দৈর্ঘ্যের রেকর্ড
നിശ്ചിത ലൈൻ നമ്പർ,স্থির লাইন নম্বর
നിശ്ചിത പാർട്ടീഷൻ,স্থির পার্টিশন
"നിശ്ചിത പോയിന്റ്
 ഗണിതശാസ്തം","নির্দিষ্ট বিন্দু
 পাটিগণিত"
"നിശ്ചിത പോയിന്റ്
 അരിത്മെറ്റിക് യൂണിറ്റ്","নির্দিষ্ট বিন্দু
 গাণিতিক ইউনিট"
"നിശ്ചിത പോയിന്റ്
 സ്ഥിരമായ","নির্দিষ্ট বিন্দু
 ধ্রুবক"
"നിശ്ചിത പോയിന്റ്
 അക്കം","নির্দিষ্ট বিন্দু
 সংখ্যা"
നിശ്ചിത പോയിന്റ് ഭാഗം,স্থির পয়েন্ট অংশ
"നിശ്ചിത പോയിന്റ്
 പതിപാദനം
 ഏര്പ്പാട്","নির্দিষ্ট বিন্দু
 প্রতিনিধিত্ব
 পদ্ধতি"
"നിശ്ചിത പ്രോഗ്രാം
 കന്വൂട്ടര്","স্থির প্রোগ্রাম
 কম্পিউটার"
"നിശ്ചിത റാഡിക്സ്
 അടക്കം
 ഏര്പ്പാട്","স্থির রেডিক্স
 সংখ্যা
 পদ্ধতি"
നിശ്ചിത ഉപഗ്രഹം,স্থির স্যাটেলাইট
സ്ഥിര സംഭരണം,স্থির স্টোরেজ
"നിശ്ചിത പദ ദൈർഘ്യം
 കന്വൂട്ടര്","স্থির শব্দের দৈর্ঘ্য
 কম্পিউটার"
കൊടി,পতাকা
ഫ്ലാഗ് ഇവന്റ്,পতাকা ইভেন্ট
ഫ്ലാഗ് ഇൻഡിക്കേറ്റർ,পতাকা সূচক
ഫ്ലാഗ് ലൈൻ,ফ্ল্যাগ লাইন
ഫ്ലാഗ് സീക്വൻസ്,পতাকা ক্রম
ഫ്ലാഗ് ടെസ്റ്റ്,পতাকা পরীক্ষা
ഫ്ലാഷ് കാർഡ്,ফ্ল্যাশ কার্ড
ഫ്ലാറ്റ് ബെഡ് പ്ലോട്ടർ,ফ্ল্যাট বিছানা প্লট্টার
ഫ്ലാറ്റ് ബെഡ് സ്കാനർ,ফ্ল্যাট বিছানা স্ক্যানার
ഫ്ലാറ്റ് ബെഡ് സ്കാനിംഗ്,ফ্ল্যাট বিছানা স্ক্যানিং
വഴക്കമുള്ള ഡിസ്ക്,নমনীয় ডিস্ক
"വളയുന്ന
 നിർമ്മാണം
 ഏര്പ്പാട്","নমনীয়
 উত্পাদন
 পদ্ধতি"
ഫ്ലിപ്പ് ഫ്ലോപ്പ്,ফ্লিপ ফ্লপ
ഫ്ലിപ്പി,ফ্লিপি
പൊങ്ങിക്കിടക്കുന്ന ദശാംശ,ভাসমান দশমিক
"ഫ്ലോട്ടിംഗ് നോർമലൈസ് ചെയ്യുക
 ഭരണം","ভাসমান স্বাভাবিককরণ
 নিয়ন্ত্রণ"
"ഫ്ലോട്ടിംഗ് പോയിന്റ്
 ഗണിതശാസ്തം","ভাসমান পয়েন্ট
 পাটিগণিত"
