English,Kannada
Corpora cavernosa (of penis),ಕಾರ್ಪೋರಾ ಕಾವರ್ನೊಸಾ (ಶಿಶ್ನ)
Corpora quadrigemina,ಕಾರ್ಪ್‌ವಾಲ್ಜೆಮಿನಾ
Corpus,ದಳ
Corpus albicans,ಕಾರ್ಪಸ್ ಅಲ್ಬಿಕಾನ್ಸ್
Corpus callosum,ಕಾರ್ಪಸ್ ಕ್ಯಾಲೋಸಮ್
Corpus luteum,ಕಾರು ಲುಟಿಯಮ್
Corpus spongiosum,ಕಾರ್ಪಸ್ ಸ್ಪಂಜಿಯಾಸಂ
Corpus striatum,ಕರಿಚಾಲ
Corrode,ನಾಶಮಾಡು
Cortex,ಕಂದುಬಣ್ಣ
Cortical nephron,ಕಾರ್ಟಿಕಲ್ ನೆಫ್ರಾನ್
Corticosterone,ಆರ್ಟಿಕೊಸ್ಟೆರಾನ್
Corticotrophic,ಆರ್ಟಿಕೊಟ್ರೋಫಿಕ್
Cortisol,ನಾರುಬಟ್ಟೆ
Cortisone,ನುಗ್ಗಿ
Corvus,ಕರ್ಮ
Corymb,ಕೋರಿಎಂಬಿ
Cosmic origin,ಕಾಸ್ಮಿಕ್ ಮೂಲ
Cosmic ray,ಕಾಸ್ಮಿಕ್ ಕಿರಣ
Cosmid,ಕಾಸ್ಮಜ
Cosmozoan theory,ಕಾಸ್ಮೊಜಾನ್ ಸಿದ್ಧಾಂತ
Cotton bollworm,ಹತ್ತಿ ಬೋಲ್ವರ್ಮ್
Counselling,ಸಮಾಲೋಚನೆ
Counter-current system,ಪ್ರತಿಲಶವಾಕೃತಿ
Cousin marriage,ಸೋದರಸಂಬಂಧಿ ವಿವಾಹ
Covalent bond,ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ
Cover,ಹೊದಿಕೆ
Covering epithelium,ಎಪಿಥೀಲಿಯಂ ಅನ್ನು ಒಳಗೊಂಡಿದೆ
Cowper's gland,ಕೌಪರ್‌ನ ಗ್ರಂಥಿ
Coxa,ಕಾದು
Coxa,ಕಾದು
Coxal bone,ಕಾಕ್ಸಲ್ ಮೂಳೆ
Coxal process,ಕಾಕ್ಸಲ್ ಪ್ರಕ್ರಿಯೆ
Crack,ಬಿರುಕು
Cracker blasting,ಕ್ರ್ಯಾಕರ್ ಸ್ಫೋಟಕ
Cranial bone,ಕಪಾಲದ ಮೂಳೆ
Cranial meninges,ಕಪಾಲದ ಮೆನಿಂಜುಗಳು
Cranial nerve,ಕಪಾಲದ ನರ
Craniosacral outflow,ಕ್ರ್ಯಾನಿಯೋಸಸ್ಯಲ್ ಹೊರಹರಿವು
Cranium,ಕಾಂಡ
Crassulacean acid metabolism,ಕ್ರಾಸ್ಲೂಸಿಯನ್ ಆಸಿಡ್ ಚಯಾಪಚಯ
Cray fish,ಮೀನು
Creatinine,ರಾಸಾಯನಿಕ
Creature,ಜೀವಿ
Creeper,ಬಳ್ಳಿ
Crenulation,ಚಿರತೆ
Crenulation,ಚಿರತೆ
Cretaceous period,ಕ್ರಿಟೇಶಿಯಸ್ ಅವಧಿ
Cretinism,ಕ್ರೆಟಿನ್ ತತ್ತ್ವ
Cri-du-chat syndrome,ಕ್ರಿ-ಚಾಟ್ ಸಿಂಡ್ರೋಮ್
Cristae,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Critical link species,ವಿಮರ್ಶಾತ್ಮಕ ಲಿಂಕ್ ಪ್ರಭೇದಗಳು
Critical process,ನಿರ್ಣಾಯಕ ಪ್ರಕ್ರಿಯೆ
Critically endangered species,ವಿಮರ್ಶಾತ್ಮಕವಾಗಿ ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ಪ್ರಭೇದಗಳು
Crop,ಬೆಳೆ
Crop engineering,ಬೆಳೆ ಎಂಜಿನಿಯರಿಂಗ್
Cropland,ಬೆಳೆಭೂಮಿ
Cross,ಶಿಲುಬೆ
Cross breeding,ಮಿಶ್ರ ತಳಿ
Cross-bridge,ಅಡ್ಡ ಸೇತುವೆ
Cross linked,ಒಂದಕ್ಕೊಂದು ಸಂಯೋಜಿಸಿದ
Cross pollinated,ಅಡ್ಡ ಪರಾಗಸ್ಪರ್ಶ
Cross pollination,ಅಡ್ಡ -ಪರಾಗಸ್ಪರ್ಶ
Crossing over,ದಾಟಿದೆ
Crotalaria,ಕ್ರೊಟಲೇರಿಯ
Croton,ಚಾಚು
Crown gall tumor,ಕಿರೀಟ ಪಿತ್ತದ ಗೆಡ್ಡೆ
Crown grafting,ಕಿರೀಟ ಕಸಿ
Cruciform,ಶಿಲಸಕ್ತ
Crude birth rate,ಕಚ್ಚಾ ಜನನ ಪ್ರಮಾಣ
Crude death rate,ಕಚ್ಚಾ ಸಾವಿನ ಪ್ರಮಾಣ
Crustacean,ಕಠಿಣಚೋನೆ
Cry IA c,ಕ್ರೈ ಐಎ ಸಿ
Cry IIA b,ಕ್ರೈ ಐಯಾ ಬಿ
Cryopreservation,ಕ್ರೈಪ್ರೆಸರ್ವ
Cryosurgery,ಕ್ರದಾವಿತ್ತ
Cryptic,ರಹಸ್ಯವಾದ
Cryptic appearance,ರಹಸ್ಯ ನೋಟ
Cryptic color,ರಹಸ್ಯವಾದ ಬಣ್ಣ
Cryptically - coloured,ರಹಸ್ಯವಾಗಿ - ಬಣ್ಣ
Cryptogamae,ಕ್ರಿಪ್ಟಾಗಾಮ
Cryptogamia,ಕ್ರಿಪ್ಟಾಗಾಮ
Crypts of Lieberkuhn,ಲೈಬರ್‌ಕುನ್‌ನ ಕ್ರಿಪ್ಟ್‌ಗಳು
Crystal,ಸ್ಫಟಿಕ
Crystalline,ಸ್ಫಟಿಕದ
Ctenophorans,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Ctenophore,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Ctenoplana,ಒಂದು ಬಗೆಯ ಸಿನ್ -ಕಾಲ್ಪನಿಕ
Cuckoo,ಕೋಗಿಲೆ
Cucumber,ಸೌತೆಕಾಯಿ
Cucurbit,ಹೆಗಲಮುದಾಯಿ
Cucurbita,ಸಕರ್ಬಿಟ
Culm,ಕಸ
Cultivar,ತಳಿ
Cultivated crop,ಬೆಳೆದ ಬೆಳೆ
Cultivated plant,ಕೃಷಿ ಸಸ್ಯ
Cultural or accelerated eutrophication,ಸಾಂಸ್ಕೃತಿಕ ಅಥವಾ ವೇಗವರ್ಧಿತ ಯುಟ್ರೊಫಿಕೇಶನ್
Culture,ಸಂಸ್ಕೃತಿ
Cumulus oophorus,ಕುಲುಮಾರ್ಗ
Cupressus torulosa,ಕನಪ್ರೆಸ್ ಟೊರುಲೋಸಾ
Cupula,ಕೂರ
Cupule,ಕಪುಲ್
Curcumin,ಕರ್ಕಾ
Cursorial,ಪರ್ಸನ
Curvembryae,ಕರ್ವೆಂಬ್ರಿ
Curvembryonic,ಕ್ವರ್ಮಿ
Cuscuta,ಕಸಚೂರಿ
Cuspidate,ಕಪಾಟು
Cuticle,ಹೊರಚರ್ಮ
Cutting,ಕತ್ತರಿಸುವುದು
Cutting,ಕತ್ತರಿಸುವುದು
Cuttlefish,ಕಟವಾ ಮೀನು
Cyanobacteria,ಸೈನಾನೊಬ್ಯಾಕ್ಟರ
Cyanobacterium,ಸೈನೊಬ್ಯಾಕ್ಟರ
Cyanocobalamin (B12),ಸೈನೊಕೊಬಾಲಮಿನ್ (ಬಿ 12)
Cyanophycean granule,ಸೈನಾನೊಫಿಸಿಯನ್ ಹರಳು
Cyathium,ಕಟಾವು
Cycad,ಚಕ್ರ
Cycadaceae,ಸೈಕಾಡೇಸಿ
Cycadopsida,ಸೈಕಾಡಾಪ್ಸಾ
Cyclic guanosine monophosphate,ಸೈಕ್ಲಿಕ್ ಗ್ವಾನೋಸಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
Cyclic photophosphorylation,ಸೈಕ್ಲಿಕ್ ಫೋಟೊಫಾಸ್ಫೊರಿಲೇಷನ್
Cyclonic separator,ಚಂಡಮಾರುತ ವಿಭಜಕ
Cyclops,ಸೈಕ್ಲಾಪ್ಸ್
Cyclosporin A,ಸೈಕ್ಲೋಸ್ಪೊರಿನ್ ಎ
Cyclostomata,ಸೈಕ್ಲೋಸ್ಟೊಮಾಟ
Cycus,ಸೈಕಸ್
Cymose,ಸಿಮಾನ
Cymose type,ಸಿಮೋಸ್ ಪ್ರಕಾರ
Cypress,ಸೈಪ್ರೆಸ್
Cypsela,ಗಂಟುಮೂಟೆ
Cysteine,ವಿಭಾಗಕ್ಕೆ ಸಂಬಂಧಿಸಿದ
Cystic fibrosis,ಸಿಸ್ಟಿಕ್ ಫೈಬ್ರೋಸಿಸ್
Cytokinesis,ಸೈಟೊಕಿನಿಸ್
Cytochrome,ಸೈಟೋಕ್ರೋಮ್
Cytokine barrier,ಸೈಟೊಕಿನ್ ತಡೆಗೋಡೆ
Cytokinin,ಸೈಟೊಕಿನಿನ್
Cytology,ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ
Cyton,ಸೈಕಾನ್
Cytoplasm,ಸೈಟೋಪ್ಲಾಸಂ
Cytoplasmic bridge,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ಸೇತುವೆ
Cytoplasmic globule,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ಗ್ಲೋಬ್ಯೂಲ್
Cytosine,ಸೈಟೋಸಿನ್
Cytoskeleton,ಸೈಟೋಸ್ಕೆಲಿಟನ
Cytosol,ಸೈಟೋಸೋಲ್
Cytotaxonomy,ಸೈಟೊಟಾಕ್ಸಾನಮ್ವೈಮಿ
Dehydration,ನಿರ್ಜಲೀಕರಣ
Dairy technology,ಡೈರಿ ತಂತ್ರಜ್ಞಾನ
Daphnales,ದ್ಫ್ನಲ್ಸ್
Daphnia,ದರ್ಫ್ನಿಯ
Dark back ground,ಡಾರ್ಕ್ ಬ್ಯಾಕ್ ಗ್ರೌಂಡ್
Dark field microscopy,ಕರಾಳ ಕ್ಷೇತ್ರ
Dark reaction,ಕರಾಳ ಪ್ರತಿಕ್ರಿಯೆ
Darwinism,ಡಾರ್ವಿನ್ ವಾದ
Darwin's finch,ಡಾರ್ವಿನ್ಸ್ ಫಿಂಚ್
Data deficient,ದತ್ತಾಂಶ ಕೊರತೆ
Date palm,ದಿನಾಂಕ ಅಂಗೈ
Datura stramonium,ದ್ಟುರಾ ಸ್ಟ್ರಾಮೋನಿಯಂ
Daughter cell,ಮಗಳ ಕೋಶ
Day neutral plant,ದಿನದ ತಟಸ್ಥ ಸಸ್ಯ
Day-length,ಹಗಲಿನ ಉದ್ದದ
Degrowth,ಡಿಗ್ರೋವ
Dead shoot,ಶೃಂಗಾರ
Deafness,ಕಿವುಡುತನ
Decamer,ತಾಣ
Decaying organic matter,ಕೊಳೆಯುತ್ತಿರುವ ಸಾವಯವ ವಸ್ತು
Decibel,ದಟ್ಟವಾದ
Decidua basalis,ಒಂದು ಬಗೆಯ ಬಾಸಲಿಸ್
Decidua capsularis,ಒಂದು ಬಗೆಯ ಶವ
Decidua,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
Deciduous,ಪತನಶೀಲ
Decompose,ವಿಭಜಿಸು
Decomposer,ವಿಭಾಜಕ
Decomposing detritus,ಕೊಳೆತ ಡೆಟ್ರಿಟಸ್
Decomposition rate,ವಿಭಜನೆಯ ಪ್ರಮಾಣ
Decumbent,ನಿಧನವಾದ
Dedifferentiated cell,ಸಜ್ಜು ಕೋಶ
Deep ocean trench,ಆಳವಾದ ಸಾಗರ ಕಂದಕ
Deep water body,ಡೀಪ್ ವಾಟರ್ ಬಾಡಿ
Defibrillation,ವಿಪುಲೀಕರಣ
Defibrillator,ಯಥೇಚ್ator
Deficiency,ಕೊರತೆ
Deflation,ಹಣದುಬ್ಬರವಿಳಿತ
Deflection wave,ವಿಚಲನ ತರಂಗ
Deforestation,ಅರಣ್ಯ ಪರೀಕ್ಷೆ
Degeneracy of codon,ಕೋಡಾನ್ ಕ್ಷೀಣತೆ
Degenerate,ಕ್ಷಯಿಸು
Degenerate code,ಕ್ಷೀಣಿಸಿದ ಕೋಡ್
Degeneration,ಅವನತಿ
Degenerative joint,ಕ್ಷೀಣಿಸುವ ಜಂಟಿ
Degradation of grassland,ಹುಲ್ಲುಗಾವಲಿನ ಅವನತಿ
Degrowth,ಡಿಗ್ರೋವ
Dehiscent fruit,ಚಮತ್ಕಾರದ ಹಣ್ಣು
Dehydration,ನಿರ್ಜಲೀಕರಣ
Dehydro-epiandrosterone,ಯೆಹಾರಿ
Dehydrogenase,ಗಾತ್ಯರು ಜನಕ
Deletion,ಅಳಿಸುವುದು
Delimiting membrane,ಮೆಂಬರೇನ್ ಅನ್ನು ಬೇರ್ಪಡಿಸುವ
Delineating,ಚಿತ್ರಿಸುವುದು
Delphinus,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Demersal fish,ಭರ್ಜರಿ ಮೀನು
Demographic transition,ಜನಸಂಖ್ಯಾ ಪರಿವರ್ತನೆ
Denaturation,ಅನುಗ್ರಹಿಸುವ
Denatured,ಭಗ್ನಾದ
Denaturisation,ಅವನತಿ ಮಾಡುವುದು
Dendrite,ವೃಕ್ಷ
Dendrite,ವೃಕ್ಷ
Dendrite,ವೃಕ್ಷ
Dendrobates,ವೃಕ್ಷ
Dendron,ವೇಶ್ಯಾಗೃಹ
Dengue,ಹಳ್ಳ
Denitrification,ನಿರಾಕರಣೆ
Denitrification process,ಡಾನಿಟ್ರೈಫಿಕೇಷನ್ ಪ್ರಕ್ರಿಯೆ
Dentitrifier,ದಂತಕರಣಕ
Denitrifying bacteria,ಬ್ಯಾಕ್ಟೀರಿಯಾವನ್ನು ನಿರಾಕರಿಸುವುದು
Dense solution,ದಟ್ಟ ಪರಿಹಾರ
Density gradient centrifugation,ಸಾಂದ್ರತೆಯ ಗ್ರೇಡಿಯಂಟ್ ಕೇಂದ್ರೀಕರಣ
Density of the suspension,ಅಮಾನತುಗೊಳಿಸುವಿಕೆಯ ಸಾಂದ್ರತೆ
Dentate,ದಂತದ್ರವ್ಯ
Dentine,ದಂತ ತಾರೀಖು
Deoxygenated blood,ಡಿಯೋಕ್ಸಿಯೋಕ್ಸಿಜೆನೇಟೆಡ್ ರಕ್ತ
Deoxyribonucleic acid (DNA),ಡಿಯೋಕ್ಸಿರೈಬೊನ್ಯೂಕ್ಲಿಯಿಕ್ ಆಮ್ಲ (ಡಿಎನ್‌ಎ)
Depigmentation,ಕಸಾಟ
Depletion of soil fertility,ಮಣ್ಣಿನ ಫಲವತ್ತತೆಯ ಸವಕಳಿ
Depolarisation,ನವಿಲುೀಕರಣ
Depolymerisation,ದಿಗಿಲುಗಾಲೆ
Depression,ಖಿನ್ನತೆ
Depression,ಖಿನ್ನತೆ
Derelict land,ಅಪರಿಣಾಮ
Derivative novacaine,ವ್ಯುತ್ಪನ್ನ
Dermatogen,ಒಳಸಂಚಿನ
Dermis,ಒಳಸೇರಿಕೆ
Descendant population,ವಂಶಸ್ಥ ಜನಸಂಖ್ಯೆ
Descending colon,ಅವರೋಹಣ ಕೊಲೊನ್
Descending limb,ಅವರೋಹಣ ಅಂಗ
Descending thoracic aorta,ಅವರೋಹಣ ಎದೆಗೂಡಿನ ಮಹಾಪಧಮನಿಯ
Descent,ಇಳಿಯುವುದು
Desert areas,ಮರುಭೂಮಿ ಪ್ರದೇಶಗಳು
Desert biome,ವೇಷಭೂಷಣ
Desert community,ಮರುಭೂಮಿ ಸಮುದಾಯ
Desert plant,ಮರುಭೂಮಿ ಸಸ್ಯ
Desert shrub,ಸ ೦ ಶಾಡು
Desertification,ಪುನಃಸ್ಥಾಪನೆ ಮಾಡುವುದು
Desi variety,ದೇಸಿ -ವೈವಿಧ್ಯ
Desmid,ಸಣ್ಣ
Desmotubule,Desಮೋಟ್ಯೂಬ್ಯೂಲ್
Detergent,ಚೊಕ್ಕೆಯ
Detoxication,ನಿರ್ವಿಶೀಕರಣ
Detoxification,ನಿರ್ವಿಶೀಕರಣ
Detritivore,ತೊಂದರೆ
Detritivorous,ತೊಂದರೆಗೊಳಗಾದ
Detritus feeder,ಭಂಡರ
Detritus feeding invertebrate,ಡೆಟ್ರಿಟಸ್ ಫೀಡಿಂಗ್ ಅಕಶೇರುಕ
Detritus food chain,ಅಪಾಯ
Deuterostomia,ಡ್ಯುಟೊಮಿಯ
Development,ಅಭಿವೃದ್ಧಿ
Devil fish,ದೆವ್ವದ ಮೀನು
Devil fish,ದೆವ್ವದ ಮೀನು
Devonian period,ವಿನಾಶದ ಅವಧಿ
De-vries theory,ಡಿವ್ರೀಸ್ ಸಿದ್ಧಾಂತ
De-xycorticosterone,ದೀನ್‌ಕಾರ್ಟಿಕೊಸ್ಟೆರಾನ್
Dihybrid,ಹಿಂಸಾತ್ಮಕ
Dinucleotide,ಜಗಳ
Diabetes insipidus,ಡಯಾಬಿಟಿಸ್ ಇನ್ಸಿಪಿಡಸ್
Diabetes mellitus,ಮಧುಮೇಹ
Diacetylmorphin,ಡಯಾಸೆಲ್‌ಮಾರ್ಫರ್
Diagnosis,ರೋಗನರಣೆ
Diagnostic and therapeutics,ರೋಗನಿರ್ಣಯ ಮತ್ತು ಚಿಕಿತ್ಸಕ
Diagnostic image,ರೋಗನಿರ್ಣಯದ ಚಿತ್ರಣ
Diagnostic kit,ರೋಗನಿರ್ಣಯದ ಕಿಟ್
Diakinesis,ವೇಷಭೂಷಣ
Dialysing fluid,ದ್ರವ
Dialysis,ವೇಷ
Diandria,ಡಿಯಾಂಡ್ರಿಯಾ
Diandrous,ಎಂಡ್ರೇ
Diapause,ಕಂದಕ
Diarrhoea,ಅತಿಸಾರ
Diastolic pressure,ಡಯಾಸ್ಟೊಲಿಕ್ ಒತ್ತಡ
Diatom,ಡಯಾಟಮ್
Diatomaceous earth,ಡಯಾಟೆಯೇಸಿಯಸ್ ಭೂಮಿ
Dioxylglycerol (DG),ಡೈಆಕ್ಸಿಲ್ಗ್ಲಿಸೆರಾಲ್ (ಡಿಜಿ)
Dibasic phosphate,ಡಿಬಾಸಿಕ್ ಫಾಸ್ಫೇಟ್
Dichanthium,ಪಾಕಶಯಾದ
Dichloro diphenyl trichloroethane (DDT),ಡಿಕ್ಲೋರೊ ಡಿಫೆನಿಲ್ ಟ್ರೈಕ್ಲೋರೊಥೇನ್ (ಡಿಡಿಟಿ)
Dichotomous,ದ್ವಂದ್ವ
Dicondylic skull,ಡಿಕಾಂಡಿಲಿಕ್ ತಲೆಬುರುಡೆ
Dicotyledon,ಡಿಕೋಟೈಲೆಡಾನ್
Dictyosome,ಡಿಕ್ಟಿಯೋಸೋಮ್
Dictyota,ಡಿಕ್ಟಿಯೊಟ
Diencephalon,ಡೈನ್ಸ್ಫಾಲ
Dietary,ಆಹಾರ
Differential contribution,ಭೇದಾತ್ಮಕ ಕೊಡುಗೆ
Differential interference contrast microscope,ಡಿಫರೆನ್ಷಿಯಲ್ ಹಸ್ತಕ್ಷೇಪ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪ್
Differential reproduction,ಭೇದ -ಸಂತಾನೋತ್ಪತ್ತಿ
Differentiated cell,ವಿಭಿನ್ನ ಜೀವಕೋಶ
Differentiation,ಭಿನ್ನತೆ
Diffracted wave,ವಿವರ್ಟ್ಡ್ ತರಂಗ
Diffuse,ಪ್ರಸಾರ
Diffusing capacity,ಹರಡುವ ಸಾಮರ್ಥ್ಯ
Digestion,ಜೀರ್ಣುವುದು
Digestive juice,ಜೀರ್ಣಕಾರಿ ರಸ
Digestive system,ಜೀರ್ಣಾಂಗ ವ್ಯವಸ್ಥೆ
Digestive tract,ಜೀರ್ಣಾಂಗವ್ಯೂಹ
Digit,ಅಂಕ
Digital subtraction angiography,ಡಿಜಿಟಲ್ ವ್ಯವಕಲನ ಆಂಜಿಯೋಗ್ರಫಿ
Digitally,ಪ್ರತಿಷ್ಠೆಯಂತೆ
Digitiform gland,ಡಿಜಿಟಿಫಾರ್ಮ್ ಗ್ರಂಥಿ
Dikaryon,ಡಿಕೆರಿಯಾನ್
Dikaryophase,ಡಿಕೆರಿಯೋಫೇಸ್
Dimer,ಮಧುರ
Dominant lethal allele,ಪ್ರಾಬಲ್ಯದ ಮಾರಕ ಆಲೀಲ್
Dimorphism,ದ್ವಿವರ್ಗಣ
Dinitrogen,ಇಳಿಜಾರು
Dinoflagellate,ರಾತ್ರಿಯ ದಿನ
Dioecious,ದೈವಭಕ್ತ
Diospyros melanoxylon,ಡಯೋಸ್ಪೈರೋಸ್ ಮೆಲನಾಕ್ಸಿಲಾನ್
Dipeptide,ಪಾಯಿಜಾಲ
Diphyodont,ದೀಪದೋಂಟ್
Diplobacillus,ದಾಯವಾಷ್ಠಿಕ
Diploblastic,ರಾಯಭಾರಿಗಳ
Diplococcus pneumoniae,ಡಿಪ್ಲೊಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ
Diploid stage,ಡಿಪ್ಜೋಟಿ
Diplonema,ರಾಜಗೀತೆ
Diplontic,ರಾಸಾಯನಿಕ
Diplosome,ರಾಯಭಾರ
Diplostome,ದಾಯ್ಯಿತ
Diplotene stage,ರಾಜತಕಾಯ
Diptera,ದೀಕ್ಷಿ
Dipteran,ದೀಕ್ಷಿ
Dipterocarpus hopea,ಡಿಪ್ಟೆರೊಕಾರ್ಪಸ್ ಹೋಪಿಯ
Dipthteria,ಹೊರನೋಟ
Directional selection,ದಿಕ್ಕಿನ ಆಯ್ಕೆ
Disaccharide hyaluronic acid,ಡೈಸ್ಯಾಮರೈಡ್ ಹೈಲುರಾನಿಕ್ ಆಮ್ಲ
Disaccharide,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
Disc,ಗತಿ
Disc floret,ಡಿಸ್ಕ್
Discharge of pollen,ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು
Discontinuous variation,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
Discrete mutation,ಪ್ರತ್ಯೇಕ ರೂಪಾಂತರ
Disease,ರೋಗ
Disharmonising process,ಅಸಂಗತ ಪ್ರಕ್ರಿಯೆ
Disinfectant,ಸೋಂಕುಗಳೆತ
Disinfected,ಸೋಂಕುರಹಿತ
Disorders of bone,ಮೂಳೆಯ ಅಸ್ವಸ್ಥತೆಗಳು
Dissemination,ಪ್ರಸಾರ
Distal,ದೂರದ
Distal convoluted,ದೂರ ಸುರುಳಿಯಾಗಿ
Distal nephron,ಡಿಸ್ಟಲ್ ನೆಫ್ರಾನ್
Distal phalanx,ದೂರದೃಷ್ಟಿ
Distal pigment,ದೂರದ ವರ್ಣದ್ರವ್ಯ
Diurnal,ದೈವಿಕ
Divalent cation,ದಿವಲನ ಕ್ಯಾಷನ್
Divalent,ಕೆಳಮಟ್ಟದ
Diverge,ಬೇರೆಡು
Divergence,ಅಡ್ಡಲಾಗಿರುವುದು
Diversity,ವೈವಿಧ್ಯ
Division of labour,ಕಾರ್ಮಿಕರ ವಿಭಾಗ
Division,ವಿಭಾಗ
Division,ವಿಭಾಗ
DNA dependent RNA polymerase,ಡಿಎನ್‌ಎ ಅವಲಂಬಿತ ಆರ್‌ಎನ್‌ಎ ಪಾಲಿಮರೇಸ್
DNA blotting,ಡಿಎನ್‌ಎ ಬ್ಲಾಟಿಂಗ್
DNA cleavage,ಡಿಎನ್‌ಎ ಸೀಳು
DNA cloining,ಡಿಎನ್‌ಎ ಕ್ಲೋಯಿನಿಂಗ್
DNA driven hybridization,ಡಿಎನ್‌ಎ ಚಾಲಿತ ಹೈಬ್ರಿಡೈಸೇಶನ್
DNA fingerprinting,ಡಿಎನ್‌ಎ ಬೆರಳಚ್ಚು
DNA library,ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
DNA melting,ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ
DNA methylation,ಡಿಎನ್‌ಎ ಮೆತಿಲೀಕರಣ
DNA polymerase,ಡಿಎನ್‌ಎ ಪಾಲಿಮರ
DNA probe,ಡಿಎನ್‌ಎ ತನಿಖೆ
DNA repair,ಡಿಎನ್‌ಎ ದುರಸ್ತಿ
DNA replicate,ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ
DNA replication,ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ
DNA sequence,ಡಿಎನ್‌ಎ ಅನುಕ್ರಮ
DNA splicing,ಡಿಎನ್‌ಎ ಸ್ಪ್ಲೈಸಿಂಗ್
DNA super coiling,ಡಿಎನ್‌ಎ ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್
DNA transcription,ಡಿಎನ್‌ಎ ಪ್ರತಿಲೇಖನ
DNA vector,ಡಿಎನ್‌ಎ ವೆಕ್ಟರ್
Dobson unit,ಡಾಬ್ಸನ್ ಘಟಕ
Dogfish,ಶ್ವಾನ ಮೀನು
Doliolum,ಗಲಾಟೆ
Dolphin (mammal),ಡಾಲ್ಫಿನ್ (ಸಸ್ತನಿ)
Domestic animal,ಸಾಕು ಪ್ರಾಣಿ
Domesticated animal,ಸಾಕು ಪ್ರಾಣಿಗಳ
Domesticated plant,ಸಾಕುಪ್ರಾಣಿ
Domestication,ಸಾಕಾಣಿಕೆ
Domestication,ಸಾಕಾಣಿಕೆ
Dominant gene,ಪ್ರಬಲ ಜೀನ್
Dominant unit factor,ಪ್ರಬಲ ಘಟಕ ಅಂಶ
Donnan equilibrium,ದಾನನ್ ಸಮತೋಲನ
Donor cell,ದಾನಿ ಕೋಶ
Doppler effect,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
Dorsal inner surface,ಡಾರ್ಸಲ್ ಆಂತರಿಕ ಮೇಲ್ಮೈ
Dorsal nerve cord,ಡಾರ್ಸಲ್ ನರ ಬಂಡಿ
Dormancy,ಸುಸ್ತಾಗುವಿಕೆ
Dorsal fin,ಡಾರ್ಸಲ್ ರೆಕ್ಕೆ
Dorsal hollow nervous system,ಡಾರ್ಸಲ್ ಟೊಳ್ಳಾದ ನರಮಂಡಲ
Dorsal nostril,ಡಾರ್ಸಲ್ ಮೂಗಿನ ಹೊಳ್ಳೆ
Dorsal root ganglion,ಡಾರ್ಸಲ್ ರೂಟ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Dorsal surface,ಡಾರ್ಸಲ್ ಮೇಲ್ಮೈ
Dorsal visceral hump,ಡಾರ್ಸಲ್ ಒಳಾಂಗಗಳ ಗೂಡು
Dorsiventral leaf,ಡಾರ್ಸಿವೆಂಟ್ರಲ್ ಎಲೆ
Double bond,ಎರಡು ಬಂಡಿ
Double coconut,ಎರಡು ತೆಂಗಿನಕಾಯಿ
Double helix,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
Double stranded structure,ಡಬಲ್ ಸ್ಟ್ರಾಂಡೆಡ್ ರಚನೆ
Downstream,ಕೆಳಗಡೆ
Downstream processing,ಕೆಳಮಟ್ಟದ ಸಂಸ್ಕರಣೆ
Down syndrome,ಕೆಳಕಡಿ ಸಿಂಡ್ರೋಮ್
Dracaena,ದಾಸ
Draco,ದಾಸ
Dragon fly,ಡ್ರ್ಯಾಗನ್ ನೊಣ
Droplet,ಹಳಿ
Dropsy,ಡ್ರಾಪ್ಸಿ
Drosophila melanogaster,ಡ್ರೊಸೊಫಿಲಾ ಮೆಲನೊಗಾಸ್ಟರ್
Drought,ಬರಗಾಲ
Drought resistant grass,ಬರ ನಿರೋಧಕ ಹುಲ್ಲು
Drug,Drugಷಧ
Drug,Drugಷಧ
Drug abuse,ಮಾದಕ ವ್ಯಸನ
Drum stick,ಡ್ರಮ್ ಕೋಲು
Drupe,ಬಿದ್ದ
