Assamese,Marathi
কম্পাঙ্ক সংকীৰ্ণ বেণ্ড,वारंवारता अरुंद बँड
কম্পাঙ্ক শব্দ,वारंवारता आवाज
কম্পাঙ্ক পৰিসৰ,वारंवारता श्रेणी
ফ্ৰিকুৱেন্সি ৰিয়েক্টেন্স মডুলেটৰ,वारंवारता प्रतिक्रिया मॉड्यूलेटर
ফ্ৰিকুৱেন্সি ৰেফাৰেন্স,वारंवारता संदर्भ
কম্পাঙ্ক প্ৰতিক্ৰিয়া,वारंवारता प्रतिसाद
কম্পাঙ্ক গ্ৰেডিং,वारंवारता प्रतवारी
কম্পাঙ্ক শব্দ বৰ্তনী,वारंवारता ध्वनी सर्किट
কম্পাঙ্ক বৰ্ণালী,वारंवारता स्पेक्ट्रम
কম্পাঙ্ক স্থিৰতা,वारंवारता स्थिरता
কম্পাঙ্ক মানদণ্ড,वारंवारता मानक
কম্পাঙ্ক দোষ,वारंवारता दोष
কম্পাঙ্ক সংশ্লেষণ,वारंवारता संश्लेषण
কম্পাঙ্ক সংশ্লেষণ,वारंवारता संश्लेषण
ফ্ৰিকুৱেন্সি সংশ্লেষিত টিউনিং,वारंवारता संश्लेषण ट्यूनिंग
কম্পাঙ্ক ভল্টেজ পৰিৱৰ্তন,वारंवारता व्होल्टेज बदल
ফ্ৰিকুৱেন্সি টু ভল্টেজ কনভাৰ্টাৰ,वारंवारता ते व्होल्टेज कनवर्टर
ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ,वारंवारता-व्होल्टेज कनवर्टर
ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ,वारंवारता-व्होल्टेज कनवर्टर
ফ্ৰিকুৱেন্সি বেয়াৰিং,वारंवारता पत्करणे
কম্পাঙ্ক স্থানান্তৰ,वारंवारता हस्तांतरण
ফ্ৰিকুৱেন্সি ট্ৰেন্সমিছন,वारंवारता प्रसारण
ফ্ৰিকুৱেন্সি টিউনাৰ,वारंवारता ट्यूनर
চৰিত্ৰ মডুলেটৰ,वर्ण मॉड्युलेटर
ফ্ৰিকুৱেন্সি ৱাইড বেণ্ড,वारंवारता विस्तृत बँड
ফ্ৰেনেলৰ অৱক্ষয়ৰ কম্পাঙ্ক,फ्रेस्नेल डिग्रेडेशन वारंवारता
ঘৰ্ষণ ভুল,घर्षण त्रुटी
বৃত্ত আখৰ,वर्तुळ वर्ण
ফ্ৰন্ট বৰ্ড নিয়ন্ত্ৰণ,समोर बोर्ड नियंत्रण
সন্মুখৰ বাৰাণ্ডা,समोरचा पोर्च
ফ্ৰষ্ট পইণ্ট হাইগ্ৰ&#39;মিটাৰ,दंव बिंदू हायग्रोमीटर
নথিপত্ৰ সংৰক্ষণ,फाइल स्टोरेज
ফু মাঞ্চু ভাইৰাছ,फू मांचू व्हायरस
ইন্ধন পাম্পৰ হস্তক্ষেপ,इंधन पंप हस्तक्षेप
ফুজি অনমনীয়তা অপাৰেচন,फुजी लवचिकता ऑपरेशन
সম্পূৰ্ণ এডাৰ,पूर्ण जोडणारा
সম্পূৰ্ণ ডুপ্লেক্স,संपूर्णत: दुमजली
সম্পূৰ্ণ ডুপ্লেক্স ছেটআপ,पूर्ण डुप्लेक्स सेटअप
সম্পূৰ্ণ ডুপ্লেক্স ট্ৰেন্সমিছন,पूर्ण डुप्लेक्स ट्रान्समिशन
সম্পূৰ্ণ লোড ভল্টেজ,पूर्ण लोड व्होल्टेज
সম্পূৰ্ণ শক্তি,पूर्ण शक्ती
সম্পূৰ্ণ শক্তি বেণ্ড সম্প্ৰসাৰণ,पूर्ण पॉवर बँड विस्तार
নিৰপেক্ষ স্কেল বিচ্যুতি,परिपूर्ण स्केल विक्षेपण
সম্পূৰ্ণ পৰ্দা,पूर्ण स्क्रीन
নিখুঁত যৌগ,परिपूर्ण संयुग
সম্পূৰ্ণ লিক বাফাৰিং,पूर्ण गळती बफरिंग
সম্পূৰ্ণ তৰংগ,पूर्ण लहर
সম্পূৰ্ণ তৰংগ দলং ৰেক্টিফায়াৰ,पूर्ण वेव्ह ब्रिज रेक्टिफायर
সম্পূৰ্ণ তৰংগ ৰেক্টিফায়াৰ,पूर्ण लहर रेक्टिफायर
ফাংচন ক&#39;ড,फंक्शन कोड
ফাংচন জেনেৰেটৰ,फंक्शन जनरेटर
ফাংচন লাইব্ৰেৰী,फंक्शन लायब्ररी
ফাংচন চুইচ,फंक्शन स्विच
কাৰ্য্যকৰী অনুকৰণ,कार्यात्मक अनुकरण
মূলত,मूळ
মূল কম্পাঙ্ক,मूलभूत वारंवारता
মূল ধৰণ,मूलभूत मोड
মূল অনুনাদ,मूळ अनुनाद
ফিউজ,फ्यूज
ফিউজ ইফেক্ট,फ्यूज प्रभाव
ফিউজ মেপ,फ्यूज नकाशा
দ্ৰৱণীয় লিংক,विद्रव्य दुवा
ভৱিষ্যতৰ ধাৰা,भविष्यातील कल
"অস্পষ্ট যুক্তি, অস্পষ্ট যুক্তি","फजी लॉजिक, फजी लॉजिक"
"অস্পষ্ট যুক্তি, ভুৱা যুক্তি","अस्पष्ट तर्क, बोगस तर्क"
ফাইল নিষ্কাশন,फाइल काढणे
পুনৰ বিনিয়োগৰ সংবেদনশীলতা,पुनर्गुंतवणूक संवेदनशीलता
লাভ কৰা,मिळवणे
গাইড লেজাৰ লাভ কৰক,मार्गदर्शित लेसर मिळवा
লাভৰ সীমা,नफा मर्यादा
গেইন বেণ্ড সম্প্ৰসাৰণ বহুগুণন,बँड विस्तार गुणाकार मिळवा
ট্ৰেঞ্জিচন ফ্ৰিকুৱেন্সি লাভ কৰক,संक्रमण वारंवारता मिळवा
গ্যালাঘৰ কোড,गॅलाघर कोड
গেলিয়াম আৰ্চেনাইড,गॅलियम आर्सेनाइड
গেলভানিক কোষ,गॅल्व्हॅनिक सेल
গেলভানোমিটাৰ,गॅल्व्हानोमीटर
গেলভানাইজড ৰেকৰ্ডাৰ,गॅल्वनाइज्ड रेकॉर्डर
গামা,गॅमा
গামা-ৰশ্মি,गॅमा-किरण
কণ্ঠস্বৰযুক্ত টিউনিং,आवाज ट्यूनिंग
ব্যৱধান,मध्यांतर
গেছ বিসৰ্জন লেম্প,गॅस विसर्जन दिवा
গেছ লেজাৰ,गॅस लेसर
"গেট, গেট","गेट, गेट"
গেট এৰে,गेट अॅरे
গেট এৰে,गेट अॅरे
গেট কেপাচিটেন্স / গেট কেপাচিটৰ,गेट कॅपेसिटन्स / गेट कॅपेसिटर
গেট ইনচুলেটিং,गेट इन्सुलेट
গেট দোলক,गेट ऑसिलेटर
গেটৰ নিৰাপত্তা,गेट सुरक्षा
গেট সুৰক্ষা ডাইঅ&#39;ড,गेट संरक्षण डायोड
গেট লক চুইচ,गेट लॉक स्विच
গেট নিয়ন্ত্ৰিত চুইচ,गेट नियंत्रित स्विच
গেটৰ পিছফালৰ নেটৱৰ্ক,गेट पोस्टिंग नेटवर्क
