Tamil,Odiya
ஃபேப்ரி பெரோ ரெசனேட்டர்,ଫାବ୍ରି ପେରୋ ରିଜୋନେଟର |
குழு,ପ୍ୟାନେଲ୍ |
பெருக்கி,ଗୁଣକ
காரணியான,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
லாகுனா,ଲାକୁନା
தணிவு,ଆଘାତ
தணிவு,ଆଘାତ
ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்,ଫାହି ଏକପାଖିଆ ଅନୁମତି ମାପକାରୀ |
தோல்வி,ବିଫଳତା
தோல்வி முறை,ବିଫଳ ମୋଡ୍ |
தோல்வி விகிதம்,ବିଫଳତା ହାର
சிகப்பு குழந்தை செமிகண்டக்டர்,ମେଳା ଶିଶୁ ସେମିକଣ୍ଡକ୍ଟର |
வீழ்ச்சி காலம்,ପତନ ଅବଧି
பதி கலாட் கோர்,ପାଟି କାଲାଡ୍ କୋର |
பேட் கோர்,ପ୍ୟାଟ୍ କୋର୍ |
சரிவு,ଭୁଶୁଡ଼ିବା |
பொய்,ମିଥ୍ୟା
மடித்த காகிதம்,ଫୋଲଡ୍ କାଗଜ |
உள்ளீடு,ଇନପୁଟ୍
வெளியீட்டு எண்,ସଂଖ୍ୟା ସଂଖ୍ୟା
ஃபாரட்,farad
ஃபாரடே விளைவு,ଦୂର ପ୍ରଭାବ
ஃபாரடே சுழற்சி,ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |
ஃபாரடே திரை,ଦୂର ପରଦା |
ஃபாரடே மாறிலி,ଫାରାଡେ ସ୍ଥିର |
ஃபாரடேயின் சட்டம்,ଫାରାଡେଙ୍କ ନିୟମ |
பிரதி,ପ୍ରତିକୃତି
பிரதி பெறுபவர்,ପ୍ରତିକୃତି ରସିଭର୍ |
பிரதி தொடர்பாளர்,ପ୍ରତିକୃତି ଯୋଗାଯୋଗକାରୀ |
பிரதி,ପ୍ରତିକୃତି
பிரதி சமிக்ஞை,ନକଲ ସଙ୍କେତ
கூர்மையான கோர்,ତୀକ୍ଷ୍ଣ ମୂଳ |
விரைவான நான்கு உருமாற்றம்,ଶୀଘ୍ର ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |
கப்பல் ரசீது டிங்காரி,ଜାହାଜ ରସିଦ ଡିଙ୍କାରୀ |
கோப்பு ஒதுக்கீடு அட்டவணை,ଫାଇଲ୍ ଆବଣ୍ଟନ କାର୍ଯ୍ୟସୂଚୀ |
கொடிய பிழை,ସାଂଘାତିକ ତ୍ରୁଟି |
பெற்றோர் கோப்பு,ପ୍ୟାରେଣ୍ଟ୍ ଫାଇଲ୍ |
உள்ளீடு,ଇନପୁଟ୍
"தவறு, தவறு","ଦୋଷ, ଦୋଷ"
தவறு பகுப்பாய்வு,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
தவறு மதிப்பீடு,ତ୍ରୁଟି ମୂଲ୍ୟାୟନ
தவறு உள்ளூர்மயமாக்கல்,ତ୍ରୁଟି ଲୋକାଲାଇଜେସନ୍ |
உள்ளூர் பாலத்தின் தவறு,ତ୍ରୁଟି ସ୍ଥାନୀୟ ସେତୁ |
தவறு வடிகட்டி மாற்று,ତ୍ରୁଟି ଫିଲ୍ଟର ଟୋଗଲ୍ |
வீழ்ச்சி சகிப்புத்தன்மை,ସହନଶୀଳତା
ஃபேனோவின் அல்காரிதம்,ଫାନୋର ଆଲଗୋରିଦମ |
வெளியீட்டு எண்,ସଂଖ୍ୟା ସଂଖ୍ୟା
வெளியீடு எண் மரம்,ସଂଖ୍ୟା ଗଛ ଦିଅ |
தொலைநகல்,ଫ୍ୟାକ୍ସ
கோப்பு கலவை,ଫାଇଲ୍ ମିଶ୍ରଣ |
எஃப் இணைப்பான்,F ସଂଯୋଜକ |
அதிர்வெண் பிரிவு மல்டிபிளெக்சர்,ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
FEC குறியீடு,FEC କୋଡ୍
ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்,ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |
மறு முதலீட்டு வளைய ஆதாயம்,ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |
வலுவிழந்த காந்தப் பொருள்,ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
உள்ளீடு,ଇନପୁଟ୍
மறு முதலீட்டு மகசூல்,ପୁନ vest ନିବେଶ ଅମଳ |
வாழ்வாதார இழப்பு,ରୋଜଗାର କ୍ଷତି
மறு முதலீடு,ପୁନ vest ନିବେଶ
மறு முதலீட்டு பெருக்கி,ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |
மறு அறிமுகம் சிதைவு,ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |
மறு முதலீட்டுத் தொகுதி வரைபடம்,ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |
மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்,ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |
மறுசீரமைப்பு வளையம்,ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |
மறுமுதலீடு ஆஸிலேட்டர்,ପୁନ rein ନିବେଶ ଓସିଲେଟର |
மறு முதலீட்டு இனம்,ପୁନ rein ନିବେଶ ଦ race ଡ଼ |
மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு,ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
மறு முதலீட்டு கொள்கை வரைபடம்,ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |
மறு அறிமுகம் மின்னழுத்த வரைபடம்,ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |
ஃபெர்மி நிலை,ଫର୍ମୀ ସ୍ତର |
பெர்ரிக் தூண்டி,ଫେରିକ୍ ଇନଡକ୍ଟର |
ஃபெரைட்,ଫେରାଇଟ୍ |
ஃபெரைட் ஆண்டெனா,ଫେରାଇଟ୍ ଆଣ୍ଟେନା |
ஃபெரைட் களை,ଫେରିଟ୍ ତୃଣ |
ஃபெரைட் ஸ்பின்னர்,ଫେରାଇଟ୍ ସ୍ପିନର୍ |
ஃபெரைட் பிரிப்பான்,ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |
ஃபெரைட் வரி நீட்டிப்பு,ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |
ஃபெரைட்-கோர் மின்மாற்றி,ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |
ஃபெரோ குரோம் டேப்,ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |
ஃபெரோ காந்தவியல்,ferromagnetism
விதி,ଭାଗ୍ୟ
ஃபீல்டு எஃபெக்ட் டிரான்சிஸ்டர் (FET),ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET)
கொழுப்பு பூஸ்டர்,ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |
fret complement symmetry,ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |
கொழுப்பு குறைப்பு முறை,ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |
"விதி இருமை வாயில், இருமை வாயில்","ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |"
கொழுப்பு வளர்ச்சி முறை,ଚର୍ବି ବୃଦ୍ଧି ଧାରା |
fret அதிர்வெண் பதில்,ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
கொழுப்பு கிராஃபிக் பகுப்பாய்வு,ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |
ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு,ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |
கொழுப்பு தலைகீழ்,ଚର୍ବି ଓଲଟା |
விதி ஒப்பந்தம்,ଭାଗ୍ୟ ଚୁକ୍ତି
கொழுப்பு மொஸ்ஃபெட்,ଚର୍ବି ମସଫେଟ |
கொழுப்பு கடத்துத்திறன்,ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |
உறக்க நேரம்,ଶୋଇବା ସମୟ |
கோப்பு இறக்குமதி,ଫାଇଲ୍ ଆମଦାନି |
நார்ச்சத்து,ଫାଇବର
ஃபைபர் இணைப்பு,ଫାଇବର ସଂଯୋଜକ |
ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்,ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |
இழை கண்ணாடி,ଫାଇବର ଗ୍ଲାସ |
ஃபைபர் ஆப்டிக் இணைப்பு,ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |
ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்,ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |
ஃபைபர் லைட் டிடெக்டர்,ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |
நார் பிணைப்பு,ଫାଇବର ବନ୍ଧନ |
ஃபைபோனச்சி எண்கள்,ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |
மெய்நிகர் இரைச்சல் ஜெனரேட்டர்,ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |
பெறுநரின் விசுவாசம்,ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |
போலி,ଜାଲିଆତି
பகுதி உதவி,କ୍ଷେତ୍ର ସହାୟତା
புல விளைவு சாதனம்,କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ
புல விளைவு சுவிட்ச்,ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍
புல பயனுள்ள டிரான்சிஸ்டர்,କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |
புல உமிழ்வு,କ୍ଷେତ୍ର ନିର୍ଗମନ |
முன்னணி உடல்,ସୀସା ଶରୀର |
புல அதிர்வெண்,କ୍ଷେତ୍ର ଆବୃତ୍ତି
புல தீவிரம்,କ୍ଷେତ୍ରର ତୀବ୍ରତା |
புல நிரல் தர்க்க வரிசை,ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |
கள சோதனை,କ୍ଷେତ୍ର ପରୀକ୍ଷା
கள ரத்து,କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର
FIFO நினைவகம்,FIFO ସ୍ମୃତି
செயல்திறன் குறியீடு,ଦକ୍ଷତା ସୂଚକାଙ୍କ
கோப்பு,ଫାଇଲ୍ |
கோப்பு நிரப்பு,ଫାଇଲ୍ ଫିଲର୍ |
கோப்பு கட்டளை,ଫାଇଲ୍ କମାଣ୍ଡ୍ |
கோப்பு சேவையகம்,ଫାଇଲ୍ ସର୍ଭର |
அடுக்கு மின்தேக்கி,ସ୍ତର କ୍ୟାପେସିଟର୍ |
அடுக்கு மின்தடை,ସ୍ତର ପ୍ରତିରୋଧକ |
வடிகட்டி,ଫିଲ୍ଟର୍
வடிகட்டி பண்புகள்,ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
வடிகட்டி சுற்று,ଫିଲ୍ଟର ସର୍କିଟ |
சேகரிப்பு,ସଂଗ୍ରହ
வடிகட்டி வடிவமைப்பு,ଫିଲ୍ଟର ଡିଜାଇନ୍
தொடர்பு தரவு,ଯୋଗାଯୋଗ ତଥ୍ୟ
வடிகட்டி முறை,ଫିଲ୍ଟର ପଦ୍ଧତି |
வடிகட்டி புனரமைப்பு,ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |
இறுதி அசெம்பிளிங்,ଅନ୍ତିମ ସମାବେଶ |
கைரேகை,ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |
வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி,ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |
வரையறுக்கப்பட்ட அளவுரு,ସୀମିତ ପାରାମିଟର |
வரையறுக்கப்பட்ட நிலை இயந்திரம்,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
துப்பாக்கி சூடு கோணம்,ଫାୟାରିଙ୍ଗ୍ କୋଣ |
நிலைபொருள்,ଫର୍ମୱେୟାର |
முதல் உருவ வார்த்தை,ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |
முதல் வரிசை பிரஷ்,ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |
பிஷ்ஷர் லூப் சோதனை,ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |
நிலையான,ସ୍ଥିର
நிலையான அட்டென்யூட்டர்,ସ୍ଥିର ଆଟେନୁଏଟର୍ |
நிலையான நோக்குநிலை,ସ୍ଥିର ଆଭିମୁଖ୍ୟ
நிலையான கால்குலேட்டர்,ସ୍ଥିର କାଲକୁଲେଟର
நிலையான பகுதி,ସ୍ଥିର କ୍ଷେତ୍ର |
ஒதுக்கீட்டு இயந்திரம்,ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |
நிலையான நேரக் கட்டுப்படுத்தி,ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |
கொடி,ପତାକା
விளிம்பு,ଫ୍ଲେଞ୍ଜ୍
மடல் அட்டென்யூட்டர்,ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |
ஒளிரும்,ଜ୍ୱଳନ୍ତ
பிரகாசம் மாற்றி,ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |
ஒளிரும்,ଚମକ
தட்டையான தரை ஸ்கேனிங்,ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |
தட்டையான சுருள்,ଫ୍ଲାଟ କୋଇଲ୍ |
பிளாட் கோப்பு,ଫ୍ଲାଟ ଫାଇଲ୍ |
தட்டையான வடிகட்டி,ଫ୍ଲାଟ ଫିଲ୍ଟର |
பிளாட் பேக்,ଫ୍ଲାଟ ପ୍ୟାକ୍ |
தட்டையான ரிப்பன் கேபிள்,ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |
தட்டையான மேல் மாதிரி,ଫ୍ଲାଟ ଟପ୍ ନମୁନା |
F-அடுக்கு,F- ସ୍ତର |
F-அடுக்கு அயனோஸ்பியர்,F- ସ୍ତର ଆୟନୋସାଇଫର୍ |
ஃப்ளெமிங்,ଫ୍ଲେମିଂ
ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை,ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |
படபடப்பு,ut ୁଲା
படபடப்பு சத்தம்,ଶବ୍ଦ ଶବ୍ଦ
படபடப்பு போட்டோமீட்டர்,ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |
புரட்டல்,ଫ୍ଲିପ୍ ଫ୍ଲପ୍
ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |
ஃபிளிப் ஃப்ளாப் பண்புகள்,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |
ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |
ஃபிளிப் ஃப்ளாப் காலவரிசை,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |
