Malayalam,English
പൊതുവായ സമവാക്യം,general equation
പൊതു ഘടകം,general factor
പൊതു രൂപം,general form
പൊതു ഫോർമുല,general formula
പൊതു ഗെയിം,general game
പൊതുവായ അനുമാനം,general inference
പൊതുവായ ഇന്റഗ്രൽ,general integral
പൊതുവൽക്കരണം,generalization
സാമാന്യവൽക്കരിച്ച സഹകാരി നിയമം,generalised associative law
സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം,generalised continuum hypothesis
സാമാന്യവൽക്കരിച്ച കോൺവെക്സ് ഫംഗ്ഷൻ,generalised convex function
പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ,generalised coordinates
സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം,generalised eigen value problem
പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം,general convergence theorem
പൊതുവായ സമവാക്യം,general equation
പൊതു ഘടകം,general factor
പൊതു രൂപം,general form
പൊതു ഫോർമുല,general formula
പൊതു ഗെയിം,general game
പൊതുവായ അനുമാനം,general inference
പൊതുവായ ഇന്റഗ്രൽ,general integral
പൊതുവൽക്കരണം,generalization
സാമാന്യവൽക്കരിച്ച സഹകാരി നിയമം,generalised associative law
സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം,generalised continuum hypothesis
സാമാന്യവൽക്കരിച്ച കോൺവെക്സ് ഫംഗ്ഷൻ,generalised convex function
പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ,generalised coordinates
സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം,generalised eigen value problem
പൊതുവായ പേര്,generic name
ഉപരിതലത്തിന്റെ ജനുസ്സ്,genus of surface
ജിയോഡെസിക്,geodesic
ജ്യാമിതീയ,geometrical
ജ്യാമിതീയ നിർമ്മാണം,geometrical construction
ജ്യാമിതീയ അർത്ഥം,geometrical mean
ജ്യാമിതീയ ഗുണിതം,geometrical multiplicity
ജ്യാമിതീയ സംഭാവ്യത,geometrical probability
ജ്യാമിതീയ പുരോഗതി,geometrical progression
ജ്യാമിതീയ പരമ്പര,geometrical series
ജ്യാമിതീയ രൂപം,geometrical shape
ജ്യാമിതീയ ഗണിത പരമ്പര,geometrico arithmetic series
ജ്യാമിതി,geometry
ആഗോള പരമാവധി,global maximum
ആഗോള സ്വത്ത്,global property
ആഗോള മിനിമം,global minimum
ആഗോള ഒപ്റ്റിമൽ,global optimum
ആഗോള സ്വത്ത്,global property
ആഗോള സാഡിൽ പോയിന്റ്,global saddle point
അനുയോജ്യതയുടെ നന്മ,goodness of fit
ഗ്രേഡ് പരസ്പരബന്ധം,grade correlation
ഗ്രേഡുചെയ്ത ഡാറ്റ,graded data
ഗ്രേഡിയന്റ്,gradient
ഗ്രേഡിയന്റ് സാന്ദ്രത,gradient density
വരിയുടെ ഗ്രേഡിയന്റ്,gradient of line
വേഗതയുടെ ഗ്രേഡിയന്റ്,gradient of velocity
ഗ്രേഡിയന്റ് വെക്റ്റർ,gradient vector
ഗ്രേഡിയന്റ് പ്രവേഗം,gradient velocity
ഗ്രേഡിംഗ്,grading
ഗ്രേഡിംഗ് വിശകലനം,grading analysis
ഗ്രാം,gram
ഗ്രാം ഡിറ്റർമിനന്റ്,Gram determinant
ഗ്രാം - ഷ്മിറ്റ് ഓർത്തോഗണലൈസേഷൻ പ്രക്രിയ,Gram - Schmidt orthogonalization process
വലിയ അർത്ഥം,grand mean
ആകെ തുക,grand total
ഗ്രാഫ്,graph
ഗ്രാഫിക്,graphic
ഗ്രാഫിക്കൽ,graphical
ഗ്രാഫിക്കൽ കണക്കുകൂട്ടൽ,graphical computation
ഗ്രാഫിക്കൽ നിർമ്മാണം,graphical construction
ഗ്രാഫിക്കൽ ഇന്റഗ്രേഷൻ,graphical integration
ഗ്രാഫിക്കൽ ഇന്റർപോളേഷൻ,graphical interpolation
ഗ്രാഫിക്കൽ രീതി,graphical method
ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം,graphical representation
ഗ്രാഫിക് എക്സ്പ്രഷൻ,graphic expression
ഗ്രാഫ് പേപ്പർ,graph paper
ഗുരുത്വാകർഷണം,gravitation
ഗുരുത്വാകർഷണ ത്വരണം,gravitational accelaration
ഗുരുത്വാകർഷണ ആകർഷണം,gravitational attraction
ഗുരുത്വാകർഷണ സ്ഥിരാങ്കം,gravitational constant
ഗുരുത്വാകർഷണ വക്രത,gravitational curvature
ഗുരുത്വാകർഷണ ബലം,gravitational force
ഗുരുത്വാകർഷണം,gravitational pull
ഗുരുത്വാകർഷണം,gravity
വലിയ കരടി,great bear
വലിയ വൃത്തം,great circle
വലിയ - സർക്കിൾ തലം,great - circle plane
വലിയ സർക്കിൾ റൂട്ട്,great circle route
ഏറ്റവും വലിയ പൊതു അളവ്,greatest common measure
ഏറ്റവും വലിയ ഘടകം,greatest element
ഏറ്റവും വലിയ താഴ്ന്ന പരിധി,greatest lower bound
വലിയ സംഖ്യ,great number
വലിയ ത്രികോണം,great triangle
ഗ്രിഗോറിയൻ കലണ്ടർ,Gregorian calendar
ഗ്രിഗോറിയൻ തിരുത്തൽ,Gregorian correction
ഗ്രിഗറി ഫോർമുല,Gregory formula
ഗ്രിഗറി - ന്യൂട്ടൺ ഫോർമുല,Gregory - Newton formula
ഗ്രിഗറി പരമ്പര,Gregory series
മൊത്തത്തിലുള്ള,gross
മൊത്തത്തിലുള്ള പരസ്പരബന്ധം,gross correlation
ഗുരുതരമായ പിശക്,gross error
മൊത്തം വരുമാനം,gross income
ഗ്രൂപ്പ്,group
ഗ്രൂപ്പ് ഓട്ടോമോർഫിസം,group automorphism
ഗ്രൂപ്പ് സിദ്ധാന്തം,group axiom
ഗ്രൂപ്പ് നിയന്ത്രണം,group control
ഗ്രൂപ്പുചെയ്ത പരമ്പര,grouped series
സമമിതികളുടെ കൂട്ടം,group of symmetries
പരിവർത്തനത്തിന്റെ ഗ്രൂപ്പ്,group of transformation
ഗ്രൂപ്പോയിഡ്,groupoid
ഗ്രൂപ്പ് സൈദ്ധാന്തിക അനുമാനം,group theoretical assumption
ഗ്രൂപ്പ് സിദ്ധാന്തം,group theory
വളർച്ച,growth
വളർച്ച ഫോർമുല,growth formula
വളർച്ച നിരക്ക്,growth rate
ജി-സ്റ്റാറ്റിസ്റ്റിക്,g-statistic
ഊഹിച്ച ശരാശരി,guessed average
പകുതി ആഡർ,half adder
പകുതി തുറന്ന ഇടവേള,half open interval
പകുതി സ്ഥലം,half space
ഹാമിൽട്ടൺ കെയ്‌ലി സിദ്ധാന്തം,Hamilton Cayley Theorem
ഹാമിൽട്ടോണിയൻ ഓപ്പറേറ്റർ,Hamiltonian operator
ഹാമിൽട്ടന്റെ ക്വാട്ടേർനിയൻ ബീജഗണിതം,Hamilton's quaternion algebra
ഹാർമോണിക്,harmonic
ഹാർമോണിക് എൻവലപ്പ്,harmonic envelope
ഹാർമോണിക് അർത്ഥം,harmonic mean
ഹാർമോണിക് പുരോഗതി,harmonic progression
ഹാർമോണിക്സ്,harmonics
ഹാർമോണിക് പരമ്പര,harmonic series
ഉയരം,height
അർദ്ധഗോളം,hemisphere
അർദ്ധഗോളമായ,hemispherical
അർദ്ധഗോള പ്രൊജക്ഷൻ,hemispherical projection
സപ്തഭുജം,heptagon
ഹെർമിഷ്യൻ കൺജഗേറ്റ് ഓപ്പറേറ്റർ,Hermitian conjugate operator
ഹെർമിഷ്യൻ രൂപം,Hermitian form
ഹെർമിഷ്യൻ മാട്രിക്സ്,Hermitian matrix
ഹെർമിഷ്യൻ ഓപ്പറേറ്റർ,Hermitian operator
ഹെർമിഷ്യൻ ഉൽപ്പന്നം,Hermitian product
ഹെർമിഷ്യൻ സെമിഗ്രൂപ്പ്,Hermitian semigroup
ഹെർമിഷ്യൻ സ്പേസ്,Hermitian space
ഹെർമിഷ്യൻ പരിവർത്തനം,Hermitian transformation
ഹെസ് ഡയഗ്രം,Hess diagram
ഹെസ്സിയൻ മാട്രിക്സ്,Hessian matrix
പ്രവർത്തനത്തിന്റെ ഹെസിയൻ,Hessian of function
വൈവിധ്യ പരിശോധന,heterogeneity test
വൈവിധ്യമാർന്ന,heterogeneous
വൈവിധ്യമാർന്ന ഡാറ്റ,heterogeneous data
വൈവിധ്യമാർന്ന ജനസംഖ്യ,heterogeneous population
ഹ്യൂറിസ്റ്റിക്,heuristic
ഹ്യൂറിസ്റ്റിക് ആയി,heuristically
ഷഡ്ഭുജം,hexagon
ഷഡ്ഭുജം,hexahedron
ശ്രേണിപരമായ ഉപവിഭാഗം,hierarchial subdivision
അധികാരശ്രേണി,hierarchy
ഉയർന്ന ജനന നിരക്ക്,high birth rate
ഉയർന്ന മരണനിരക്ക്,high death rate
ഉയർന്ന - പ്രായം - ഗ്രൂപ്പ്,higher - age – group
ഉയർന്ന ആജ്ഞാപത്രം,higher order
ഏറ്റവും ഉയർന്ന ക്രമം,highest order
ഹിൽബർട്ട് ക്യൂബ്,Hilbert cube
ഹിൽബർട്ട് സ്പേസ്,Hilbert space
എച്ച് - മാറ്റമില്ലാത്തത്,H–invariant
ഹിസ്റ്റോറിഗ്രാം,historigram
പൊള്ളയായ കോൺ,hollow cone
ഹോമിയോമോർഫിസം,homeomorphism
ഏകതാനത,homogeneity
ഏകതാനമായ,homogeneous
ഏകതാനമായ ഡാറ്റ,homogeneous data
