Hindi,Tamil
क्रमगुणित,காரணியான
बहु-उपादानी अभिकल्पना,காரணி வடிவமைப்பு
गुणनखंडन,காரணியாக்கம்
गुणनखंड करना,காரணியாக்கு
न्याय्य खेल,நியாயமான விளையாட்டு
"आभासी, मिथ्या, कूट",பொய்
" कुटुंब, परिवार , कुल, फैमिली",குடும்பம்
वृत्त-कुल,வட்டங்களின் குடும்பம்
वक्र-कुल,குடும்ப வளைவுகள்
फलन-परिवार,செயல்பாடுகளின் குடும்பம்
रेखा-कुल,வரிகளின் குடும்பம்
प्रतिकृति,முகநூல்
F-बंटन,எஃப்-விநியோகம்
सुसंगत आधारी हल,சாத்தியமான அடிப்படை தீர்வு
सुसंगत हल,சாத்தியமான தீர்வு
"पुनर्भरण, पुनर्निवेश",பின்னூட்டம்
फ़र्मा का नियम,ஃபெர்மாட் கொள்கை
फ़र्मा का प्रमेय,ஃபெர்மட்டின் தேற்றம்
फर्मी-डिरैक-सांख्यिकी,ஃபெர்மி-டிராக் புள்ளிவிவரங்கள்
फिबोनाशी-संख्या,ஃபைபோனச்சி எண்
