Odiya,Punjabi
ବିସୋନ୍ସ,ਅਸੰਗਤ
ଡିଷ୍ଟିଲ୍ ପାଣି |,ਸ਼ੁਧ ਪਾਣੀ
ବିକୃତି,ਭਟਕਣਾ
ବଣ୍ଟନ,ਵੰਡ
ବଣ୍ଟନ ଏମ୍ପଲିଫାୟର୍ |,ਡਿਸਟਰੀਬਿ .ਸ਼ਨ ਐਂਪਲੀਫਾਇਰ
ବିଭାଜନ,ਵੰਡ
ଡିଭିସିଆସର,ਵਿਭਾਜਨ
ଡକ୍ୟୁମେଣ୍ଟ୍,ਦਸਤਾਵੇਜ਼
ଡଲବି ଡିଜିଟାଲ୍ |,ਡੌਲਬੀ ਡਿਜੀਟਲ
ଡୋମେନ୍,ਡੋਮੇਨ
ଡୋମେନ୍ ନିୟନ୍ତ୍ରକ |,ਡੋਮੇਨ ਕੰਟਰੋਲਰ
ଡୋପେଲର ପ୍ରଭାବ,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
ଡବଲ୍ ପୋଲ୍ (ଡିପୋଲ୍),ਡਬਲ ਪੋਲ (ਡਿਪੋਲ)
ଡବଲ୍ ପୋଲ୍ ସିଙ୍ଗଲ୍ ଥ୍ରୋ ସୁଇଚ୍ |,ਡਬਲ ਪੋਲ ਸਿੰਗਲ ਥ੍ਰੋ ਸਵਿਚ
ଡବଲ୍ ସାଇଡ୍ ଡିସ୍କ |,ਡਬਲ ਸਾਈਡ ਡਿਸਕ
ଦ୍ୱନ୍ଦ୍ୱ,ਡਬਲਟ
ତଳକୁ ଆସୁଥିବା ତରଙ୍ଗ |,ਡਾ down ਨ ਲਹਿਰ
ତଳେ ସ୍ରୋତ |,ਥੱਲੇ ਧਾਰਾ
ଅଦୃଶ୍ୟ,ਡਾ ng ਨਲਿੰਕ
ଡାଉନଲୋଡ୍ କରନ୍ତୁ |,ਡਾਉਨਲੋਡ ਕਰੋ
ଡାଉନଲୋଡ୍ କରିବା,ਡਾਉਨਲੋਡ ਕਰਨਾ
ଚିତ୍ରାଙ୍କନ,ਡਰਾਇੰਗ
ଡ୍ରିଲିଂ ବିଟ୍,ਡ੍ਰਿਲਿੰਗ ਬਿੱਟ
ଡ୍ରିଲିଂ ମେସିନ୍ |,ਡ੍ਰਿਲਿੰਗ ਮਸ਼ੀਨ
ଡ୍ରାଇଭ୍,ਚਲਾਉਣਾ
ଡ୍ରମ୍,ਡਰੱਮ
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
ଶୁଖିଲା କୋଷ,ਡਰਾਈ ਸੈੱਲ
ଶୁଖିଲା ସୋଲିୟର |,ਸੁੱਕੇ ਸੋਲਡਰ
ଡୁଆଲ୍ ଚ୍ୟାନେଲ ମୋଡ୍ |,ਦੋਹਰੀ ਚੈਨਲ ਮੋਡ
ଅଳିଆ,ਡੱਬਿੰਗ
ଡୁଡ୍,ਡੂਡ
ଡମ୍ପ୍ |,ਡੰਪ
ଡୁପ୍ଲେକ୍ସ,ਡੁਪਲੈਕਸ
ଅବଧି,ਅਵਧੀ
ଧୂଳି,ਧੂੜ
ଧୂଳି ବଗ୍,ਡਸਟ ਬੱਗ
ଧୂଳି ପ୍ରମାଣ,ਧੂੜ ਦਾ ਸਬੂਤ
ଡଷ୍ଟର୍,ਡੱਸਟਰ
ଗତିଶୀଳତା |,ਗਤੀਸ਼ੀਲ
ଗତିଶୀଳ ବିଟ୍ ଆବଣ୍ଟନ |,ਗਤੀਸ਼ੀਲ ਬਿੱਟ ਅਲਾਟਮੈਂਟ
ଡାଇନାମିକ୍ ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତ (DIM),ਡਾਇਨਾਮਿਕ ਇੰਟਰਮੋਡੂਲੇਸ਼ਨ ਵਿਗਾੜ (ਮੱਧਮ)
ଡାଇନାମିକ୍ ପରିମାଣ,ਗਤੀਸ਼ੀਲ ਮਾਤਰਾ
ଗତିଶୀଳ ପରିସର,ਗਤੀਸ਼ੀਲ ਰੇਂਜ
ଡାଇନାମିକ୍ ରେଞ୍ଜ ନିୟନ୍ତ୍ରଣ |,ਗਤੀਸ਼ੀਲ ਰੇਂਜ ਕੰਟਰੋਲ
ଡାଇନାମୋ |,ਡਾਇਨਾਮੋ
କାନ ଫୋନ୍,ਕੰਨ ਦਾ ਫੋਨ
ପୃଥିବୀ,ਧਰਤੀ
ପୃଥିବୀ ବଲଜ |,ਧਰਤੀ ਦਾ ਬਲੇਜ
ପୃଥିବୀ ପ୍ରତିରୋଧ,ਧਰਤੀ ਦਾ ਵਿਰੋਧ
ପୃଥିବୀ ରୋଡ୍ |,ਧਰਤੀ ਦੀ ਰਾਡ
ପୃଥିବୀ ଉପଗ୍ରହ |,ਧਰਤੀ ਸੈਟੇਲਾਈਟ
ପୃଥିବୀ କେନ୍ଦ୍ର |,ਧਰਤੀ ਸਟੇਸ਼ਨ
ପୃଥିବୀ ଟର୍ମିନାଲ୍ |,ਧਰਤੀ ਦਾ ਟਰਮੀਨਲ
ଘିଅ |,ਕਮਾਈ
ଇକୋ,ਗੂੰਜ
ଇକୋ ଚାମ୍ବର |,ਏਕੋ ਚੈਂਬਰ
ଏଡି କରେଣ୍ଟ୍ |,ਐਡੀ ਮੌਜੂਦਾ
ଏଡି ସାମ୍ପ୍ରତିକ କ୍ଷତି |,ਐਡੀ ਮੌਜੂਦਾ ਨੁਕਸਾਨ
ଧାରବାହୀ ମିଟର,ਕਿਨਾਰੇ ਦਾ ਮੀਟਰ
ସମ୍ପାଦନା,ਸੰਪਾਦਨ
ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଉଚ୍ଚତା |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਉਚਾਈ
ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଲମ୍ବ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਦੀ ਲੰਬਾਈ
ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ
ଦକ୍ଷତା,ਕੁਸ਼ਲਤਾ
ଇଲାସ୍ଟିସିଟି |,ਲਚਕੀਲਾ
ବ electric ଦ୍ୟୁତିକ ଡିସଚାର୍ଜ,ਇਲੈਕਟ੍ਰਿਕ ਡਿਸਚਾਰਜ
ବ electric ଳିକ କ୍ଷେତ୍ର,ਇਲੈਕਟ੍ਰਿਕ ਖੇਤਰ
ବ electrical ଳିକ ଫ୍ଲାସ,ਇਲੈਕਟ੍ਰਿਕ ਫਲੈਸ਼
ବ electric ଦ୍ୟୁତିକ ହିଟର |,ਇਲੈਕਟ੍ਰਿਕ ਹੀਟਰ
ଇଲେକ୍ଟ୍ରିକ୍ ମିଟର,ਇਲੈਕਟ੍ਰਿਕ ਮੀਟਰ
ଇଲେକ୍ଟ୍ରିକ୍ ମୋଟର,ਇਲੈਕਟ੍ਰਿਕ ਮੋਟਰ
ବ electric ଦ୍ୟୁତିକ ଶକ୍,ਇਲੈਕਟ੍ਰਿਕ ਸਦਮਾ
ଇଲେକ୍ଟ୍ରିକ୍ ସ୍ପାର୍କ |,ਇਲੈਕਟ੍ਰਿਕ ਸਪਾਰਕ
ବ electrical ଦ୍ୟୁତିକ ଉପକରଣ |,ਇਲੈਕਟ੍ਰੀਕਲ ਉਪਕਰਣ
ବ electrical ଦ୍ୟୁତିକ ଶବ୍ଦ,ਇਲੈਕਟ੍ਰੀਕਲ ਸ਼ੋਰ
ବ electrical ଦୁତିକ storm ଡ |,ਇਲੈਕਟ੍ਰੀਕਲ ਤੂਫਾਨ
ବ als ତିକ ଭାବରେ ବାଦ୍ୟଯନ୍ତ୍ରିତ ବାଦ୍ୟଯନ୍ତ୍ର |,ਇਲੈਕਟਰੇਟਡ ਸੰਗੀਤ ਦੇ ਸਾਧਨ
ବିଦ୍ୟୁତ୍,ਬਿਜਲੀ
ବିଦ୍ୟୁତ୍ ଯୋଗାଣ |,ਬਿਜਲੀ ਸਪਲਾਈ
ଇଲେକ୍ଟ୍ରୋଡାମନ |,ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ
ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର |,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪਸੀਟਰ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ବିଶୃଙ୍ଖଳା |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਗੜਬੜੀ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନ୍ତ incer କଣ୍ଟାକ୍ଟ |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਟਰਫ੍ਰੈਂਸ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରମ୍ |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਪੈਕਟ੍ਰਮ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ ପ୍ରସାରଣ |,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ ਪ੍ਰਾਪਰ
ଇଲେକ୍ଟ୍ରନ୍ ଏକାଧିକ ଫଟୋ |,ਇਲੈਕਟ੍ਰਾਨ ਮਲਟੀਪਲ ਪੋਸਟੋਟਿ .ਬ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କାଲକୁଲେଟର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੈਲਕੁਲੇਟਰ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ପ୍ରକ୍ରିୟାକରଣ (EDP),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ (ਏਡੀਪੀ)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ (ਈ-ਮੇਲ)
ବ Elect ଦ୍ୟୁତିକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿਚਿੰਗ ਸਿਸਟਮ
ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
ଇଲେକ୍ଟ୍ରୋପିଂ,ਇਲੈਕਟ੍ਰੋਲੇਟਿੰਗ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ
ଉଚ୍ଚତା,ਉੱਚਾਈ
ଏମ୍ବେଡ୍,ਏਮਬੇਡਡ
ଏମ୍ବେଡ୍ ଅଡିଓ |,ਏਮਬੇਡਡ ਆਡੀਓ
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,ਏਮਬੇਡਡ ਸਿਸਟਮ
ପ୍ରତୀକ,ਚਿੰਨ੍ਹ
ଉଦତର ଟ୍ରେଣ୍ଡଗୁଡିକ,ਉਭਰ ਰਹੇ ਰੁਝਾਨ
ନିର୍ଗରଣ,ਨਿਕਾਸ
ତିକ୍ତ,ਐਟਟਰ
ଏମିଟର ଅନୁସରଣକାରୀ |,Emetter ਅਨੁਯਾਈ
ଏମୋଟିକ୍ ଟର୍ମିନାଲ୍ |,ਐਮੀਟਰ ਟਰਮੀਨਲ
ଏମିଟର-ବେସ୍-ଜଙ୍କସନ |,ਐਮੀਟਰ-ਬੇਸ-ਜੰਕਸ਼ਨ
ସକ୍ଷମ କରନ୍ତୁ |,ਯੋਗ
ଏନନେଲ୍ ତାର,Enamelled ਤਾਰ
ଆବଦ୍ଧ,ਐਨਕਾਈਰ
ଏନକ୍ଲୋଜର,ਦੀਵਾਰ
ଏନକୋଡ୍ |,ਏਨਕੋਡ
ଏନକୋଡର୍ |,ਏਨਕੋਡਰ
ଏନକୋଡିଂ,ਏਨਕੋਡਿੰਗ
ଏନକ୍ରିପସନ୍,ਐਨਕ੍ਰਿਪਸ਼ਨ
ଶେଷ ଚିହ୍ନ,ਅੰਤ ਦਾ ਨਿਸ਼ਾਨ
ଶେଷ ବ୍ୟବହାରକାରୀ |,ਆਖਰੀ ਉਪਭੋਗਤਾ
ଶକ୍ତି,Energy ਰਜਾ
ଶକ୍ତି ବିସର୍ଜନ |,Energy ਰਜਾ ਫੈਲਾਉਣ
ଶକ୍ତି ବଣ୍ଟନ,Energy ਰਜਾ ਵੰਡ
ଅଭିଶନ୍ତ,ਲਾਗੂ ਕਰਨ ਵਾਲਾ
ଇଞ୍ଜିନ୍,ਇੰਜਣ
ଇଞ୍ଜିନିୟର,ਇੰਜੀਨੀਅਰ
ଇଞ୍ଜିନିୟରିଂ,ਇੰਜੀਨੀਅਰਿੰਗ
ଇଞ୍ଜିନିୟରିଂ ଷ୍ଟୋର,ਇੰਜੀਨੀਅਰਿੰਗ ਸਟੋਰ
ଖୋଦନ,ਉੱਕਰੀ
ବାରଣ କରନ୍ତୁ,ਵਧਾਓ
Entemble,Encemmle
କୀ ପ୍ରବେଶ କରନ୍ତୁ |,ਕੁੰਜੀ ਕੁੰਜੀ ਦਿਓ
ଅତିରିକ୍ତ ସ୍ଥାପତ୍ୟ,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਆਰਕੀਟੈਕਚਰ
ସମ୍ପତ୍ତି |,Allhalp
ଏଣ୍ଟ୍ରପି |,ਐਂਟਰੋਪੀ
ଏଣ୍ଟ୍ରପି କୋଡିଂ |,ਐਂਟਰੋਪੀ ਕੋਡਿੰਗ
ଏଣ୍ଟ୍ରପି ଅନାବଶ୍ୟକତା |,ਐਂਟਰੋਪੀ ਰਿਡੰਡੈਂਸੀ
ସମାନ,ਬਰਾਬਰੀ
ସମାନତା,ਬਰਾਬਰੀ
ସମାନ,ਬਰਾਬਰੀ
ଉପକରଣ,ਉਪਕਰਣ
ଯନ୍ତ୍ରପାତି ବନ୍ଦ |,ਉਪਕਰਣ ਕਵਰ
ସମାନ,ਬਰਾਬਰ
ଲିଭାନ୍ତୁ,ਮਿਟਾਓ
ମୁଣ୍ଡ ଲିଭାନ୍ତୁ |,ਸਿਰ
କ୍ଷୟ,Ro ਿੱਜ
ତ୍ରୁଟି,ਗਲਤ
ତ୍ରୁଟି,ਗਲਤੀ
ତ୍ରୁଟି ବିନା କଣ୍ଟ୍ରୋଡିଂ |,ਕੰਟਰੋਲ ਕੋਡਿੰਗ ਨੂੰ ਕੰਟਰੋਲ
ତ୍ରୁଟି ସଂଶୋଧନ |,ਗਲਤੀ ਸੁਧਾਰ
ତ୍ରୁଟି ଚିହ୍ନଟ |,ਗਲਤੀ ਖੋਜ
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ କରିବା |,ਗਲਤੀ ਨਾਲ ਸੰਭਾਲਣਾ
ତ୍ରୁଟି ସମ୍ଭାବନା |,ਗਲਤੀ ਦੀ ਸੰਭਾਵਨਾ
ଇଥରନେଟ୍ |,ਈਥਰਨੈੱਟ
ଇଥରନେଟ୍ କେବୁଲ୍ |,ਈਥਰਨੈੱਟ ਕੇਬਲ
ଇଉଜେନିକ୍ସ,ਯੂਗੇਨਿਕਸ
ସ୍ଥାନାନ୍ତର କର |,ਖਾਲੀ ਕਰਦਾ ਹਾਂ
ବିନିମୟ,ਐਕਸਚੇਂਜ
ଉତ୍ତେଜନା,ਬਾਹਰ ਕੱ .ੋ
ଏକଜେକ୍ୟୁଟ୍ କର,ਚਲਾਓ
ସମୟିଆନିଆ ସମୟ,ਚੱਲਣ ਦਾ ਸਮਾਂ
ନିଷ୍କାସନ,ਨਿਕਾਸ
ପ୍ରସ୍ଥାନ,ਨਿਕਾਸ
ବିସ୍ତାରିତ,ਫੈਲਿਆ
ବିସ୍ତାର ଭଲଭ୍ |,ਫੈਲਾਅ ਵਾਲਵ
ପରୀକ୍ଷଣ |,ਪ੍ਰਯੋਗ
ବିଶେଷଜ୍ଞ ସିଷ୍ଟମ୍ |,ਮਾਹਰ ਪ੍ਰਣਾਲੀ
ଅନୁସନ୍ଧାନ କର |,ਪੜਚੋਲ
ଏକ୍ସପ୍ଲୋରର |,ਐਕਸਪਲੋਰਰ
ଏକ୍ସପୋ (ପ୍ରଦର୍ଶନୀ),ਐਕਸਪੋ (ਪ੍ਰਦਰਸ਼ਨੀ)
ବିଦ୍ୟୁତ୍ ଯୋଗାଣର ବିସ୍ତାର |,ਬਿਜਲੀ ਸਪਲਾਈ ਦਾ ਵਿਸਥਾਰ
ବାହ୍ୟ ନିୟନ୍ତ୍ରଣ,ਬਾਹਰੀ ਨਿਯੰਤਰਣ
ବାହ୍ୟ ସ୍ମୃତି,ਬਾਹਰੀ ਮੈਮੋਰੀ
ବାହ୍ୟ ସଂରକ୍ଷଣ,ਬਾਹਰੀ ਸਟੋਰੇਜ
ବାହ୍ୟ ସୂତ୍ର,ਬਾਹਰੀ ਧਾਗਾ
ବାହାର,ਐਬਸਟਰੈਕਟ
ଅତିରିକ୍ତ,ਐਕਸਟ੍ਰੋਨੈੱਟ
କପଡା |,ਮਨਘੜਤ
ଫେନ୍ସ,ਪਹਿਲੂ
କାରସିମ୍,ਪੱਖ
କାରକ,ਕਾਰਕ
ମଳିନ,ਫੇਡ
ମଳିନ,ਮਧਮ ਪੈ ਜਾਣਾ
କମେ,ਫਿੱਕਾ ਪੈ ਜਾਣਾ
ଫ୍ୟାଜର୍,Fder
କ୍ଷୀଣ,ਫੇਡਿੰਗ
କ୍ଷୀଣ ଜୋନ୍ |,ਫੇਡਿੰਗ ਜ਼ੋਨ
ଫ୍ୟାନ୍ମ୍ (= ଫାଣ୍ଟମ୍),ਫੈਨਟਮ (= ਫੈਂਟਮ)
ଦ୍ରୁତ ଅଧିକକ ପରିବର୍ତ୍ତନ (FFT) ଆଲଗୋରିଦମ |,ਫਾਸਟ ਫਾਰਿਅਰ ਟਰਾਂਸਫਾਰਮ (ਐਫਐਫਟੀ) ਐਲਗੋਰਿਦਮ
ସାଂଘାତିକ ତ୍ରୁଟି |,ਘਾਤਕ ਗਲਤੀ
ଦୋଷ,ਨੁਕਸ
ବ feature ଶିଷ୍ଟ୍ୟ,ਵਿਸ਼ੇਸ਼ਤਾ
ଫିଡ୍,ਫੀਡ
ମତାମତ,ਸੁਝਾਅ
ମତାମତ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਫੀਡਬੈਕ ਐਂਪਲੀਫਾਇਰ
ଥାପର୍ସ ସର୍କିଟ |,ਫੀਡਬੈਕ ਸਰਕਟ
ମନିକଲ୍ସ ଭୋଲଟେଜ୍ |,ਫੀਡਬੈਕ ਵੋਲਟੇਜ
ଫିଡର୍,ਫੀਡਰ
ଫିଡର୍ କେବୁଲ୍ |,ਫੀਡਰ ਕੇਬਲ
ଫିଡର୍ ହଟ୍ |,ਫੀਡਰ ਝੌਂਪੜੀ
ଫିଡର୍ ଲାଇନ୍ |,ਫੀਡਰ ਲਾਈਨ
ଫିଡର୍ ସିଷ୍ଟମ୍ |,ਫੀਡਰ ਸਿਸਟਮ
ଫିଡର୍ ତାର,ਫੀਡਰ ਤਾਰ
ଫାଇବର,ਫਾਈਬਰ
ଫାଇବର ଅପ୍ଟିକ୍ସ |,ਫਾਈਬਰ ਆਪਟਿਕਸ
ବିଶ୍ୱସ୍ତତା,ਵਫ਼ਾਦਾਰੀ
ଫିଡେଲିଟି ରେଞ୍ଜ୍ ବିସ୍ତାର |,ਵਫ਼ਾਦਾਰੀ ਸੀਮਾ ਦਾ ਵਾਧਾ
କ୍ଷେତ୍ର,ਖੇਤਰ
କ୍ଷେତ୍ର ଡ୍ରାଇଭ୍,ਫੀਲਡ ਡਰਾਈਵ
କ୍ଷେତ୍ର ପ୍ରଭାବ ଟ୍ରାନ୍ସଜିଷ୍ଟର |,ਫੀਲਡ ਪ੍ਰਭਾਵ ਟ੍ਰਾਂਸਿਸਟੋਰ
କ୍ଷେତ୍ର ଶକ୍ତି,ਖੇਤ ਦੀ ਤਾਕਤ
କ୍ଷେତ୍ର ଶକ୍ତି ମିଟର |,ਫੀਲਡ ਤਾਕਤ ਮੀਟਰ
କ୍ଷେତ୍ର ଶକ୍ତି ସର୍ବେକ୍ଷଣ |,ਫੀਲਡ ਪਾਵਰ ਸਰਵੇਖਣ
ଚିତ୍ର,ਚਿੱਤਰ
ଯୋଗ୍ୟତା ଚିତ୍ର,ਮੈਰਿਟ ਦਾ ਚਿੱਤਰ
ଚମକ,ਤੰਦੂਰ
ଫାଇଲ୍ |,ਫਾਈਲ
ଫାଇଲ୍ ସର୍ଭର |,ਫਾਈਲ ਸਰਵਰ
ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,ਫਾਈਲ ਸਿਸਟਮ
ଫିଲର୍,ਫਿਲਰ
ଚଳଚ୍ଚିତ୍ର ରେକର୍ଡର୍ |,ਫਿਲਮ ਰਿਕਾਰਡਰ
ଚଳଚ୍ଚିତ୍ର ଧୂପ,ਫਿਲਮ ਦੀ ਗਤੀ
ଫିଲ୍ଟର୍,ਫਿਲਟਰ
ଫିଲ୍ଟର ଚକ୍କର |,ਫਿਲਟਰ ਚੋਕ
ଫିଲ୍ଟର୍ ସର୍କିଟ୍ |,ਫਿਲਟਰ ਸਰਕਟ
ଫିଲ୍ଟରିଙ୍ଗ୍,ਫਿਲਟਰਿੰਗ
ସୂକ୍ଷ୍ମ ଟ୍ୟୁନିଂ ନିୟନ୍ତ୍ରଣ |,ਵਧੀਆ ਟਿ ing ਨਿੰਗ ਨਿਯੰਤਰਣ
ସୀମିତ କ୍ଷେତ୍ର,ਸੀਮਤ ਖੇਤਰ
ଅଗ୍ନି କାନ୍ଥ,ਅੱਗ ਦੀ ਕੰਧ
ଫାୟାରଫକ୍ସ,ਫਾਇਰਫਾਕਸ
ଫାୟାରିଙ୍ଗ୍ ଆଙ୍ଗଲ୍,ਫਾਇਰਿੰਗ ਕੋਣ
ଫର୍ମୱେୟାର |,ਫਰਮਵੇਅਰ
ଫିଟିଂ |,ਫਿਟਿੰਗਜ਼
ଫିକ୍ସଡ୍ ପଏଣ୍ଟ ଚାର୍ଟ |,ਸਥਿਰ ਬਿੰਦੂ ਚਾਰਟ
ଫିକ୍ସଡ୍ ପଏଣ୍ଟ ଆଇଟମ୍ |,ਸਥਿਰ ਬਿੰਦੂ ਆਈਟਮ
ଫ୍ଲାସ୍,ਫਲੈਸ਼
ଫ୍ଲାଟ,ਫਲੈਟ
ଫ୍ଲିକର୍,ਫਲਿੱਕਰ
ଫ୍ଲପ୍ ଫ୍ଲପ୍ |,ਫਲਿਪ ਫਲਾਪ
ଭାସମାନ ଭଲଭ୍ |,ਫਲੋਟ ਵਾਲਵ
ଭାସମାନ,ਫਲੋਟਿੰਗ
ଭାସମାନ ବ୍ୟାଟେରୀ |,ਫਲੋਟਿੰਗ ਬੈਟਰੀ
ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ,ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ
ଭାସମାନ ପୋର୍ଟ,ਫਲੋਟਿੰਗ ਪੋਰਟ
ବନ୍ୟା ଆଲୋକ,ਹੜ੍ਹ ਦੀ ਰੌਸ਼ਨੀ
ବନ୍ୟା ଆଲୋକ,ਹੜ੍ਹ ਦੀ ਰੋਸ਼ਨੀ
ଚଟାଣ,ਫਲੋਰ
ଫ୍ଲପି,ਫਲਾਪੀ
ଫ୍ଲୋ ଚାର୍ଟ |,ਫਲੋ ਚਾਰਟ
ଉତ୍ତୋଳନ,ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
ତରଳ,ਤਰਲ
ଫ୍ଲୋରୋସେଣ୍ଟ୍ ଲ୍ୟାମ୍ପ |,ਫਲੋਰੋਸੈਂਟ ਲੈਂਪ
ଫ୍ଲୋରୋସେଣ୍ଟ୍ ଟ୍ୟୁବ୍ |,ਫਲੋਰੋਸੈਂਟ ਟਿ .ਬ
ଫ୍ଲୁଟର୍,ਖੜੋਕ
ଫ୍ଲକ୍ସ,ਫਲੈਕਸ
ଫ୍ଲକ୍ସ ଲିଙ୍କେଜ୍ |,ਫਲੈਕਸ ਲਿੰਕਜ
FM ନେଟୱର୍କ,ਐਫਐਮ ਨੈੱਟਵਰਕ
FM ଟାୱାର,Fm ਟਾਵਰ
ଧ୍ୟାନ ଦିଅନ୍ତୁ,ਫੋਕਸ
ନିୟନ୍ତ୍ରଣ ନିୟନ୍ତ୍ରଣ |,ਫੋਕਸ ਨਿਯੰਤਰਣ
ଫୋକସ୍,ਫੋਕਸਿੰਗ
ଫୋକସ୍ ଚୁମ୍ବକ,ਫੋਕਸਿੰਗ ਚੁੰਬਕ
କୁହୁଡି,ਧੁੰਦ
ଫଏଲ୍,ਫੁਆਇਲ
ଗୁଣ୍ଡ ଫେରାଇ ଦିଅ,ਵਾਪਸ ਫੋਲਡ ਕਰੋ
ଫୋଲଡ୍ ଡିପୋଲ୍ |,ਫੋਲਡ ਡਿਪੋਲ
ଫୋଲ୍ଡର,ਫੋਲਡਰ
ଫୁଟେଜ୍,ਫੁਟੇਜ
ଫୁଟର୍,ਫੁੱਟਰ
ବାଧ୍ୟତାମୂଳକ ଓତିମାନେ ବାଧ୍ୟ |,ਜ਼ਬਰਦਸਤੀ
ବାଧ୍ୟତାମୂଳକ ଭେଣ୍ଟିଲେସନ୍ |,ਜ਼ਬਰਦਸਤੀ ਹਵਾਦਾਰੀ
ବାଧ୍ୟତାମୂଳକ କମ୍ପନ |,ਜ਼ਬਰਦਸਤੀ ਵਾਈਬ੍ਰੇਸ਼ਨ
ଜଗେ,ਫੋਰਜ
ଫର୍ମାଟ୍,ਫਾਰਮੈਟ
ଫର୍ମାଟ୍ ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |,ਫਾਰਮੈਟ ਬਦਲਣਾ
ଫର୍ମାଟ୍ ଟ୍ୟୁନ୍,ਫਾਰਮੈਟ ਧੁਨਾਂ
ଫର୍ମାଟିଂ,ਫਾਰਮੈਟਿੰਗ
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ,ਅੱਗੇ ਬਿਆਸ
ଆଗକୁ ବାହାଘର,ਅੱਗੇ ਪੱਖਪਾਤ
ଅଗ୍ରଗାମୀ କରେଣ୍ଟ୍ |,ਅੱਗੇ ਵਰਤਮਾਨ
ଅଗ୍ରଗାମୀ ଦିଗ,ਅੱਗੇ ਦਿਸ਼ਾ
ଅଗ୍ରଗାମୀ ପ୍ରତିରୋଧ,ਅੱਗੇ ਦਾ ਵਿਰੋਧ
ଚାରିଟି ରୂପାନ୍ତର |,ਫੌਰਿਅਰ ਟਰਾਂਸਫਾਰਮ
ଭଗ୍ନାଂଶ,ਫ੍ਰੈਕਟਲ
ବନ୍ଧ୍ୟା,ਟੁੱਟਣਾ
ଫ୍ରେମ୍,ਫਰੇਮ ਫਰੇਮ
ଫ୍ରେମ୍ ଫର୍ମାଟିଂ,ਫਰੇਮ ਫਾਰਮੈਟਿੰਗ
