Gujarati,Malayalam
કાર્યક્ષમતા,കാര്യക്ഷമത
સ્થિતિસ્થાપકતા,ഇലാസ്തികത
વિદ્યુત સ્રાવ,വൈദ്യുത ഡിസ്ചാർജ്
વિદ્યુત ક્ષેત્ર,വൈദ്യുത മണ്ഡലം
વિદ્યુત ફ્લેશ,ഇലക്ട്രിക് ഫ്ലാഷ്
વીજળી,വൈദ്യുത ഹീറ്റർ
વિદ્યુત -મીટર,വൈദ്യുത മീറ്റർ
વિદ્યુત મોટર,വൈദ്യുത മോട്ടോർ
વીજળી આંચકો,വൈദ്യുതാഘാതം
વીજળી ફેલાવી,വൈദ്യുത തീപ്പൊരി
વિદ્યુત -સાધન,വൈദ്യുത ഉപകരണം
વિદ્યુત અવાજ,വൈദ്യുത ശബ്ദം
વિદ્યુત -તોફાન,വൈദ്യുത കൊടുങ്കാറ്റ്
વિદ્યુત દ્વારા સંચાલિત સંગીત સાધન,വൈദ്യുത പ്രവർത്തിപ്പിക്കുന്ന സംഗീതോപകരണം
વીજળી,വൈദ്യുതി
વીજળી પુરવઠો,വൈദ്യുതി വിതരണം
વિદ્યુત -વિસ્ફોટ સંબંધી,ഇലക്ട്രോഡൈനാമിക്
વિદ્યુતપ્રવાહ,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
વીજળીનું,വൈദ്യുതകാഗ്നെറ്റിക്
વિદ્યુત વિક્ષેપ,വൈദ്യുതകാന്തിക അസ്വസ്ഥത
વીજળીકાત,വൈദ്യുതകാന്തിക ഇടപെടൽ
વિદ્યુત -વર્ણપટ,ഇലക്ട്രോമാഗ്നറ്റിക് സ്പെക്ട്രം
વિદ્યુત -તરંગ,ഇലക്ട്രോമാഗ്നെറ്റിക് തരംഗം
વિદ્યુત -પ્રચાર,ഇലക്ട്രോമാഗ്നെറ്റിക് വേവ് പ്രചരണം
ઇલેક્ટ્રોન મલ્ટીપલ ફોટોટ્યુબ,ഇലക്ട്രോൺ ഒന്നിലധികം ഫോട്ടോടോബ്
વિદ્યુત -ગણતરી,ഇലക്ട്രോണിക് കാൽക്കുലേറ്റർ
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ (ઇડીપી),ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ് (EDP)
ઇલેક્ટ્રોનિક મેઇલ (ઇ-મેઇલ),ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ)
વિદ્યુત -ફેરબદલ પદ્ધતિ,ഇലക്ട്രോണിക് സ്വിച്ചിംഗ് സിസ്റ്റം
વિદ્યુત -વિચ્છેદન,ഇലക്ട്രോണിക്സ്
વીજળીકરણ,ഇലക്ട്രോപ്പിൾ
વિદ્યુત -વિસ્ફોટ વિષયક,ഇലക്ട്രോസ്റ്റാറ്റിക്
Elevંચું,ഉയരത്തിലുമുള്ള
જડિત,ഉൾച്ചേർത്ത
એમ્બેડ કરેલું audio ડિઓ,എംബഡ്ഡ് ഓഡിയോ
જડિત પદ્ધતિ,എംബഡഡ് സിസ്റ്റം
મુદ્રા,മുദ
Ingંચી રહેલા વલણો,വളർന്നുവരുന്ന ട്രെൻഡുകൾ
ઉત્સર્જન,കിടം
ખ્યાતિ,പുറപ്പെടുവിക്കുക
ઉત્સુક અનુયાયી,ഇമിറ്റർ ഫോളോവർ
ઉત્સર્જક,ഇമിറ്റർ ടെർമിനൽ
ઉત્સર્જક-જંકશન,എമിറ്റർ-ബേസ്-ജംഗ്ഷൻ
સક્ષમ કરવું,കഴിവുണ്ടാക്കുക
દંડ,വയർ
અકસ્માત,എസിഷർ
વાડો,വേലിക്കെട്ട്
વિકૃતિ,എൻകോഡ്
એન્કોડર,എൻകോഡർ
ઉન્માદ,എൻകോഡിംഗ്
એન્ક્રિપ્શન,എൻക്രിപ്ഷൻ
અંત,അവസാനം അടയാളപ്പെടുത്തുക
અંતિમ વપરાશકર્તા,അന്തിമ ഉപയോക്താവ്
શક્તિ,ഊര്ജം
Energyર્જા વિખેરી,Energy ർജ്ജ വിതരണക്കാരൻ
E ર્જા વિતરણ,ഊർജ്ജ വിതരണം
અમલ,നിര്പ്പണശേഷിയാക്കല്
એન્જિન,യന്തം
ઇજનેર,എഞ്ചിനിയര്
ઈજનેરી,എഞ്ചിനീയറിംഗ്
ઈજનેર ભંડાર,എഞ്ചിനീയറിംഗ് സ്റ്റോർ
કોતરણી,കൊത്തുപണി
વધારવું,മെച്ചപ്പെടുത്തുക
દાણ,മേള
દાખલ કરો કી,കീ നൽകുക
સાહસિક આર્કિટેક્ચર,എന്റർപ്രൈസ് വാസ്തുവിദ്യ
Enthંચું,എന്തയോൺ
પ્રાણ,എൻട്രോപ്പി
કોડી,എൻട്രോപ്പി കോഡിംഗ്
પ્રક્ષેપણ,എൻട്രോപ്പി ആവർത്തനം
સરખું,തുല്യമാണ്
એકરૂપ કરવું તે,സമതയൽ
એકરૂપ વ્યક્તિ,സമവാക്രം
સામાન,സജ്ജീകരണം
સાધનસામગ્રીનો coverાંકણ,ഉപകരണങ്ങൾ
સમાન,തുലതയുള്ള
ભુસવું,തുടച്ചുമാറ്റുക
માથું કાaseવું,മധുരം മായ്ക്കുക
ધોવાણ,മദ്ധാള
અનિયમિત,തെറ്റായി
ભૂલ,പിശക്
ભૂલ નિયંત્રણ કોડિંગ,പിശക് കോഡിംഗ്
ભૂલ સુધારણા,തെറ്റ് തിരുത്തൽ
ભૂલ તપાસ,പിശക് കണ്ടെത്തൽ
ભૂલ,പിശക് കൈകാര്യം ചെയ്യുന്നു
ભૂલ સંભાવના,പിശക് പ്രോബബിലിറ്റി
અલંકાર,ഇഥർനെറ്റ്
અશિષ્ટ કેબલ,ഇഥർനെറ്റ് കേബിൾ
જ્ eાનવિજ્icsાન,യൂജെനിക്സ്
ખાલી કરાવું છું,ഒഴിപ്പിക്കുക
વિનિમય,കൈമാറുക
બહાર નીકળવું,എക്സൈറ്റര്
અમલમાં મૂકવું,കൊല്ലുക
અમલનો સમય,വധശിക്ഷ സമയം
અઘોષ,ഉപയോഗിച്ചുതീരുക
બહાર નીકળવું,പുറത്ത്
વિસ્તૃત,വിപുലപ്പെടുത്തി
વિસ્તરણ વાલ્વ,വിപുലീകരണ വാൽവ്
પ્રયોગ,പരീക്ഷണം
નિષ્ણાત પદ્ધતિ,വിദഗ്ദ്ധ സംവിധാനം
અન્વેષણ કરવું,ആരായുക
સંશોધન કરનાર,പരവേക്ഷക
એક્સ્પો (પ્રદર્શન),എക്സ്പോ (എക്സിബിഷൻ)
વીજ પુરવઠો વધારવો,വൈദ്യുതി വിതരണത്തിന്റെ വിപുലീകരണം
બાહ્ય નિયંત્રણ,ബാഹ്യ നിയന്ത്രണം
બાહ્ય સ્મૃતિ,ബാഹ്യ മെമ്മറി
બાહ્ય સંગ્રહ,ബാഹ്യ സംഭരണം
બાહ્ય થ્રેડ,ബാഹ്യ ത്രെഡ്
અર્ક,എക്സ്ട്രാക്ട് ചെയ്യുക
વધારા,എക്സ്ട്രാനെറ്റ്
રચના કરવી,കെട്ടിച്ചമയ്ക്കുക
પાસું,മുഖം
પ્રેક્ષય,ഫേസിമൈലി
પરિબળ,ഘടകം
ઝાંખર કરવું,മങ്ങുക
પથરવું,മങ്ങുന്നു
ફાળવું,മങ്ങുക
નિસ્તેજ,നാദ
નિસ્તેજ,മങ്ങുക
ઝાંખું ક્ષેત્ર,മങ്ങുക
ફ ant ન્ટમ (= ફેન્ટમ),ഫാന്റമിനെ (= ഫാന്റം)
ફાસ્ટ ફ્યુરિયર ટ્રાન્સફોર્મ (એફએફટી) એલ્ગોરિધમનો,ഫാസ്റ്റ് ഫോർക്കർ ട്രാൻസ്ഫോർം (എഫ്എഫ്എഫ്) അൽഗോരിതം
જીવલેણ ભૂલ,മാരകമായ തെറ്റ്
દોષ,കുറ്റം
લક્ષણ,സവിശേഷത
ખવડાવવું,തീറ്റ
પ્રતિસાદ,ഫീഡ്ബാക്ക്
પ્રતિસાદ એમ્પ્લીફાયર,ഫീഡ്ബാക്ക് ആംപ്ലിഫയർ
પ્રતિસાદ,ഫീഡ്ബാക്ക് സർക്യൂട്ട്
પ્રતિસાદ વોલ્ટેજ,ഫീഡ്ബാക്ക് വോൾട്ടേജ്
ફીડર,തീറ്റ
ફીડર કેબલ,തീറ്റ കേബിൾ
ફીડર ઝૂંપડી,ഫീഡർ ഹട്ട്
ફીણ -રેખા,ഫീഡർ ലൈൻ
ફીડર પદ્ધતિ,ഫീഡർ സിസ്റ്റം
ફીડર વાયર,ഫീഡർ വയർ
રેસા,നാര്
રેસા -ઓપવિજ્icsાન,ഫൈബർ ഒപ്റ്റിക്സ്
વફાદારી,വിശാസത
વફાદારી શ્રેણીના વિસ્તરણ,ഫിഡിലിറ്റി ശ്രേണി വിപുലീകരണം
ક્ષેત્ર,വയല്
મેદાન,ഫീൽഡ് ഡ്രൈവ്
ક્ષેત્ર -અસર ટ્રાંઝિસ્ટર,ഫീൽഡ് ഇഫക്റ്റ് ട്രാൻസിസ്റ്റർ
ક્ષેત્ર શક્તિ,ഫീൽഡ് കരുത്ത്
ક્ષેત્ર શક્તિ શક્તિ મીટર,ഫീൽഡ് കരുത്ത് മീറ്റർ
ક્ષેત્ર તાકાત મોજણી,ഫീൽഡ് സ്ട്രോംഗ് സർവേ
આંકડો,ആകൃതി
યોગ્યતા,മെറിറ്റിന്റെ ചിത്രം
ફિલામેન્ટ,അല്ലം
ફાઈલ,ഫയല്
ફાઈલ સર્જક,ഫയൽ സെർവർ
ફાઇલ સિસ્ટમ,ഫയൽ സിസ്റ്റം
રોપનાર,ഫിലർ
ફિલ્મ રેકોર્ડર,ചലച്ചിത്ര റെക്കോർഡർ
ફિલ્મ -ગતિ,ചലച്ചിത്ര വേഗത
ફિલ્ટર કરવું,അരിപ്പ
ફિલ્ટર ગૂંગળામણ,ഫിൽട്ടർ ചോക്ക്
ફિલ્ટર સર્કિટ,ഫിൽട്ടർ സർക്യൂട്ട്
ગડબડ,ഫിൽപ്പ്
સરસ ટ્યુનિંગ નિયંત્રણ,മികച്ച ട്യൂണിംഗ് നിയന്ത്രണം
મર્યાદિત ક્ષેત્ર,പരിമിത ഫീൽഡ്
અગ્નિશામક,തീ മതിൽ
અગ્નિશામક,ഫയർഫോക്സ്
ફાયરિંગ ખૂણો,ഫയറിംഗ് ആംഗിൾ
હદા,ഫേംവെയർ
ફિટિંગ,ഫിറ്റിംഗുകൾ
નિયત બિંદુ ચાર્ટ,സ്ഥിര പോയിന്റ് ചാർട്ട്
નિયત બિંદુ વસ્તુ,നിശ്ചിത പോയിന്റ് ഇനം
ફ્લેશ,ഫ്ലാഷ്
ફ્લેટ,പരന്ന
ફ્લિકર,കലഹമുണ്ടായി
ફલીપ ફલોપ,ഫ്ലിപ്പ് ഫ്ലോപ്പ്
તરતી વાલ્વ,ഫ്ലോട്ട് വാൽവ്
તરતું,പൊങ്ങിക്കിടക്കുന്ന
અસ્થાયી બ batteryતી,ഫ്ലോട്ടിംഗ് ബാറ്ററി
ફ્લોટિંગ પોઇન્ટ,ഫ്ലോട്ടിംഗ് പോയിന്റ്
અસ્થાયી,ഫ്ലോട്ടിംഗ് പോർട്ട്
પૂર,വെള്ളപ്പൊക്കം പ്രകാശം
