Hindi,Assamese
द्वैत एकल कलन-विधि,ডুৱেল ছিমপ্লেক্স এলগৰিদম
द्वैत एकल प्रविधि,ডুৱেল ছিমপ্লেক্স কৌশল
द्वैत समष्टि,দ্বৈত স্থান
द्वैत चर,ডুৱেল ভেৰিয়েবল
द्वैत सदिश समष्टि,দ্বৈত ভেক্টৰ স্থান
मूक सूचकांक,ডামি সূচী
मूक पादांक,ডামি চাবস্ক্ৰিপ্ট
मूक अनुबंध,ডামি প্ৰত্যয়
मूक चर,ডামি চলক
अनुलिपि-प्रक्रम,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
गतिकीय,গতিশীল
गतिकीय तंत्र,গতিশীল ব্যৱস্থা
गतिक मांग फलन,গতিশীল চাহিদা কাৰ্য্য
गत्यात्मक निदर्श,গতিশীল আৰ্হি
गत्यात्मक प्रोग्रामन,ডাইনামিক প্ৰগ্ৰেমিং
गतिशील प्रोग्रामन उपगमन,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
गतिशील प्रोग्रामन प्रविधि,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
"गतिविज्ञान, गतिकी",গতিশীলতা
कण-गतिकी,এটা কণিকাৰ গতিশীলতা
दृढ़ पिंड गतिकी,কঠিন বস্তুৰ গতিশীলতা
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)",পৃথিৱী
भूकंप तीव्रता,ভূমিকম্পৰ তীব্ৰতা
उत्केंद्रता,কেন্দ্ৰীয়তা
ग्रहण,গ্ৰহণ
अर्थमितीय पूर्वानुमान,অৰ্থনৈতিক পূৰ্বাভাস
अर्थमितिज्ञ,অৰ্থনীতিবিদ
अर्थमिति,অৰ্থনীতি
अर्थशास्त्र,অৰ্থনীতি
"कोर, किनारा, अश्रि",প্ৰান্ত
अवमुख समुच्चय कोर,উত্তল সমষ্টিৰ প্ৰান্ত
दक्षतांक,দক্ষতা কাৰক
अभिलक्षणिक अवयव,eigen মৌল
अभिलक्षणिक फलन,eigen ফাংচন
"आइगेन मान, अभिलक्षणिक मान",eigen মান
अभिलक्षणिक मान समीकरण,eigen মান সমীকৰণ
"आइगेन वेक्टर, अभिलक्षणिक सदिश",eigen ভেক্টৰ
प्रत्यास्थ,ইলাষ্টিক
प्रत्यास्थतांक,ইলাষ্টিক ধ্ৰুৱক
प्रत्यास्थ साम्यावस्था,ইলাষ্টিক ভাৰসাম্য
प्रत्यास्थता,ইলাষ্টিকতা
प्रत्यास्थता-पृष्ठ,ইলাষ্টিক পৃষ্ঠ
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर",ইলেক্ট্ৰনিক কম্পিউটাৰ
" तत्व , अल्पांश , अवयव",উপাদান
प्रारंभिक स्तंभ संक्रिया,প্ৰাথমিক স্তম্ভ কাৰ্য্য
प्रारंभिक घटना,প্ৰাথমিক পৰিঘটনা
प्रारंभिक फलन,মৌলিক ফলন
प्रारंभिक संक्रिया,প্ৰাথমিক কাৰ্য্য
प्रारंभिक परिणाम,প্ৰাথমিক ফলাফল
प्रारंभिक प्रायिकता नियम,মৌলিক সম্ভাৱনা নিয়ম
प्रारंभिक पंक्ति संक्रिया,প্ৰাথমিক শাৰীৰ কাৰ্য্য
"विलुप्त करना, विलोपन करना,",নিষ্কাশন
निराकरण प्रक्रिया,এনিমেচন পদ্ধতি
"दीर्घवृत्त, इलिप्स",উপবৃত্তাকাৰ
दीर्घवृत्तज,উপবৃত্তাকাৰ
दीर्घवृत्तजीय,উপবৃত্তাকাৰ
दीर्घवृत्तजीय पृष्ठ,উপবৃত্তাকাৰ পৃষ্ঠ
दीर्घवृत्ताकार पिंड,উপবৃত্তাকাৰ দেহ
अंतःस्थापन,এম্বেডিং
उत्सर्जन,নিৰ্গমন
आनुभविक न्यास,অভিজ্ঞতাভিত্তিক তথ্য
मूलानुपाती सूत्र,অভিজ্ঞতাভিত্তিক সূত্ৰ
आनुभविक प्रायिकता,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
आऩुभविक संबंध,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
रिक्त समुच्चय,খালী ছেট
परिबद्‌ध,আবদ্ধ কৰা হৈছে
"कूटलेखन, कोडन",এনকোডিং
अंतराकारिता,এণ্ডোমৰ্ফিজম
अंत्य बिंदु,শেষ বিন্দু
वर्गांतराल के अंत्य बिंदु,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ऊर्जा,শক্তি
ऊर्जा-संवेग घटक,শক্তি গতিবেগ উপাদান
प्रवेशी चर,চলক প্ৰৱেশ কৰা
गणनीय समुच्चय,গণনাযোগ্য গোট
"गणन, गिनना",গণনা
"समान, बराबर, सम, तुल्य",সমান
"समता, समिका",সমতা
समप्रायिक,সমানে সম্ভাৱনা আছে
सम प्रायिकता वरण विधि,সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
समान करना,সমান কৰা
" समीकरण , समीकार",সমীকৰণ
एकघात समीकरण,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
द्विघात समीकरण,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
त्रिघात समीकरण,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा",বিষুৱৰেখা
