Tamil,Bengali
உள்ளீடு/வெளியீட்டு சாதனம் (I/O சாதனம்),ইনপুট/আউটপুট ডিভাইস (I/O ডিভাইস)
செருகு,ঢোকান
செருகும் வகை,সন্নিবেশ বাছাই
நிறுவல் நேரம்,ইনস্টলেশন সময়
உதாரணம்,দৃষ্টান্ত
அறிவுறுத்தல்,নির্দেশ
அறிவுறுத்தல் கவுண்டர்,নির্দেশ কাউন্টার
அறிவுறுத்தல் சுழற்சி,নির্দেশ চক্র
அறிவுறுத்தல் தொகுப்பு,নির্দেশনাবলী
முழு எண் நிரலாக்கம்,পূর্ণসংখ্যা প্রোগ্রামিং
முழு எண் மாறி,পূর্ণসংখ্যা পরিবর্তনশীল
ஒருங்கிணைந்த மோடம்,ইন্টিগ্রেটেড মডেম
ஒருங்கிணைந்த சேவைகள் டிஜிட்டல் நெட்வொர்க் (ISDN),ইন্টিগ্রেটেড সার্ভিস ডিজিটাল নেটওয়ার্ক (ISDN)
நேர்மை,অখণ্ডতা
அறிவார்ந்த கட்டுப்படுத்தி,বুদ্ধিমান নিয়ামক
அறிவார்ந்த முனையம்,বুদ্ধিমান টার্মিনাল
இடைப்பட்ட தொகுதி,আন্তঃ ব্লক
இடைத் தொகுதி இடைவெளி,আন্তঃ ব্লক ফাঁক
தொடர்பு அமைப்பு,আন্তঃযোগাযোগ ব্যবস্থা
தொடர்பு,মিথষ্ক্রিয়া
ஊடாடும் கிராபிக்ஸ்,ইন্টারেক্টিভ গ্রাফিক্স
ஊடாடும் விசைப்பலகை அச்சுப்பொறி,ইন্টারেক্টিভ কীবোর্ড প্রিন্টার
இண்டர்காம் சேவை,ইন্টারকম পরিষেবা
இடைமுகம்,ইন্টারফেস
இடைச்செருகல்,ইন্টারলিভিং
இடைநிலை தாங்கல்,মধ্যবর্তী বাফার
உள் தொகுதி,অভ্যন্তরীণ ব্লক
உள் தொடர்பு,অভ্যন্তরীণ যোগাযোগ
உள் துண்டாடுதல்,অভ্যন্তরীণ বিভাজন
உள் நினைவகம்,অভ্যন্তরীণ মেমরি
உள் வகை,অভ্যন্তরীণ সাজানোর
உள் டைமர்,অভ্যন্তরীণ টাইমার
தரப்படுத்தலுக்கான சர்வதேச அமைப்பு (ISO),প্রমিতকরণের জন্য আন্তর্জাতিক সংস্থা (ISO)
சர்வதேச தொழில்நுட்ப ஆதரவு அமைப்பு,আন্তর্জাতিক প্রযুক্তিগত সহায়তা সংস্থা
இணையதளம்,ইন্টারনেট
இணைய பொறியியல் பணிக்குழு (IETF),ইন্টারনেট ইঞ্জিনিয়ারিং টাস্ক ফোর্স (IETF)
இன்டர்நெட் எக்ஸ்ப்ளோரர்,ইন্টারনেট এক্সপ্লোরার
இணைய வேட்டை,ইন্টারনেট হান্ট
இணைய மாத அறிக்கை,ইন্টারনেট মাসিক রিপোর্ট
இணைய பாக்கெட் பரிமாற்றம்,ইন্টারনেট প্যাকেট বিনিময়
இணைய நெறிமுறை (IP),ইন্টারনেট প্রোটোকল (আইপি)
இணைய நெறிமுறை நீக்கம் (IP),ইন্টারনেট প্রোটোকল রিমুভ (আইপি)
இணைய ரிலே அரட்டை (IRC),ইন্টারনেট রিলে চ্যাট (IRC)
இணைய சேவை வழங்குபவர்,ইন্টারনেট সেবা প্রদানকারী
இணைய சேவைகளின் பட்டியல்,ইন্টারনেট পরিষেবা তালিকা
இணைய சமூகம்,ইন্টারনেট সমাজ
இணைய கருவிகள்,ইন্টারনেট টুল
இணைய வேலை,ইন্টারনেট কাজ করে
இணைய வேலை,ইন্টারনেট কাজ করে
இடைச்செருகல்,ইন্টারপোলেশন
விளக்குவது,ব্যাখ্যা করুন
மொழிபெயர்ப்பாளர்,দোভাষী
இடைச்செயல் தொடர்பு,আন্তঃপ্রক্রিয়া যোগাযোগ
குறுக்கீடு,বাধা
குறுக்கீடு கையாளுபவர்,বাধা হ্যান্ডলার
குறுக்கீடு முகமூடி,বাধা মাস্ক
குறுக்கீடு சமிக்ஞை,বাধা সংকেত
குறுக்கீடு திசையன்,বাধা ভেক্টর
