Hindi,Malayalam
कूट विच्छेदन,ഹാക്ക്
कूट विच्छेदक,ഹാക്കർ
कूट विच्छेदक शब्द कोश,ഹാക്കറുടെ നിഘണ്ടു
अर्ध योजक,പകുതി ആഡർ
अर्ध सेतु,പകുതി പാലം
अर्ध द्वैध,പകുതി ഡ്യൂപ്ലക്സ്
अर्ध द्वैध लाइन,പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ
अर्ध द्वैध विधा,പകുതി ഡ്യുപ്ലെക്സ് മോഡ്
अर्ध तीव्रता,പകുതി തീവ്രത
अर्ध अनुमार्गक,പകുതി റൂട്ടർ
अर्ध व्यवकलक,പകുതി കുറയ്ക്കുന്നയാൾ
अर्ध छविकरण,പകുതി ടോണിംഗ്
अर्ध शब्द,പകുതി വാക്ക്
हेमिलटोनी चक्र,ഹാമിൽട്ടോണിയസ് സൈക്കിൾ
हैमिंग कूट,ഹാമിംഗ് കോഡ്
हस्त,കൈ
मुद्रित प्रति,കൈ പകർപ്പ്
प्रहस्तन,കൈകാര്യം ചെയ്യുക
प्रहस्तन,കൈകാര്യം ചെയ്യുന്നു
निलंबन,തൂക്കിയിടുക
सुखद जाल,സന്തോഷകരമായ വല
हार्ड कापी युक्ति,ഹാർഡ് കോപ്പി ഉപകരണം
"1.हार्ड डिस्क, 2.अनम्य डिस्क",ഹാർഡ് ഡിസ്ക്
अनम्य डिस्क ध्वंस,ഹാർഡ് ഡിസ്ക് ക്രാഷ്
कठिन त्रुटि,കഠിനമായ പിശക്
हार्डवेयर प्रवाह नियंत्रण,ഹാർഡ്‌വെയർ ഫ്ലോ നിയന്ത്രണം
"1.हरात्मक, 2.हार्मोनिक",ഹാർമോണിക്
"1.हरात्मक माध्य,2. हार्मानिक माध्य",ഹാർമോണിക് അർത്ഥം
द्रुतान्वेषण,ഹാഷ്
द्रुतान्वेषण आरेख,ഹാഷ് ഡയഗ്രം
द्रुतान्वेषण सारणी,ഹാഷ് ടേബിൾ
द्रुतान्वेषण तकनीक,ഹാഷിംഗ് ടെക്നിക്
"1.हैडर, 2.प्रवेशिका",തലക്കെട്ട്
"1.पुंज , 2.ढेर",കൂമ്പാരം
पुंज छंटाई,കൂമ്പാരം അടുക്കുക
सहायता,സഹായം
सहायता स्क्रीन,സഹായ സ്ക്രീൻ
"1.हैल्पजाल, 2.सहायता संजाल",ഹെൽപ്പ്നെറ്റ്
हर्टज (फ्रीक्वेंसी/आवृति की यूनिट),ഹെർട്സ്
स्वानुभावी,ഹ്യൂറിസ്റ്റിക്
स्वानुभावी विधि,ഹ്യൂറിസ്റ്റിക് രീതി
षोडश आधारी संख्या,ഹെക്സാഡെസിമൽ സംഖ്യകൾ
अप्रत्यक्ष रेखा,മറഞ്ഞിരിക്കുന്ന വരി
पदानुक्रमित आँकड़आ संचय,ശ്രേണിപരമായ ഡാറ്റാ ബേസ്
पदानुक्रमित संचिका व्यवसाय,ഹൈറാർക്കിക്കൽ ഫയൽ സിസ്റ്റം
पदानुक्रमित रूपरेखा,ശ്രേണിപരമായ ഭൂപ്രകൃതി
उच्च स्तरीय भाषा,ഉയർന്ന തലത്തിലുള്ള ഭാഷ
उच्चस्मृति क्षेत्र,ഉയർന്ന മെമ്മറി ഏരിയ
उच्च निष्पादन,ഉയർന്ന പ്രകടനം
"1.प्राप्ति, 2.हिट, 3.संभावना",അടിച്ചു
हिट रेट,ഹിറ്റ് നിരക്ക്
हिट अनुपात,ഹിറ്റ് അനുപാതം
"1. छिद्र, रिक्ती 2. होल",ദ്വാരം
आमुख निर्देशिका,ഹോം ഡയറക്ടറി
आमुख पृष्ठ,ഹോം പേജ്
समांगी निर्देशांक,ഏകതാനമായ കോർഡിനേറ്റ്
हॉप,ചാടുക
हॉप काउन्ट (नेट वर्क के संदर्भ में),ഹോപ്പ് എണ്ണം
हॉर्न,കൊമ്പ്
पोषक कंप्यूटर,ഹോസ്റ്റ് കമ്പ്യൂട്ടർ
पोषक कंप्यूटर,ഹോസ്റ്റ് കമ്പ്യൂട്ടർ
पोषक भाषा,ഹോസ്റ്റ് ഭാഷ
"1.सक्रिय कुंजी, 2.हॉट कुंजी",ചൂടുള്ള കീ
हाइपर पाठ्य चिहिनित भाषा (एच टी एम एल),ഹൈപ്പർ ടെക്സ്റ്റ് മാർക്ക്അപ്പ് ഭാഷ (HTML)
परिकल्पना,അനുമാനം
आई पॉड,ഞാൻ പോഡ്
निवेश/निर्गम बफर,I/O ബഫർ
"1.निवेश/निर्गम द्वारक, 2. आई/ओ द्वारक",I/O പോർട്ട്
निवेश/निर्गम इकाई,I/O യൂണിറ്റ്
परिज्ञापक,ഐഡന്റിഫയർ
"1.तत्समक, 2.सर्वसमिका, 3.व्यष्टित्व, 4.पहचान",ഐഡന്റിറ്റി
प्रतिबिंब,ചിത്രം
प्रतिबिंब संवेदक,ഇമേജ് സെൻസർ
संघट्ट मुद्रक,ആഘാതം പ്രിന്റർ
प्रतिबाधा,തടസ്സം
आदेशात्मक प्रोग्राम भाषा,അനിവാര്യമായ പ്രോഗ്രാം ഭാഷ
आदेश सूचक कथन,അനിവാര്യമായ പ്രസ്താവന
अस्पष्ट पता,പരോക്ഷമായ വിലാസം
असंभव घटना,അസാധ്യമായ സംഭവം
निष्क्रिय आसंधि,നിഷ്ക്രിയ നോഡ്
असगंतता,പൊരുത്തക്കേട്
वृद्धि,ഇൻക്രിമെന്റും
सूचक,സൂചിക
सूचक आँकड़ा मद,സൂചിക ഡാറ്റ ഇനം
सूचकांक संचिका,സൂചിക ഫയൽ
सूचक पंजी,സൂചിക രജിസ്റ്റർ
सूचक अनुक्रमिक,സൂചിക ക്രമം
सूचकित पताभिगमन,സൂചികയിലുള്ള വിലാസം
अनुक्रमित भाषा,സൂചികയിലുള്ള ഭാഷ
सूचकांकित अनुक्रम संचिका,ഇൻഡക്‌സ് ചെയ്‌ത സീക്വൻസ് ഫയൽ
सूचकांकित अनुक्रमिक अभिगम विधि (आी एस ए एम),ഇൻഡക്‌സ് ചെയ്‌ത സീക്വൻഷ്യൽ സ്‌ക്‌സസ് രീതി (ISAM)
परोक्ष पताभिगमन,പരോക്ഷ അഭിസംബോധന
सूचना विज्ञान,ഇൻഫോർമാറ്റിക്സ്
सूचना,വിവരങ്ങൾ
सूचना बिट,വിവര ബിറ്റ്
सूचना प्रबंधन,വിവര മാനേജ്മെന്റ്
सूचना प्रबंधन प्रणाली (आी एम एस),ഇൻഫർമേഷൻ മാനേജ്മെന്റ് സിസ്റ്റം (IMS)
सूचना पुन:प्राप्ति,വിവരങ്ങൾ വീണ്ടെടുക്കൽ
सूचना तंत्र,വിവര സംവിധാനം
सूचना प्रौद्योगिकी (आी टी),വിവര സാങ്കേതിക വിദ്യ (ഐടി)
अवसंरचना प्रबंधन,ഇൻഫ്രാസ്ട്രക്ചർ മാനേജ്മെന്റ്
वंशानुक्रम,അനന്തരാവകാശം
निहित त्रुटि,പാരമ്പര്യ പിശക്
प्राथमिक,പ്രാരംഭം
प्रारंभिक पता,പ്രാരംഭ വിലാസം
आरंभिक अवस्था,പ്രാരംഭ അവസ്ഥ
आरंभीकरण,ആരംഭിക്കൽ
स्याही जेट मुद्रक,മഷി ജെറ്റ് പ്രിന്റർ
असंख्य,അസംഖ്യം
अंत: नोड सारणी,ഐ-നോഡ് പട്ടിക
अप्रचालनीय काल,പ്രവർത്തനരഹിതമായ സമയം
निवेश बफर पंजी,ഇൻപുട്ട് ബഫർ രജിസ്റ്റർ
निवेश निर्गम प्रक्रमक (आई/ओ पक्रमक),ഇൻപുട്ട് ഔട്ട്പുട്ട് പ്രോസസർ (I/O പ്രോസസർ)
निवेश निर्गम पंजी (आई/ओ पंजी),ഇൻപുട്ട് ഔട്ട്പുട്ട് രജിസ്റ്റർ (I/O രജിസ്റ്റർ)
निवेश निर्गम कथन (आई/ओ कथन),ഇൻപുട്ട് ഔട്ട്‌പുട്ട് സ്റ്റേറ്റ്‌മെന്റ് (I/O സ്റ്റേറ്റ്‌മെന്റ്)
निवेश/निर्गम (आई/ओ),ഇൻപുട്ട്/ഔട്ട്പുട്ട് (I/O)
निवेश/निर्गम बफर (आई/ओ बफर),ഇൻപുട്ട്/ഔട്ട്പുട്ട് ബഫർ (I/O ബഫർ)
