Odiya,Bengali
ମାଟି ଜୀବବିଜ୍ଞାନ |,মাটি জীববিজ্ঞান
ମାଟି ଶ୍ରେଣୀକରଣ |,মাটির শ্রেণিবিন্যাস
ମାଟି କୋଲଏଡ୍ |,মাটি কলয়েড
ମାଟି ସଙ୍କୋଚନ,মাটির সংযোগ
ମାଟି କଣ୍ଡିସନର |,মাটি কন্ডিশনার
ମାଟି ସଂରକ୍ଷଣ |,মাটি সংরক্ষণ
ମାଟି ଭୂତଳ |,মাটি ভূত্বক
ମାଟି ଡିଗାଡିସନ୍ |,মাটির অবক্ষয়
ମାଟି ପଳାୟନ କାରକ |,মাটি ক্ষয়যোগ্যতা ফ্যাক্টর
ମାଟି ଉର୍ବରତା |,মাটির উর্বরতা
ମାଟି ଆଦି |,মাটি জেনেসিস
ମାଟି ସ୍ୱାସ୍ଥ୍ୟ,মাটির স্বাস্থ্য
ମାଟି ରାଶି |,মাটি দিগন্ত
ମାଟି ମାକ୍ରୋଗର୍ମିମ୍ |,মাটির ম্যাক্রোর্গানিজম
ମାଟି ମ୍ୟାନେଜମେଣ୍ଟ |,মাটি পরিচালনা
ମାଟି ମାଇକ୍ରୋବିସିଓଲିଓଲୋଜି |,মাটির মাইক্রোবায়োলজি
ମୃତ୍ତିକୀ ମାଇକ୍ରୋ ଅର୍ଗାନାଇଜ୍ |,মাটির অণুজীব
ମାଟି ଆର୍ଦ୍ରତା ନିଅଣ୍ଟ |,মাটির আর্দ্রতা ঘাটতি
ମାଟି ଜ organic ବ ପଦାର୍ଥ |,মাটি জৈব পদার্থ
ମାଟି ପୋରୋସିଂ |,মাটি পোরোসিটি
ମୃତ୍ତିକା ଉତ୍ପାଦକତା |,মাটির উত্পাদনশীলতা
ମାଟି ପ୍ରୋଫାଇଲ୍ |,মাটির প্রোফাইল
ମାଟି ଗୁଣ,মাটির গুণমান
ମାଟି ପ୍ରତିକ୍ରିୟା,মাটির প্রতিক্রিয়া
ମୃତ୍ତିକା ପ୍ରତିରୋଧ,মাটি প্রতিরোধ
ମାଟି ସାଲିଟିଙ୍ଗ୍ |,মাটির লবণাক্ততা
ମାଟି ବିଜ୍ଞାନ ବିଜ୍ଞାନ |,মৃত্তিকা বিজ্ঞান
ମାଟି ଅସୁସ୍ଥତା |,মাটি অসুস্থতা
ମୃତ୍ତିକାର ଶିକାର,মাটি সিভিং
ମାଟି ସମାଧାନ |,মাটি সমাধান
ମାଟି ନିର୍ଗତ କରେ |,মাটি জীবাণুমুক্ত
ମାଟି ଗଠନ |,মাটির কাঠামো
ମାଟି ନିଲମ୍ବନ |,মাটি সাসপেনশন
ମାଟି ପରୀକ୍ଷା,মাটি পরীক্ষা
ମାଟି ଗଠନ |,মাটির টেক্সচার
ମୃତ୍ତିକ ଜଳ ସମ୍ଭାବନା |,মাটির জলের সম্ভাবনা
ମୃତ୍ତିକା ଜଳ,ভূগর্ভস্থ পানি
ସ ar ର ନିରନ୍ତର |,সৌর ধ্রুবক
ସ ar ର ବିକିରଣ |,সৌর বিকিরণ
ସୋଲାର୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,সৌর বর্ণালী
ସୋଲାରାଇଜେସନ୍,সোলারাইজেশন
ଏକମାତ୍ର ଫସଲ |,একমাত্র ফসল
ଦ୍ରବୀଭୂତ ସୋଡିୟମ୍ ପ୍ରତିଶତ |,দ্রবণীয় সোডিয়াম শতাংশ
ସୋମାଟିକ୍ କକ୍ଷ |,দেহকোষ
ସୋମାଟିକ୍ ଭ୍ରୁଣ |,সোম্যাটিক ভ্রূণ
ସୋମାଟିକ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |,সোম্যাটিক হাইব্রিডাইজেশন
ସୋରଗମ୍ ଆଘାତ |,জোরে আঘাত
SOS ଜିନ୍ |,এসওএস জিন
ସାଉଥ୍ ବ୍ଲୋଟିଂ |,দক্ষিণ ব্লটিং
ବ୍ୟବଧାନ (ଉଦ୍ଭିଦ),ব্যবধান (উদ্ভিদ)
ସ୍ପିଲେକ୍ସ |,স্প্যাডিক্স
ସ୍ପାମା,স্পাথ
ବିଶେଷ ବ୍ୟବସ୍ଥା |,বিশেষ ব্যবস্থা
ବିଶେଷ କ୍ରପ୍ |,বিশেষ ফসল
ବିଶେଷ ଚାଷ,বিশেষ কৃষক
ପ୍ରଜାତି,প্রজাতি
ନିର୍ଦ୍ଦିଷ୍ଟ ଫସଲ ତୀବ୍ରତା ସୂଚକାଙ୍କ |,নির্দিষ্ট ফসলের তীব্রতা সূচক
ନିର୍ଦ୍ଦିଷ୍ଟ ମାଧ୍ୟାକର୍ଷଣ |,আপেক্ষিক গুরুত্ব
ନିର୍ଦ୍ଦିଷ୍ଟ ଆର୍ଦ୍ରତା |,নির্দিষ্ট আর্দ্রতা
ନିର୍ଦ୍ଦିଷ୍ଟ ପତ୍ର କ୍ଷେତ୍ର |,নির্দিষ্ট পাতার অঞ্চল
SpermaTogenesisis,স্পার্মাটোজেনেসিস
S-hease,এস-ফেজ
ସ୍ପାଇକ୍,স্পাইক
ସ୍ପିଲେଲେଟ୍ |,স্পাইকলেট
ସ୍ପିଣ୍ଡଲ୍ ବୁଦା |,স্পিন্ডল বুশ
ସ୍ପ୍ଲାସ୍ କ୍ଷୟ |,স্প্ল্যাশ ক্ষয়
ସ୍ପ୍ଲୋର୍ସିଂ |,স্প্লিকিং
ସ୍ପ୍ଲିଟ୍ ପ୍ରୟୋଗ |,বিভক্ত অ্যাপ্লিকেশন
ଜିନ୍ ବିଭାଜିତ |,বিভক্ত জিন
ସ୍ପ୍ଲିଟ୍ ପ୍ଲଟ୍ ଡିଜାଇନ୍ |,স্প্লিট প্লট ডিজাইন
ସ୍ପଞ୍ଜୀ ଟିସୁ |,স্পঞ্জি টিস্যু
ସ୍ୱତ aneous ପ୍ରବୃତ୍ତ ପରିବର୍ତ୍ତନ |,স্বতঃস্ফূর্ত মিউটেশন
ସ୍ପୋର,স্পোর
ସ୍ପ୍ରିଙ୍କଲର ଜଳସେଚନ |,স্প্রিংকলার সেচ
ଖରାପ,স্পুডিং
ଉପରୁକୁ,স্পার
ବେଗ ବହନ କରିବା |,স্পার বিয়ারিং
ଚପଲ,স্কল
ଏଜେଣ୍ଟକୁ ସ୍ଥିର କରିବା |,স্থিতিশীল এজেন্ট
ମାନଦଣ୍ଡ ବିଚ୍ୟୁତି,আদর্শ চ্যুতি
Stape ଫସଲ,প্রধান ফসল
କୋଡନ୍ ଆରମ୍ଭ କରନ୍ତୁ |,কোডন শুরু করুন
ଷ୍ଟାର୍ଟର ସମାଧାନ |,স্টার্টার সলিউশন
ଷ୍ଟେମ୍ ବୋରର୍ |,স্টেম বোরার
ଷ୍ଟେମ୍-ଏଣ୍ଡ୍ |,স্টেম-এন্ড
ଷ୍ଟେନୋସପରମୋକାରପିର |,স্টেনোস্পারমোকার্পি
ପାହାଘ,স্টেপ্প
ନିରୂପଣ,জীবাণুমুক্তকরণ
କଳଙ୍କ ଗ୍ରହଣ,কলঙ্ক গ্রহণযোগ্যতা
କଳହ,কলঙ্ক
ବିଲେଇ ମୂଳ,স্টিল্ট রুট
ଉପନ୍ଲୋନ |,স্টোলন
ଷ୍ଟୋମାଟା,স্টোমাটা
ଚମକାଇବା,মলিং
କୋଡନ୍ ବନ୍ଦ କରନ୍ତୁ |,কোডন বন্ধ করুন
ଚାପୁଡ଼ାଯୁକ୍ତ,স্তরিত
ଚାପରିଫିକେସନ୍,স্তরবিন্যাস
ନଡ଼ା,খড়
ଚାପ,স্ট্রেস
ଷ୍ଟ୍ରିପ୍ ଫସଲ,স্ট্রিপ ক্রপিং
ଷ୍ଟ୍ରିପ୍ ଆନ୍ତରିକତା |,স্ট্রিপ ইন্টারক্রপিং
ଷ୍ଟ୍ରୋମା,স্ট্রোমা
ଷ୍ଟକ୍,খড়
ଷ୍ଟକ୍ ମଲଚିଂ |,স্টাবল মালচিং
ଶ style ଳୀ,স্টাইল
ସବ୍ ଆର୍ଦ୍ର |,সাব আর্দ্র
ସବ୍ବେରିକେସନ୍,Suberication
ଗଣ୍ଡମାଳାଣିଗୁଡିକ,নিমজ্জন
ସବଷ୍ଟାଣ୍ଟ ଫାର୍ମିଂ |,অস্তিত্ব চাষ
ସ୍ଥଗିତ,সাবসয়েলিং
ସବ୍-ପ୍ରଜାତି |,উপ-প্রজাতি
ପ୍ରତିସ୍ଥାପନ କ୍ରପ୍ କରିବା |,প্রতিস্থাপন ক্রপিং
ସବଷ୍ଟ୍ରେଟ୍,স্তর
ସବସର୍ଫେସ୍ ଜଳସେଚନ |,সাবসারফেস সেচ
ଉତ୍ତରାଧିକାରୀ,উত্তরাধিকার
ସଫଳତା,রসালো
ସୁପର୍,স্তন্যপায়ী
ସୁଇ-ଜେରୀସ୍ |,স্বজাতীয়
ସୂର୍ଯ୍ୟକିରଣ,সূর্য নিরাময়
ସପ୍ଲିମେଣ୍ଟାରୀ ଜଳସେଚନ |,পরিপূরক সেচ
ସପ୍ଲିମେଣ୍ଟାରୀ ଉଦ୍ୟୋଗ ଉଦ୍ୟୋଗ,পরিপূরক উদ্যোগ
ସପ୍ଲିମେଣ୍ଟାରୀ ପାରସ୍ପରିକ କ୍ରିୟା |,পরিপূরক মিথস্ক্রিয়া
Suprassor ଜିନ୍ |,সুপারিশ জিন
ସୁରଫାକ୍ଟାଣ୍ଟ |,সার্ফ্যাক্ট্যান্ট
ସଂକ୍ରମିତ |,সংবেদনশীল
ନିଲମ୍ବନ ସଂସ୍କୃତି |,সাসপেনশন সংস্কৃতি
ସ୍ଥାୟୀ କୃଷି,টেকসই কৃষি
ସ୍ଥାୟୀ ବିକାଶ |,টেকসই উন্নয়ন
ସଜ୍ଜିତ,ঝাঁকুনি
ଖଣ୍ଡା ପତ୍ର,তরোয়াল পাতা
ସିନୋକସିୟାମ,সাইকোনিয়াম
ସେମ୍ବଏସ୍ସ,সিম্বিওসিস
ସିନ୍ମାମି |,সিনগ্যামি
ଚାଉଳ ତୀବ୍ରତାର ବ୍ୟବସ୍ଥା |,ধানের তীব্রতা
ସିଷ୍ଟମିକ୍ ହର୍ମିଚାଡ୍ |,সিস্টেমিক ভেষজনাশক
ସଫମୋକର୍,জাফলওয়ার
ସାଫ୍ରନ୍ |,জাফরান
ଗୁମ୍ଫା,Age ষি
ସାଲ,সাল
ସାଲଭିଆ,সালভিয়া
ସାଣ୍ଡଲ୍ କାଠ |,স্যান্ডেল কাঠ
ସାମାପୋଟା |,সাপোটা
Splewewine,স্ক্রুপাইন
ସମୁଦ୍ର କୂଳ |,সিবুকহর্ন
ସିନ୍ନା |,সেনা
ସର୍ପାଇନ୍ କାଠ |,সর্প কাঠ
ସମ୍ପତ୍ତିଗୁଡ଼ିକ,তিল
ସାପ ଗୋଡବ୍ଲୁ |,চিচিঙ্গা
ସ୍ନାପ ମଲନ,স্ন্যাপ মেলন
ସାବୁନଟ୍,সাবান্ট
ସାନ୍ତ୍ୱମଗ,জোর
ସୋୟାବିନ୍ |,সয়াবিন
ସ୍ପାନିସ୍ ଚେରି |,স্প্যানিশ চেরি
ପାଳଙ୍ଗ |,পালং শাক
ସ୍ପିଣ୍ଡଲ୍ କାଠ |,স্পিন্ডল কাঠ
ସ୍ପଞ୍ଜ ଗୁଣ୍ଡ |,স্পঞ্জ গর্ড
ଷ୍ଟିଭିଆ,স্টিভিয়া
ନାଟଲ୍ ଷ୍ଟିଙ୍ଗ୍ |,বিছুটি জাতের গাছ
ପଥର ଫୁଲ |,পাথর ফুল
ଷ୍ଟ୍ରବେରୀ |,স্ট্রবেরি
ସୁଦାନ ଘାସ |,সুদান ঘাস
ଆଖୁ,আখ
ଗ୍ରୀଷ୍ମ ସ୍କ୍ୱାସ୍ |,গ্রীষ্ম স্কোয়াশ
ସୂର୍ଯ୍ୟମୁଖୀ,সূর্যমুখী
ସୁମମ୍ପ |,সানহেম্প
ମିଠା କ୍ଲୋଭର |,মিষ্টি ক্লোভার
ମିଠା ଗୁଣ୍ଡ |,মিষ্টি লাউ
ମିଠା ଆଳୁ,মিষ্টি আলু
ମିଠା ବାଇଗଣୀ |,মিষ্টি ভায়োলেট
ସାପ ସୁକର୍ |,স্যাপ স্তন্যপায়ী
ଉଡାଇଲା,উড়ে গেছে
ଶତକଡ଼ା କୀଟ,স্কেল পোকামাকড়
ସେମିଲୋର,সেমিলোপার
ଶଟ ବୋଇର,শ্যুট বোরার
ରେଶମ କୀଟ |,সিল্কওয়ার্ম
ଶାବକ,শামুক
ଚାରା,চড়ুই
ସ୍ପାଇଡର୍,মাকড়সা
ଗୋଲମରିଚ |,কাঠবিড়ালি
ଷ୍ଟଲ୍କ ବୋରର୍ |,ডাঁটা বোরার
ଷ୍ଟେମ୍ ବୋରର୍ |,স্টেম বোরার
ଷ୍ଟେମ୍ ଗାର୍ଡର୍ |,স্টেম গার্ডলার
ପଥର ୱେବ,স্টোন উইভিল
ମାଟି ବ scientist ଜ୍ଞାନିକ |,মাটি বিজ্ঞানী
କ act ଶଳ ଆନ୍ଦୋଳନ |,কৌশল আন্দোলন
ଟ୍ୟାଗିଂ (ଲେବଲ୍),ট্যাগিং (লেবেলিং)
ଟ୍ୟାଙ୍କ ସିଲ୍ଟ |,ট্যাঙ্ক পলি
ମୂଳ ଟ୍ୟାପ୍ କରନ୍ତୁ |,রুট ট্যাপ করুন
ତସେଲ୍ (ମ୍ୟାକ୍ସ),তাসেল (ভুট্টা)
ଟ୍ୟାକୋନୋମି,ট্যাক্সোনমি
ଟେକ୍ନୋଲୋଜି,প্রযুক্তি
ସ୍ୱଭାବିକ ଜୋନ୍ |,নাতিশীতোষ্ণ অঞ্চল
ଅସ୍ଥାୟୀ ୱିଲିଙ୍ଗ୍ |,অস্থায়ী উইল্টিং
ଟେଣ୍ଡ୍ରିଲ୍,টেন্ড্রিল
ତ୍ୱସବାଳ,টেনসিওমিটার
TESE,টেপাল
ଟେରାପୋଜେନି |,টেরেটোজিনি
ସମାପ୍ତ ଗନ୍ଧର କୋଡନ୍ |,সমাপ্তি কোডন
ଟେରାସ୍ |,টেরেস
ଟେରାସ ବ୍ୟବଧାନ,টেরেস ইন্টারভাল
ପୃଥିବୀ ବିକିରଣ |,টেরেস্ট্রিয়াল রেডিয়েশন
ଟର୍ସର ତୃଣକ |,টেরেস্ট্রিয়াল আগাছা
ପରୀକ୍ଷା କ୍ରସ୍,পরীক্ষা ক্রস
ପରୀକ୍ଷା ଓଜନ,পরীক্ষার ওজন
ଟେସାଟା |,টেস্টা
ଟେଟ୍ରାଡ୍ |,টেট্রাড
ଟେଟ୍ରାପର୍ଡ |,টেট্রাপ্লয়েড
ଟେଟ୍ରାପ୍ଲାଏଡ୍ |,টেট্রাপ্লোডি
ଥାମସ୍ସସ୍ |,থ্যালামাস
ଥର୍ମାଲ୍ ଆଚରଣ,তাপ পরিবাহিতা
ଥର୍ମାଲ୍ ଡିସଫୁସଭିଟି |,তাপ নিরোধক
ଥର୍ମାଲ୍ ଇନଡକ୍ସନ୍ |,তাপীয় আনয়ন
ଥର୍ମୋକଲ୍,থার্মোকল
ଥର୍ମୋଗ୍ରାଫ୍,থার্মোগ্রাফ
ଥର୍ମେକର୍ଡିଟିଟି |,থার্মোপারিডিসিটি
ଥର୍ମୋପେଡିଆଇ ଏବଂ,থার্মোপারিডিজম
ଥର୍ମୋଫାଇଲ୍ |,থার্মোফিল
ଥର୍ମୋଟାକ୍ାଇସ୍,থার্মোট্যাক্সিস
ପତଳା ଆଉଟ୍ |,পাতলা আউট
ଖଳା,থ্রেশিং
Ti plasemid,টিআই প্লাজমিড
ଜୁଆର ଜଳାଶୟ |,জোয়ার জলাভূমি
ଟାଇଲ୍ ଡ୍ରେନେଜ୍ |,টাইল নিকাশী
ଟିଲେଇ |,টিলিবিলিটি
ଟିଲେଜ୍,চাষ
ଟିଲର୍ (ଉଦ୍ଭିଦ),টিলার (উদ্ভিদ)
ଟିଲାରୀ,টিলারিং
ଟିଲାରୀ ପର୍ଯ୍ୟାୟ |,টিলারিং স্টেজ
ତୀଥ,তিলথ
ଟିସୁ ପରୀକ୍ଷା,টিস্যু পরীক্ষা
ଚତୁର,টডি
ସହନଶୀଳତା,সহনশীলতা
ଟପ୍ ମାଟି |,শীর্ষ মাটি
ଟୋପାଟୋ |,টোপাটো
ଟପ୍-ଡ୍ରେସିଂ |,শীর্ষ-ড্রেসিং
ଟପୋକିମ୍ଲୋଜୋଲୋଜି |,টপোক্লিম্যাটোলজি
ଟପିଂ (ତମାଖୁ),টপিং (তামাক)
ସମୁଦାୟ ହତ୍ୟାକାରୀ ପୁଷ୍ଟିକର |,মোট হজমযোগ্য পুষ্টি
ସମୁଦାୟ ଫ୍ୟାକ୍ଟର୍ ଉତ୍ପାଦକତା |,মোট ফ্যাক্টর উত্পাদনশীলতা
ସମୁଦାୟ ଦ୍ରବୀଭଲ୍ସ କଠିନ |,মোট দ্রবণীয় দ্রবণ
ଟଟାଇପାଇଟ୍ |,টোটিপোটেন্সি
ବିଷାକ୍ତତା,বিষাক্ততা
ବିଷାକ୍ତ,টক্সিন
ଟ୍ରାକ୍ ଉପାଦାନଗୁଡିକ,ট্রেস উপাদান
ଟ୍ରେସର୍ ଉପାଦାନଗୁଡିକ |,ট্রেসার উপাদান
କାରବାର,লেনদেন
ଟ୍ରାନ୍ସକ୍ରିପସନ୍,প্রতিলিপি
ସଂକ୍ରମଣ,রূপান্তর
ଟ୍ରାନ୍ସଜେନିକ୍,ট্রান্সজেনিক
ଅନୁବାଦ,অনুবাদ
ସ୍ଥାନାନ୍ତର,ট্রান্সলোকেশন
ସଂସାଜ୍,ট্রান্সমিট্যান্স
ଟ୍ରାନ୍ସପେଣ୍ଡ କୋଏଫିସିଏଣ୍ଟ୍ |,ট্রান্সপিরেশন সহগ
ଟ୍ରାନ୍ସପିଆସନ୍ ଟାଣ |,ট্রান্সপিরেশন টান
ଟ୍ରାନ୍ସଫର୍ରେସନ୍ ଅନୁପାତ,ট্রান্সপিরেশন অনুপাত
ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ ଶକ୍ |,প্রতিস্থাপন শক
ଟ୍ରାନ୍ସଲିଟର୍,ট্রান্সপ্ল্যান্টার
ପ୍ରତିରୋପଣ,প্রতিস্থাপন
ମାଟି ପରିବହନ |,পরিবহন মাটি
ସ୍ଥାନାନ୍ତର,ট্রান্সপসন
ଟ୍ରାନ୍ସଭର୍ସ ଡ୍ରେନେଜ୍ |,ট্রান্সভার্স নিকাশী
ଫାନ୍ଦ ଫସଲ,ফাঁদ ফসল
ଅଳସମ,ট্র্যাশিং
ଚିକିତ୍ସା,চিকিত্সা
ଗଛ କ୍ରପ୍ କରିବା |,গাছের ফসল
ଗଛ ରିଙ୍ଗ,গাছের আংটি
ପରୀକ୍ଷା,ট্রায়াল
ଚତୁର ଜଳସେଚନ |,ট্রিকল সেচ
ଟ୍ରିଗର ଫ୍ୟାକ୍ଟର୍ |,ট্রিগার ফ্যাক্টর
ଟ୍ରିପ୍ଲାଇଡ୍,ট্রিপলয়েড
ଟ୍ରିପଲ୍ କ୍ରପ୍ |,ট্রিপল ক্রপিং
ଟ୍ରଫିକ୍ ସ୍ତର |,ট্রফিক পর্যায়ে
ଟ୍ରପିକ୍ ଗତିବିଧି |,ট্রপিক আন্দোলন
ଟ୍ରପିକାଲ୍ ଅଞ୍ଚଳ |,ক্রান্তীয় অঞ্চল
ଟ୍ରପିଜିମ୍,ট্রপিজম
ପ୍ରକୃତ ଘନତା |,সত্য ঘনত্ব
ପ୍ରକୃତ ହଜମ କରିବା |,সত্য হজমতা
ଛୋଟ ପ୍ରୋଫାଇଲ୍ |,কাটা প্রোফাইল
ଛୋଟ ମାଟି |,কাটা মাটি
ସୁନାମି |,সুনামি
ଟ୍ୟୁବର ଫସଲ,কন্দ ফসল
ତୁ,কন্দ
ଟ୍ୟୁମର୍,টিউমার
ମାଟିର ଟ୍ୟୁନାକ୍ସନ୍ |,মাটির ছোঁয়া
ତୁଣ୍ଡ୍ରା |,টুন্ড্রা
ତୁରଫ୍,টার্ফ
ଟଗିଦ୍,তুরগিড
ତୁଘମ ଆନ୍ଦୋଳନ,তুরগর আন্দোলন
ତୁଗର ଚାପ,টার্গোর চাপ
ତୁଗରଯୁକ୍ତ,তুরগর
ଟର୍ନର ସିଣ୍ଡ୍ରୋମ |,টার্নার এর সিন্ড্রোম
ଟାଇପ୍ (ଉଦ୍ଭିଦ),প্রকার (উদ্ভিদ)
ମୁଁ ତ୍ରୁଟି ଟାଇପ୍ କର |,টাইপ আই ত্রুটি
II ତ୍ରୁଟି ଟାଇପ୍ କରନ୍ତୁ |,টাইপ II ত্রুটি
ଟାଇଫୋଟନ୍ |,টাইফুন
ତାମରିନ୍ଦ |,তেঁতুল
ତାରାଗନ୍ |,তারাগন
ମନ୍ଦିର କିମ୍ବା ପାଗୋଡା ଗଛ |,মন্দির বা প্যাগোডা গাছ
କଣ୍ଟା,থিসল
ଥୁଜା |,থুজা
ଥିମ୍,থাইম
ତମାଖୁ,তামাক
ଟମାଟୋ |,টমেটো
ଦୁ orrow ଖର ବୃକ୍ଷ |,দুঃখের গাছ
ଟ୍ରାଇଟିଭାଲ୍,ট্রিটিকাল
ତୂରୀ ବା ଦ୍ରାକ୍ଷାଲତା |,শিঙা ভাইন
Tubeuberose,টিউবারোজ
କଦଳୀ,হলুদ
ଶାଗୁଣା |,শালগম
ସିଙ୍ଗାପୁର (ଭାରତୀୟ ରେଡ୍ ମ୍ୟାଚ୍),টাইফা (ভারতীয় রিড গদা)
ଚା ମଶା,চা মশা
ଟର୍ମାଇଟ୍ସ (ଧଳା ପିମ୍ପୁଡ଼ି),টার্মিটস (সাদা পিঁপড়া)
ଥ୍ରିପ୍ସ |,থ্রিপস
ଅଲଟ୍ରିକେଣ୍ଡ୍ରିଫୁଗେସନ୍ |,আল্ট্রাসেন্ট্রিফিউগেশন
ଅଲଟ୍ରାସାଉଣ୍ଡ,আল্ট্রাসাউন্ড
ଉମ୍ବେଲ |,উম্বল
ଅସମ୍ମାନ,অবিচ্ছিন্ন
ଫଳପ୍ରଦତା |,ফলস্বরূপ
ଏକତ୍ର,অবিচ্ছিন্ন
ୟୁନିଭର୍ସାଲ୍ ଜେନେଟିକ୍ କୋଡ୍ |,ইউনিভার্সাল জেনেটিক কোড
ୟୁନିଭର୍ସାଲ୍ ମୃତ୍ତିକା କ୍ଷତି ସମୀକରଣ |,ইউনিভার্সাল মাটি ক্ষতির সমীকরণ
ଅସନ୍ତୁଷ୍ଟ ଫ୍ୟାଟି ଏସିଡ୍ |,অসম্পৃক্ত ফ্যাটি অ্যাসিড
ଉପରକୁ ଚାଉଳ,উঁচু ভাত
ଉପରକୁ,উর্ধ্বভূমি
ସହରୀ କମ୍ପୋଷ୍ଟ |,আরবান কম্পোস্ট
Urea,ইউরিয়া
Ureas,ইউরিজ
ଉଲାଲା ଘାସ |,উলা ঘাস
ଟିକା,ভ্যাকসিন
ଭାଲୁଓଲ୍,ভ্যাকুওল
ମୂଲ୍ୟ-ଯୋଗଦାନ କୃଷି |,মূল্য সংযোজন কৃষি
ମୂଲ୍ୟ ଯୋଗଦାନ ଉତ୍ପାଦ |,মূল্য সংযোজন পণ্য
ମୂଲ୍ୟ ଯୋଗ,মান সংযোজন
ମୂଲ୍ୟ ମୂଲ୍ୟର ଅନୁପାତ |,মান ব্যয় অনুপাত
VAM (ଭେସିକୁଲାର୍ ଆରବ୍ୟୁସ୍କୁଲାର),ভ্যাম (ভেসিকুলার আরবাসকুলার)
ବାଷ୍ପ ଉତ୍ତାପ ଚିକିତ୍ସା |,বাষ্প তাপ চিকিত্সা
ବାଷ୍ପ ଚାପ,বাষ্প চাপ
ଭେରିଏବଲ୍ ମୂଲ୍ୟ,পরিবর্তনশীল খরচ
ଭେରିଏବଲ୍ ଜିନ୍ |,পরিবর্তনশীল জিন
ଭେରିଏବଲ୍ ରେଟ୍ ଟେକ୍ନୋଲୋଜି |,পরিবর্তনশীল হার প্রযুক্তি
ଭିନ୍ନତା,বৈকল্পিক
ପରିବର୍ତ୍ତନ,বিভিন্নতা
ବିଭିନ୍ନତା |,বিভিন্ন
ଭେକ୍ଟର,ভেক্টর
ଉଦ୍ଭିଦ,গাছপালা
ଉଦ୍ଭିଦ ଅବନତି |,উদ্ভিদ অবক্ষয়
ପନିପରିବା ପ୍ରତିବନ୍ଧକ |,উদ্ভিদ বাধা
ଶାକାହାରୀ କଭର |,উদ্ভিজ্জ কভার
ଶାକାହାରୀ ପ୍ରଚାର,উদ্ভিদ প্রচার
ଶାକାହାରୀ ପର୍ଯ୍ୟାୟ |,উদ্ভিজ্জ পর্যায়
ଭେନସନ୍,ভেনেশন
ଭ୍ରମକାକାରୀ,সিঁদুর
ଭର୍ମିକୋମ୍ପୋଷ୍ଟ |,ভার্মিকম্পস্ট
ଭର୍ନାଲ୍ ଆକୀକରଣ |,ভার্নালাইজেশন
ଭୂଲମ୍ବ ମଲଚିଂ |,উল্লম্ব mulching
Vertisool,ভার্টিসল
କାର୍ଯ୍ୟକ୍ଷମତା (ବିହନ),কার্যক্ষমতা (বীজ)
ଦ୍ରାକ୍ଷାଲତା,দ্রাক্ষালতা
ଭିନେଗାର |,ভিনেগার
ପ୍ରାଚୀନ ଜିନ୍,ভাই জিন
କୁମାରୀ ଜମି,ভার্জিন ল্যান্ড
କୁମାରୀ ମୃତ୍ତିକା |,কুমারী মাটি
କୁମାରୀ,ভাইরুলেন্স
ଜୀବାଣୁ,ভাইরাস
ଭାଇରସ୍ କୋଟ୍ ପ୍ରୋଟିନ୍ |,ভাইরাস কোট প্রোটিন
ଜୀବାଣୁ ସୂଚକାଙ୍କ |,ভাইরাস সূচক
ବିଶୃଙ୍ଖଳା |,সান্দ্রতা
ଦୃଶ୍ୟମାନ ବିକିରଣ,দৃশ্যমান বিকিরণ
ଭିଟାମିନ୍ |,ভিটামিন
ବଣିକ,ভিটিকালচার
ଜୀବାଣୁ,Viviparous
ଶୂନ୍ୟ ସ୍ଥାନ,শূন্য স্থান
ଭୋଲଟିଲାଇଜେସନ୍,উদ্বায়ী
ସ୍ୱେଚ୍ଛାସେବୀ ଉଦ୍ଭିଦ |,স্বেচ্ছাসেবক উদ্ভিদ
ଭାନିଲା |,ভ্যানিলা
ଭେଟର,ভেটিভার
ଭେରିନାନାନିଆନ୍ ଡାକ୍ତର |,ভেটেরিনিয়ান ডাক্তার
ଜୀବାଣୁ,ভাইরোলজিস্ট
ମଜୁରୀ,বেতন
ଉଷ୍ମ ରକ୍ତ ଦିଆଯାଇଥିବା ପଶୁ |,উষ্ণ রক্তাক্ত প্রাণী
ବର୍ଜ୍ୟବସ୍ତୁ ପରିଚାଳନା,বর্জ্য ব্যবস্থাপনা
ବର୍ଜ୍ୟବସ୍ତୁ,জঞ্জাল জমি
ଜଳ ଆବେଦନ ଦକ୍ଷତା |,জল প্রয়োগ দক্ষতা
ଜଳ ପ୍ରୟୋଗ ହାର,জলের আবেদন হার
ଜଳ ସନ୍ତୁଳନ,জল ভারসাম্য
ଜଳ ସଙ୍କତ,জল সংযোগ
ଜଳ ସଂରକ୍ଷଣ,জল সংরক্ষণ
ଜଳ ଖର୍ଚ୍ଚ,জল খরচ
ଜଳ ପରିବହନ ଦକ୍ଷତା |,জল পরিবহনের দক্ষতা
ଜଳ ସଂସ୍କୃତି,জল সংস্কৃতি
ଜଳ ନିଅଣ୍ଟ,জলের ঘাটতি
ଜଳ ବଣ୍ଟନ ଦକ୍ଷତା |,জল বিতরণ দক্ষতা
ଜଳ ଡ୍ୟୁଟି,জল শুল্ক
ଜଳ ଫ୍ରୋ,জল ফুরো
ଜଳ ଦ୍ୱାରକ୍ରା,জলের গেটস
